Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit
Elfrid Payton,Andrew Wiggins,Jodie Meeks,Eric Bledsoe,Draymond Green,Kyle O'Quinn,Jimmy Butler,Kristaps Porzingis,401.758,401.75,1,Dec132016,8
