Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit
James Harden,Dion Waiters,James Johnson,Brandon Jennings,T.J. McConnell,Hassan Whiteside,Rudy Gobert,Andrew Wiggins,359.008,359.0,1,Nov172016,8
