Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit
Russell Westbrook,Rudy Gay,Justin Holiday,Serge Ibaka,Blake Griffin,Marcus Morris,Enes Kanter,Buddy Hield,342.508,342.5,1,Dec42016,8
