Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit
Paul George,Wilson Chandler,Victor Oladipo,Kristaps Porzingis,Kenneth Faried,Mike Conley,Brandon Knight,DeMarcus Cousins,422.008,422.0,1,Nov162016,8
