Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit
James Harden,Andre Drummond,Bismack Biyombo,Paul Millsap,LeBron James,Jeff Green,Jordan Farmar,Garrett Temple,356.508,356.5,1,Nov52016,8
