Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit
Doug McDermott,LeBron James,Trevor Booker,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Nikola Jokic,396.258,396.25,1,Oct292016,8
