Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit
Russell Westbrook,Nick Young,Jamal Murray,Jimmy Butler,Kristaps Porzingis,Jusuf Nurkic,Tim Frazier,Ed Davis,362.008,362.0,1,Nov222016,8
