Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit
DeMarcus Cousins,Maurice Harkless,Thabo Sefolosha,Blake Griffin,Paul Millsap,Mason Plumlee,Damian Lillard,Tim Hardaway Jr.,354.258,354.25,1,Oct272016,8
