Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit
Damian Lillard,Joe Johnson,Kawhi Leonard,George Hill,Draymond Green,LaMarcus Aldridge,Rodney Hood,Jonathon Simmons,367.508,367.5,1,Oct252016,8
