Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit
Kawhi Leonard,Rondae Hollis-Jefferson,Terrence Jones,Dwyane Wade,Chris Paul,Mike Conley,Hassan Whiteside,Joakim Noah,406.758,406.75,1,Nov42016,8
