Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit
Nick Young,Harrison Barnes,Wilson Chandler,Devin Booker,C.J. McCollum,Kristaps Porzingis,DeMarcus Cousins,Emmanuel Mudiay,372.508,372.5,1,Nov62016,8
