Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit
Emmanuel Mudiay,Alan Williams,Nicolas Batum,Ty Lawson,DeMarcus Cousins,Kyrie Irving,Kawhi Leonard,Wilson Chandler,397.758,397.75,1,Nov182016,8
