Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit
James Harden,Draymond Green,Montrezl Harrell,Gordon Hayward,Sam Dekker,Austin Rivers,Shelvin Mack,Kevin Durant,369.758,369.75,1,Dec12016,8
