Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit,Num_Games
Danilo Gallinari,Thabo Sefolosha,Bradley Beal,Dwyane Wade,Troy Daniels,Sergio Rodriguez,Joel Embiid,Anthony Davis,292.638,317.5,16,Dec52016,3,0
Russell Westbrook,Gordon Hayward,Dwyane Wade,Wesley Matthews,Troy Daniels,Sergio Rodriguez,John Henson,Dwight Powell,289.248,316.5,7,Dec52016,4,0
Bradley Beal,Wesley Matthews,Buddy Hield,Marc Gasol,Patrick Beverley,Greg Monroe,John Wall,LeBron James,288.188,314.25,33,Dec52016,5,0
Russell Westbrook,Dario Saric,Dennis Schroder,Bradley Beal,Dwyane Wade,Sergio Rodriguez,Buddy Hield,Pau Gasol,292.928,312.5,11,Dec52016,3,0
Giannis Antetokounmpo,Will Barton,Lou Williams,Buddy Hield,Joel Embiid,Brook Lopez,Cory Joseph,LeBron James,287.918,311.75,27,Dec52016,6,0
Gordon Hayward,Bradley Beal,Dwyane Wade,Lou Williams,Joel Embiid,Greg Monroe,John Wall,Pascal Siakam,290.528,311.5,35,Dec52016,3,0
Russell Westbrook,Harrison Barnes,Dwyane Wade,Gerald Henderson,Sergio Rodriguez,Patrick Beverley,Joel Embiid,John Henson,287.898,310.75,36,Dec52016,6,0
Will Barton,Dennis Schroder,Bradley Beal,Dwyane Wade,Rudy Gobert,Ryan Anderson,Pascal Siakam,Anthony Davis,287.968,310.5,13,Dec52016,6,0
Dennis Schroder,Danilo Gallinari,Sean Kilpatrick,Lou Williams,Wesley Matthews,Joel Embiid,Jerian Grant,Anthony Davis,288.218,309.75,29,Dec52016,5,0
Jimmy Butler,Tim Frazier,Dwyane Wade,Troy Daniels,Joel Embiid,Brook Lopez,Ersan Ilyasova,Kemba Walker,288.458,309.5,3,Dec52016,5,0
Dennis Schroder,Maurice Harkless,Bradley Beal,Wesley Matthews,Troy Daniels,Rudy Gobert,Marcin Gortat,LeBron James,287.998,309.0,9,Dec52016,6,0
Evan Turner,Dennis Schroder,Troy Daniels,Nik Stauskas,Sergio Rodriguez,Brook Lopez,John Wall,Anthony Davis,288.668,307.75,36,Dec52016,4,0
Gordon Hayward,Dennis Schroder,Dwyane Wade,Sean Kilpatrick,Eric Gordon,Sergio Rodriguez,Joel Embiid,LaMarcus Aldridge,291.328,306.5,29,Dec52016,3,0
Jimmy Butler,Dennis Schroder,Bradley Beal,Buddy Hield,Rudy Gobert,Robin Lopez,Ersan Ilyasova,John Wall,288.198,306.25,31,Dec52016,5,0
Will Barton,Dennis Schroder,Tim Frazier,Bradley Beal,Sean Kilpatrick,Joel Embiid,Greg Monroe,LeBron James,291.768,306.25,23,Dec52016,3,0
Russell Westbrook,Danilo Gallinari,Sean Kilpatrick,Troy Daniels,Buddy Hield,John Wall,Cory Joseph,LaMarcus Aldridge,288.128,306.25,40,Dec52016,5,0
Harrison Barnes,Gordon Hayward,Dwyane Wade,Troy Daniels,Joel Embiid,Brook Lopez,Cory Joseph,Kyle Lowry,288.328,305.5,10,Dec52016,5,0
Jimmy Butler,Dennis Schroder,Tim Frazier,Wesley Matthews,Buddy Hield,Rudy Gobert,John Wall,LaMarcus Aldridge,288.008,305.25,6,Dec52016,6,0
Russell Westbrook,Rondae Hollis-Jefferson,Bradley Beal,Dwyane Wade,Troy Daniels,Robin Lopez,John Henson,Trevor Booker,288.068,304.75,46,Dec52016,5,0
Russell Westbrook,Harrison Barnes,Evan Turner,Danilo Gallinari,Troy Daniels,Joel Embiid,Rudy Gobert,Cory Joseph,287.988,304.25,10,Dec52016,6,0
Dennis Schroder,Dwyane Wade,Troy Daniels,Buddy Hield,Joel Embiid,John Henson,John Wall,LeBron James,299.498,304.0,2,Dec52016,3,0
Russell Westbrook,Maurice Harkless,Dwyane Wade,Sean Kilpatrick,Troy Daniels,Patrick Beverley,Joel Embiid,Dwight Powell,287.948,303.25,19,Dec52016,6,0
Giannis Antetokounmpo,Dario Saric,Dennis Schroder,Wesley Matthews,Troy Daniels,Buddy Hield,Brook Lopez,Anthony Davis,288.008,302.75,8,Dec52016,6,0
Gordon Hayward,Danilo Gallinari,Dwyane Wade,Wesley Matthews,Buddy Hield,Patrick Beverley,Anthony Davis,LaMarcus Aldridge,288.748,302.5,32,Dec52016,4,0
Russell Westbrook,Dario Saric,Sean Kilpatrick,Wesley Matthews,Troy Daniels,Sergio Rodriguez,Joel Embiid,Clint Capela,288.968,301.25,19,Dec52016,4,0
Russell Westbrook,Jimmy Butler,Evan Turner,Dennis Schroder,Danilo Gallinari,Buddy Hield,Robin Lopez,Ersan Ilyasova,287.888,300.5,40,Dec52016,6,0
Dennis Schroder,Sean Kilpatrick,Wesley Matthews,Sergio Rodriguez,Robin Lopez,John Henson,Kyle Lowry,LeBron James,287.888,300.25,37,Dec52016,6,0
