Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit,Num_Games
C.J. McCollum,J.J. Barea,Maurice Harkless,Wesley Matthews,Kevin Love,Dennis Schroder,Alex Len,LeBron James,276.698,306.75,14,Nov82016,5,0
Anthony Davis,J.J. Barea,Harrison Barnes,Andrew Wiggins,Lou Williams,Nick Young,Kevin Love,JaMychal Green,276.988,293.25,45,Nov82016,4,0
Wesley Matthews,Mike Conley,Lou Williams,Eric Bledsoe,Kevin Love,Emmanuel Mudiay,Karl-Anthony Towns,Trevor Booker,276.418,286.25,41,Nov82016,5,0
C.J. McCollum,J.J. Barea,Lou Williams,Jameer Nelson,Karl-Anthony Towns,Mason Plumlee,LeBron James,Trevor Booker,283.628,284.0,13,Nov82016,3,0
Anthony Davis,C.J. McCollum,J.J. Barea,Rudy Gay,Harrison Barnes,Bojan Bogdanovic,Jameer Nelson,Alex Len,277.618,283.5,20,Nov82016,4,0
Rudy Gay,Damian Lillard,Mike Conley,Lou Williams,Kevin Love,Emmanuel Mudiay,Trevor Booker,JaMychal Green,276.418,283.25,40,Nov82016,5,0
Thabo Sefolosha,Damian Lillard,Kent Bazemore,Eric Bledsoe,Nick Young,Kevin Love,Alex Len,LeBron James,282.718,279.0,20,Nov82016,3,0
DeMarcus Cousins,Maurice Harkless,Kyrie Irving,Devin Booker,Lou Williams,Nick Young,Kevin Love,Trevor Booker,276.308,279.0,8,Nov82016,6,0
DeMarcus Cousins,Rudy Gay,Thabo Sefolosha,Lou Williams,Eric Bledsoe,E'Twaun Moore,Kevin Love,Emmanuel Mudiay,278.068,278.75,4,Nov82016,4,0
Rudy Gay,Lou Williams,Eric Bledsoe,Kevin Love,Dennis Schroder,Andrew Bogut,LeBron James,JaMychal Green,276.368,278.25,46,Nov82016,5,0
Maurice Harkless,Damian Lillard,Kyrie Irving,Lou Williams,Eric Bledsoe,Dwight Howard,Alex Len,Trevor Booker,276.038,277.25,39,Nov82016,6,0
C.J. McCollum,J.J. Barea,Garrett Temple,Thabo Sefolosha,Kevin Love,Marc Gasol,LeBron James,Zach Randolph,276.058,277.25,37,Nov82016,6,0
C.J. McCollum,J.J. Barea,T.J. Warren,Andrew Wiggins,Emmanuel Mudiay,Karl-Anthony Towns,Alex Len,Zach Randolph,276.008,277.0,48,Nov82016,6,0
Jordan Clarkson,Harrison Barnes,Thabo Sefolosha,Lou Williams,Kevin Love,Dwight Howard,LeBron James,Trevor Booker,283.108,276.5,15,Nov82016,3,0
Maurice Harkless,Rondae Hollis-Jefferson,Damian Lillard,Lou Williams,Kevin Love,Mason Plumlee,LeBron James,Zach Randolph,277.778,276.25,15,Nov82016,4,0
C.J. McCollum,Rudy Gay,Lou Williams,E'Twaun Moore,Dwight Howard,Alex Len,LeBron James,Zach Randolph,285.278,274.75,6,Nov82016,3,0
DeMarcus Cousins,Jordan Clarkson,Rudy Gay,E'Twaun Moore,Nick Young,Mason Plumlee,LeBron James,Trevor Booker,276.978,274.75,46,Nov82016,4,0
Anthony Davis,J.J. Barea,Jordan Clarkson,Rudy Gay,Kyrie Irving,Lou Williams,Mason Plumlee,JaMychal Green,276.488,274.25,31,Nov82016,5,0
DeMarcus Cousins,Marquese Chriss,J.J. Barea,Jordan Clarkson,Harrison Barnes,Damian Lillard,Mason Plumlee,Trevor Booker,276.088,273.5,35,Nov82016,6,0
C.J. McCollum,Damian Lillard,Devin Booker,Wesley Matthews,Mason Plumlee,Alex Len,LeBron James,Channing Frye,276.828,273.25,3,Nov82016,5,0
DeMarcus Cousins,C.J. McCollum,Thabo Sefolosha,Damian Lillard,Bojan Bogdanovic,Emmanuel Mudiay,Alex Len,Trevor Booker,279.438,273.25,44,Nov82016,3,0
Anthony Davis,J.J. Barea,Garrett Temple,Rudy Gay,E'Twaun Moore,Andrew Bogut,LeBron James,Trevor Booker,276.688,273.25,17,Nov82016,5,0
Anthony Davis,Marquese Chriss,J.J. Barea,Andrew Wiggins,Damian Lillard,Sean Kilpatrick,Alex Len,Zach Randolph,277.698,272.0,17,Nov82016,4,0
J.J. Barea,Rudy Gay,Lou Williams,Eric Bledsoe,Marc Gasol,Andrew Bogut,LeBron James,Kenneth Faried,276.418,271.75,39,Nov82016,5,0
Marquese Chriss,C.J. McCollum,T.J. Warren,Damian Lillard,Lou Williams,Nick Young,Kevin Love,Dwight Howard,276.148,271.25,27,Nov82016,6,0
Anthony Davis,Marquese Chriss,Maurice Harkless,Devin Booker,Mike Conley,Lou Williams,Kevin Love,Emmanuel Mudiay,277.958,270.75,8,Nov82016,4,0
DeMarcus Cousins,J.J. Barea,Maurice Harkless,Bojan Bogdanovic,Nick Young,Kevin Love,Langston Galloway,LeBron James,276.028,269.75,42,Nov82016,6,0
DeMarcus Cousins,J.J. Barea,Harrison Barnes,Rondae Hollis-Jefferson,Devin Booker,E'Twaun Moore,Kevin Love,Trevor Booker,276.018,269.5,46,Nov82016,6,0
Anthony Davis,Marquese Chriss,C.J. McCollum,Jordan Clarkson,Thabo Sefolosha,Mike Conley,Lou Williams,Karl-Anthony Towns,277.838,269.25,11,Nov82016,4,0
Anthony Davis,Marquese Chriss,Garrett Temple,Rudy Gay,Maurice Harkless,Lou Williams,Marc Gasol,LeBron James,276.988,267.75,44,Nov82016,4,0
DeMarcus Cousins,J.J. Barea,Rondae Hollis-Jefferson,Damian Lillard,Kyrie Irving,Kent Bazemore,E'Twaun Moore,Alex Len,276.448,267.5,37,Nov82016,5,0
Marquese Chriss,C.J. McCollum,Rudy Gay,Devin Booker,Lou Williams,Kevin Love,Jusuf Nurkic,Paul Millsap,276.028,267.5,44,Nov82016,6,0
