Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit,Num_Games
John Wall,Blake Griffin,Kawhi Leonard,Markieff Morris,Tyler Zeller,Jimmy Butler,Avery Bradley,Jamal Crawford,269.728,305.0,10,Oct272016,6,4
DeMarcus Cousins,Otto Porter,Rajon Rondo,Blake Griffin,Mason Plumlee,Jimmy Butler,Allen Crabbe,Avery Bradley,271.358,301.75,50,Oct272016,4,4
Rajon Rondo,Taj Gibson,Blake Griffin,Paul Millsap,Dwight Howard,Jimmy Butler,Raymond Felton,Avery Bradley,269.908,296.25,1,Oct272016,6,4
DeMarcus Cousins,John Wall,Otto Porter,Rajon Rondo,Taj Gibson,Paul Millsap,Avery Bradley,Jamal Crawford,270.598,296.25,22,Oct272016,5,4
DeMarcus Cousins,Rudy Gay,Isaiah Thomas,Ty Lawson,Markieff Morris,Jimmy Butler,Avery Bradley,Kyle Korver,269.608,290.0,21,Oct272016,6,4
Rudy Gay,Isaiah Thomas,Paul Millsap,Mason Plumlee,Dewayne Dedmon,Jimmy Butler,Kent Bazemore,Damian Lillard,275.928,288.0,47,Oct272016,3,4
Isaiah Thomas,Rajon Rondo,Paul Millsap,Markieff Morris,Marcin Gortat,Mason Plumlee,Avery Bradley,Chris Paul,292.098,287.5,5,Oct272016,3,4
Isaiah Thomas,Paul Millsap,Kawhi Leonard,Kosta Koufos,Damian Lillard,Bradley Beal,Avery Bradley,Jamal Crawford,269.858,283.75,2,Oct272016,6,4
DeMarcus Cousins,Matt Barnes,Isaiah Thomas,Paul Millsap,Kawhi Leonard,Avery Bradley,Jamal Crawford,Kyle Korver,269.318,283.75,43,Oct272016,6,4
Blake Griffin,Paul Millsap,Kawhi Leonard,Kosta Koufos,Kent Bazemore,Avery Bradley,Chris Paul,Kyle Korver,270.258,282.25,34,Oct272016,5,4
John Wall,Isaiah Thomas,Rajon Rondo,Kawhi Leonard,Markieff Morris,Robin Lopez,Dewayne Dedmon,Dwyane Wade,277.988,281.5,40,Oct272016,3,4
John Wall,Jae Crowder,Jonathon Simmons,Isaiah Thomas,Kawhi Leonard,Dwight Howard,Mason Plumlee,Avery Bradley,279.428,281.0,33,Oct272016,3,4
Matt Barnes,Isaiah Thomas,Blake Griffin,Paul Millsap,Kawhi Leonard,Pau Gasol,Dewayne Dedmon,Avery Bradley,270.398,279.25,29,Oct272016,5,4
John Wall,Blake Griffin,Al-Farouq Aminu,Kawhi Leonard,Robin Lopez,Kosta Koufos,Jimmy Butler,Avery Bradley,269.378,278.25,36,Oct272016,6,4
Isaiah Thomas,Taj Gibson,Kawhi Leonard,Markieff Morris,Amir Johnson,Damian Lillard,Chris Paul,Kyle Korver,280.498,276.75,29,Oct272016,3,4
Isaiah Thomas,Ty Lawson,Paul Millsap,Kawhi Leonard,Tyler Zeller,Damian Lillard,Avery Bradley,Arron Afflalo,270.628,276.5,18,Oct272016,5,4
Patty Mills,Al Horford,Markieff Morris,Mason Plumlee,Jimmy Butler,Damian Lillard,Chris Paul,Jamal Crawford,269.358,275.25,38,Oct272016,6,4
DeMarcus Cousins,Patty Mills,Taj Gibson,Markieff Morris,Jimmy Butler,Kent Bazemore,Avery Bradley,Chris Paul,270.908,275.0,10,Oct272016,5,4
Matt Barnes,Dennis Schroder,Kawhi Leonard,Mason Plumlee,Jimmy Butler,Dwyane Wade,Avery Bradley,Chris Paul,281.418,274.75,25,Oct272016,3,4
Rajon Rondo,Blake Griffin,Paul Millsap,Kawhi Leonard,Marcin Gortat,Amir Johnson,Allen Crabbe,Dwyane Wade,270.968,274.0,9,Oct272016,5,4
DeMarcus Cousins,Isaiah Thomas,Rajon Rondo,Ty Lawson,Taj Gibson,Evan Turner,Dwyane Wade,Avery Bradley,270.728,273.25,14,Oct272016,5,4
Otto Porter,Isaiah Thomas,Blake Griffin,DeAndre Jordan,Mason Plumlee,Damian Lillard,Avery Bradley,Kyle Korver,272.578,272.25,25,Oct272016,4,4
Rudy Gay,Otto Porter,Isaiah Thomas,Ty Lawson,Kawhi Leonard,DeAndre Jordan,Mason Plumlee,Dwyane Wade,270.158,271.75,37,Oct272016,5,4
DeMarcus Cousins,Jae Crowder,Al-Farouq Aminu,Markieff Morris,Amir Johnson,Jimmy Butler,Avery Bradley,Chris Paul,270.508,271.75,25,Oct272016,5,4
John Wall,Isaiah Thomas,Taj Gibson,Marcin Gortat,Jimmy Butler,Allen Crabbe,Damian Lillard,Avery Bradley,288.158,271.25,10,Oct272016,3,4
Jonathon Simmons,Rajon Rondo,Paul Millsap,Kawhi Leonard,DeAndre Jordan,Mason Plumlee,Jimmy Butler,Jamal Crawford,290.908,271.0,6,Oct272016,3,4
John Wall,Paul Millsap,Kawhi Leonard,Robin Lopez,Tyler Zeller,Allen Crabbe,Avery Bradley,Chris Paul,272.698,269.0,22,Oct272016,4,4
John Wall,Matt Barnes,Rajon Rondo,Blake Griffin,Paul Millsap,Dewayne Dedmon,Allen Crabbe,Chris Paul,271.908,268.0,34,Oct272016,4,4
Ty Lawson,Blake Griffin,Mason Plumlee,Amir Johnson,Kent Bazemore,Damian Lillard,Avery Bradley,Chris Paul,271.818,268.0,38,Oct272016,4,4
Jaylen Brown,Rajon Rondo,Al Horford,Taj Gibson,Paul Millsap,Damian Lillard,Chris Paul,Jamal Crawford,272.628,266.75,24,Oct272016,4,4
Isaiah Thomas,Rajon Rondo,Al-Farouq Aminu,Kawhi Leonard,Dwight Howard,Chris Paul,Arron Afflalo,Jamal Crawford,270.558,266.25,24,Oct272016,5,4
