Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit,Num_Games
Kevin Durant,Brook Lopez,Avery Bradley,Nik Stauskas,Trevor Booker,Jose Calderon,Jordan Clarkson,DeMarcus Cousins,291.318,287.75,4,Nov232016,5,13
Dario Saric,Al Horford,Nik Stauskas,Trevor Booker,Jose Calderon,James Harden,Jordan Clarkson,DeMarcus Cousins,290.838,286.25,25,Nov232016,6,13
Rudy Gay,Jonas Valanciunas,Lou Williams,Tim Frazier,Nik Stauskas,Trevor Booker,Isaiah Thomas,DeMarcus Cousins,294.638,283.5,16,Nov232016,3,13
Russell Westbrook,Rudy Gay,Alex Len,Jusuf Nurkic,Elfrid Payton,Avery Bradley,Trevor Booker,Jose Calderon,293.458,282.25,29,Nov232016,3,13
Rudy Gay,Al Horford,Avery Bradley,Victor Oladipo,Tim Frazier,Patrick Patterson,Langston Galloway,DeMarcus Cousins,290.818,280.25,28,Nov232016,6,13
Rudy Gay,Al Horford,Bismack Biyombo,Elfrid Payton,Nik Stauskas,Paul Millsap,Jose Calderon,James Harden,292.178,275.75,5,Nov232016,4,13
Kevin Durant,Rudy Gay,Al Horford,Jonas Valanciunas,Trevor Booker,Andrew Wiggins,Jose Calderon,Darren Collison,292.438,273.0,46,Nov232016,3,13
Rudy Gay,Larry Nance Jr.,Al Horford,Zach LaVine,Tim Frazier,Jose Calderon,James Harden,LaMarcus Aldridge,291.348,272.75,3,Nov232016,5,13
Alex Len,Emmanuel Mudiay,Avery Bradley,Victor Oladipo,Tim Frazier,Trevor Booker,Wilson Chandler,DeMarcus Cousins,290.838,270.75,18,Nov232016,6,13
Rudy Gay,Alex Len,Dion Waiters,Ersan Ilyasova,Hollis Thompson,Isaiah Thomas,Kyrie Irving,DeMarcus Cousins,291.118,270.5,30,Nov232016,5,13
Rudy Gay,Al Horford,Joel Embiid,Elfrid Payton,Tim Frazier,Blake Griffin,Trevor Booker,Jordan Clarkson,294.758,270.0,12,Nov232016,3,13
Rudy Gay,Brook Lopez,Trevor Booker,Hollis Thompson,Kyrie Irving,Darren Collison,Jordan Clarkson,DeMarcus Cousins,291.768,268.75,22,Nov232016,4,13
Rudy Gay,Jonas Valanciunas,Ersan Ilyasova,Andrew Wiggins,Hollis Thompson,James Harden,Jordan Clarkson,LaMarcus Aldridge,291.618,268.5,28,Nov232016,4,13
Dario Saric,Alex Len,Dion Waiters,Tim Frazier,Tony Parker,Ersan Ilyasova,James Harden,DeMarcus Cousins,291.298,267.25,6,Nov232016,5,13
Rudy Gay,Jerami Grant,Karl-Anthony Towns,Alex Len,Tony Parker,Trevor Booker,James Harden,Jordan Clarkson,292.378,267.25,48,Nov232016,3,13
Rudy Gay,Alex Len,Tim Frazier,Paul Millsap,Andrew Wiggins,Jose Calderon,Jordan Clarkson,DeMarcus Cousins,301.768,266.5,1,Nov232016,3,13
Kevin Durant,Jusuf Nurkic,Tim Frazier,Nik Stauskas,Paul Millsap,Langston Galloway,Wilson Chandler,DeMarcus Cousins,291.148,266.0,24,Nov232016,5,13
Dario Saric,Alex Len,Ish Smith,Tim Frazier,Tony Allen,Trevor Booker,James Harden,DeMarcus Cousins,291.348,266.0,2,Nov232016,5,13
Russell Westbrook,Kevin Durant,Joel Embiid,Alex Len,Dion Waiters,Tim Frazier,Tony Allen,Jose Calderon,292.708,264.75,39,Nov232016,3,13
Rudy Gay,Al Horford,Brook Lopez,Victor Oladipo,Tony Parker,Paul Millsap,Jose Calderon,Kyrie Irving,292.158,263.75,7,Nov232016,4,13
Russell Westbrook,Rudy Gay,Hassan Whiteside,Joel Embiid,Nik Stauskas,Ersan Ilyasova,Jose Calderon,Jordan Clarkson,292.558,263.25,42,Nov232016,3,13
Jeff Green,Alex Len,Jusuf Nurkic,Victor Oladipo,Tim Frazier,Trevor Booker,Isaiah Thomas,James Harden,291.238,263.0,12,Nov232016,5,13
Joel Embiid,Emmanuel Mudiay,Tim Frazier,Tony Allen,Trevor Booker,Hollis Thompson,James Harden,DeMarcus Cousins,291.168,263.0,22,Nov232016,5,13
Karl-Anthony Towns,Jonas Valanciunas,Victor Oladipo,Tim Frazier,Paul Millsap,Hollis Thompson,Isaiah Thomas,Jordan Clarkson,292.068,262.75,9,Nov232016,4,13
Russell Westbrook,Alex Len,Ricky Rubio,Tim Frazier,Nik Stauskas,Wilson Chandler,Hollis Thompson,DeMarcus Cousins,291.508,262.5,43,Nov232016,4,13
Ricky Rubio,Victor Oladipo,Lou Williams,Tim Frazier,Paul Millsap,Hollis Thompson,DeMarcus Cousins,LaMarcus Aldridge,290.778,262.25,39,Nov232016,6,13
Rudy Gay,Jonas Valanciunas,Avery Bradley,Dion Waiters,Tony Parker,Ersan Ilyasova,Andrew Wiggins,DeMarcus Cousins,291.148,262.0,25,Nov232016,5,13
