Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit,Num_Games
Ersan Ilyasova,Hassan Whiteside,Joel Embiid,J.J. Redick,Russell Westbrook,Carmelo Anthony,Trevor Ariza,Vince Carter,275.448,315.5,7,Nov142016,3,8
Clint Capela,Hassan Whiteside,Avery Bradley,Seth Curry,Russell Westbrook,Langston Galloway,Paul George,Vince Carter,270.228,306.0,40,Nov142016,5,8
Clint Capela,Rudy Gobert,Gerald Henderson,Russell Westbrook,Isaiah Thomas,Marcus Smart,Carmelo Anthony,Vince Carter,270.058,305.75,23,Nov142016,6,8
James Harden,Aron Baynes,Trey Lyles,Eric Gordon,Russell Westbrook,Marcus Smart,Marcus Morris,Trevor Ariza,270.978,303.0,20,Nov142016,4,8
Blake Griffin,Hassan Whiteside,Enes Kanter,James Johnson,Gerald Henderson,Russell Westbrook,Isaiah Thomas,Langston Galloway,271.648,302.25,45,Nov142016,3,8
Trey Lyles,Eric Gordon,Russell Westbrook,Isaiah Thomas,Mike Conley,Carmelo Anthony,Marcus Morris,Vince Carter,270.158,300.25,1,Nov142016,6,8
James Harden,Thaddeus Young,Aron Baynes,J.J. Redick,Gerald Henderson,Russell Westbrook,Tim Frazier,Trevor Ariza,270.088,298.25,15,Nov142016,6,8
James Harden,Trevor Booker,Hassan Whiteside,Aron Baynes,Sean Kilpatrick,J.J. Redick,Isaiah Thomas,Vince Carter,272.158,298.0,40,Nov142016,3,8
Marc Gasol,Trey Lyles,Courtney Lee,Russell Westbrook,Chris Paul,Isaiah Thomas,Marcus Morris,Vince Carter,270.168,297.25,48,Nov142016,5,8
James Harden,Hassan Whiteside,Trey Lyles,Avery Bradley,Kentavious Caldwell-Pope,Dante Exum,Carmelo Anthony,Vince Carter,270.078,296.25,20,Nov142016,6,8
Kristaps Porzingis,Pau Gasol,Avery Bradley,Eric Gordon,J.J. Redick,Russell Westbrook,Marcus Smart,Trevor Ariza,269.998,296.25,43,Nov142016,6,8
James Harden,Zach Randolph,DeAndre Jordan,Trey Lyles,Eric Gordon,Russell Westbrook,Langston Galloway,Vince Carter,270.978,295.0,19,Nov142016,4,8
James Harden,Zach Randolph,Hassan Whiteside,Pau Gasol,Kentavious Caldwell-Pope,J.J. Redick,Marcus Morris,Trevor Ariza,272.608,294.75,30,Nov142016,3,8
James Harden,Ersan Ilyasova,Hassan Whiteside,Aron Baynes,Kentavious Caldwell-Pope,Andre Roberson,Russell Westbrook,Langston Galloway,271.688,293.25,44,Nov142016,3,8
Pau Gasol,Trey Lyles,Sean Kilpatrick,Russell Westbrook,Isaiah Thomas,Carmelo Anthony,Trevor Ariza,Rondae Hollis-Jefferson,270.648,292.25,40,Nov142016,4,8
Luc Richard Mbah a Moute,Derrick Williams,Hassan Whiteside,Avery Bradley,Russell Westbrook,Isaiah Thomas,Marcus Morris,Trevor Ariza,277.008,292.0,3,Nov142016,3,8
Blake Griffin,Derrick Williams,DeAndre Jordan,J.J. Redick,Russell Westbrook,Isaiah Thomas,Marcus Smart,Vince Carter,271.408,291.0,2,Nov142016,4,8
DeAndre Jordan,Pau Gasol,Harrison Barnes,Kentavious Caldwell-Pope,J.J. Redick,Russell Westbrook,Isaiah Thomas,Langston Galloway,270.048,290.5,27,Nov142016,6,8
James Harden,Zach Randolph,Joel Embiid,Avery Bradley,Kentavious Caldwell-Pope,Langston Galloway,Carmelo Anthony,Vince Carter,270.328,290.25,20,Nov142016,5,8
James Harden,Zach Randolph,Aron Baynes,Jamal Crawford,Russell Westbrook,Tim Frazier,Marcus Morris,Vince Carter,270.348,289.5,14,Nov142016,5,8
Trevor Booker,Zach Randolph,Hassan Whiteside,DeAndre Jordan,Gerald Henderson,Russell Westbrook,Marcus Smart,Trevor Ariza,272.778,289.5,28,Nov142016,3,8
James Harden,Marc Gasol,Trey Lyles,Avery Bradley,Kentavious Caldwell-Pope,Isaiah Thomas,Langston Galloway,Marcus Morris,270.318,289.0,21,Nov142016,5,8
James Harden,Luc Richard Mbah a Moute,Rudy Gobert,Trey Lyles,J.J. Redick,Nik Stauskas,Russell Westbrook,Isaiah Thomas,274.618,288.75,12,Nov142016,3,8
James Harden,Zach Randolph,Joel Embiid,Aron Baynes,Gerald Henderson,Russell Westbrook,Victor Oladipo,Vince Carter,270.348,288.5,15,Nov142016,5,8
Hassan Whiteside,Trey Lyles,Avery Bradley,Eric Gordon,Nik Stauskas,Russell Westbrook,Ish Smith,Carmelo Anthony,270.218,288.25,41,Nov142016,5,8
Blake Griffin,Pau Gasol,Avery Bradley,J.J. Redick,Courtney Lee,Russell Westbrook,Marcus Smart,Trevor Ariza,270.018,288.25,33,Nov142016,6,8
Thaddeus Young,Clint Capela,Hassan Whiteside,Sean Kilpatrick,Eric Gordon,Kentavious Caldwell-Pope,Russell Westbrook,Trevor Ariza,270.148,288.25,5,Nov142016,6,8
Zach Randolph,Hassan Whiteside,Trey Lyles,Eric Gordon,Wesley Matthews,Kentavious Caldwell-Pope,Russell Westbrook,Carmelo Anthony,270.298,286.75,23,Nov142016,5,8
Hassan Whiteside,Kelly Olynyk,Kentavious Caldwell-Pope,Russell Westbrook,Isaiah Thomas,Ish Smith,Rondae Hollis-Jefferson,Vince Carter,273.888,285.25,18,Nov142016,3,8
Luc Richard Mbah a Moute,Kristaps Porzingis,Hassan Whiteside,Pau Gasol,Eric Gordon,Kentavious Caldwell-Pope,Russell Westbrook,Marcus Smart,270.148,284.75,4,Nov142016,6,8
James Harden,Clint Capela,Joel Embiid,Gerald Henderson,Nik Stauskas,Russell Westbrook,Trevor Ariza,Rondae Hollis-Jefferson,270.338,284.0,16,Nov142016,5,8
Blake Griffin,Zach Randolph,Joel Embiid,Eric Gordon,Russell Westbrook,Tim Frazier,Langston Galloway,Trevor Ariza,270.078,281.0,18,Nov142016,6,8
