Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit,Num_Games
Troy Williams,C.J. McCollum,Klay Thompson,Eric Bledsoe,Kevin Love,JaMychal Green,Dennis Schroder,Tyson Chandler,271.078,298.5,25,Dec132016,6,6
Elfrid Payton,Klay Thompson,Courtney Lee,Damian Lillard,Kevin Love,LeBron James,Jared Dudley,Mason Plumlee,271.958,298.0,36,Dec132016,4,6
Elfrid Payton,Carmelo Anthony,Evan Fournier,Damian Lillard,Kevin Love,Aaron Gordon,Dennis Schroder,Steven Adams,271.048,298.0,32,Dec132016,6,6
Stephen Curry,Andre Iguodala,Jerian Grant,Tony Allen,Eric Bledsoe,Serge Ibaka,Paul Millsap,Kristaps Porzingis,271.198,297.25,6,Dec132016,6,6
Evan Fournier,Tony Allen,Eric Bledsoe,LeBron James,Paul Millsap,Jared Dudley,Mason Plumlee,Tyson Chandler,274.158,297.0,35,Dec132016,3,6
Carmelo Anthony,Eric Bledsoe,Kevin Love,Aaron Gordon,Evan Turner,Dennis Schroder,Jrue Holiday,Mason Plumlee,271.168,296.75,12,Dec132016,6,6
Stephen Curry,Dwyane Wade,Damian Lillard,Eric Bledsoe,Serge Ibaka,Kyle Korver,Jared Dudley,Tyson Chandler,271.558,295.0,21,Dec132016,5,6
P.J. Tucker,Evan Fournier,Damian Lillard,Serge Ibaka,Paul Millsap,Dennis Schroder,Jrue Holiday,Steven Adams,271.558,294.0,20,Dec132016,5,6
Elfrid Payton,JaVale McGee,Dwyane Wade,Klay Thompson,Damian Lillard,Eric Bledsoe,Karl-Anthony Towns,Evan Turner,279.338,291.75,3,Dec132016,3,6
Troy Williams,Leandro Barbosa,Dwyane Wade,Eric Bledsoe,Anthony Davis,Evan Turner,Paul Millsap,Tyson Chandler,271.088,290.75,24,Dec132016,6,6
Stephen Curry,Dwyane Wade,Tony Allen,Kevin Durant,Evan Turner,Dennis Schroder,Mason Plumlee,Tyson Chandler,274.098,290.25,36,Dec132016,3,6
Stephen Curry,Andrew Harrison,Karl-Anthony Towns,Evan Turner,Paul Millsap,Jared Dudley,Jrue Holiday,Dwight Howard,271.898,290.25,40,Dec132016,4,6
Robin Lopez,Carmelo Anthony,Dwyane Wade,Courtney Lee,Eric Bledsoe,Paul Millsap,Kristaps Porzingis,Jared Dudley,275.098,289.25,25,Dec132016,3,6
Russell Westbrook,Robin Lopez,Elfrid Payton,Courtney Lee,Evan Turner,Paul Millsap,Dennis Schroder,Mason Plumlee,276.498,289.0,14,Dec132016,3,6
Russell Westbrook,Deyonta Davis,Andre Iguodala,Dwyane Wade,Evan Fournier,Eric Bledsoe,Kyle O'Quinn,Dennis Schroder,271.478,288.75,29,Dec132016,5,6
Elfrid Payton,JaVale McGee,Karl-Anthony Towns,LeBron James,Anthony Morrow,Paul Millsap,Dennis Schroder,Tim Frazier,271.038,287.5,36,Dec132016,6,6
Dwyane Wade,Jerian Grant,Evan Fournier,Damian Lillard,Eric Bledsoe,Kevin Love,Andre Roberson,Mason Plumlee,276.378,287.5,15,Dec132016,3,6
Stephen Curry,JaVale McGee,Klay Thompson,Eric Bledsoe,Andre Roberson,Paul Millsap,Dennis Schroder,Mason Plumlee,278.218,287.25,6,Dec132016,3,6
Russell Westbrook,Elfrid Payton,Carmelo Anthony,Troy Williams,Dwyane Wade,Dennis Schroder,Jared Dudley,Tyson Chandler,272.368,287.0,24,Dec132016,4,6
Robin Lopez,C.J. McCollum,Dwyane Wade,Damian Lillard,Zach Randolph,Evan Turner,Kristaps Porzingis,Dennis Schroder,274.088,286.75,37,Dec132016,3,6
Stephen Curry,Elfrid Payton,Troy Williams,Damian Lillard,Karl-Anthony Towns,Kevin Love,Nikola Mirotic,Andre Roberson,271.048,286.75,33,Dec132016,6,6
Carmelo Anthony,Andrew Harrison,C.J. McCollum,Karl-Anthony Towns,Kristaps Porzingis,Dennis Schroder,Jarell Martin,Mason Plumlee,271.308,285.75,41,Dec132016,5,6
Troy Williams,Iman Shumpert,Evan Fournier,Kevin Love,Kevin Durant,Paul Millsap,Dennis Schroder,Mason Plumlee,271.138,285.75,16,Dec132016,6,6
Andrew Harrison,Tim Hardaway Jr.,Evan Fournier,Serge Ibaka,Kevin Durant,Paul Millsap,Dennis Schroder,Mason Plumlee,271.038,285.75,35,Dec132016,6,6
Elfrid Payton,Carmelo Anthony,C.J. McCollum,Dwyane Wade,Karl-Anthony Towns,Kevin Love,Andre Roberson,Jarell Martin,271.258,285.25,48,Dec132016,5,6
Elfrid Payton,C.J. McCollum,Dwyane Wade,Serge Ibaka,LeBron James,Devin Booker,Dennis Schroder,Jared Dudley,272.868,285.25,2,Dec132016,4,6
Stephen Curry,Elfrid Payton,Tony Allen,Eric Bledsoe,Karl-Anthony Towns,Aaron Gordon,JaMychal Green,Mason Plumlee,273.738,284.0,44,Dec132016,3,6
Joakim Noah,Troy Williams,Andre Iguodala,C.J. McCollum,Eric Bledsoe,LeBron James,Paul Millsap,Dennis Schroder,270.998,283.75,50,Dec132016,6,6
Russell Westbrook,Elfrid Payton,Dwyane Wade,Eric Bledsoe,Zach Randolph,Kyle Korver,Jared Dudley,Mason Plumlee,272.048,283.25,33,Dec132016,4,6
Troy Williams,Dwyane Wade,Eric Bledsoe,Karl-Anthony Towns,Kevin Love,Devin Booker,Jared Dudley,Jrue Holiday,274.008,282.75,39,Dec132016,3,6
Iman Shumpert,Evan Fournier,Damian Lillard,Kevin Love,Serge Ibaka,Kyle Korver,Paul Millsap,Dennis Schroder,271.548,281.75,22,Dec132016,5,6
Dwyane Wade,Klay Thompson,Karl-Anthony Towns,Nikola Mirotic,Devin Booker,Kristaps Porzingis,Dennis Schroder,Tyson Chandler,274.958,281.5,27,Dec132016,3,6
Joakim Noah,Leandro Barbosa,Dwyane Wade,Klay Thompson,Eric Bledsoe,Kyle O'Quinn,Kevin Durant,Paul Millsap,271.288,280.75,43,Dec132016,5,6
Elfrid Payton,C.J. McCollum,Klay Thompson,Evan Fournier,Karl-Anthony Towns,Nikola Mirotic,Paul Millsap,Mason Plumlee,276.748,280.25,12,Dec132016,3,6
Jerian Grant,Tony Allen,Courtney Lee,Karl-Anthony Towns,LeBron James,Kristaps Porzingis,Dennis Schroder,Mason Plumlee,272.448,280.0,22,Dec132016,4,6
C.J. McCollum,Dwyane Wade,Klay Thompson,Kevin Love,Jeff Green,Dennis Schroder,Tim Frazier,Mason Plumlee,271.238,279.75,50,Dec132016,5,6
Stephen Curry,Andre Iguodala,Evan Fournier,Tony Allen,Karl-Anthony Towns,Kevin Love,Anthony Morrow,Paul Millsap,271.378,279.5,34,Dec132016,5,6
Jerian Grant,Evan Fournier,Eric Bledsoe,Karl-Anthony Towns,Devin Booker,Evan Turner,Paul Millsap,Dennis Schroder,278.528,279.25,4,Dec132016,3,6
Stephen Curry,Andre Iguodala,Andrew Harrison,C.J. McCollum,Courtney Lee,Karl-Anthony Towns,Serge Ibaka,Paul Millsap,271.758,279.0,3,Dec132016,5,6
Andre Iguodala,Dwyane Wade,Eric Bledsoe,Zach Randolph,Kevin Durant,Evan Turner,Paul Millsap,Steven Adams,271.028,278.5,42,Dec132016,6,6
Robin Lopez,Elfrid Payton,Damian Lillard,Eric Bledsoe,Kevin Durant,Devin Booker,Jared Dudley,Mason Plumlee,271.878,278.25,42,Dec132016,4,6
Elfrid Payton,D.J. Augustin,Dwyane Wade,Evan Fournier,Karl-Anthony Towns,Kevin Durant,Dennis Schroder,Tristan Thompson,273.998,278.25,40,Dec132016,3,6
Stephen Curry,Leandro Barbosa,Courtney Lee,Damian Lillard,Karl-Anthony Towns,Evan Turner,Kristaps Porzingis,Mason Plumlee,271.898,277.75,41,Dec132016,4,6
JaVale McGee,Andrew Harrison,Evan Fournier,Damian Lillard,Karl-Anthony Towns,Andre Roberson,Paul Millsap,Kristaps Porzingis,274.018,277.75,38,Dec132016,3,6
Carmelo Anthony,Dwyane Wade,Kevin Love,Zach Randolph,Andre Roberson,Evan Turner,Paul Millsap,Jrue Holiday,271.128,277.25,19,Dec132016,6,6
Stephen Curry,Robin Lopez,Elfrid Payton,Leandro Barbosa,Dwyane Wade,Karl-Anthony Towns,Devin Booker,Paul Millsap,277.348,277.0,8,Dec132016,3,6
Klay Thompson,Evan Fournier,Courtney Lee,Damian Lillard,Karl-Anthony Towns,Jeff Green,Dennis Schroder,Dwight Howard,271.488,277.0,26,Dec132016,5,6
C.J. McCollum,Tony Allen,Karl-Anthony Towns,Andre Roberson,Paul Millsap,Dennis Schroder,Jrue Holiday,Tyson Chandler,275.988,277.0,19,Dec132016,3,6
Stephen Curry,Andre Iguodala,C.J. McCollum,Dwyane Wade,Jerian Grant,Karl-Anthony Towns,Kevin Love,Evan Turner,271.638,276.75,12,Dec132016,5,6
Stephen Curry,Dwyane Wade,Buddy Hield,Kevin Love,Aaron Gordon,Paul Millsap,Tim Frazier,Mason Plumlee,271.048,276.5,34,Dec132016,6,6
Carmelo Anthony,Damian Lillard,Serge Ibaka,Aaron Gordon,Evan Turner,Paul Millsap,Dennis Schroder,Tyson Chandler,272.778,276.5,8,Dec132016,4,6
Tim Hardaway Jr.,Eric Bledsoe,Kevin Durant,Aaron Gordon,Paul Millsap,Dennis Schroder,Tristan Thompson,Tyson Chandler,271.028,276.25,40,Dec132016,6,6
C.J. McCollum,Tim Hardaway Jr.,Damian Lillard,Aaron Gordon,Paul Millsap,Kristaps Porzingis,Mason Plumlee,Tyson Chandler,271.358,276.25,36,Dec132016,5,6
Elfrid Payton,JaVale McGee,Carmelo Anthony,Andrew Harrison,Karl-Anthony Towns,LeBron James,Devin Booker,Dennis Schroder,271.298,275.75,42,Dec132016,5,6
Elfrid Payton,Carmelo Anthony,Dwyane Wade,Tony Allen,Damian Lillard,Kristaps Porzingis,Mason Plumlee,Tristan Thompson,275.228,275.75,21,Dec132016,3,6
Andre Iguodala,Dwyane Wade,Damian Lillard,Karl-Anthony Towns,Paul Millsap,Dennis Schroder,Jared Dudley,Mason Plumlee,284.368,275.25,1,Dec132016,3,6
Stephen Curry,Andre Iguodala,C.J. McCollum,Kevin Love,Aaron Gordon,Paul Millsap,Dennis Schroder,Tristan Thompson,272.728,275.0,11,Dec132016,4,6
Stephen Curry,JaVale McGee,Dwyane Wade,Courtney Lee,Damian Lillard,Kevin Love,Devin Booker,Dennis Schroder,276.078,274.25,18,Dec132016,3,6
Stephen Curry,C.J. McCollum,Courtney Lee,Eric Bledsoe,Nikola Mirotic,Paul Millsap,JaMychal Green,Tyson Chandler,271.208,274.25,4,Dec132016,6,6
Troy Williams,Tim Hardaway Jr.,Dwyane Wade,Karl-Anthony Towns,Serge Ibaka,LeBron James,Evan Turner,Dennis Schroder,271.308,273.75,40,Dec132016,5,6
Stephen Curry,C.J. McCollum,Courtney Lee,Damian Lillard,Kyle O'Quinn,Aaron Gordon,Paul Millsap,Mason Plumlee,271.258,273.25,47,Dec132016,5,6
Deyonta Davis,C.J. McCollum,Damian Lillard,Eric Bledsoe,Kevin Love,Evan Turner,Paul Millsap,Jared Dudley,275.168,272.75,23,Dec132016,3,6
C.J. McCollum,Dwyane Wade,Courtney Lee,Eric Bledsoe,Karl-Anthony Towns,Aaron Gordon,Dennis Schroder,Steven Adams,276.268,272.75,17,Dec132016,3,6
Elfrid Payton,Carmelo Anthony,Zach LaVine,Damian Lillard,Karl-Anthony Towns,Aaron Gordon,Nikola Mirotic,Dennis Schroder,271.018,272.5,46,Dec132016,6,6
Russell Westbrook,Elfrid Payton,Andre Iguodala,Tim Hardaway Jr.,Dwyane Wade,Tony Allen,Karl-Anthony Towns,Tyson Chandler,271.858,272.5,44,Dec132016,4,6
Stephen Curry,Robin Lopez,Troy Williams,Evan Fournier,Damian Lillard,Karl-Anthony Towns,Aaron Gordon,Dennis Schroder,272.458,272.25,21,Dec132016,4,6
Carmelo Anthony,Andrew Harrison,Dwyane Wade,Kevin Love,Kevin Durant,Andre Roberson,Dennis Schroder,Jared Dudley,271.288,272.25,44,Dec132016,5,6
Leandro Barbosa,Dwyane Wade,Jerian Grant,Kevin Durant,Paul Millsap,Kristaps Porzingis,Jrue Holiday,Mason Plumlee,272.088,272.0,32,Dec132016,4,6
P.J. Tucker,D.J. Augustin,Dwyane Wade,Eric Bledsoe,Karl-Anthony Towns,Serge Ibaka,Andre Roberson,Paul Millsap,273.628,271.5,47,Dec132016,3,6
Robin Lopez,Leandro Barbosa,Dwyane Wade,Eric Bledsoe,LeBron James,JaMychal Green,Dennis Schroder,Mason Plumlee,274.688,270.75,31,Dec132016,3,6
Deyonta Davis,Dwyane Wade,Klay Thompson,Courtney Lee,LeBron James,Paul Millsap,Dennis Schroder,Jrue Holiday,274.208,270.5,34,Dec132016,3,6
Stephen Curry,C.J. McCollum,Dwyane Wade,Zach Randolph,Andre Roberson,Paul Millsap,Jared Dudley,Dwight Howard,271.838,270.25,47,Dec132016,4,6
Andrew Harrison,Eric Bledsoe,Karl-Anthony Towns,Kevin Durant,Nikola Mirotic,Kyle Korver,Dennis Schroder,Mason Plumlee,271.368,270.0,35,Dec132016,5,6
Andre Iguodala,Leandro Barbosa,Tony Allen,Eric Bledsoe,Karl-Anthony Towns,Serge Ibaka,Kevin Durant,Dennis Schroder,271.718,269.5,7,Dec132016,5,6
Eric Bledsoe,Kevin Durant,Kyle Korver,Paul Millsap,Dennis Schroder,Jared Dudley,Jrue Holiday,Tristan Thompson,271.178,269.25,9,Dec132016,6,6
Elfrid Payton,Carmelo Anthony,Andre Iguodala,C.J. McCollum,Damian Lillard,Serge Ibaka,Andre Roberson,Paul Millsap,271.008,269.0,49,Dec132016,6,6
Russell Westbrook,Elfrid Payton,Andrew Harrison,Dwyane Wade,Karl-Anthony Towns,Andre Roberson,Domantas Sabonis,Mason Plumlee,272.378,268.75,23,Dec132016,4,6
Brandon Jennings,Evan Fournier,Damian Lillard,Kevin Love,Aaron Gordon,Paul Millsap,Dennis Schroder,Steven Adams,271.088,268.5,22,Dec132016,6,6
Stephen Curry,Tim Hardaway Jr.,Eric Bledsoe,Karl-Anthony Towns,Kyle Korver,Paul Millsap,Jared Dudley,Steven Adams,271.678,268.25,9,Dec132016,5,6
Klay Thompson,Jerian Grant,Damian Lillard,Evan Turner,Paul Millsap,Kristaps Porzingis,Tim Frazier,Mason Plumlee,271.858,268.25,43,Dec132016,4,6
Joakim Noah,C.J. McCollum,Klay Thompson,Tony Allen,Eric Bledsoe,Aaron Gordon,Paul Millsap,Kristaps Porzingis,271.018,268.0,45,Dec132016,6,6
Joakim Noah,Troy Williams,Dwyane Wade,Damian Lillard,Eric Bledsoe,Kevin Durant,Kyle Korver,Dennis Schroder,271.018,268.0,48,Dec132016,6,6
Stephen Curry,Carmelo Anthony,Andre Iguodala,Evan Fournier,Tony Allen,Karl-Anthony Towns,Dennis Schroder,Steven Adams,271.018,267.75,47,Dec132016,6,6
Andrew Harrison,Tony Allen,Damian Lillard,Karl-Anthony Towns,Kevin Love,Evan Turner,JaMychal Green,Dennis Schroder,276.298,267.25,16,Dec132016,3,6
Russell Westbrook,Elfrid Payton,Dwyane Wade,Evan Fournier,Anthony Morrow,Paul Millsap,Jared Dudley,Steven Adams,271.398,267.25,32,Dec132016,5,6
C.J. McCollum,Zach LaVine,Courtney Lee,Damian Lillard,Serge Ibaka,Nikola Mirotic,Paul Millsap,Dennis Schroder,272.818,267.0,4,Dec132016,4,6
Carmelo Anthony,Tim Hardaway Jr.,Leandro Barbosa,Courtney Lee,Karl-Anthony Towns,Kevin Love,Paul Millsap,Dennis Schroder,273.888,266.75,41,Dec132016,3,6
Russell Westbrook,Alexis Ajinca,Troy Williams,Dwyane Wade,Evan Fournier,Kevin Love,Evan Turner,Dennis Schroder,271.088,266.25,23,Dec132016,6,6
Russell Westbrook,Elfrid Payton,Alexis Ajinca,Troy Williams,Klay Thompson,Eric Bledsoe,Paul Millsap,Jared Dudley,271.938,266.0,37,Dec132016,4,6
Leandro Barbosa,Dwyane Wade,Klay Thompson,Damian Lillard,Kyle O'Quinn,Kevin Durant,Dennis Schroder,Steven Adams,271.458,265.25,30,Dec132016,5,6
Tim Hardaway Jr.,Dwyane Wade,Karl-Anthony Towns,Kyle Korver,Paul Millsap,Kristaps Porzingis,Jrue Holiday,Tristan Thompson,271.768,264.75,2,Dec132016,5,6
Stephen Curry,Robin Lopez,Dwyane Wade,Tony Allen,Damian Lillard,Eric Bledsoe,Jeff Green,Steven Adams,272.188,264.75,26,Dec132016,4,6
Stephen Curry,Andrew Harrison,Dwyane Wade,Courtney Lee,Karl-Anthony Towns,LeBron James,Jared Dudley,Tristan Thompson,271.728,263.75,6,Dec132016,5,6
Stephen Curry,Robin Lopez,Tim Hardaway Jr.,LeBron James,Paul Millsap,Dennis Schroder,Jared Dudley,Tristan Thompson,271.168,263.75,11,Dec132016,6,6
Carmelo Anthony,P.J. Tucker,C.J. McCollum,Dwyane Wade,Karl-Anthony Towns,Evan Turner,Jrue Holiday,Mason Plumlee,271.138,263.5,17,Dec132016,6,6
Robin Lopez,Troy Williams,Tim Hardaway Jr.,Dwyane Wade,Klay Thompson,Damian Lillard,Kevin Love,Paul Millsap,275.188,263.5,22,Dec132016,3,6
Stephen Curry,Carmelo Anthony,Dwyane Wade,Klay Thompson,Kevin Love,Nikola Mirotic,Jared Dudley,Mason Plumlee,272.538,263.25,17,Dec132016,4,6
Stephen Curry,C.J. McCollum,Jerian Grant,Karl-Anthony Towns,Devin Booker,Kristaps Porzingis,Jared Dudley,Mason Plumlee,271.068,262.75,28,Dec132016,6,6
Russell Westbrook,Elfrid Payton,Andre Iguodala,Dwyane Wade,Courtney Lee,Eric Bledsoe,JaMychal Green,Tristan Thompson,271.208,262.5,5,Dec132016,6,6
Stephen Curry,Troy Williams,Dwyane Wade,Jerian Grant,Damian Lillard,Karl-Anthony Towns,JaMychal Green,Tyson Chandler,272.168,262.25,27,Dec132016,4,6
JaVale McGee,C.J. McCollum,Dwyane Wade,Jerian Grant,Tony Allen,Eric Bledsoe,Kevin Durant,Kristaps Porzingis,271.158,262.25,14,Dec132016,6,6
Robin Lopez,Andrew Harrison,C.J. McCollum,Klay Thompson,Kevin Durant,Paul Millsap,Dennis Schroder,Jared Dudley,271.808,261.0,50,Dec132016,4,6
Russell Westbrook,Andre Iguodala,Leandro Barbosa,Dwyane Wade,Evan Fournier,Kevin Love,Aaron Gordon,Dennis Schroder,271.058,260.5,31,Dec132016,6,6
Carmelo Anthony,Klay Thompson,Tony Allen,Damian Lillard,Eric Bledsoe,Zach Randolph,Dennis Schroder,Jared Dudley,274.718,260.0,29,Dec132016,3,6
Russell Westbrook,JaVale McGee,Dwyane Wade,Eric Bledsoe,Serge Ibaka,Anthony Morrow,Dennis Schroder,Jared Dudley,272.148,260.0,31,Dec132016,4,6
Dwyane Wade,Klay Thompson,Damian Lillard,Serge Ibaka,Andre Roberson,Dennis Schroder,Tim Frazier,Steven Adams,271.628,259.0,13,Dec132016,5,6
JaVale McGee,Dwyane Wade,Jerian Grant,Eric Bledsoe,Kevin Durant,Paul Millsap,Tim Frazier,Steven Adams,271.388,258.25,33,Dec132016,5,6
Robin Lopez,Andrew Harrison,Tim Hardaway Jr.,Dwyane Wade,Eric Bledsoe,Karl-Anthony Towns,Kevin Durant,Nikola Mirotic,271.608,258.0,14,Dec132016,5,6
Carmelo Anthony,Dwyane Wade,Evan Fournier,Courtney Lee,Damian Lillard,Karl-Anthony Towns,Domantas Sabonis,Jrue Holiday,271.028,258.0,41,Dec132016,6,6
Robin Lopez,Iman Shumpert,Evan Fournier,Damian Lillard,Ed Davis,LeBron James,Paul Millsap,Dennis Schroder,271.028,257.0,38,Dec132016,6,6
Andrew Harrison,C.J. McCollum,Dwyane Wade,Eric Bledsoe,Devin Booker,Paul Millsap,Mason Plumlee,Tristan Thompson,278.428,256.5,5,Dec132016,3,6
Russell Westbrook,Andre Iguodala,Leandro Barbosa,Dwyane Wade,Eric Bledsoe,Zach Randolph,Paul Millsap,Jarell Martin,271.198,255.75,7,Dec132016,6,6
Stephen Curry,Carmelo Anthony,Tim Hardaway Jr.,Dwyane Wade,Zach Randolph,Aaron Gordon,Paul Millsap,Mason Plumlee,271.078,255.5,26,Dec132016,6,6
Stephen Curry,Robin Lopez,Carmelo Anthony,D.J. Augustin,Tony Allen,Serge Ibaka,Paul Millsap,Dennis Schroder,271.928,254.75,38,Dec132016,4,6
Robin Lopez,Andre Iguodala,C.J. McCollum,Tim Hardaway Jr.,Eric Bledsoe,Karl-Anthony Towns,Paul Millsap,JaMychal Green,272.708,254.0,12,Dec132016,4,6
Elfrid Payton,Klay Thompson,Damian Lillard,Devin Booker,Paul Millsap,JaMychal Green,Dennis Schroder,Tristan Thompson,277.188,254.0,9,Dec132016,3,6
Stephen Curry,JaVale McGee,C.J. McCollum,Dwyane Wade,Eric Bledsoe,Kevin Durant,Nikola Mirotic,Jared Dudley,271.128,253.5,18,Dec132016,6,6
JaVale McGee,Carmelo Anthony,C.J. McCollum,Leandro Barbosa,Tony Allen,Eric Bledsoe,Karl-Anthony Towns,Kristaps Porzingis,271.208,253.25,3,Dec132016,6,6
Russell Westbrook,Andrew Harrison,Dwyane Wade,Evan Fournier,Eric Bledsoe,Nikola Mirotic,Jared Dudley,Steven Adams,271.598,253.25,15,Dec132016,5,6
Russell Westbrook,JaVale McGee,Andrew Harrison,Tony Allen,Eric Bledsoe,Zach Randolph,Evan Turner,Paul Millsap,272.628,253.0,16,Dec132016,4,6
Stephen Curry,Dwyane Wade,Evan Fournier,Damian Lillard,Nikola Mirotic,Evan Turner,Paul Millsap,Tristan Thompson,276.738,252.75,13,Dec132016,3,6
Andrew Harrison,Dwyane Wade,Klay Thompson,Damian Lillard,Zach Randolph,LeBron James,Nikola Mirotic,Mason Plumlee,271.918,252.5,39,Dec132016,4,6
JaVale McGee,Carmelo Anthony,C.J. McCollum,Dwyane Wade,Evan Fournier,Paul Millsap,JaMychal Green,Dennis Schroder,276.848,251.0,11,Dec132016,3,6
Carmelo Anthony,Dwyane Wade,Damian Lillard,Serge Ibaka,Nikola Mirotic,Andre Roberson,Dennis Schroder,Jrue Holiday,271.068,250.5,29,Dec132016,6,6
Troy Williams,Tony Allen,Courtney Lee,Damian Lillard,Eric Bledsoe,Karl-Anthony Towns,Paul Millsap,Tristan Thompson,277.768,250.25,7,Dec132016,3,6
Leandro Barbosa,Klay Thompson,Damian Lillard,Karl-Anthony Towns,Aaron Gordon,Paul Millsap,Tim Frazier,Tyson Chandler,271.658,250.25,10,Dec132016,5,6
Russell Westbrook,Joakim Noah,Andrew Harrison,Dwyane Wade,Klay Thompson,Aaron Gordon,Dennis Schroder,Mason Plumlee,272.688,250.0,13,Dec132016,4,6
Iman Shumpert,Damian Lillard,LeBron James,Andre Roberson,Evan Turner,Paul Millsap,Dennis Schroder,Steven Adams,271.028,249.75,39,Dec132016,6,6
Stephen Curry,Carmelo Anthony,Troy Williams,D.J. Augustin,Karl-Anthony Towns,Evan Turner,Paul Millsap,Mason Plumlee,271.848,249.75,45,Dec132016,4,6
Russell Westbrook,Robin Lopez,Andre Iguodala,Andrew Harrison,Tony Allen,Eric Bledsoe,Karl-Anthony Towns,Jared Dudley,271.578,249.5,18,Dec132016,5,6
