Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit,Num_Games
Anthony Davis,LeBron James,Trevor Booker,Avery Bradley,Giannis Antetokounmpo,Sergio  Rodriguez,Patty Mills,Justin Hamilton,289.168,299.25,20,Oct292016,4,9
Anthony Davis,Kosta Koufos,Trevor Booker,Kawhi Leonard,Will Barton,Allen Crabbe,Avery Bradley,Damian Lillard,288.028,289.0,34,Oct292016,5,9
Anthony Davis,James Ennis,Matt Barnes,Thaddeus Young,Kenneth Faried,Avery Bradley,Giannis Antetokounmpo,Kemba Walker,287.778,288.0,23,Oct292016,6,9
Anthony Davis,Nikola Mirotic,Bojan Bogdanovic,Avery Bradley,Giannis Antetokounmpo,Kemba Walker,Wade Baldwin IV,Gorgui Dieng,288.578,282.25,46,Oct292016,4,9
Thaddeus Young,Kawhi Leonard,Bojan Bogdanovic,C.J. McCollum,Jeremy Lin,Tim Frazier,Gorgui Dieng,Al Horford,288.188,275.75,17,Oct292016,5,9
Thaddeus Young,Kawhi Leonard,Avery Bradley,Giannis Antetokounmpo,LaMarcus Aldridge,Jeremy Lin,Patty Mills,Mason Plumlee,290.288,274.25,44,Oct292016,3,9
Andrew Wiggins,Kawhi Leonard,Bojan Bogdanovic,C.J. McCollum,Giannis Antetokounmpo,Jeff Teague,Mason Plumlee,Justin Hamilton,287.788,270.75,20,Oct292016,6,9
Anthony Davis,Trevor Booker,Kawhi Leonard,Allen Crabbe,C.J. McCollum,Isaiah Thomas,Patty Mills,Mason Plumlee,288.478,270.0,1,Oct292016,5,9
Anthony Davis,Trevor Booker,Will Barton,Allen Crabbe,Giannis Antetokounmpo,Kyrie Irving,Patty Mills,Gorgui Dieng,287.968,269.25,43,Oct292016,5,9
Anthony Davis,Mike Muscala,James Ennis,Thaddeus Young,JaMychal Green,Avery Bradley,Giannis Antetokounmpo,Kyrie Irving,287.798,265.25,13,Oct292016,6,9
DeMarcus Cousins,Lance Stephenson,Thaddeus Young,Avery Bradley,Giannis Antetokounmpo,Kemba Walker,Tim Frazier,Justin Hamilton,289.038,264.75,24,Oct292016,4,9
Anthony Davis,Thaddeus Young,Trevor Booker,Bojan Bogdanovic,Giannis Antetokounmpo,Emmanuel Mudiay,Tim Frazier,Mason Plumlee,303.948,264.5,1,Oct292016,3,9
Anthony Davis,James Ennis,Thabo Sefolosha,Paul Millsap,Bojan Bogdanovic,C.J. McCollum,Giannis Antetokounmpo,Justin Hamilton,288.208,262.25,16,Oct292016,5,9
Anthony Davis,Thabo Sefolosha,Thaddeus Young,Kenneth Faried,C.J. McCollum,Jeremy Lin,Emmanuel Mudiay,Al Horford,288.708,261.75,40,Oct292016,4,9
Anthony Davis,Marvin Williams,Will Barton,Avery Bradley,LaMarcus Aldridge,Kemba Walker,Jeremy Lin,Sergio  Rodriguez,288.218,261.5,14,Oct292016,5,9
Anthony Davis,James Ennis,JaMychal Green,Allen Crabbe,Giannis Antetokounmpo,Jeremy Lin,Emmanuel Mudiay,Gorgui Dieng,288.728,260.5,39,Oct292016,4,9
Anthony Davis,Kosta Koufos,Andrew Wiggins,Thabo Sefolosha,Avery Bradley,Giannis Antetokounmpo,Jeff Teague,Emmanuel Mudiay,293.088,258.25,16,Oct292016,3,9
Anthony Davis,Paul George,Thaddeus Young,Avery Bradley,Rajon Rondo,Emmanuel Mudiay,Sergio  Rodriguez,Justin Hamilton,288.218,257.75,15,Oct292016,5,9
