Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit,Num_Games
Alan Williams,P.J. Tucker,Eric Gordon,Jabari Parker,Giannis Antetokounmpo,Kemba Walker,Goran Dragic,Hassan Whiteside,278.788,324.0,11,Nov192016,6,9
Alan Williams,Eric Gordon,Kevin Durant,Jabari Parker,Kemba Walker,Eric Bledsoe,Rajon Rondo,DeAndre Jordan,278.678,321.0,28,Nov192016,6,9
P.J. Tucker,Eric Gordon,J.J. Redick,Kevin Durant,Jabari Parker,Brandon Knight,Anthony Davis,Rudy Gobert,279.118,319.25,24,Nov192016,5,9
Nicolas Batum,Bradley Beal,Jabari Parker,Michael Beasley,Giannis Antetokounmpo,Kemba Walker,Rajon Rondo,Marcin Gortat,279.158,315.25,21,Nov192016,5,9
Blake Griffin,Jared Dudley,Eric Gordon,Dario Saric,Giannis Antetokounmpo,Kemba Walker,Rajon Rondo,Marcin Gortat,278.658,313.75,35,Nov192016,6,9
Alan Williams,P.J. Tucker,Avery Bradley,Klay Thompson,Jabari Parker,Kemba Walker,Rajon Rondo,Anthony Davis,278.808,311.25,9,Nov192016,6,9
Josh Richardson,Blake Griffin,Jared Dudley,Eric Gordon,Giannis Antetokounmpo,Kemba Walker,Rajon Rondo,Clint Capela,278.808,308.75,8,Nov192016,6,9
Alex Len,Jared Dudley,Michael Kidd-Gilchrist,Dion Waiters,Kevin Durant,Goran Dragic,Rajon Rondo,Anthony Davis,278.768,308.0,16,Nov192016,6,9
Alan Williams,Zach Randolph,P.J. Tucker,Evan Fournier,J.J. Redick,Kevin Durant,Kemba Walker,Anthony Davis,279.088,302.75,27,Nov192016,5,9
Alan Williams,Jared Dudley,Bradley Beal,Jabari Parker,Trevor Ariza,Giannis Antetokounmpo,Kemba Walker,Hassan Whiteside,279.058,302.75,31,Nov192016,5,9
Alan Williams,Nicolas Batum,Nik Stauskas,Tobias Harris,Giannis Antetokounmpo,Isaiah Thomas,Rajon Rondo,Hassan Whiteside,281.838,302.0,42,Nov192016,3,9
Zach Randolph,Frank Kaminsky,P.J. Tucker,Eric Gordon,J.J. Redick,Kemba Walker,Hassan Whiteside,Anthony Davis,278.728,301.75,21,Nov192016,6,9
James Harden,Alex Len,P.J. Tucker,Nik Stauskas,Jabari Parker,Eric Bledsoe,Rajon Rondo,Hassan Whiteside,279.068,300.25,28,Nov192016,5,9
Josh Richardson,Jared Dudley,Eric Gordon,Michael Beasley,Giannis Antetokounmpo,Kemba Walker,Rajon Rondo,Anthony Davis,278.648,299.25,40,Nov192016,6,9
Nicolas Batum,Ersan Ilyasova,P.J. Tucker,Eric Gordon,Stephen Curry,Rajon Rondo,Anthony Davis,Marcin Gortat,281.958,299.0,40,Nov192016,3,9
