Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit,Num_Games
Blake Griffin,E'Twaun Moore,Ramon Sessions,Shelvin Mack,Kemba Walker,Anthony Davis,Kevin Durant,Marreese Speights,276.258,261.5,32,Nov72016,6,0
Marvin Williams,C.J. Miles,Rodney Hood,Chris Paul,Shelvin Mack,James Harden,Andre Drummond,Bismack Biyombo,282.248,261.25,20,Nov72016,3,0
C.J. Miles,Kentavious Caldwell-Pope,Chris Paul,Shelvin Mack,Kemba Walker,Kevin Durant,Aaron Gordon,Marcin Gortat,283.088,261.0,17,Nov72016,3,0
Blake Griffin,Marvin Williams,Trevor Ariza,K.J. McDaniels,Chris Paul,Shelvin Mack,Anthony Davis,Marcin Gortat,276.558,260.75,46,Nov72016,5,0
John Wall,Trevor Ariza,C.J. Miles,Dion Waiters,E'Twaun Moore,Chris Paul,Anthony Davis,Bismack Biyombo,276.988,260.5,6,Nov72016,5,0
John Wall,Sergio Rodriguez,Paul George,Rodney Hood,Marco Belinelli,James Harden,Spencer Hawes,Bismack Biyombo,276.478,260.25,4,Nov72016,6,0
Paul George,Jimmy Butler,Dion Waiters,Chris Paul,Shelvin Mack,Tyler Johnson,Draymond Green,Marcin Gortat,277.208,260.25,43,Nov72016,4,0
John Wall,Ryan Anderson,C.J. Miles,Klay Thompson,Chris Paul,Goran Dragic,Marcin Gortat,Zaza Pachulia,276.238,259.5,38,Nov72016,6,0
John Wall,Marvin Williams,Klay Thompson,Shelvin Mack,Kemba Walker,Aaron Gordon,Andre Drummond,Joel Embiid,281.588,259.0,25,Nov72016,3,0
Thaddeus Young,Bradley Beal,Chris Paul,Shelvin Mack,Anthony Davis,Goran Dragic,James Johnson,Marcin Gortat,276.328,258.25,22,Nov72016,6,0
Blake Griffin,Nikola Mirotic,Sergio Rodriguez,Trevor Ariza,Shelvin Mack,James Harden,Spencer Hawes,Andre Drummond,278.458,258.0,8,Nov72016,4,0
John Wall,Ersan Ilyasova,Michael Kidd-Gilchrist,Bradley Beal,Shelvin Mack,Kemba Walker,Anthony Davis,Cody Zeller,276.598,257.75,39,Nov72016,5,0
Thaddeus Young,Michael Kidd-Gilchrist,Jimmy Butler,Langston Galloway,Chris Paul,Shelvin Mack,Anthony Davis,Marcin Gortat,276.618,256.0,36,Nov72016,5,0
John Wall,Blake Griffin,Sergio Rodriguez,C.J. Miles,Shelvin Mack,Anthony Davis,Aaron Gordon,Robin Lopez,288.848,255.25,4,Nov72016,3,0
John Wall,Rodney Hood,Marco Belinelli,Tyler Johnson,Anthony Davis,Goran Dragic,Spencer Hawes,Aaron Gordon,277.958,255.25,18,Nov72016,4,0
John Wall,Ersan Ilyasova,Paul George,Nicolas Batum,C.J. Miles,Chris Paul,Marcin Gortat,Bismack Biyombo,276.738,253.0,22,Nov72016,5,0
John Wall,Blake Griffin,C.J. Miles,Klay Thompson,Gerald Henderson,Trey Lyles,Kevin Durant,Marcin Gortat,276.298,253.0,25,Nov72016,6,0
Jon Leuer,Eric Gordon,Langston Galloway,Chris Paul,Shelvin Mack,Draymond Green,Kevin Durant,Andre Drummond,277.068,253.0,1,Nov72016,5,0
Ryan Anderson,Ersan Ilyasova,Sergio Rodriguez,Paul George,Shelvin Mack,James Harden,Nikola Vucevic,Marcin Gortat,276.368,252.75,17,Nov72016,6,0
Trevor Ariza,Nicolas Batum,Chris Paul,Shelvin Mack,Tyler Johnson,Draymond Green,Kevin Durant,Cody Zeller,277.508,252.75,31,Nov72016,4,0
Jon Leuer,Paul George,Marcus Morris,Klay Thompson,Chris Paul,Shelvin Mack,Andre Drummond,Marcin Gortat,277.108,252.25,48,Nov72016,4,0
John Wall,Paul George,C.J. Miles,Shelvin Mack,Tyler Johnson,Spencer Hawes,Kevin Durant,Andre Drummond,294.648,252.0,1,Nov72016,3,0
Ryan Anderson,Paul George,Trevor Ariza,Shelvin Mack,James Harden,Goran Dragic,Marcin Gortat,Bismack Biyombo,276.348,251.75,21,Nov72016,6,0
Thaddeus Young,Gerald Henderson,Marco Belinelli,Shelvin Mack,James Harden,Anthony Davis,Aaron Gordon,Marcin Gortat,277.108,251.5,47,Nov72016,4,0
John Wall,Ersan Ilyasova,Andre Iguodala,Monta Ellis,Chris Paul,Tyler Johnson,Anthony Davis,Spencer Hawes,276.718,251.5,26,Nov72016,5,0
John Wall,Blake Griffin,Thaddeus Young,Jon Leuer,Trevor Ariza,Shelvin Mack,James Harden,Al Jefferson,276.218,251.5,42,Nov72016,6,0
John Wall,Blake Griffin,Jon Leuer,Bradley Beal,E'Twaun Moore,Shelvin Mack,Kevin Durant,Nikola Vucevic,278.078,251.25,16,Nov72016,4,0
John Wall,Blake Griffin,Michael Kidd-Gilchrist,Marco Belinelli,Shelvin Mack,James Harden,Nikola Vucevic,Marreese Speights,276.188,251.25,49,Nov72016,6,0
John Wall,Blake Griffin,Gerald Henderson,James Harden,Tyler Johnson,Spencer Hawes,Markieff Morris,Robin Lopez,279.928,251.25,42,Nov72016,3,0
Gordon Hayward,Nicolas Batum,Chris Paul,Shelvin Mack,James Harden,Aaron Gordon,Robin Lopez,Zaza Pachulia,276.218,251.25,41,Nov72016,6,0
Nikola Mirotic,Kentavious Caldwell-Pope,Chris Paul,Shelvin Mack,James Harden,Draymond Green,James Johnson,Joel Embiid,277.278,250.5,40,Nov72016,4,0
Blake Griffin,Andre Iguodala,Jamal Crawford,Shelvin Mack,Beno Udrih,James Harden,Anthony Davis,Joel Embiid,279.098,250.25,50,Nov72016,3,0
Ersan Ilyasova,Paul George,Evan Fournier,Shelvin Mack,James Harden,Kemba Walker,Marcin Gortat,Bismack Biyombo,276.578,250.25,42,Nov72016,5,0
Blake Griffin,Thaddeus Young,C.J. Miles,Shelvin Mack,James Harden,Kemba Walker,Trey Lyles,DeAndre Jordan,276.408,250.0,13,Nov72016,6,0
C.J. Miles,Chris Paul,James Harden,Tyler Johnson,Trey Lyles,Kevin Durant,Jeff Green,Robin Lopez,277.468,249.75,33,Nov72016,4,0
John Wall,Paul George,Rodney Hood,E'Twaun Moore,Shelvin Mack,Beno Udrih,Anthony Davis,Marcin Gortat,284.278,249.5,13,Nov72016,3,0
John Wall,Blake Griffin,Paul George,Langston Galloway,Tyler Johnson,Aaron Gordon,Marcin Gortat,Joel Embiid,280.818,249.25,34,Nov72016,3,0
John Wall,Jon Leuer,Trevor Ariza,Rodney Hood,James Harden,Tyler Johnson,Joel Embiid,Bismack Biyombo,276.488,249.0,1,Nov72016,6,0
John Wall,Ersan Ilyasova,Marcus Morris,Klay Thompson,Ramon Sessions,Shelvin Mack,Anthony Davis,Draymond Green,278.198,249.0,14,Nov72016,4,0
Blake Griffin,Nik Stauskas,Langston Galloway,Chris Paul,Shelvin Mack,Draymond Green,Kevin Durant,DeAndre Jordan,276.638,249.0,33,Nov72016,5,0
Nikola Mirotic,Sergio Rodriguez,C.J. Miles,Klay Thompson,Shelvin Mack,James Harden,Draymond Green,DeAndre Jordan,276.808,249.0,17,Nov72016,5,0
John Wall,C.J. Miles,Dion Waiters,Shelvin Mack,James Harden,Markieff Morris,Marcin Gortat,Joel Embiid,291.848,249.0,2,Nov72016,3,0
Marvin Williams,Kentavious Caldwell-Pope,Chris Paul,James Harden,Tyler Johnson,Spencer Hawes,Aaron Gordon,Joel Embiid,277.358,247.75,37,Nov72016,4,0
John Wall,Ersan Ilyasova,Klay Thompson,James Harden,Tyler Johnson,Jeff Green,Marcin Gortat,Cody Zeller,276.478,246.75,3,Nov72016,6,0
Blake Griffin,Jimmy Butler,Dion Waiters,Shelvin Mack,Kemba Walker,Kevin Durant,Joel Embiid,Robin Lopez,276.418,246.25,12,Nov72016,6,0
Thaddeus Young,Ersan Ilyasova,Gordon Hayward,Shelvin Mack,James Harden,Tyler Johnson,Draymond Green,Marcin Gortat,277.258,246.25,41,Nov72016,4,0
Marvin Williams,K.J. McDaniels,Ramon Sessions,Shelvin Mack,James Harden,Anthony Davis,Kevin Durant,Al Jefferson,276.208,245.25,44,Nov72016,6,0
Ryan Anderson,Kentavious Caldwell-Pope,Shelvin Mack,James Harden,Kemba Walker,Trey Lyles,Markieff Morris,Andre Drummond,276.378,245.0,16,Nov72016,6,0
Trevor Ariza,C.J. Miles,Shelvin Mack,Beno Udrih,James Harden,Kevin Durant,DeAndre Jordan,Nikola Vucevic,277.178,244.0,44,Nov72016,4,0
Blake Griffin,Sergio Rodriguez,Evan Fournier,Shelvin Mack,Kemba Walker,Spencer Hawes,Kevin Durant,DeAndre Jordan,276.178,244.0,50,Nov72016,6,0
John Wall,Ryan Anderson,Ersan Ilyasova,C.J. Miles,Kentavious Caldwell-Pope,Chris Paul,Andre Drummond,Joel Embiid,277.778,243.75,24,Nov72016,4,0
John Wall,Doug McDermott,Jamal Crawford,Nik Stauskas,Chris Paul,Shelvin Mack,Anthony Davis,Andre Drummond,281.958,243.5,22,Nov72016,3,0
John Wall,Jon Leuer,Trevor Ariza,Dion Waiters,Chris Paul,Tyler Johnson,Andre Drummond,Joel Embiid,276.388,243.5,15,Nov72016,6,0
John Wall,Ersan Ilyasova,Rodney Hood,Chris Paul,Tyler Johnson,Aaron Gordon,Andre Drummond,Robin Lopez,276.538,243.25,49,Nov72016,5,0
Marvin Williams,E'Twaun Moore,Langston Galloway,Chris Paul,Tyler Johnson,Anthony Davis,Kevin Durant,Bismack Biyombo,276.448,243.0,8,Nov72016,6,0
Klay Thompson,Dion Waiters,Chris Paul,Shelvin Mack,James Harden,Aaron Gordon,Nikola Vucevic,Zaza Pachulia,276.358,243.0,19,Nov72016,6,0
John Wall,Sergio Rodriguez,Doug McDermott,Klay Thompson,Kentavious Caldwell-Pope,James Harden,Spencer Hawes,Joel Embiid,278.458,242.5,9,Nov72016,4,0
John Wall,Thaddeus Young,C.J. Miles,Evan Fournier,Chris Paul,Shelvin Mack,Draymond Green,Nikola Vucevic,279.248,242.0,47,Nov72016,3,0
Nikola Mirotic,Andre Iguodala,Klay Thompson,Ramon Sessions,Shelvin Mack,Anthony Davis,Kevin Durant,Andre Drummond,277.028,241.75,2,Nov72016,5,0
John Wall,Jon Leuer,Doug McDermott,Dion Waiters,James Harden,Spencer Hawes,Kevin Durant,Bismack Biyombo,276.578,241.75,43,Nov72016,5,0
John Wall,Evan Fournier,E'Twaun Moore,Langston Galloway,Chris Paul,Markieff Morris,Andre Drummond,Joel Embiid,276.258,240.0,31,Nov72016,6,0
John Wall,Klay Thompson,Chris Paul,Shelvin Mack,Kevin Durant,Markieff Morris,Robin Lopez,Bismack Biyombo,287.908,239.75,5,Nov72016,3,0
Thaddeus Young,Rodney Hood,Ramon Sessions,James Harden,Tyler Johnson,Spencer Hawes,Kevin Durant,Joel Embiid,276.428,239.75,10,Nov72016,6,0
John Wall,C.J. Miles,E'Twaun Moore,Langston Galloway,James Harden,Kevin Durant,Cody Zeller,Zaza Pachulia,279.138,239.25,49,Nov72016,3,0
John Wall,Ersan Ilyasova,C.J. Miles,James Harden,Tyler Johnson,Aaron Gordon,DeAndre Jordan,Bismack Biyombo,276.728,239.25,25,Nov72016,5,0
Blake Griffin,Sergio Rodriguez,Corey Brewer,Rodney Hood,Shelvin Mack,James Harden,DeAndre Jordan,Marcin Gortat,276.978,239.25,7,Nov72016,5,0
John Wall,C.J. Miles,E'Twaun Moore,Chris Paul,Goran Dragic,Trey Lyles,Markieff Morris,Andre Drummond,276.538,239.25,48,Nov72016,5,0
Elfrid Payton,Ersan Ilyasova,E'Twaun Moore,James Harden,Tyler Johnson,Spencer Hawes,Kevin Durant,Joel Embiid,276.568,238.75,45,Nov72016,5,0
John Wall,Marvin Williams,Ersan Ilyasova,Paul George,C.J. Miles,Ramon Sessions,Anthony Davis,Joel Embiid,276.888,238.5,13,Nov72016,5,0
Paul George,Doug McDermott,Ramon Sessions,Shelvin Mack,James Harden,Anthony Davis,Aaron Gordon,Zaza Pachulia,276.658,238.5,32,Nov72016,5,0
John Wall,Blake Griffin,C.J. Miles,Dion Waiters,Chris Paul,Tyler Johnson,DeAndre Jordan,Cody Zeller,277.108,238.25,46,Nov72016,4,0
Ersan Ilyasova,C.J. Miles,Kentavious Caldwell-Pope,Shelvin Mack,James Harden,Anthony Davis,Goran Dragic,Spencer Hawes,285.978,237.75,10,Nov72016,3,0
Jon Leuer,Sergio Rodriguez,Shelvin Mack,James Harden,Kevin Durant,Aaron Gordon,Joel Embiid,Cody Zeller,281.808,237.75,23,Nov72016,3,0
Nikola Mirotic,Bradley Beal,Langston Galloway,Chris Paul,Shelvin Mack,Kevin Durant,Andre Drummond,DeAndre Jordan,276.458,237.25,5,Nov72016,6,0
Thaddeus Young,Paul George,Jamal Crawford,Chris Paul,Shelvin Mack,James Harden,Spencer Hawes,Markieff Morris,280.508,236.75,38,Nov72016,3,0
Blake Griffin,Paul George,Kentavious Caldwell-Pope,Langston Galloway,Chris Paul,Spencer Hawes,Kevin Durant,Robin Lopez,276.198,236.25,46,Nov72016,6,0
John Wall,Jon Leuer,Marcus Morris,Klay Thompson,Jamal Crawford,Shelvin Mack,James Harden,Nikola Vucevic,276.818,236.0,16,Nov72016,5,0
John Wall,Nicolas Batum,C.J. Miles,Klay Thompson,Shelvin Mack,Taj Gibson,Goran Dragic,Hassan Whiteside,276.598,235.75,38,Nov72016,5,0
Frank Kaminsky,Sergio Rodriguez,Paul George,Gerald Henderson,Shelvin Mack,James Harden,Andre Drummond,Marcin Gortat,276.628,235.5,35,Nov72016,5,0
Ryan Anderson,Evan Fournier,Rodney Hood,Chris Paul,Shelvin Mack,Tyler Johnson,Kevin Durant,DeAndre Jordan,276.238,235.5,37,Nov72016,6,0
John Wall,Trevor Ariza,Klay Thompson,Dion Waiters,Tyler Johnson,Kevin Durant,Marcin Gortat,Cody Zeller,276.418,235.25,11,Nov72016,6,0
John Wall,Nikola Mirotic,Sergio Rodriguez,C.J. Miles,Klay Thompson,Chris Paul,Andre Drummond,Zaza Pachulia,276.768,235.0,19,Nov72016,5,0
Paul George,Michael Kidd-Gilchrist,Klay Thompson,Ramon Sessions,Shelvin Mack,Anthony Davis,Trey Lyles,Kevin Durant,276.358,235.0,18,Nov72016,6,0
John Wall,Ersan Ilyasova,E'Twaun Moore,Ramon Sessions,Tyler Johnson,Anthony Davis,Kevin Durant,Robin Lopez,278.378,234.75,12,Nov72016,4,0
John Wall,Elfrid Payton,Ryan Anderson,Paul George,Eric Gordon,Shelvin Mack,Draymond Green,Joel Embiid,276.748,234.75,21,Nov72016,5,0
Gordon Hayward,Evan Fournier,E'Twaun Moore,Shelvin Mack,Anthony Davis,Kevin Durant,Aaron Gordon,Bismack Biyombo,276.388,234.75,14,Nov72016,6,0
E'Twaun Moore,Langston Galloway,Shelvin Mack,Kemba Walker,Kevin Durant,Markieff Morris,Hassan Whiteside,Andre Drummond,276.578,234.25,41,Nov72016,5,0
Marvin Williams,Dion Waiters,Langston Galloway,Chris Paul,Tyler Johnson,Kevin Durant,Andre Drummond,Marcin Gortat,276.438,234.0,9,Nov72016,6,0
John Wall,Paul George,Marcus Morris,Dion Waiters,Chris Paul,Shelvin Mack,Taj Gibson,Aaron Gordon,276.778,234.0,18,Nov72016,5,0
John Wall,Ersan Ilyasova,Rodney Hood,Shelvin Mack,James Harden,Trey Lyles,Kevin Durant,Omer Asik,282.438,233.5,19,Nov72016,3,0
Elfrid Payton,Blake Griffin,Michael Kidd-Gilchrist,C.J. Miles,Shelvin Mack,Draymond Green,Kevin Durant,Joel Embiid,278.898,233.25,1,Nov72016,4,0
Thaddeus Young,Paul George,Shelvin Mack,Kemba Walker,Tyler Johnson,Anthony Davis,Aaron Gordon,Cody Zeller,277.588,233.0,28,Nov72016,4,0
Jon Leuer,Paul George,Klay Thompson,Shelvin Mack,James Harden,Goran Dragic,Nikola Vucevic,Bismack Biyombo,276.608,232.75,37,Nov72016,5,0
Elfrid Payton,Corey Brewer,Dion Waiters,Chris Paul,Shelvin Mack,Anthony Davis,Spencer Hawes,Kevin Durant,280.588,232.75,37,Nov72016,3,0
Nicolas Batum,Chris Paul,Shelvin Mack,Anthony Davis,Goran Dragic,Aaron Gordon,Jeff Green,Cody Zeller,276.188,232.25,48,Nov72016,6,0
John Wall,Blake Griffin,Nikola Mirotic,Gerald Henderson,Shelvin Mack,Kemba Walker,Kevin Durant,Cody Zeller,278.268,232.0,13,Nov72016,4,0
Paul George,Klay Thompson,T.J. McConnell,Shelvin Mack,Anthony Davis,Kevin Durant,Aaron Gordon,Omer Asik,276.998,231.25,5,Nov72016,5,0
Rodney Hood,Kentavious Caldwell-Pope,Langston Galloway,Chris Paul,Spencer Hawes,Kevin Durant,Markieff Morris,Andre Drummond,276.228,231.0,39,Nov72016,6,0
Elfrid Payton,Ersan Ilyasova,Nicolas Batum,Shelvin Mack,Kemba Walker,Anthony Davis,Markieff Morris,Joel Embiid,277.448,231.0,34,Nov72016,4,0
John Wall,Marvin Williams,Nicolas Batum,C.J. Miles,Chris Paul,Goran Dragic,Marcin Gortat,Zaza Pachulia,276.318,230.25,23,Nov72016,6,0
John Wall,Thaddeus Young,Ryan Anderson,Justise Winslow,Klay Thompson,Shelvin Mack,Anthony Davis,Cody Zeller,277.148,230.0,45,Nov72016,4,0
Elfrid Payton,Blake Griffin,Paul George,Marcus Morris,C.J. Miles,Shelvin Mack,James Harden,Trey Lyles,276.298,229.5,26,Nov72016,6,0
John Wall,Thaddeus Young,Gordon Hayward,Marcus Morris,Eric Gordon,Shelvin Mack,Anthony Davis,Spencer Hawes,278.388,229.5,10,Nov72016,4,0
Paul George,K.J. McDaniels,Shelvin Mack,Kemba Walker,Anthony Davis,Kevin Durant,Jeff Green,Robin Lopez,277.548,228.75,30,Nov72016,4,0
John Wall,Kentavious Caldwell-Pope,Marco Belinelli,Langston Galloway,Shelvin Mack,Anthony Davis,Kevin Durant,Joel Embiid,290.108,228.5,3,Nov72016,3,0
Rodney Hood,Monta Ellis,Langston Galloway,Shelvin Mack,James Harden,Anthony Davis,Markieff Morris,Robin Lopez,281.348,228.25,30,Nov72016,3,0
John Wall,Ryan Anderson,Marcus Morris,Gerald Henderson,Shelvin Mack,James Harden,Andre Drummond,Zaza Pachulia,278.468,228.0,7,Nov72016,4,0
John Wall,Kentavious Caldwell-Pope,Dion Waiters,Beno Udrih,James Harden,Spencer Hawes,Kevin Durant,Al Jefferson,276.198,228.0,47,Nov72016,6,0
John Wall,Ersan Ilyasova,Corey Brewer,Chris Paul,Tyler Johnson,Anthony Davis,Aaron Gordon,Zaza Pachulia,276.908,227.75,11,Nov72016,5,0
John Wall,Ersan Ilyasova,Paul George,Klay Thompson,Gerald Henderson,Tyler Johnson,Anthony Davis,Bismack Biyombo,276.238,227.5,35,Nov72016,6,0
Blake Griffin,Ersan Ilyasova,Paul George,Dion Waiters,Langston Galloway,Shelvin Mack,Anthony Davis,Andre Drummond,280.458,227.5,40,Nov72016,3,0
John Wall,Thaddeus Young,Jimmy Butler,Klay Thompson,Shelvin Mack,Goran Dragic,Spencer Hawes,Hassan Whiteside,276.198,227.25,45,Nov72016,6,0
Thaddeus Young,Jon Leuer,Jimmy Butler,Chris Paul,Shelvin Mack,Tyler Johnson,Kevin Durant,DeAndre Jordan,276.238,226.75,36,Nov72016,6,0
Nikola Mirotic,Marvin Williams,Shelvin Mack,James Harden,Tyler Johnson,Aaron Gordon,Hassan Whiteside,Marcin Gortat,276.538,226.5,50,Nov72016,5,0
Corey Brewer,Marco Belinelli,Shelvin Mack,James Harden,Goran Dragic,Kevin Durant,Andre Drummond,Robin Lopez,279.698,226.25,44,Nov72016,3,0
Marvin Williams,Marcus Morris,Gerald Henderson,Chris Paul,Shelvin Mack,Anthony Davis,Goran Dragic,Marcin Gortat,276.838,226.25,15,Nov72016,5,0
John Wall,Paul George,Trevor Ariza,Dion Waiters,Chris Paul,Shelvin Mack,Trey Lyles,Hassan Whiteside,276.658,226.25,31,Nov72016,5,0
John Wall,Rodney Hood,Nik Stauskas,Dante Exum,Tyler Johnson,Anthony Davis,Kevin Durant,Bismack Biyombo,277.568,225.75,29,Nov72016,4,0
Nikola Mirotic,Paul George,Shelvin Mack,James Harden,Goran Dragic,Trey Lyles,Aaron Gordon,Marcin Gortat,277.008,225.75,4,Nov72016,5,0
Elfrid Payton,Paul George,Marcus Morris,Shelvin Mack,James Harden,Aaron Gordon,Marcin Gortat,Bismack Biyombo,276.728,225.5,24,Nov72016,5,0
Sergio Rodriguez,Marcus Morris,Klay Thompson,Nik Stauskas,Shelvin Mack,James Harden,Anthony Davis,Zaza Pachulia,277.868,225.25,20,Nov72016,4,0
John Wall,Nikola Mirotic,Corey Brewer,Shelvin Mack,James Harden,Anthony Davis,Jeff Green,Bismack Biyombo,283.348,224.5,16,Nov72016,3,0
Marvin Williams,Nik Stauskas,Shelvin Mack,Kemba Walker,Anthony Davis,Goran Dragic,Kevin Durant,Bismack Biyombo,278.568,224.25,4,Nov72016,4,0
Blake Griffin,Monta Ellis,Chris Paul,Shelvin Mack,Tyler Johnson,Markieff Morris,Andre Drummond,Nikola Vucevic,279.308,224.25,46,Nov72016,3,0
John Wall,Elfrid Payton,E'Twaun Moore,Tyler Johnson,Anthony Davis,Markieff Morris,Aaron Gordon,Bismack Biyombo,277.438,222.25,35,Nov72016,4,0
Paul George,Nicolas Batum,Shelvin Mack,James Harden,Tyler Johnson,Jeff Green,DeAndre Jordan,Joel Embiid,280.498,222.0,39,Nov72016,3,0
Thaddeus Young,Sergio Rodriguez,Trevor Ariza,Dion Waiters,Shelvin Mack,James Harden,Anthony Davis,Trey Lyles,276.638,221.75,34,Nov72016,5,0
John Wall,Paul George,Jamal Crawford,Tyler Johnson,Anthony Davis,Goran Dragic,James Johnson,Bismack Biyombo,276.288,221.0,27,Nov72016,6,0
John Wall,Marvin Williams,Nicolas Batum,Dion Waiters,Shelvin Mack,Tyler Johnson,Anthony Davis,Nikola Vucevic,283.618,220.75,15,Nov72016,3,0
Sergio Rodriguez,Jamal Crawford,Shelvin Mack,Tyler Johnson,Anthony Davis,Kevin Durant,Markieff Morris,Marcin Gortat,287.438,220.5,6,Nov72016,3,0
John Wall,Thaddeus Young,Jon Leuer,C.J. Miles,Kentavious Caldwell-Pope,Tyler Johnson,Anthony Davis,Marcin Gortat,281.608,220.0,24,Nov72016,3,0
Sergio Rodriguez,Jimmy Butler,Rodney Hood,Dion Waiters,Shelvin Mack,Anthony Davis,Goran Dragic,Joel Embiid,277.328,219.75,38,Nov72016,4,0
Elfrid Payton,Blake Griffin,C.J. Miles,Tyler Johnson,Goran Dragic,Kevin Durant,Marcin Gortat,Robin Lopez,276.928,219.25,10,Nov72016,5,0
Blake Griffin,C.J. Miles,Langston Galloway,Shelvin Mack,Goran Dragic,Kevin Durant,Hassan Whiteside,Nikola Vucevic,277.688,219.0,27,Nov72016,4,0
John Wall,Marvin Williams,Sergio Rodriguez,Rodney Hood,Langston Galloway,Kevin Durant,Andre Drummond,Robin Lopez,276.868,218.75,14,Nov72016,5,0
John Wall,Nikola Mirotic,Nik Stauskas,Langston Galloway,Kevin Durant,Markieff Morris,Andre Drummond,Marcin Gortat,276.268,218.5,29,Nov72016,6,0
John Wall,Michael Kidd-Gilchrist,Kentavious Caldwell-Pope,Chris Paul,Tyler Johnson,Aaron Gordon,Andre Drummond,Bismack Biyombo,276.688,218.5,29,Nov72016,5,0
John Wall,Michael Kidd-Gilchrist,Kentavious Caldwell-Pope,Dion Waiters,Chris Paul,Spencer Hawes,Markieff Morris,Andre Drummond,276.228,217.5,40,Nov72016,6,0
Marcus Morris,Gerald Henderson,Shelvin Mack,Beno Udrih,Anthony Davis,Kevin Durant,Aaron Gordon,Andre Drummond,276.288,217.25,28,Nov72016,6,0
Nikola Mirotic,Paul George,Jimmy Butler,Shelvin Mack,Tyler Johnson,Anthony Davis,Goran Dragic,Robin Lopez,278.668,216.75,3,Nov72016,4,0
Blake Griffin,Thaddeus Young,Gordon Hayward,Nik Stauskas,Shelvin Mack,Kevin Durant,Andre Drummond,Joel Embiid,277.488,216.75,32,Nov72016,4,0
Nikola Mirotic,Klay Thompson,Shelvin Mack,Tyler Johnson,Draymond Green,Goran Dragic,Kevin Durant,Nikola Vucevic,276.938,216.5,9,Nov72016,5,0
John Wall,Paul George,Michael Kidd-Gilchrist,Nicolas Batum,Shelvin Mack,Draymond Green,Goran Dragic,Bismack Biyombo,277.788,215.75,23,Nov72016,4,0
John Wall,Doug McDermott,Kentavious Caldwell-Pope,Langston Galloway,James Harden,Markieff Morris,Andre Drummond,Bismack Biyombo,276.248,214.5,34,Nov72016,6,0
Blake Griffin,Marcus Morris,Rodney Hood,Shelvin Mack,Tyler Johnson,Anthony Davis,Goran Dragic,Cody Zeller,278.548,214.25,6,Nov72016,4,0
Marcus Morris,Michael Kidd-Gilchrist,Rodney Hood,Chris Paul,Shelvin Mack,Tyler Johnson,Kevin Durant,DeAndre Jordan,276.208,214.0,43,Nov72016,6,0
