Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit,Num_Games
Emmanuel Mudiay,Malcolm Brogdon,Matthew Dellavedova,Rajon Rondo,Draymond Green,Kevin Durant,Jabari Parker,Jimmy Butler,265.708,287.75,31,Nov102016,6,4
Tim Frazier,Draymond Green,Jabari Parker,Robin Lopez,Giannis Antetokounmpo,Jimmy Butler,Kenneth Faried,Nick Young,265.768,285.0,25,Nov102016,6,4
E'Twaun Moore,Tim Frazier,Jabari Parker,Jusuf Nurkic,Robin Lopez,Giannis Antetokounmpo,Stephen Curry,Lou Williams,265.838,284.25,15,Nov102016,6,4
Tyler Johnson,Matthew Dellavedova,Draymond Green,Kevin Durant,Jabari Parker,Robin Lopez,Giannis Antetokounmpo,Solomon Hill,267.368,283.75,17,Nov102016,4,4
Rajon Rondo,Draymond Green,Kevin Durant,Jabari Parker,Zaza Pachulia,Jimmy Butler,Klay Thompson,Nick Young,265.768,283.0,24,Nov102016,6,4
Arron Afflalo,Rajon Rondo,Draymond Green,Kevin Durant,James Johnson,Hassan Whiteside,Jimmy Butler,Lou Williams,265.978,277.5,41,Nov102016,5,4
DeMarcus Cousins,Malcolm Brogdon,Tim Frazier,Langston Galloway,Kevin Durant,Jabari Parker,Jimmy Butler,Nick Young,266.058,277.25,32,Nov102016,5,4
Matthew Dellavedova,Kevin Durant,James Johnson,Hassan Whiteside,Zaza Pachulia,Stephen Curry,Jimmy Butler,Lou Williams,265.948,276.75,46,Nov102016,5,4
Anthony Davis,Tim Frazier,Tyler Johnson,Jabari Parker,Omer Asik,Jimmy Butler,Goran Dragic,Lou Williams,272.598,275.0,12,Nov102016,3,4
Emmanuel Mudiay,Malcolm Brogdon,Jabari Parker,Robin Lopez,Giannis Antetokounmpo,Stephen Curry,Jimmy Butler,Nick Young,266.318,274.75,11,Nov102016,5,4
Rajon Rondo,Kevin Durant,Hassan Whiteside,Jusuf Nurkic,Solomon Hill,Jimmy Butler,Lou Williams,Nick Young,266.118,273.25,28,Nov102016,5,4
Emmanuel Mudiay,Dion Waiters,Jordan Clarkson,Draymond Green,Kevin Durant,Jabari Parker,Robin Lopez,Jimmy Butler,265.798,272.75,20,Nov102016,6,4
E'Twaun Moore,Kevin Durant,Luol Deng,Hassan Whiteside,Stephen Curry,Solomon Hill,Klay Thompson,Lou Williams,266.018,271.5,36,Nov102016,5,4
Rajon Rondo,Draymond Green,Jabari Parker,Luol Deng,Giannis Antetokounmpo,Jimmy Butler,Lou Williams,Gary Harris,266.358,270.5,9,Nov102016,5,4
Tyler Johnson,Jameer Nelson,Jabari Parker,Hassan Whiteside,Giannis Antetokounmpo,Matt Barnes,Jimmy Butler,Klay Thompson,265.908,266.75,2,Nov102016,6,4
Anthony Davis,DeMarcus Cousins,Emmanuel Mudiay,E'Twaun Moore,Tim Frazier,Solomon Hill,Brandon Ingram,Lou Williams,266.138,265.0,26,Nov102016,5,4
Dion Waiters,Malcolm Brogdon,Kevin Durant,James Johnson,Robin Lopez,Giannis Antetokounmpo,Stephen Curry,Jimmy Butler,266.268,264.0,15,Nov102016,5,4
DeMarcus Cousins,Emmanuel Mudiay,Garrett Temple,Draymond Green,Jabari Parker,Justise Winslow,Klay Thompson,Lou Williams,266.708,264.0,42,Nov102016,4,4
DeMarcus Cousins,Tim Frazier,Garrett Temple,Jabari Parker,Giannis Antetokounmpo,Andre Iguodala,Jimmy Butler,Nick Young,265.718,263.25,30,Nov102016,6,4
DeMarcus Cousins,Malcolm Brogdon,Jameer Nelson,Draymond Green,Stephen Curry,Solomon Hill,Jimmy Butler,Lou Williams,271.408,261.75,19,Nov102016,3,4
Tim Frazier,Garrett Temple,Draymond Green,Kevin Durant,Timofey Mozgov,Stephen Curry,Jimmy Butler,Nick Young,267.178,261.5,25,Nov102016,4,4
E'Twaun Moore,Jameer Nelson,Kevin Durant,Jabari Parker,Hassan Whiteside,Greg Monroe,Rudy Gay,Lou Williams,266.248,261.0,18,Nov102016,5,4
Anthony Davis,Emmanuel Mudiay,Tyler Johnson,James Johnson,Robin Lopez,Stephen Curry,Klay Thompson,Lou Williams,268.718,260.5,44,Nov102016,3,4
Anthony Davis,Emmanuel Mudiay,E'Twaun Moore,Jordan Clarkson,Jabari Parker,Robin Lopez,Danilo Gallinari,Jimmy Butler,265.698,260.0,34,Nov102016,6,4
Emmanuel Mudiay,Matthew Dellavedova,Kevin Durant,Jabari Parker,Hassan Whiteside,Andre Iguodala,Goran Dragic,Lou Williams,266.638,259.0,46,Nov102016,4,4
DeMarcus Cousins,Tyler Johnson,Kevin Durant,Stephen Curry,Andre Iguodala,Brandon Ingram,Lou Williams,Nick Young,269.088,258.75,35,Nov102016,3,4
Jabari Parker,Greg Monroe,Danilo Gallinari,Stephen Curry,Jimmy Butler,Kenneth Faried,Klay Thompson,Lou Williams,269.118,256.25,34,Nov102016,3,4
E'Twaun Moore,Jordan Clarkson,Rajon Rondo,Draymond Green,Kevin Durant,Danilo Gallinari,Jimmy Butler,Kenneth Faried,266.628,254.75,47,Nov102016,4,4
DeMarcus Cousins,Malcolm Brogdon,Jabari Parker,Luol Deng,Hassan Whiteside,Goran Dragic,Klay Thompson,Lou Williams,267.238,254.75,20,Nov102016,4,4
DeMarcus Cousins,Tim Frazier,Garrett Temple,Hassan Whiteside,Danilo Gallinari,Matt Barnes,Jimmy Butler,Lou Williams,267.408,254.5,15,Nov102016,4,4
Anthony Davis,E'Twaun Moore,Tyler Johnson,Jameer Nelson,Kevin Durant,Jabari Parker,Greg Monroe,Gary Harris,265.648,252.0,44,Nov102016,6,4
Anthony Davis,Tim Frazier,Matthew Dellavedova,Langston Galloway,Kevin Durant,Jusuf Nurkic,Lou Williams,Nick Young,266.558,251.0,50,Nov102016,4,4
Anthony Davis,Tyler Johnson,Langston Galloway,Kevin Durant,Jabari Parker,Danilo Gallinari,Gary Harris,Nick Young,265.618,250.25,50,Nov102016,6,4
Garrett Temple,Draymond Green,Kevin Durant,Jabari Parker,Robin Lopez,Jimmy Butler,D'Angelo Russell,Klay Thompson,265.918,249.5,1,Nov102016,6,4
Tyler Johnson,Draymond Green,Giannis Antetokounmpo,Matt Barnes,Stephen Curry,Mirza Teletovic,Dwyane Wade,Lou Williams,267.198,249.0,23,Nov102016,4,4
DeMarcus Cousins,Emmanuel Mudiay,E'Twaun Moore,Matthew Dellavedova,Omer Asik,Giannis Antetokounmpo,Jimmy Butler,Kenneth Faried,265.888,248.25,6,Nov102016,6,4
DeMarcus Cousins,Tyler Johnson,Jameer Nelson,Robin Lopez,Giannis Antetokounmpo,Justise Winslow,Jimmy Butler,Gary Harris,267.188,248.0,24,Nov102016,4,4
Jordan Clarkson,Matthew Dellavedova,Draymond Green,Kevin Durant,Hassan Whiteside,Solomon Hill,Goran Dragic,Nick Young,265.938,247.25,48,Nov102016,5,4
