Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit,Num_Games
Brook Lopez,John Henson,Maurice Harkless,Avery Bradley,Tobias Harris,Giannis Antetokounmpo,Goran Dragic,Elfrid Payton,292.098,271.25,37,Dec72016,6,0
James Harden,Dwight Powell,Sean Kilpatrick,Courtney Lee,Rudy Gay,Goran Dragic,Brandon Jennings,Al Horford,295.628,271.0,28,Dec72016,3,0
DeAndre Jordan,Greg Monroe,Jared Dudley,Lou Williams,Marcus Smart,Kevin Durant,Giannis Antetokounmpo,Dennis Schroder,292.248,270.75,12,Dec72016,6,0
C.J. McCollum,DeAndre Jordan,Jared Dudley,Dwight Powell,Avery Bradley,LeBron James,Giannis Antetokounmpo,Tim Hardaway Jr.,293.138,270.25,28,Dec72016,4,0
DeAndre Jordan,Nikola Vucevic,Maurice Harkless,Kentavious Caldwell-Pope,Tobias Harris,Giannis Antetokounmpo,Jeff Teague,Elfrid Payton,292.178,270.0,21,Dec72016,6,0
C.J. McCollum,DeAndre Jordan,Julius Randle,Sean Kilpatrick,Wesley Matthews,Rudy Gay,Dennis Schroder,Al Horford,294.958,270.0,35,Dec72016,3,0
James Harden,Greg Monroe,Julius Randle,Wesley Matthews,Josh McRoberts,Marcus Smart,Giannis Antetokounmpo,Deron Williams,293.188,269.75,24,Dec72016,4,0
Greg Monroe,DeMarcus Cousins,Jared Dudley,Evan Turner,Tobias Harris,Giannis Antetokounmpo,Goran Dragic,Brandon Jennings,296.018,269.5,25,Dec72016,3,0
C.J. McCollum,DeMarcus Cousins,Julius Randle,Kevin Love,Maurice Harkless,Courtney Lee,Dennis Schroder,Tim Hardaway Jr.,292.248,269.25,13,Dec72016,6,0
Nikola Vucevic,Marvin Williams,Wesley Matthews,Evan Turner,Giannis Antetokounmpo,Eric Bledsoe,Jeff Teague,Al Horford,293.168,269.25,25,Dec72016,4,0
C.J. McCollum,DeAndre Jordan,Eric Gordon,Nicolas Batum,LeBron James,Elfrid Payton,Brandon Jennings,Al Horford,292.228,269.0,14,Dec72016,6,0
John Henson,Greg Monroe,Avery Bradley,Sean Kilpatrick,Tobias Harris,Giannis Antetokounmpo,Eric Bledsoe,Deron Williams,292.518,269.0,24,Dec72016,5,0
DeAndre Jordan,Kevin Love,Jared Dudley,Eric Gordon,Wesley Matthews,Marcus Smart,Giannis Antetokounmpo,Eric Bledsoe,293.368,267.25,15,Dec72016,4,0
C.J. McCollum,DeAndre Jordan,John Henson,Courtney Lee,Marcus Smart,Rudy Gay,Giannis Antetokounmpo,Eric Bledsoe,293.208,267.0,23,Dec72016,4,0
James Harden,DeAndre Jordan,Jared Dudley,Sean Kilpatrick,Eric Gordon,Tobias Harris,Kemba Walker,Elfrid Payton,292.188,264.25,20,Dec72016,6,0
Nikola Vucevic,Kevin Love,Jared Dudley,Sean Kilpatrick,Courtney Lee,Kevin Durant,Giannis Antetokounmpo,Tim Hardaway Jr.,298.558,263.75,9,Dec72016,3,0
C.J. McCollum,Kevin Love,Wesley Matthews,Courtney Lee,LeBron James,Deron Williams,Brandon Jennings,Al Horford,292.508,263.75,25,Dec72016,5,0
C.J. McCollum,Greg Monroe,Marcus Smart,Kevin Durant,Tobias Harris,Jeff Teague,Deron Williams,Al Horford,292.448,263.0,33,Dec72016,5,0
C.J. McCollum,John Henson,Avery Bradley,Wesley Matthews,Josh McRoberts,LeBron James,Giannis Antetokounmpo,Brandon Jennings,293.318,262.75,17,Dec72016,4,0
Greg Monroe,Sean Kilpatrick,Eric Gordon,LeBron James,Eric Bledsoe,Kemba Walker,Tim Hardaway Jr.,Al Horford,294.518,262.5,42,Dec72016,3,0
C.J. McCollum,Danilo Gallinari,Dwight Powell,Wesley Matthews,Marcus Smart,Giannis Antetokounmpo,Kemba Walker,Al Horford,295.308,262.25,31,Dec72016,3,0
DeAndre Jordan,John Henson,Julius Randle,Eric Gordon,Tobias Harris,Giannis Antetokounmpo,Eric Bledsoe,Elfrid Payton,292.888,262.0,37,Dec72016,4,0
DeAndre Jordan,Josh McRoberts,Courtney Lee,Kevin Durant,Tobias Harris,Giannis Antetokounmpo,Kemba Walker,Brandon Jennings,294.718,261.0,39,Dec72016,3,0
James Harden,Nikola Vucevic,Maurice Harkless,Sean Kilpatrick,Josh McRoberts,Evan Turner,Giannis Antetokounmpo,Brandon Jennings,297.018,261.0,15,Dec72016,3,0
James Harden,Greg Monroe,Eric Gordon,Wesley Matthews,Tobias Harris,Jeff Teague,Emmanuel Mudiay,Al Horford,292.298,261.0,50,Dec72016,5,0
Greg Monroe,Sean Kilpatrick,Courtney Lee,Tobias Harris,Goran Dragic,Kemba Walker,Jeff Teague,Hassan Whiteside,292.248,260.25,11,Dec72016,6,0
C.J. McCollum,Greg Monroe,DeMarcus Cousins,Courtney Lee,Kevin Durant,Rudy Gay,Elfrid Payton,Tim Hardaway Jr.,293.938,260.0,1,Dec72016,4,0
Kevin Love,Maurice Harkless,Kentavious Caldwell-Pope,Evan Turner,Wilson Chandler,Giannis Antetokounmpo,Goran Dragic,Tim Hardaway Jr.,292.598,259.75,16,Dec72016,5,0
DeAndre Jordan,Nikola Vucevic,Julius Randle,Danilo Gallinari,Nicolas Batum,Giannis Antetokounmpo,Dennis Schroder,Tim Hardaway Jr.,292.098,259.5,40,Dec72016,6,0
James Harden,C.J. McCollum,Greg Monroe,Julius Randle,Danilo Gallinari,Eric Gordon,Brandon Jennings,Al Horford,293.658,259.5,6,Dec72016,4,0
DeAndre Jordan,Greg Monroe,Julius Randle,Jared Dudley,Sean Kilpatrick,Kevin Durant,Goran Dragic,Kemba Walker,292.918,259.5,36,Dec72016,4,0
DeMarcus Cousins,Danilo Gallinari,Kentavious Caldwell-Pope,Courtney Lee,Giannis Antetokounmpo,Brandon Jennings,Tim Hardaway Jr.,Al Horford,297.168,259.25,13,Dec72016,3,0
James Harden,DeAndre Jordan,Julius Randle,Courtney Lee,Evan Turner,Kemba Walker,Elfrid Payton,Al Horford,292.098,259.25,39,Dec72016,6,0
Kevin Love,Wesley Matthews,Courtney Lee,Evan Turner,Tobias Harris,Giannis Antetokounmpo,Eric Bledsoe,Deron Williams,292.448,259.0,34,Dec72016,5,0
James Harden,Brook Lopez,Blake Griffin,Andre Iguodala,Josh McRoberts,Courtney Lee,Giannis Antetokounmpo,Tim Hardaway Jr.,292.078,258.75,45,Dec72016,6,0
Blake Griffin,Sean Kilpatrick,Eric Gordon,Josh McRoberts,Rudy Gay,Giannis Antetokounmpo,Deron Williams,Elfrid Payton,292.088,258.5,43,Dec72016,6,0
Julius Randle,Jared Dudley,Dwight Powell,Sean Kilpatrick,Evan Turner,Giannis Antetokounmpo,Kemba Walker,Hassan Whiteside,292.218,257.75,16,Dec72016,6,0
John Henson,DeMarcus Cousins,Sean Kilpatrick,Evan Turner,Rudy Gay,Goran Dragic,Jeff Teague,Tim Hardaway Jr.,292.848,257.5,39,Dec72016,4,0
DeMarcus Cousins,Julius Randle,Jared Dudley,Kentavious Caldwell-Pope,Wesley Matthews,Marcus Smart,Goran Dragic,Al Horford,292.138,257.5,29,Dec72016,6,0
John Henson,Blake Griffin,Sean Kilpatrick,Courtney Lee,Evan Turner,Giannis Antetokounmpo,Dennis Schroder,Al Horford,295.788,257.25,27,Dec72016,3,0
Nikola Vucevic,Blake Griffin,Jared Dudley,Marcus Smart,Rudy Gay,Giannis Antetokounmpo,Brandon Jennings,Al Horford,295.218,257.0,32,Dec72016,3,0
DeAndre Jordan,Maurice Harkless,Avery Bradley,LeBron James,Goran Dragic,Elfrid Payton,Brandon Jennings,Al Horford,292.658,257.0,10,Dec72016,5,0
Julius Randle,Kevin Love,Sean Kilpatrick,Tobias Harris,Kemba Walker,Deron Williams,Elfrid Payton,Al Horford,292.628,257.0,12,Dec72016,5,0
DeAndre Jordan,Sean Kilpatrick,Marcus Smart,Tobias Harris,Giannis Antetokounmpo,Goran Dragic,Tim Hardaway Jr.,Al Horford,303.388,257.0,1,Dec72016,3,0
Nikola Vucevic,John Henson,Sean Kilpatrick,Wesley Matthews,Jeff Green,Giannis Antetokounmpo,Goran Dragic,Kemba Walker,294.018,256.75,48,Dec72016,3,0
C.J. McCollum,Nikola Vucevic,Maurice Harkless,Wesley Matthews,LeBron James,Deron Williams,Elfrid Payton,Al Horford,292.278,256.75,7,Dec72016,6,0
Blake Griffin,Sean Kilpatrick,Wesley Matthews,Josh McRoberts,Nicolas Batum,Kemba Walker,Jeff Teague,Al Horford,292.138,256.0,31,Dec72016,6,0
DeMarcus Cousins,Julius Randle,Bojan Bogdanovic,Rudy Gay,Goran Dragic,Elfrid Payton,Tim Hardaway Jr.,Al Horford,292.628,255.0,13,Dec72016,5,0
Nikola Vucevic,Avery Bradley,Nicolas Batum,Jeff Green,Giannis Antetokounmpo,Eric Bledsoe,Tim Hardaway Jr.,Al Horford,292.288,255.0,4,Dec72016,6,0
James Harden,Greg Monroe,Jared Dudley,Lou Williams,Courtney Lee,Kevin Durant,Goran Dragic,Elfrid Payton,292.058,255.0,50,Dec72016,6,0
Nikola Vucevic,DeMarcus Cousins,Julius Randle,Sean Kilpatrick,Tobias Harris,Eric Bledsoe,Brandon Jennings,Tim Hardaway Jr.,295.568,255.0,29,Dec72016,3,0
Cody Zeller,Kevin Love,Kentavious Caldwell-Pope,Wesley Matthews,Courtney Lee,Tobias Harris,Giannis Antetokounmpo,Goran Dragic,292.418,254.75,37,Dec72016,5,0
James Harden,John Henson,Jared Dudley,Maurice Harkless,Wesley Matthews,Giannis Antetokounmpo,Tim Hardaway Jr.,Al Horford,297.818,254.75,11,Dec72016,3,0
DeMarcus Cousins,Avery Bradley,Eric Gordon,Josh McRoberts,Tobias Harris,Giannis Antetokounmpo,Emmanuel Mudiay,Tim Hardaway Jr.,292.758,253.75,1,Dec72016,5,0
Kevin Love,Maurice Harkless,Marcus Smart,Kevin Durant,Jeff Teague,Dennis Schroder,Tim Hardaway Jr.,Al Horford,293.098,253.5,29,Dec72016,4,0
James Harden,C.J. McCollum,DeAndre Jordan,Nikola Vucevic,Marvin Williams,Jared Dudley,Sean Kilpatrick,Tobias Harris,292.528,253.5,23,Dec72016,5,0
DeAndre Jordan,John Henson,Maurice Harkless,Sean Kilpatrick,Kevin Durant,Goran Dragic,Jeff Teague,Elfrid Payton,293.228,253.25,22,Dec72016,4,0
DeAndre Jordan,Nikola Vucevic,Blake Griffin,Sean Kilpatrick,Tobias Harris,Jeff Teague,Dennis Schroder,Elfrid Payton,292.638,253.25,11,Dec72016,5,0
James Harden,Nikola Vucevic,Danilo Gallinari,Sean Kilpatrick,Wilson Chandler,Elfrid Payton,Tim Hardaway Jr.,Al Horford,296.418,253.0,21,Dec72016,3,0
Maurice Harkless,Wesley Matthews,Marcus Smart,Tobias Harris,Giannis Antetokounmpo,Dennis Schroder,Brandon Jennings,Hassan Whiteside,294.148,253.0,47,Dec72016,3,0
James Harden,DeAndre Jordan,Nikola Vucevic,Julius Randle,Jared Dudley,Maurice Harkless,Goran Dragic,Elfrid Payton,292.598,252.75,17,Dec72016,5,0
C.J. McCollum,Jared Dudley,Courtney Lee,Tobias Harris,Giannis Antetokounmpo,Elfrid Payton,Hassan Whiteside,Al Horford,299.178,252.25,7,Dec72016,3,0
C.J. McCollum,DeAndre Jordan,Blake Griffin,Eric Gordon,Courtney Lee,Tobias Harris,Goran Dragic,Dennis Schroder,292.598,252.25,18,Dec72016,5,0
C.J. McCollum,Brook Lopez,Dwight Powell,Avery Bradley,Kevin Durant,Tobias Harris,Goran Dragic,Tim Hardaway Jr.,292.688,251.75,5,Dec72016,5,0
Nikola Vucevic,Kevin Love,Danilo Gallinari,Maurice Harkless,Wesley Matthews,Giannis Antetokounmpo,Deron Williams,Elfrid Payton,292.168,251.25,23,Dec72016,6,0
DeMarcus Cousins,Wesley Matthews,Evan Turner,Tobias Harris,Kemba Walker,Dennis Schroder,Tim Hardaway Jr.,Al Horford,294.718,251.0,37,Dec72016,3,0
James Harden,DeAndre Jordan,Greg Monroe,Marvin Williams,Carmelo Anthony,Courtney Lee,Giannis Antetokounmpo,Tim Hardaway Jr.,292.078,250.75,44,Dec72016,6,0
Brook Lopez,DeMarcus Cousins,Blake Griffin,Wesley Matthews,Rudy Gay,Elfrid Payton,Brandon Jennings,Tim Hardaway Jr.,292.208,250.5,18,Dec72016,6,0
Dwight Powell,Sean Kilpatrick,Kentavious Caldwell-Pope,Kevin Durant,Wilson Chandler,Eric Bledsoe,Goran Dragic,Tim Hardaway Jr.,292.278,250.25,8,Dec72016,6,0
Kevin Love,Maurice Harkless,Kentavious Caldwell-Pope,Eric Gordon,Giannis Antetokounmpo,Emmanuel Mudiay,Elfrid Payton,Al Horford,292.758,250.0,49,Dec72016,4,0
Dwight Powell,Lou Williams,LeBron James,Kevin Durant,Dennis Schroder,Brandon Jennings,Tim Hardaway Jr.,Al Horford,292.138,249.5,30,Dec72016,6,0
James Harden,Nikola Vucevic,Jared Dudley,Wesley Matthews,Josh McRoberts,Kevin Durant,Jeff Teague,Elfrid Payton,292.578,249.5,19,Dec72016,5,0
C.J. McCollum,DeMarcus Cousins,Sean Kilpatrick,Wesley Matthews,Josh McRoberts,Tobias Harris,Goran Dragic,Elfrid Payton,298.648,249.5,8,Dec72016,3,0
C.J. McCollum,Nikola Vucevic,Avery Bradley,Rudy Gay,Jabari Parker,Goran Dragic,Tim Hardaway Jr.,Al Horford,292.318,249.25,47,Dec72016,5,0
C.J. McCollum,Greg Monroe,Blake Griffin,Kentavious Caldwell-Pope,Wilson Chandler,Goran Dragic,Elfrid Payton,Al Horford,294.268,249.25,46,Dec72016,3,0
Brook Lopez,Julius Randle,Kevin Love,Wesley Matthews,Jeremy Lamb,Giannis Antetokounmpo,Goran Dragic,Tim Hardaway Jr.,292.848,248.5,41,Dec72016,4,0
Kevin Love,Maurice Harkless,Lou Williams,Wesley Matthews,Goran Dragic,Kemba Walker,Elfrid Payton,Al Horford,293.368,248.5,16,Dec72016,4,0
James Harden,Jared Dudley,Lou Williams,Eric Gordon,Josh McRoberts,Kevin Durant,Brandon Jennings,Al Horford,292.408,248.5,38,Dec72016,5,0
C.J. McCollum,Nikola Vucevic,Avery Bradley,Sean Kilpatrick,Tobias Harris,Kemba Walker,Emmanuel Mudiay,Al Horford,292.968,248.25,34,Dec72016,4,0
C.J. McCollum,Greg Monroe,Julius Randle,Kevin Love,Marcus Smart,LeBron James,Goran Dragic,Tim Hardaway Jr.,293.268,247.5,19,Dec72016,4,0
James Harden,Nikola Vucevic,Dwight Powell,Maurice Harkless,Nicolas Batum,Tobias Harris,Goran Dragic,Tim Hardaway Jr.,292.078,247.25,46,Dec72016,6,0
DeAndre Jordan,Jared Dudley,Maurice Harkless,Sean Kilpatrick,Eric Gordon,Giannis Antetokounmpo,Emmanuel Mudiay,Hassan Whiteside,293.248,247.25,20,Dec72016,4,0
C.J. McCollum,DeAndre Jordan,DeMarcus Cousins,Jared Dudley,Danilo Gallinari,Sean Kilpatrick,Kemba Walker,Tim Hardaway Jr.,293.438,247.0,10,Dec72016,4,0
C.J. McCollum,Kevin Love,Kentavious Caldwell-Pope,Rudy Gay,Tobias Harris,Jeff Teague,Tim Hardaway Jr.,Al Horford,293.308,246.5,18,Dec72016,4,0
C.J. McCollum,DeAndre Jordan,Maurice Harkless,Sean Kilpatrick,Eric Gordon,Josh McRoberts,Kevin Durant,Eric Bledsoe,293.428,246.5,12,Dec72016,4,0
DeAndre Jordan,Nikola Vucevic,Blake Griffin,Danilo Gallinari,Sean Kilpatrick,Courtney Lee,Goran Dragic,Jeff Teague,292.298,246.25,1,Dec72016,6,0
DeAndre Jordan,Kevin Love,Danilo Gallinari,Sean Kilpatrick,Jeff Green,Giannis Antetokounmpo,Dennis Schroder,Elfrid Payton,292.088,245.75,42,Dec72016,6,0
C.J. McCollum,Kevin Love,Jae Crowder,Wesley Matthews,LeBron James,Elfrid Payton,Tim Hardaway Jr.,Al Horford,292.458,245.75,32,Dec72016,5,0
C.J. McCollum,Nikola Vucevic,Greg Monroe,Blake Griffin,Wesley Matthews,Tobias Harris,Giannis Antetokounmpo,Tim Hardaway Jr.,300.028,245.25,4,Dec72016,3,0
C.J. McCollum,DeMarcus Cousins,Lou Williams,Marcus Smart,Tobias Harris,Emmanuel Mudiay,Brandon Jennings,Al Horford,292.748,245.0,2,Dec72016,5,0
C.J. McCollum,DeAndre Jordan,Nikola Vucevic,Wesley Matthews,Marcus Smart,Kevin Durant,Goran Dragic,Brandon Jennings,296.268,245.0,23,Dec72016,3,0
Greg Monroe,Julius Randle,Kentavious Caldwell-Pope,Marcus Smart,Giannis Antetokounmpo,Kemba Walker,Tim Hardaway Jr.,Hassan Whiteside,293.238,245.0,21,Dec72016,4,0
C.J. McCollum,Nikola Vucevic,Maurice Harkless,Kentavious Caldwell-Pope,Tobias Harris,Eric Bledsoe,Dennis Schroder,Al Horford,293.158,244.75,27,Dec72016,4,0
Blake Griffin,Kevin Love,Eric Gordon,Bojan Bogdanovic,Goran Dragic,Jeff Teague,Tim Hardaway Jr.,Al Horford,292.498,244.25,26,Dec72016,5,0
Greg Monroe,Blake Griffin,Sean Kilpatrick,Josh McRoberts,Rudy Gay,Eric Bledsoe,Goran Dragic,Jeff Teague,292.258,243.5,10,Dec72016,6,0
James Harden,Greg Monroe,Kevin Love,Maurice Harkless,Sean Kilpatrick,Jeff Green,Goran Dragic,Elfrid Payton,292.118,243.0,35,Dec72016,6,0
C.J. McCollum,John Henson,DeMarcus Cousins,Jared Dudley,Klay Thompson,Kevin Durant,Brandon Jennings,Tim Hardaway Jr.,292.128,243.0,33,Dec72016,6,0
Greg Monroe,Blake Griffin,Kevin Love,Sean Kilpatrick,Wesley Matthews,Marcus Smart,Goran Dragic,Dennis Schroder,293.548,243.0,8,Dec72016,4,0
Greg Monroe,Blake Griffin,Sean Kilpatrick,Eric Gordon,Tobias Harris,Jeff Teague,Elfrid Payton,Hassan Whiteside,292.618,242.75,14,Dec72016,5,0
C.J. McCollum,DeAndre Jordan,Ryan Anderson,Kevin Love,Maurice Harkless,Kentavious Caldwell-Pope,Giannis Antetokounmpo,Tim Hardaway Jr.,292.138,242.75,28,Dec72016,6,0
C.J. McCollum,Julius Randle,Josh McRoberts,Evan Turner,Kevin Durant,Giannis Antetokounmpo,Tim Hardaway Jr.,Al Horford,300.058,242.25,3,Dec72016,3,0
John Henson,Greg Monroe,Danilo Gallinari,Eric Gordon,Kevin Durant,Giannis Antetokounmpo,Goran Dragic,Tim Hardaway Jr.,296.038,242.25,24,Dec72016,3,0
DeAndre Jordan,Blake Griffin,Dwight Powell,Wesley Matthews,Evan Turner,Giannis Antetokounmpo,Goran Dragic,Elfrid Payton,296.308,242.0,22,Dec72016,3,0
C.J. McCollum,John Henson,Marvin Williams,Lou Williams,Sean Kilpatrick,Kevin Durant,Tobias Harris,Al Horford,292.148,241.0,27,Dec72016,6,0
Blake Griffin,Kevin Love,Maurice Harkless,Sean Kilpatrick,Eric Gordon,Wesley Matthews,Eric Bledsoe,Elfrid Payton,292.258,241.0,9,Dec72016,6,0
DeAndre Jordan,Kentavious Caldwell-Pope,Wesley Matthews,Kevin Durant,Jeff Green,Giannis Antetokounmpo,Dennis Schroder,Tim Hardaway Jr.,292.568,240.5,21,Dec72016,5,0
Greg Monroe,Avery Bradley,Wilson Chandler,Tobias Harris,Eric Bledsoe,Goran Dragic,Tim Hardaway Jr.,Hassan Whiteside,292.208,240.25,17,Dec72016,6,0
Greg Monroe,Kevin Love,Kentavious Caldwell-Pope,Wesley Matthews,Kevin Durant,Eric Bledsoe,Jeff Teague,Tim Hardaway Jr.,292.498,240.0,27,Dec72016,5,0
James Harden,Greg Monroe,Jared Dudley,Sean Kilpatrick,Marcus Smart,Eric Bledsoe,Brandon Jennings,Hassan Whiteside,294.718,239.25,38,Dec72016,3,0
C.J. McCollum,Kevin Love,Jared Dudley,Sean Kilpatrick,Evan Turner,Eric Bledsoe,Goran Dragic,Al Horford,297.528,239.25,12,Dec72016,3,0
James Harden,Greg Monroe,Sean Kilpatrick,Josh McRoberts,Kevin Durant,Tobias Harris,Dennis Schroder,Tim Hardaway Jr.,296.878,238.75,17,Dec72016,3,0
Nikola Vucevic,Eric Gordon,Evan Turner,Kevin Durant,Tobias Harris,Goran Dragic,Elfrid Payton,Al Horford,294.598,238.75,41,Dec72016,3,0
James Harden,Nikola Vucevic,Jared Dudley,Wesley Matthews,Josh McRoberts,Tobias Harris,Eric Bledsoe,Kemba Walker,292.188,238.5,19,Dec72016,6,0
DeMarcus Cousins,Maurice Harkless,Josh McRoberts,Will Barton,Kevin Durant,Goran Dragic,Brandon Jennings,Tim Hardaway Jr.,292.788,238.25,47,Dec72016,4,0
Brook Lopez,Jared Dudley,Sean Kilpatrick,LeBron James,Goran Dragic,Elfrid Payton,Tim Hardaway Jr.,Hassan Whiteside,294.618,237.75,40,Dec72016,3,0
C.J. McCollum,John Henson,Kevin Love,Wesley Matthews,Courtney Lee,Kevin Durant,Eric Bledsoe,Elfrid Payton,292.988,237.0,33,Dec72016,4,0
DeAndre Jordan,Wesley Matthews,Courtney Lee,LeBron James,Eric Bledsoe,Elfrid Payton,Brandon Jennings,Hassan Whiteside,292.608,236.75,15,Dec72016,5,0
Brook Lopez,John Henson,Blake Griffin,Julius Randle,Sean Kilpatrick,Wesley Matthews,Kevin Durant,Tim Hardaway Jr.,293.158,236.75,26,Dec72016,4,0
John Henson,Blake Griffin,Kevin Love,Nicolas Batum,Marcus Smart,Giannis Antetokounmpo,Elfrid Payton,Tim Hardaway Jr.,293.948,235.75,49,Dec72016,3,0
DeAndre Jordan,Sean Kilpatrick,Kentavious Caldwell-Pope,Josh McRoberts,LeBron James,Eric Bledsoe,Goran Dragic,Brandon Jennings,292.858,235.75,38,Dec72016,4,0
