Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit,Num_Games
Jeremy Lin,Emmanuel Mudiay,Austin Rivers,Jimmy Butler,Jusuf Nurkic,Paul Millsap,Dwyane Wade,Rudy Gay,266.558,266.5,24,Oct312016,6,4
Chris Paul,Rajon Rondo,Ty Lawson,Paul Millsap,Justin Hamilton,DeMar DeRozan,Nikola Mirotic,T.J. Warren,268.388,266.25,28,Oct312016,4,4
Eric Bledsoe,Jeremy Lin,Emmanuel Mudiay,Jimmy Butler,Jusuf Nurkic,Paul Millsap,Kyle Korver,T.J. Warren,266.358,265.0,41,Oct312016,6,4
Rajon Rondo,Austin Rivers,Bojan Bogdanovic,Blake Griffin,DeAndre Jordan,Jusuf Nurkic,Paul Millsap,T.J. Warren,268.728,264.25,24,Oct312016,4,4
Chris Paul,Jimmy Butler,Jonas Valanciunas,Tyson Chandler,Paul Millsap,Dwyane Wade,Nikola Mirotic,Matt Barnes,274.148,264.25,27,Oct312016,3,4
Chris Paul,Dennis Schroder,Jeremy Lin,Jimmy Butler,Will Barton,DeAndre Jordan,Mike Muscala,Nikola Mirotic,266.958,263.5,41,Oct312016,5,4
Chris Paul,Jeremy Lin,Emmanuel Mudiay,Kent Bazemore,Blake Griffin,Paul Millsap,Kosta Koufos,Kenneth Faried,266.838,262.75,4,Oct312016,6,4
Jeremy Lin,Emmanuel Mudiay,Will Barton,Blake Griffin,Jonas Valanciunas,Paul Millsap,Justin Hamilton,Nikola Mirotic,269.148,262.25,12,Oct312016,4,4
DeMarre Carroll,Dennis Schroder,Jeremy Lin,Emmanuel Mudiay,Bojan Bogdanovic,Blake Griffin,Jusuf Nurkic,DeMar DeRozan,267.328,261.5,18,Oct312016,5,4
Taj Gibson,Chris Paul,Eric Bledsoe,Jimmy Butler,Blake Griffin,Justin Hamilton,Nikola Mirotic,Jamal Crawford,267.378,261.5,17,Oct312016,5,4
DeMarre Carroll,Ty Lawson,Jonas Valanciunas,Jusuf Nurkic,Paul Millsap,DeMar DeRozan,Dwyane Wade,T.J. Warren,267.688,259.75,4,Oct312016,5,4
Chris Paul,Blake Griffin,Paul Millsap,Justin Hamilton,Alex Len,Dwyane Wade,Kyle Korver,Rudy Gay,266.798,259.5,7,Oct312016,6,4
Nikola Jokic,Doug McDermott,Taj Gibson,Chris Paul,Paul Millsap,DeMar DeRozan,Dwyane Wade,Jamal Crawford,268.858,259.25,19,Oct312016,4,4
Chris Paul,Rajon Rondo,Emmanuel Mudiay,Jimmy Butler,Jusuf Nurkic,DeMar DeRozan,Sean Kilpatrick,Kenneth Faried,274.158,259.25,26,Oct312016,3,4
Chris Paul,Eric Bledsoe,Jeremy Lin,Will Barton,Jusuf Nurkic,Tyson Chandler,Trevor Booker,DeMar DeRozan,277.128,258.75,16,Oct312016,3,4
Nikola Jokic,Emmanuel Mudiay,Blake Griffin,DeAndre Jordan,Paul Millsap,Jamal Crawford,T.J. Warren,Matt Barnes,266.438,258.25,32,Oct312016,6,4
Rajon Rondo,Jimmy Butler,Bojan Bogdanovic,Blake Griffin,Tyson Chandler,DeMar DeRozan,Nikola Mirotic,Rudy Gay,277.008,256.75,17,Oct312016,3,4
DeMarcus Cousins,Emmanuel Mudiay,Ty Lawson,Blake Griffin,Mike Muscala,DeMar DeRozan,Nikola Mirotic,Matt Barnes,269.398,256.5,4,Oct312016,4,4
Taj Gibson,Chris Paul,Jeremy Lin,Emmanuel Mudiay,Jonas Valanciunas,Paul Millsap,Kyle Korver,Danilo Gallinari,268.908,256.25,18,Oct312016,4,4
Chris Paul,Dennis Schroder,Jimmy Butler,Blake Griffin,Justin Hamilton,Kosta Koufos,DeMar DeRozan,Jamal Crawford,267.718,255.75,3,Oct312016,5,4
Nikola Jokic,Taj Gibson,Chris Paul,Emmanuel Mudiay,Ty Lawson,DeMar DeRozan,Nikola Mirotic,Danilo Gallinari,267.318,255.75,20,Oct312016,5,4
Taj Gibson,Rajon Rondo,Ty Lawson,Jimmy Butler,DeAndre Jordan,DeMar DeRozan,Dwyane Wade,Matt Barnes,267.198,255.75,26,Oct312016,5,4
Taj Gibson,Chris Paul,Jeremy Lin,Jimmy Butler,Will Barton,Kent Bazemore,Paul Millsap,Justin Hamilton,267.818,255.75,50,Oct312016,4,4
DeMarre Carroll,Chris Paul,Jeremy Lin,Michael Carter-Williams,Blake Griffin,Paul Millsap,Kosta Koufos,DeMar DeRozan,267.748,255.25,2,Oct312016,5,4
Chris Paul,Dennis Schroder,Bojan Bogdanovic,Robin Lopez,Paul Millsap,Alex Len,DeMar DeRozan,Dwyane Wade,267.628,254.75,8,Oct312016,5,4
DeMarcus Cousins,Chris Paul,Rajon Rondo,Will Barton,Bojan Bogdanovic,Jusuf Nurkic,Jamal Crawford,Matt Barnes,269.718,254.75,3,Oct312016,4,4
Brandon Knight,Chris Paul,Rajon Rondo,Paul Millsap,Alex Len,DeMar DeRozan,Dwyane Wade,Thabo Sefolosha,266.458,254.5,30,Oct312016,6,4
Jeremy Lin,Jimmy Butler,Blake Griffin,DeAndre Jordan,DeMar DeRozan,Sean Kilpatrick,T.J. Warren,Thabo Sefolosha,271.898,254.25,41,Oct312016,3,4
Nikola Jokic,Chris Paul,Eric Bledsoe,Bojan Bogdanovic,Jusuf Nurkic,Dwyane Wade,Nikola Mirotic,T.J. Warren,273.668,253.25,30,Oct312016,3,4
Chris Paul,Eric Bledsoe,Dennis Schroder,Jimmy Butler,Justin Hamilton,DeMar DeRozan,Nikola Mirotic,Kyle Korver,266.308,252.5,49,Oct312016,6,4
DeMarcus Cousins,Chris Paul,Austin Rivers,Jimmy Butler,Jusuf Nurkic,Kyle Korver,Rudy Gay,Thabo Sefolosha,269.258,250.5,8,Oct312016,4,4
Ty Lawson,Will Barton,Blake Griffin,DeAndre Jordan,Jonas Valanciunas,Jamal Crawford,Rudy Gay,T.J. Warren,266.428,250.5,34,Oct312016,6,4
Chris Paul,Jeremy Lin,Blake Griffin,DeAndre Jordan,Justin Hamilton,Jamal Crawford,Kenneth Faried,Rudy Gay,268.408,250.5,26,Oct312016,4,4
DeMarcus Cousins,Tim Hardaway Jr.,Taj Gibson,Chris Paul,Rajon Rondo,DeMar DeRozan,Nikola Mirotic,Thabo Sefolosha,268.528,249.75,25,Oct312016,4,4
Taj Gibson,Eric Bledsoe,Will Barton,Bojan Bogdanovic,Jonas Valanciunas,Paul Millsap,Dwyane Wade,Rudy Gay,273.348,249.75,33,Oct312016,3,4
DeMarcus Cousins,Jeremy Lin,Ty Lawson,Bojan Bogdanovic,Jusuf Nurkic,Dwyane Wade,Rudy Gay,Matt Barnes,267.148,249.5,30,Oct312016,5,4
DeMarcus Cousins,Chris Paul,Emmanuel Mudiay,Will Barton,Justin Hamilton,DeMar DeRozan,Nikola Mirotic,Joe Harris,268.088,249.25,42,Oct312016,4,4
Brandon Knight,Chris Paul,Emmanuel Mudiay,Bojan Bogdanovic,Blake Griffin,Jonas Valanciunas,Rudy Gay,Matt Barnes,278.548,249.0,11,Oct312016,3,4
DeMarcus Cousins,Brandon Knight,Taj Gibson,Chris Paul,Will Barton,Nikola Mirotic,T.J. Warren,Matt Barnes,269.038,248.25,14,Oct312016,4,4
DeMarre Carroll,Chris Paul,Jeremy Lin,Emmanuel Mudiay,DeAndre Jordan,Jonas Valanciunas,DeMar DeRozan,Joe Harris,267.608,248.0,9,Oct312016,5,4
Taj Gibson,Chris Paul,Dennis Schroder,Blake Griffin,Justin Hamilton,DeMar DeRozan,Kyle Korver,Danilo Gallinari,266.558,247.5,23,Oct312016,6,4
Rajon Rondo,Emmanuel Mudiay,Jimmy Butler,Jonas Valanciunas,Paul Millsap,Alex Len,Rudy Gay,T.J. Warren,270.148,246.75,2,Oct312016,4,4
Tim Hardaway Jr.,Chris Paul,Jeremy Lin,DeAndre Jordan,Paul Millsap,Trevor Booker,Dwyane Wade,T.J. Warren,271.728,246.75,45,Oct312016,3,4
DeMarcus Cousins,Michael Carter-Williams,Jusuf Nurkic,Paul Millsap,Trevor Booker,DeMar DeRozan,Jamal Crawford,T.J. Warren,267.288,246.25,22,Oct312016,5,4
DeMarcus Cousins,Tim Hardaway Jr.,Chris Paul,Blake Griffin,Nikola Mirotic,Kyle Korver,Sean Kilpatrick,Rudy Gay,266.488,244.75,26,Oct312016,6,4
DeMarcus Cousins,Taj Gibson,Ty Lawson,Bojan Bogdanovic,Blake Griffin,DeMar DeRozan,Jamal Crawford,Thabo Sefolosha,268.158,244.5,38,Oct312016,4,4
Chris Paul,Ty Lawson,Jimmy Butler,Blake Griffin,Robin Lopez,Nikola Mirotic,Kenneth Faried,T.J. Warren,269.368,244.0,6,Oct312016,4,4
Taj Gibson,Chris Paul,Jimmy Butler,Bojan Bogdanovic,Jonas Valanciunas,Trevor Booker,DeMar DeRozan,T.J. Warren,290.118,243.75,1,Oct312016,3,4
Nikola Jokic,Rajon Rondo,Jeremy Lin,Emmanuel Mudiay,Blake Griffin,Jusuf Nurkic,Jamal Crawford,T.J. Warren,266.748,243.75,14,Oct312016,6,4
Taj Gibson,Chris Paul,Eric Bledsoe,Jimmy Butler,Kent Bazemore,Blake Griffin,Tyson Chandler,Thabo Sefolosha,266.728,243.5,15,Oct312016,6,4
DeMarcus Cousins,Taj Gibson,Michael Carter-Williams,Jimmy Butler,Paul Millsap,DeMar DeRozan,Matt Barnes,Thabo Sefolosha,266.438,243.25,33,Oct312016,6,4
Nikola Jokic,Rajon Rondo,Blake Griffin,Jusuf Nurkic,DeMar DeRozan,Dwyane Wade,Kyle Korver,Wilson Chandler,269.258,243.0,7,Oct312016,4,4
Taj Gibson,Chris Paul,Rajon Rondo,Jeremy Lin,Bojan Bogdanovic,Blake Griffin,Dwyane Wade,Sean Kilpatrick,274.568,242.75,24,Oct312016,3,4
Nikola Jokic,Brandon Knight,Chris Paul,Emmanuel Mudiay,Will Barton,Paul Millsap,Kosta Koufos,Dwyane Wade,268.328,242.5,30,Oct312016,4,4
Brandon Knight,Jeremy Lin,Jimmy Butler,Blake Griffin,Jusuf Nurkic,Robin Lopez,Kenneth Faried,Rudy Gay,266.908,242.5,45,Oct312016,5,4
Chris Paul,Eric Bledsoe,Jimmy Butler,Paul Millsap,Mike Muscala,Trevor Booker,Kenneth Faried,Rudy Gay,276.778,242.5,18,Oct312016,3,4
Nikola Jokic,Taj Gibson,Emmanuel Mudiay,Jimmy Butler,Will Barton,Blake Griffin,Kyle Korver,Rudy Gay,273.618,242.25,31,Oct312016,3,4
Brandon Knight,Taj Gibson,Jimmy Butler,Blake Griffin,Paul Millsap,Mike Muscala,Dwyane Wade,T.J. Warren,271.898,241.5,43,Oct312016,3,4
DeMarcus Cousins,Brandon Knight,Jeremy Lin,Jimmy Butler,Kosta Koufos,Trevor Booker,DeMar DeRozan,Nikola Mirotic,273.138,241.25,34,Oct312016,3,4
DeMarcus Cousins,Dennis Schroder,Bojan Bogdanovic,DeAndre Jordan,DeMar DeRozan,Jamal Crawford,T.J. Warren,Matt Barnes,266.698,241.25,17,Oct312016,6,4
Nikola Jokic,Michael Carter-Williams,Jusuf Nurkic,Paul Millsap,DeMar DeRozan,Dwyane Wade,Kenneth Faried,Rudy Gay,266.888,241.0,48,Oct312016,5,4
Chris Paul,Eric Bledsoe,Emmanuel Mudiay,Will Barton,DeAndre Jordan,Jonas Valanciunas,Jamal Crawford,Kenneth Faried,268.738,241.0,22,Oct312016,4,4
Chris Paul,Jeremy Lin,Will Barton,Blake Griffin,Jonas Valanciunas,Alex Len,Jamal Crawford,Danilo Gallinari,266.748,241.0,12,Oct312016,6,4
Nikola Jokic,Ty Lawson,Bojan Bogdanovic,Blake Griffin,Paul Millsap,Jamal Crawford,Rudy Gay,T.J. Warren,267.168,240.75,29,Oct312016,5,4
Taj Gibson,Dennis Schroder,Rajon Rondo,Jeremy Lin,Jimmy Butler,Will Barton,DeAndre Jordan,Trevor Booker,266.398,240.75,36,Oct312016,6,4
Nikola Jokic,Chris Paul,Rajon Rondo,Will Barton,Jonas Valanciunas,Trevor Booker,Nikola Mirotic,Rudy Gay,279.458,240.75,8,Oct312016,3,4
Chris Paul,Michael Carter-Williams,Jimmy Butler,Will Barton,Blake Griffin,Jusuf Nurkic,Justin Hamilton,T.J. Warren,269.238,240.75,9,Oct312016,4,4
Dennis Schroder,Emmanuel Mudiay,Will Barton,DeAndre Jordan,Jonas Valanciunas,Trevor Booker,DeMar DeRozan,Danilo Gallinari,268.068,240.5,43,Oct312016,4,4
Brandon Knight,Chris Paul,Kent Bazemore,Jonas Valanciunas,Paul Millsap,Mike Muscala,DeMar DeRozan,Danilo Gallinari,268.288,240.5,32,Oct312016,4,4
Brandon Knight,Taj Gibson,Chris Paul,Ty Lawson,Jimmy Butler,Will Barton,DeAndre Jordan,Kenneth Faried,268.248,240.5,34,Oct312016,4,4
Chris Paul,Jimmy Butler,Will Barton,Blake Griffin,Jonas Valanciunas,Alex Len,Jamal Crawford,Wilson Chandler,266.668,240.25,20,Oct312016,6,4
DeMarre Carroll,Chris Paul,Jeremy Lin,Michael Carter-Williams,Jimmy Butler,Jonas Valanciunas,Jusuf Nurkic,Rudy Gay,267.238,240.25,24,Oct312016,5,4
Jeremy Lin,Blake Griffin,Jonas Valanciunas,Mike Muscala,Trevor Booker,DeMar DeRozan,Dwyane Wade,Rudy Gay,282.688,240.0,3,Oct312016,3,4
DeMarcus Cousins,Brandon Knight,Austin Rivers,Jimmy Butler,Bojan Bogdanovic,Jusuf Nurkic,Paul Millsap,Matt Barnes,266.978,239.5,39,Oct312016,5,4
DeMarcus Cousins,Eric Bledsoe,Jeremy Lin,Paul Millsap,Mike Muscala,DeMar DeRozan,Kyle Korver,Thabo Sefolosha,268.188,239.5,37,Oct312016,4,4
DeMarcus Cousins,Taj Gibson,Chris Paul,Emmanuel Mudiay,Ty Lawson,Will Barton,Trevor Booker,Thabo Sefolosha,268.738,239.5,23,Oct312016,4,4
Nikola Jokic,Eric Bledsoe,Jeremy Lin,Emmanuel Mudiay,DeAndre Jordan,Dwyane Wade,Rudy Gay,Matt Barnes,267.188,239.0,27,Oct312016,5,4
Rajon Rondo,Will Barton,Blake Griffin,Robin Lopez,Paul Millsap,Kenneth Faried,Rudy Gay,T.J. Warren,267.528,239.0,11,Oct312016,5,4
DeMarcus Cousins,Brandon Knight,Chris Paul,Blake Griffin,Tyson Chandler,Nikola Mirotic,Kyle Korver,Thabo Sefolosha,266.778,238.75,10,Oct312016,6,4
Nikola Jokic,Ty Lawson,Jimmy Butler,Will Barton,Paul Millsap,Alex Len,Trevor Booker,DeMar DeRozan,271.428,238.0,48,Oct312016,3,4
Austin Rivers,Jimmy Butler,Blake Griffin,Jonas Valanciunas,Paul Millsap,DeMar DeRozan,Kyle Korver,Kenneth Faried,279.198,238.0,9,Oct312016,3,4
Nikola Jokic,Doug McDermott,Brandon Knight,Blake Griffin,DeAndre Jordan,DeMar DeRozan,Dwyane Wade,Matt Barnes,267.028,237.5,34,Oct312016,5,4
DeMarcus Cousins,Austin Rivers,Jimmy Butler,Jusuf Nurkic,Paul Millsap,Trevor Booker,Dwyane Wade,Joe Harris,266.598,237.25,21,Oct312016,6,4
Nikola Jokic,Rajon Rondo,Jeremy Lin,Bojan Bogdanovic,Jonas Valanciunas,Paul Millsap,DeMar DeRozan,Matt Barnes,279.828,237.0,6,Oct312016,3,4
Nikola Jokic,Taj Gibson,Chris Paul,Eric Bledsoe,Emmanuel Mudiay,Kent Bazemore,DeMar DeRozan,Wilson Chandler,266.838,236.5,3,Oct312016,6,4
Taj Gibson,Eric Bledsoe,Jeremy Lin,Emmanuel Mudiay,Jimmy Butler,Justin Hamilton,DeMar DeRozan,Dwyane Wade,270.188,236.5,1,Oct312016,4,4
Chris Paul,Emmanuel Mudiay,Austin Rivers,Blake Griffin,Tyson Chandler,DeMar DeRozan,Dwyane Wade,T.J. Warren,277.658,236.25,14,Oct312016,3,4
Brandon Knight,Eric Bledsoe,Bojan Bogdanovic,Blake Griffin,Paul Millsap,Justin Hamilton,Trevor Booker,DeMar DeRozan,274.948,236.0,22,Oct312016,3,4
DeMarcus Cousins,Chris Paul,Emmanuel Mudiay,Bojan Bogdanovic,Paul Millsap,Mike Muscala,Sean Kilpatrick,T.J. Warren,272.558,234.25,37,Oct312016,3,4
Brandon Knight,DeMarre Carroll,Chris Paul,Eric Bledsoe,DeAndre Jordan,Mike Muscala,DeMar DeRozan,Dwyane Wade,267.908,234.25,45,Oct312016,4,4
DeMarcus Cousins,DeMarre Carroll,Chris Paul,Eric Bledsoe,Bojan Bogdanovic,Kosta Koufos,DeMar DeRozan,Jamal Crawford,268.248,234.25,33,Oct312016,4,4
Emmanuel Mudiay,Jimmy Butler,Bojan Bogdanovic,Blake Griffin,DeAndre Jordan,Trevor Booker,Dwyane Wade,Kenneth Faried,277.228,233.75,15,Oct312016,3,4
Nikola Jokic,Chris Paul,Michael Carter-Williams,Jimmy Butler,Bojan Bogdanovic,DeAndre Jordan,Paul Millsap,Kyle Korver,272.318,233.25,39,Oct312016,3,4
Chris Paul,Dennis Schroder,Ty Lawson,Jonas Valanciunas,Tyson Chandler,DeMar DeRozan,Kenneth Faried,Rudy Gay,271.898,233.25,42,Oct312016,3,4
Chris Paul,Michael Carter-Williams,Will Barton,Blake Griffin,DeAndre Jordan,Jonas Valanciunas,Dwyane Wade,Joe Harris,268.928,233.25,17,Oct312016,4,4
DeMarcus Cousins,Brandon Knight,Ty Lawson,Paul Millsap,Trevor Booker,Rudy Gay,T.J. Warren,Matt Barnes,267.088,233.0,32,Oct312016,5,4
DeMarcus Cousins,Taj Gibson,Jeremy Lin,Will Barton,DeMar DeRozan,Sean Kilpatrick,Kenneth Faried,Rudy Gay,272.338,233.0,38,Oct312016,3,4
Nikola Jokic,Brandon Knight,Chris Paul,Jeremy Lin,DeMar DeRozan,Kyle Korver,Rudy Gay,T.J. Warren,278.278,232.75,12,Oct312016,3,4
DeMarcus Cousins,Ty Lawson,Jonas Valanciunas,Dwyane Wade,Nikola Mirotic,Kyle Korver,Rudy Gay,T.J. Warren,266.948,232.75,42,Oct312016,5,4
DeMarcus Cousins,Austin Rivers,Bojan Bogdanovic,Blake Griffin,Paul Millsap,Alex Len,Dwyane Wade,Matt Barnes,267.758,231.75,1,Oct312016,5,4
Brandon Knight,DeMarre Carroll,Taj Gibson,Rajon Rondo,Will Barton,Blake Griffin,Jonas Valanciunas,DeMar DeRozan,272.658,231.5,36,Oct312016,3,4
DeMarre Carroll,Chris Paul,Jimmy Butler,Robin Lopez,Justin Hamilton,DeMar DeRozan,Dwyane Wade,Rudy Gay,266.888,231.5,49,Oct312016,5,4
Eric Bledsoe,Jeremy Lin,Ty Lawson,Jimmy Butler,Bojan Bogdanovic,Blake Griffin,Jonas Valanciunas,Kosta Koufos,270.928,230.75,49,Oct312016,3,4
DeMarcus Cousins,Chris Paul,Trevor Booker,DeMar DeRozan,Dwyane Wade,Kyle Korver,Kenneth Faried,Matt Barnes,280.668,230.75,5,Oct312016,3,4
Nikola Jokic,Chris Paul,Rajon Rondo,Ty Lawson,Kent Bazemore,DeMar DeRozan,Dwyane Wade,Thabo Sefolosha,266.338,230.25,43,Oct312016,6,4
Nikola Jokic,Eric Bledsoe,Jimmy Butler,Jonas Valanciunas,DeMar DeRozan,Jamal Crawford,Rudy Gay,Thabo Sefolosha,271.438,229.75,47,Oct312016,3,4
Nikola Jokic,Eric Bledsoe,Dennis Schroder,Emmanuel Mudiay,Will Barton,DeMar DeRozan,Dwyane Wade,Matt Barnes,267.018,229.5,36,Oct312016,5,4
DeMarcus Cousins,Michael Carter-Williams,Blake Griffin,Tyson Chandler,Paul Millsap,DeMar DeRozan,Sean Kilpatrick,Matt Barnes,267.178,229.5,28,Oct312016,5,4
DeMarcus Cousins,Chris Paul,Rajon Rondo,Michael Carter-Williams,Jimmy Butler,Kosta Koufos,Rudy Gay,Matt Barnes,267.668,228.75,5,Oct312016,5,4
DeMarcus Cousins,Brandon Knight,Jonas Valanciunas,Paul Millsap,Trevor Booker,Jamal Crawford,Kyle Korver,Rudy Gay,267.628,228.5,7,Oct312016,5,4
Nikola Jokic,Chris Paul,Dennis Schroder,Jimmy Butler,Alex Len,Dwyane Wade,Sean Kilpatrick,Rudy Gay,266.368,227.75,39,Oct312016,6,4
Brandon Knight,Chris Paul,Ty Lawson,Will Barton,Blake Griffin,Robin Lopez,Trevor Booker,Dwyane Wade,269.018,227.5,16,Oct312016,4,4
DeMarcus Cousins,DeMarre Carroll,Dennis Schroder,Bojan Bogdanovic,Blake Griffin,DeMar DeRozan,Sean Kilpatrick,Matt Barnes,267.018,227.25,37,Oct312016,5,4
Chris Paul,Eric Bledsoe,Rajon Rondo,Blake Griffin,Jonas Valanciunas,Mike Muscala,Kyle Korver,T.J. Warren,276.268,226.5,20,Oct312016,3,4
Tim Hardaway Jr.,DeMarre Carroll,Chris Paul,Ty Lawson,Jimmy Butler,Blake Griffin,Justin Hamilton,DeMar DeRozan,266.378,226.0,38,Oct312016,6,4
Nikola Jokic,Chris Paul,Will Barton,Bojan Bogdanovic,Blake Griffin,Mike Muscala,DeMar DeRozan,Kenneth Faried,284.438,226.0,2,Oct312016,3,4
DeMarcus Cousins,Rajon Rondo,Kent Bazemore,Tyson Chandler,Paul Millsap,Trevor Booker,DeMar DeRozan,Sean Kilpatrick,266.778,225.0,9,Oct312016,6,4
Nikola Jokic,Chris Paul,Jeremy Lin,Austin Rivers,Jimmy Butler,Blake Griffin,Trevor Booker,Matt Barnes,281.178,224.75,4,Oct312016,3,4
Nikola Jokic,Dennis Schroder,Michael Carter-Williams,Blake Griffin,Jonas Valanciunas,DeMar DeRozan,Nikola Mirotic,T.J. Warren,271.718,224.5,46,Oct312016,3,4
Nikola Jokic,Chris Paul,Eric Bledsoe,Emmanuel Mudiay,Justin Hamilton,DeMar DeRozan,Danilo Gallinari,Matt Barnes,266.678,224.5,19,Oct312016,6,4
DeMarcus Cousins,Chris Paul,Eric Bledsoe,Jeremy Lin,Justin Hamilton,Jamal Crawford,T.J. Warren,Matt Barnes,266.918,223.25,44,Oct312016,5,4
DeMarcus Cousins,Rajon Rondo,Blake Griffin,Trevor Booker,DeMar DeRozan,Jamal Crawford,Sean Kilpatrick,Wilson Chandler,266.768,222.75,11,Oct312016,6,4
DeMarcus Cousins,Brandon Knight,Chris Paul,Ty Lawson,Bojan Bogdanovic,DeAndre Jordan,Trevor Booker,Joe Harris,267.578,221.25,10,Oct312016,5,4
DeMarcus Cousins,Doug McDermott,Tim Hardaway Jr.,Chris Paul,Blake Griffin,Justin Hamilton,DeMar DeRozan,Sean Kilpatrick,266.328,221.25,46,Oct312016,6,4
DeMarcus Cousins,Chris Paul,Jeremy Lin,Jimmy Butler,Mike Muscala,Dwyane Wade,Joe Harris,Thabo Sefolosha,266.788,220.75,8,Oct312016,6,4
Nikola Jokic,Eric Bledsoe,Will Barton,Blake Griffin,Tyson Chandler,Paul Millsap,Sean Kilpatrick,T.J. Warren,267.408,220.5,15,Oct312016,5,4
Brandon Knight,Ty Lawson,Blake Griffin,DeAndre Jordan,Jonas Valanciunas,Trevor Booker,Danilo Gallinari,T.J. Warren,266.308,220.25,50,Oct312016,6,4
DeMarcus Cousins,Taj Gibson,Chris Paul,Michael Carter-Williams,Austin Rivers,Will Barton,Blake Griffin,Jamal Crawford,266.488,219.75,27,Oct312016,6,4
DeMarcus Cousins,DeMarre Carroll,Chris Paul,Emmanuel Mudiay,Kent Bazemore,Jonas Valanciunas,Trevor Booker,Jamal Crawford,266.328,219.5,47,Oct312016,6,4
DeMarcus Cousins,Tim Hardaway Jr.,Michael Carter-Williams,Bojan Bogdanovic,Blake Griffin,DeAndre Jordan,DeMar DeRozan,Matt Barnes,267.428,219.25,14,Oct312016,5,4
Nikola Jokic,Chris Paul,Ty Lawson,Austin Rivers,Kent Bazemore,Jonas Valanciunas,Paul Millsap,T.J. Warren,266.348,219.0,42,Oct312016,6,4
DeMarcus Cousins,Michael Carter-Williams,Jimmy Butler,Blake Griffin,Justin Hamilton,DeMar DeRozan,Jamal Crawford,Matt Barnes,267.078,219.0,33,Oct312016,5,4
