Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit,Num_Games
Kawhi Leonard,Al-Farouq Aminu,Jared Dudley,Damian Lillard,John Wall,J.J. Barea,Jonas Valanciunas,Mason Plumlee,279.278,299.0,23,Nov42016,6,0
Anthony Davis,Markieff Morris,Al-Farouq Aminu,Sean Kilpatrick,Jamal Crawford,John Wall,Kemba Walker,Joakim Noah,279.168,298.5,43,Nov42016,6,0
T.J. Warren,Al-Farouq Aminu,Terrence Jones,Jamal Crawford,Damian Lillard,John Wall,Kemba Walker,Jonas Valanciunas,279.268,298.25,27,Nov42016,6,0
Anthony Davis,T.J. Warren,Blake Griffin,Terrence Jones,Sean Kilpatrick,Jamal Crawford,Chris Paul,Alex Len,279.648,297.25,17,Nov42016,5,0
Markieff Morris,Blake Griffin,Terrence Jones,DeMar DeRozan,Jamal Crawford,Chris Paul,Deron Williams,Brook Lopez,279.398,296.75,47,Nov42016,5,0
T.J. Warren,Terrence Jones,Damian Lillard,Chris Paul,Bojan Bogdanovic,Kyle Lowry,Brook Lopez,Zaza Pachulia,280.798,296.25,6,Nov42016,4,0
Kawhi Leonard,Kevin Durant,Paul Millsap,Al-Farouq Aminu,J.J. Barea,Ramon Sessions,Marc Gasol,Mason Plumlee,279.388,295.5,48,Nov42016,5,0
Kevin Durant,Al-Farouq Aminu,Terrence Jones,Lou Williams,Damian Lillard,George Hill,Tim Frazier,Marcin Gortat,279.328,294.0,15,Nov42016,6,0
Anthony Davis,T.J. Warren,Justin Anderson,Terrence Jones,Damian Lillard,James Ennis,John Wall,Mike Muscala,279.218,294.0,35,Nov42016,6,0
Kevin Durant,Al-Farouq Aminu,Terrence Jones,Jamal Crawford,Damian Lillard,Tim Frazier,Patty Mills,Hassan Whiteside,279.518,293.0,33,Nov42016,5,0
Kevin Durant,Jared Dudley,Lou Williams,John Wall,J.J. Barea,Patty Mills,Hassan Whiteside,Marc Gasol,279.628,292.75,21,Nov42016,5,0
Anthony Davis,T.J. Warren,Terrence Jones,Jamal Crawford,Damian Lillard,C.J. McCollum,J.J. Barea,Tyson Chandler,279.198,291.5,38,Nov42016,6,0
T.J. Warren,Blake Griffin,Al-Farouq Aminu,Terrence Jones,DeMar DeRozan,George Hill,Kyle Lowry,Marcin Gortat,279.628,291.25,22,Nov42016,5,0
Kevin Durant,Blake Griffin,Terrence Jones,Sean Kilpatrick,Damian Lillard,George Hill,Joakim Noah,Alex Len,279.708,290.5,12,Nov42016,5,0
Anthony Davis,Markieff Morris,Terrence Jones,DeMar DeRozan,C.J. McCollum,Eric Bledsoe,Patty Mills,Tyson Chandler,279.808,290.5,49,Nov42016,4,0
Anthony Davis,Kawhi Leonard,Thabo Sefolosha,Al-Farouq Aminu,Terrence Jones,John Wall,George Hill,Alex Len,286.198,290.0,7,Nov42016,3,0
Anthony Davis,Michael Kidd-Gilchrist,Luol Deng,Terrence Jones,Chris Paul,J.J. Barea,Deron Williams,Brook Lopez,279.808,290.0,1,Nov42016,5,0
T.J. Warren,Al-Farouq Aminu,Rodney Hood,Damian Lillard,John Wall,Patty Mills,Hassan Whiteside,Zaza Pachulia,280.348,287.75,20,Nov42016,4,0
Michael Kidd-Gilchrist,Marvin Williams,Terrence Jones,DeMar DeRozan,Damian Lillard,John Wall,Patty Mills,Jonas Valanciunas,279.158,287.25,50,Nov42016,6,0
Kawhi Leonard,Markieff Morris,Blake Griffin,Lou Williams,Jamal Crawford,John Wall,Brook Lopez,Tyson Chandler,279.818,286.0,48,Nov42016,4,0
T.J. Warren,Paul Millsap,Terrence Jones,DeMar DeRozan,Rodney Hood,Chris Paul,Jonas Valanciunas,Zaza Pachulia,279.478,284.75,38,Nov42016,5,0
Kevin Durant,Terrence Jones,Jared Dudley,John Wall,Kemba Walker,George Hill,Marcin Gortat,Mason Plumlee,280.318,284.0,21,Nov42016,4,0
Paul Millsap,Al-Farouq Aminu,Jamal Crawford,Damian Lillard,Bojan Bogdanovic,John Wall,J.J. Barea,Marc Gasol,279.408,283.75,45,Nov42016,5,0
Anthony Davis,Paul Millsap,Terrence Jones,Lou Williams,Bojan Bogdanovic,John Wall,Patty Mills,Brook Lopez,290.698,283.75,2,Nov42016,3,0
Paul Millsap,Al-Farouq Aminu,DeMar DeRozan,Chris Paul,Wesley Matthews,Tyler Johnson,Brook Lopez,Mason Plumlee,280.508,283.5,15,Nov42016,4,0
Kawhi Leonard,Kevin Durant,Terrence Jones,Damian Lillard,Bojan Bogdanovic,Tim Hardaway Jr.,Brook Lopez,Alex Len,280.928,283.0,2,Nov42016,4,0
Kevin Durant,Blake Griffin,Terrence Jones,Jamal Crawford,Chris Paul,John Wall,Ramon Sessions,Alex Len,279.488,282.75,37,Nov42016,5,0
T.J. Warren,Kevin Durant,Markieff Morris,Damian Lillard,J.J. Barea,Deron Williams,Mason Plumlee,Zaza Pachulia,279.238,282.5,33,Nov42016,6,0
Anthony Davis,Kevin Durant,Maurice Harkless,Terrence Jones,DeMar DeRozan,James Ennis,Tyler Johnson,Alex Len,279.168,282.25,44,Nov42016,6,0
Anthony Davis,Kevin Durant,Al-Farouq Aminu,James Ennis,John Wall,Patty Mills,Ramon Sessions,Tyson Chandler,281.968,282.0,36,Nov42016,3,0
Kevin Durant,Terrence Jones,Rodney Hood,Damian Lillard,C.J. McCollum,Patty Mills,Brook Lopez,Tyson Chandler,280.378,281.0,19,Nov42016,4,0
Kevin Durant,Al-Farouq Aminu,Terrence Jones,DeMar DeRozan,John Wall,J.J. Barea,Brook Lopez,Zaza Pachulia,293.308,281.0,1,Nov42016,3,0
Terrence Jones,DeMar DeRozan,Damian Lillard,Nicolas Batum,Tim Frazier,Patty Mills,Brook Lopez,Marcin Gortat,280.298,280.75,25,Nov42016,4,0
Anthony Davis,Justin Anderson,Marvin Williams,Terrence Jones,Chris Paul,J.J. Barea,Goran Dragic,Brook Lopez,279.158,280.5,48,Nov42016,6,0
Justin Anderson,Blake Griffin,Terrence Jones,DeMar DeRozan,John Wall,Goran Dragic,Patty Mills,Dwight Howard,279.238,279.75,29,Nov42016,6,0
Kevin Durant,Blake Griffin,Terrence Jones,Bojan Bogdanovic,George Hill,J.J. Barea,Dwight Howard,Mason Plumlee,280.038,279.25,35,Nov42016,4,0
Anthony Davis,Kawhi Leonard,Paul Millsap,Sean Kilpatrick,George Hill,Tim Hardaway Jr.,Patty Mills,Mason Plumlee,280.078,278.75,33,Nov42016,4,0
Anthony Davis,Maurice Harkless,Al-Farouq Aminu,DeMar DeRozan,Jamal Crawford,John Wall,Deron Williams,Joakim Noah,279.368,278.75,2,Nov42016,6,0
Anthony Davis,T.J. Warren,Terrence Jones,Jamal Crawford,James Ennis,John Wall,Deron Williams,Jonas Valanciunas,279.218,278.5,34,Nov42016,6,0
Kawhi Leonard,Thabo Sefolosha,Nikola Mirotic,DeMar DeRozan,Chris Paul,J.J. Barea,Brook Lopez,Alex Len,279.328,278.0,14,Nov42016,6,0
Kawhi Leonard,Kevin Durant,Justin Anderson,Terrence Jones,Kemba Walker,George Hill,Brook Lopez,Tyson Chandler,279.418,277.75,44,Nov42016,5,0
Kevin Durant,Blake Griffin,Terrence Jones,Lou Williams,Damian Lillard,Tim Frazier,Tyson Chandler,Zaza Pachulia,279.488,277.75,35,Nov42016,5,0
Anthony Davis,Michael Kidd-Gilchrist,Blake Griffin,Terrence Jones,Jamal Crawford,Damian Lillard,J.J. Barea,Alex Len,279.328,277.25,13,Nov42016,6,0
Kawhi Leonard,Kevin Durant,Justin Anderson,Trevor Booker,John Wall,Tim Hardaway Jr.,Brook Lopez,Mason Plumlee,279.448,277.0,41,Nov42016,5,0
Kawhi Leonard,Justin Anderson,Blake Griffin,DeMar DeRozan,John Wall,J.J. Barea,Mason Plumlee,Alex Len,280.958,276.75,1,Nov42016,4,0
Al-Farouq Aminu,Jared Dudley,DeMar DeRozan,Wesley Matthews,John Wall,Kyle Lowry,Hassan Whiteside,Mason Plumlee,279.278,276.0,22,Nov42016,6,0
Markieff Morris,Paul Millsap,Terrence Jones,Damian Lillard,George Hill,J.J. Barea,Brook Lopez,Jonas Valanciunas,283.518,276.0,21,Nov42016,3,0
Kawhi Leonard,Kevin Durant,Damian Lillard,Wesley Matthews,J.J. Barea,Patty Mills,Mason Plumlee,Alex Len,279.598,275.75,25,Nov42016,5,0
Kawhi Leonard,Blake Griffin,Paul Millsap,Luol Deng,Sean Kilpatrick,John Wall,Patty Mills,Tyson Chandler,279.348,275.75,5,Nov42016,6,0
T.J. Warren,Markieff Morris,DeMar DeRozan,John Wall,George Hill,Patty Mills,Brook Lopez,Mason Plumlee,286.978,275.5,5,Nov42016,3,0
Kevin Durant,Blake Griffin,Al-Farouq Aminu,Lou Williams,Kemba Walker,Patty Mills,Brook Lopez,Mason Plumlee,282.898,275.25,27,Nov42016,3,0
Anthony Davis,Justise Winslow,Terrence Jones,Sean Kilpatrick,George Hill,Kyle Lowry,Deron Williams,Brook Lopez,280.578,275.0,9,Nov42016,4,0
T.J. Warren,Kevin Durant,Paul Millsap,Terrence Jones,Sean Kilpatrick,Tim Frazier,Brook Lopez,Mason Plumlee,287.268,275.0,4,Nov42016,3,0
Anthony Davis,Luol Deng,Terrence Jones,DeMar DeRozan,Wesley Matthews,James Ennis,John Wall,Joakim Noah,280.888,274.5,3,Nov42016,4,0
Kawhi Leonard,Paul Millsap,Al-Farouq Aminu,Sean Kilpatrick,Damian Lillard,Deron Williams,Brook Lopez,Zaza Pachulia,281.608,273.75,41,Nov42016,3,0
Kevin Durant,Paul Millsap,Terrence Jones,Chris Paul,Bojan Bogdanovic,Kemba Walker,Alex Len,Zaza Pachulia,279.558,273.0,28,Nov42016,5,0
Anthony Davis,T.J. Warren,Paul Millsap,Al-Farouq Aminu,DeMar DeRozan,J.J. Barea,Patty Mills,Alex Len,287.348,272.75,3,Nov42016,3,0
Kevin Durant,Thabo Sefolosha,Terrence Jones,Jared Dudley,Chris Paul,George Hill,Kyle Lowry,Brook Lopez,279.918,271.5,43,Nov42016,4,0
T.J. Warren,Kevin Durant,Al-Farouq Aminu,Bojan Bogdanovic,John Wall,Goran Dragic,Mason Plumlee,Alex Len,281.328,271.5,47,Nov42016,3,0
Kevin Durant,Blake Griffin,Rodney Hood,Bojan Bogdanovic,John Wall,J.J. Barea,Patty Mills,Joakim Noah,280.208,271.5,29,Nov42016,4,0
Anthony Davis,Thabo Sefolosha,Paul Millsap,Terrence Jones,Wesley Matthews,J.J. Barea,Kyle Lowry,Marc Gasol,281.048,271.0,49,Nov42016,3,0
Anthony Davis,T.J. Warren,Markieff Morris,Paul Millsap,Sean Kilpatrick,Bojan Bogdanovic,George Hill,Tyson Chandler,279.668,270.5,16,Nov42016,5,0
Zach Randolph,DeMar DeRozan,Damian Lillard,Bojan Bogdanovic,John Wall,Ramon Sessions,Brook Lopez,Joakim Noah,279.348,270.25,6,Nov42016,6,0
Kevin Durant,DeMar DeRozan,Bojan Bogdanovic,J.J. Barea,Kyle Lowry,Patty Mills,Jonas Valanciunas,Mason Plumlee,280.308,269.75,23,Nov42016,4,0
Kawhi Leonard,Kevin Durant,Thabo Sefolosha,Jared Dudley,Lou Williams,John Wall,Tyler Johnson,Brook Lopez,280.478,269.25,16,Nov42016,4,0
Maurice Harkless,Paul Millsap,Al-Farouq Aminu,DeMar DeRozan,John Wall,Tim Frazier,Marcin Gortat,Mason Plumlee,280.818,269.25,5,Nov42016,4,0
Kawhi Leonard,T.J. Warren,Paul Millsap,Lou Williams,John Wall,George Hill,J.J. Barea,Zaza Pachulia,284.018,269.0,17,Nov42016,3,0
Thabo Sefolosha,Blake Griffin,Terrence Jones,Damian Lillard,Wesley Matthews,John Wall,Brook Lopez,Mason Plumlee,284.598,268.5,13,Nov42016,3,0
T.J. Warren,Blake Griffin,Terrence Jones,DeMar DeRozan,Damian Lillard,Eric Bledsoe,Alex Len,Zaza Pachulia,280.258,268.25,26,Nov42016,4,0
Anthony Davis,Justin Anderson,Paul Millsap,Sean Kilpatrick,John Wall,Kyle Lowry,Ramon Sessions,Mason Plumlee,280.058,268.0,34,Nov42016,4,0
Markieff Morris,Al-Farouq Aminu,Jamal Crawford,Damian Lillard,Bojan Bogdanovic,John Wall,Eric Bledsoe,Brook Lopez,279.178,268.0,42,Nov42016,6,0
T.J. Warren,Blake Griffin,Paul Millsap,Al-Farouq Aminu,John Wall,Tim Hardaway Jr.,Brook Lopez,Joakim Noah,283.908,267.75,20,Nov42016,3,0
Anthony Davis,T.J. Warren,Justin Anderson,Al-Farouq Aminu,Jamal Crawford,Chris Paul,John Wall,Zaza Pachulia,280.238,267.75,28,Nov42016,4,0
Anthony Davis,T.J. Warren,Thabo Sefolosha,Terrence Jones,DeMar DeRozan,Kemba Walker,Ramon Sessions,Brook Lopez,284.998,267.75,9,Nov42016,3,0
Anthony Davis,Markieff Morris,Al-Farouq Aminu,DeMar DeRozan,Lou Williams,Tim Hardaway Jr.,Tim Frazier,Brook Lopez,283.118,267.25,24,Nov42016,3,0
Anthony Davis,Justin Anderson,Nikola Mirotic,DeMar DeRozan,Bojan Bogdanovic,John Wall,J.J. Barea,Joakim Noah,280.158,267.0,31,Nov42016,4,0
T.J. Warren,Al-Farouq Aminu,DeMar DeRozan,Sean Kilpatrick,C.J. McCollum,Kyle Lowry,Brook Lopez,Marcin Gortat,279.338,266.75,11,Nov42016,6,0
Michael Kidd-Gilchrist,Kevin Durant,Blake Griffin,Terrence Jones,George Hill,Deron Williams,Brook Lopez,Joakim Noah,279.768,266.5,7,Nov42016,5,0
Anthony Davis,Thabo Sefolosha,Blake Griffin,Luol Deng,Lou Williams,John Wall,J.J. Barea,Joakim Noah,280.538,266.5,12,Nov42016,4,0
Anthony Davis,Maurice Harkless,Paul Millsap,Jamal Crawford,John Wall,J.J. Barea,Deron Williams,Joakim Noah,279.238,266.0,30,Nov42016,6,0
T.J. Warren,Kevin Durant,Thabo Sefolosha,Sean Kilpatrick,Damian Lillard,J.J. Barea,Kyle Lowry,Zaza Pachulia,279.548,266.0,29,Nov42016,5,0
Anthony Davis,Kevin Durant,Justin Anderson,Al-Farouq Aminu,George Hill,J.J. Barea,Deron Williams,Mason Plumlee,280.588,264.5,8,Nov42016,4,0
Blake Griffin,Luol Deng,Terrence Jones,DeMar DeRozan,Lou Williams,John Wall,George Hill,Jonas Valanciunas,280.398,263.75,17,Nov42016,4,0
Nikola Mirotic,Terrence Jones,James Ennis,John Wall,George Hill,Tim Frazier,Hassan Whiteside,Brook Lopez,281.028,263.5,50,Nov42016,3,0
Blake Griffin,Al-Farouq Aminu,DeMar DeRozan,Bojan Bogdanovic,John Wall,Patty Mills,Jonas Valanciunas,Marcin Gortat,279.808,263.25,50,Nov42016,4,0
T.J. Warren,Kevin Durant,Thabo Sefolosha,Blake Griffin,DeMar DeRozan,J.J. Barea,Mason Plumlee,Mike Muscala,280.788,263.0,7,Nov42016,4,0
Anthony Davis,Maurice Harkless,Blake Griffin,Terrence Jones,John Wall,Tim Hardaway Jr.,Kyle Lowry,Zaza Pachulia,281.408,262.5,44,Nov42016,3,0
Thabo Sefolosha,Markieff Morris,Al-Farouq Aminu,John Wall,C.J. McCollum,Deron Williams,Hassan Whiteside,Brook Lopez,279.288,262.5,21,Nov42016,6,0
Thabo Sefolosha,Blake Griffin,DeMar DeRozan,Rodney Hood,Chris Paul,J.J. Barea,Brook Lopez,Alex Len,279.188,262.0,40,Nov42016,6,0
Michael Kidd-Gilchrist,Kevin Durant,Blake Griffin,Terrence Jones,John Wall,C.J. McCollum,Patty Mills,Mike Muscala,279.608,261.75,24,Nov42016,5,0
Kawhi Leonard,Paul Millsap,Al-Farouq Aminu,Jared Dudley,DeMar DeRozan,John Wall,Ramon Sessions,Jonas Valanciunas,279.308,261.25,18,Nov42016,6,0
Kevin Durant,Markieff Morris,Blake Griffin,Sean Kilpatrick,Damian Lillard,J.J. Barea,Alex Len,Zaza Pachulia,279.798,260.75,2,Nov42016,5,0
Blake Griffin,Al-Farouq Aminu,DeMar DeRozan,Lou Williams,Wesley Matthews,John Wall,Kyle Lowry,Alex Len,279.708,260.5,11,Nov42016,5,0
Kevin Durant,Markieff Morris,DeMar DeRozan,Rodney Hood,Damian Lillard,Patty Mills,Alex Len,Zaza Pachulia,279.248,260.25,28,Nov42016,6,0
Nikola Mirotic,DeMar DeRozan,Lou Williams,Wesley Matthews,John Wall,Kemba Walker,Brook Lopez,Joakim Noah,279.638,260.0,20,Nov42016,5,0
Kawhi Leonard,Kevin Durant,Markieff Morris,Al-Farouq Aminu,George Hill,Tim Frazier,Mason Plumlee,Zaza Pachulia,279.438,259.25,43,Nov42016,5,0
Kawhi Leonard,Blake Griffin,Al-Farouq Aminu,DeMar DeRozan,George Hill,J.J. Barea,Tim Frazier,Mike Muscala,279.178,259.25,41,Nov42016,6,0
Thabo Sefolosha,Blake Griffin,DeMar DeRozan,Sean Kilpatrick,J.J. Barea,Goran Dragic,Brook Lopez,Marc Gasol,279.468,258.75,40,Nov42016,5,0
Kevin Durant,Jared Dudley,DeMar DeRozan,Chris Paul,Wesley Matthews,Patty Mills,Brook Lopez,Tyson Chandler,279.818,258.75,47,Nov42016,4,0
Anthony Davis,T.J. Warren,Thabo Sefolosha,Lou Williams,Jamal Crawford,John Wall,C.J. McCollum,Mason Plumlee,279.958,258.75,39,Nov42016,4,0
Anthony Davis,Kawhi Leonard,Thabo Sefolosha,Paul Millsap,Jared Dudley,Lou Williams,Tim Frazier,Mason Plumlee,279.298,258.75,19,Nov42016,6,0
Kevin Durant,Blake Griffin,Terrence Jones,DeMar DeRozan,Jamal Crawford,Bojan Bogdanovic,Kemba Walker,Alex Len,279.268,257.75,25,Nov42016,6,0
Kawhi Leonard,Al-Farouq Aminu,Wesley Matthews,John Wall,Tim Frazier,Patty Mills,Brook Lopez,Marc Gasol,281.998,257.5,34,Nov42016,3,0
Kawhi Leonard,Jared Dudley,DeMar DeRozan,John Wall,Kemba Walker,Tim Hardaway Jr.,Brook Lopez,Alex Len,280.878,257.0,4,Nov42016,4,0
Anthony Davis,Kevin Durant,Luol Deng,DeMar DeRozan,J.J. Barea,Tim Hardaway Jr.,Ramon Sessions,Mason Plumlee,280.008,255.0,37,Nov42016,4,0
Kawhi Leonard,Kevin Durant,Zach Randolph,Jared Dudley,George Hill,J.J. Barea,Brook Lopez,Mason Plumlee,279.938,254.75,41,Nov42016,4,0
T.J. Warren,Kevin Durant,Markieff Morris,Blake Griffin,DeMar DeRozan,Sean Kilpatrick,Tim Hardaway Jr.,Zaza Pachulia,279.538,254.75,30,Nov42016,5,0
T.J. Warren,Kevin Durant,Maurice Harkless,George Hill,J.J. Barea,Kyle Lowry,Brook Lopez,Tyson Chandler,279.238,254.5,32,Nov42016,6,0
Anthony Davis,Kawhi Leonard,Justin Anderson,Paul Millsap,James Ennis,J.J. Barea,Tim Hardaway Jr.,Brook Lopez,279.768,254.25,6,Nov42016,5,0
Kevin Durant,Thabo Sefolosha,Al-Farouq Aminu,Damian Lillard,Bojan Bogdanovic,Tim Frazier,Brook Lopez,Joakim Noah,280.318,253.75,22,Nov42016,4,0
Anthony Davis,Al-Farouq Aminu,Lou Williams,Wesley Matthews,John Wall,Kemba Walker,Deron Williams,Zaza Pachulia,280.518,253.25,14,Nov42016,4,0
T.J. Warren,Kevin Durant,Thabo Sefolosha,Al-Farouq Aminu,George Hill,Deron Williams,Brook Lopez,Marc Gasol,279.938,252.25,42,Nov42016,4,0
Anthony Davis,Justin Anderson,Markieff Morris,Damian Lillard,Wesley Matthews,John Wall,Patty Mills,Alex Len,279.788,251.75,5,Nov42016,5,0
Kevin Durant,Marvin Williams,Sean Kilpatrick,John Wall,Kyle Lowry,Patty Mills,Brook Lopez,Alex Len,283.418,251.75,22,Nov42016,3,0
Michael Kidd-Gilchrist,Blake Griffin,Jared Dudley,DeMar DeRozan,Rodney Hood,Lou Williams,John Wall,Brook Lopez,279.498,251.5,34,Nov42016,5,0
Anthony Davis,Michael Kidd-Gilchrist,Al-Farouq Aminu,Jared Dudley,Damian Lillard,George Hill,Patty Mills,Brook Lopez,281.378,251.0,46,Nov42016,3,0
Kawhi Leonard,Kevin Durant,Blake Griffin,Terrence Jones,Rodney Hood,Tim Frazier,Alex Len,Zaza Pachulia,279.268,250.25,26,Nov42016,6,0
Kevin Durant,Justin Anderson,Jared Dudley,Damian Lillard,Bojan Bogdanovic,John Wall,Brook Lopez,Tyson Chandler,279.348,250.0,8,Nov42016,6,0
Kevin Durant,Maurice Harkless,DeMar DeRozan,Damian Lillard,Bojan Bogdanovic,Patty Mills,Brook Lopez,Mike Muscala,279.848,249.75,46,Nov42016,4,0
Anthony Davis,Blake Griffin,Al-Farouq Aminu,Bojan Bogdanovic,J.J. Barea,Kyle Lowry,Ramon Sessions,Brook Lopez,282.278,249.5,31,Nov42016,3,0
Kevin Durant,Markieff Morris,Bojan Bogdanovic,John Wall,Tyler Johnson,Tim Frazier,Brook Lopez,Mike Muscala,280.128,249.0,32,Nov42016,4,0
Anthony Davis,Trevor Booker,DeMar DeRozan,Rodney Hood,Wesley Matthews,Deron Williams,Patty Mills,Brook Lopez,279.338,247.5,9,Nov42016,6,0
Kevin Durant,Thabo Sefolosha,Paul Millsap,John Wall,J.J. Barea,Tim Frazier,Tyson Chandler,Alex Len,283.228,247.5,23,Nov42016,3,0
T.J. Warren,Luol Deng,Lou Williams,Damian Lillard,John Wall,Tim Frazier,Brook Lopez,Alex Len,281.498,247.25,42,Nov42016,3,0
Anthony Davis,Kevin Durant,Thabo Sefolosha,Markieff Morris,Jamal Crawford,J.J. Barea,Patty Mills,Brook Lopez,284.878,247.0,12,Nov42016,3,0
Anthony Davis,Frank Kaminsky,Jamal Crawford,Damian Lillard,Bojan Bogdanovic,John Wall,J.J. Barea,Zaza Pachulia,279.688,246.75,15,Nov42016,5,0
Anthony Davis,Kawhi Leonard,Al-Farouq Aminu,Jamal Crawford,J.J. Barea,Goran Dragic,Tim Frazier,Zaza Pachulia,279.268,246.75,24,Nov42016,6,0
Anthony Davis,Markieff Morris,Jared Dudley,DeMar DeRozan,George Hill,J.J. Barea,Kyle Lowry,Zaza Pachulia,281.398,245.5,45,Nov42016,3,0
Anthony Davis,Al-Farouq Aminu,Terrence Jones,Wesley Matthews,C.J. McCollum,Goran Dragic,Deron Williams,Brook Lopez,280.298,245.0,24,Nov42016,4,0
Paul Millsap,Luol Deng,Marvin Williams,John Wall,Kemba Walker,J.J. Barea,Brook Lopez,Mason Plumlee,281.628,245.0,40,Nov42016,3,0
Anthony Davis,Blake Griffin,Terrence Jones,Sean Kilpatrick,Wesley Matthews,Kemba Walker,Tim Frazier,Alex Len,279.158,245.0,47,Nov42016,6,0
Kevin Durant,Thabo Sefolosha,Blake Griffin,Paul Millsap,Sean Kilpatrick,Lou Williams,Kyle Lowry,Zaza Pachulia,279.328,243.75,16,Nov42016,6,0
