Id,Name,Position,Team,Salary,Projected,Scored,Override
120426,Anthony Davis,PF/C,NO,10700,64.65,29.75,0
120427,DeMarcus Cousins,PF/C,SAC,10600,55.22,44.25,0
120428,Myles Turner,PF/C,IND,7200,34.56,33.5,0
120429,LaMarcus Aldridge,PF/C,SA,7200,41.14,22,0
120430,Kevin Love,PF/C,CLE,7000,36.58,25.25,0
120431,Nikola Jokic,PF/C,DEN,6600,26.87,58.75,0
120432,Gorgui Dieng,PF/C,MIN,5900,33.09,38.25,0
120433,Serge Ibaka,PF/C,ORL,5800,23.88,28.75,0
120434,Nerlens Noel,PF/C,PHI,5100,0,0,0
120435,Jahlil Okafor,PF/C,PHI,4900,14.91,16.5,0
120436,Taj Gibson,PF/C,CHI,4600,25.18,25.5,0
120437,Amir Johnson,PF/C,BOS,3600,17.24,9.25,0
120438,Luis Scola,PF/C,BKN,3400,13.16,29.5,0
120439,Kyle O'Quinn,PF/C,NY,3100,13.05,21,0
120440,Spencer Hawes,PF/C,CHA,3000,17.92,23.75,0
120441,Jarell Martin,PF/C,MEM,3000,0,19.25,0
120442,LeBron James,SF/PF,CLE,9600,47.78,48,0
120443,Kawhi Leonard,SF/PF,SA,8900,48.99,34.5,0
120444,Jabari Parker,SF/PF,MIL,6400,31.11,31,0
120445,Aaron Gordon,SF/PF,ORL,6000,31.94,24.25,0
120446,Dario Saric,SF/PF,PHI,4800,14.23,13,0
120447,Jeff Green,SF/PF,ORL,3900,14.07,30.5,0
120448,Michael Beasley,SF/PF,MIL,3500,12.4,3.5,0
120449,Omri Casspi,SF/PF,SAC,3200,4.41,3.75,0
120450,Lance Thomas,SF/PF,NY,3000,7.44,9.75,0
120451,Dante Cunningham,SF/PF,NO,3000,13.23,15.75,0
120452,Damian Lillard,PG,POR,9100,44.49,60.25,0
120453,Giannis Antetokounmpo,PG,MIL,8800,50.57,46.75,0
120454,Kyrie Irving,PG,CLE,7700,39.57,32.5,0
120455,Isaiah Thomas,PG,BOS,7200,36.89,35.75,0
120456,Kemba Walker,PG,CHA,7100,39.27,42,0
120457,Mike Conley,PG,MEM,6800,32.19,22.75,0
120458,Dennis Schroder,PG,ATL,6500,28.57,33.75,0
120459,Jrue Holiday,PG,NO,6500,0,0,0
120460,Rajon Rondo,PG,CHI,6400,33.86,29.25,0
120461,Jeff Teague,PG,IND,6300,36.41,20,0
120462,Ricky Rubio,PG,MIN,6000,32.01,19.25,0
120463,Jeremy Lin,PG,BKN,5900,32.98,36.75,0
120464,Emmanuel Mudiay,PG,DEN,5900,33.59,40.25,0
120465,Derrick Rose,PG,NY,5800,24.29,28.5,0
120466,Ty Lawson,PG,SAC,5600,30.26,22.75,0
120467,Elfrid Payton,PG,ORL,5600,29.19,24.5,0
120468,Tim Frazier,PG,NO,5600,35.48,20,0
120469,Darren Collison,PG,SAC,5300,0,0,0
120470,Jerryd Bayless,PG,PHI,4500,0,0,0
120471,Brandon Jennings,PG,NY,4200,14.09,15,0
120472,Sergio  Rodriguez,PG,PHI,4100,25.3,26.5,0
120473,Tony Parker,PG,SA,4100,0,0,0
120474,Patty Mills,PG,SA,3800,22.43,28.25,0
120475,T.J. McConnell,PG,PHI,3700,18.07,13.75,0
120476,Michael Carter-Williams,PG,CHI,3600,16.63,19.75,0
120477,Terry Rozier,PG,BOS,3600,14.78,10.75,0
120478,Kris Dunn,PG,MIN,3500,9.78,11.25,0
120479,Wade Baldwin IV,PG,MEM,3200,19.91,11.5,0
120480,Jason Terry,PG,MIL,3000,11.77,0,0
120481,Greivis Vasquez,PG,BKN,3000,7.89,3.25,0
120482,Isaiah Whitehead,PG,BKN,3000,1.43,5.5,0
120483,Jameer Nelson,PG,DEN,3000,13.29,9.5,0
120484,Shabazz Napier,PG,POR,3000,0,0,0
120485,Tim Quarterman,PG,POR,3000,0,0,0
120486,Malik Beasley,PG,DEN,3000,0,0,0
120487,Aaron Brooks,PG,IND,3000,0,0,0
120488,Isaiah Canaan,PG,CHI,3000,5.69,17.5,0
120489,Jerian Grant,PG,CHI,3000,0,0,0
120490,Brian Roberts,PG,CHA,3000,0,0,0
120491,Ramon Sessions,PG,CHA,3000,8.76,15.75,0
120492,Demetrius Jackson,PG,BOS,3000,0,0,0
120493,Aaron Harrison,PG,CHA,3000,0,0,0
120494,John Lucas III,PG,MIN,3000,0,0,0
120495,Tyus Jones,PG,MIN,3000,0,0,0
120496,Mo Williams,PG,CLE,3000,0,0,0
120497,C.J. Watson,PG,ORL,3000,3.18,0,0
120498,D.J. Augustin,PG,ORL,3000,7.37,22.5,0
120499,Kay Felder,PG,CLE,3000,0,4.75,0
120500,Malcolm Delaney,PG,ATL,3000,10.13,19,0
120501,Andrew Harrison,PG,MEM,3000,14.13,6,0
120502,Langston Galloway,PG,NO,3000,6.3,14,0
120503,Nicolas Laprovittola,PG,SA,3000,1.32,17.5,0
120504,Bryn Forbes,PG,SA,3000,0,5.25,0
120505,Dejounte Murray,PG,SA,3000,0,3.5,0
120506,Karl-Anthony Towns,C,MIN,9000,46.03,34.5,0
120507,Dwight Howard,C,ATL,7500,38.19,17.75,0
120508,Brook Lopez,C,BKN,6900,0,0,0
120509,Al Horford,C,BOS,6700,39.01,29.5,0
120510,Nikola Vucevic,C,ORL,6500,32.98,23.25,0
120511,Pau Gasol,C,SA,6300,21.73,26.5,0
120512,Jusuf Nurkic,C,DEN,6100,32.11,25.75,0
120513,Marc Gasol,C,MEM,6000,28.36,34,0
120514,Greg Monroe,C,MIL,5700,31.84,26.25,0
120515,Joel Embiid,C,PHI,5600,26.66,23,0
120516,Joakim Noah,C,NY,5200,18.55,29,0
120517,Robin Lopez,C,CHI,4800,22.8,26.5,0
120518,Tristan Thompson,C,CLE,4700,18.66,22.5,0
120519,Mason Plumlee,C,POR,4500,30.38,24,0
120520,Bismack Biyombo,C,ORL,4500,6.99,14.75,0
120521,Cody Zeller,C,CHA,4100,22.29,23.25,0
120522,Al Jefferson,C,IND,4000,12.14,12.75,0
120523,Roy Hibbert,C,CHA,3900,0,0,0
120524,Justin Hamilton,C,BKN,3600,24.17,21.75,0
120525,Ed Davis,C,POR,3600,12.02,9.5,0
120526,Willie Cauley-Stein,C,SAC,3400,10.2,4,0
120527,Cole Aldrich,C,MIN,3300,8.61,5.75,0
120528,Dewayne Dedmon,C,SA,3200,20.26,18.5,0
120529,Miles Plumlee,C,MIL,3100,12.64,3.25,0
120530,Kosta Koufos,C,SAC,3100,24.32,13,0
120531,John Henson,C,MIL,3000,11.93,34,0
120532,Festus Ezeli,C,POR,3000,0,0,0
120533,Juancho Hernangomez,C,DEN,3000,0,0,0
120534,Kevin Seraphin,C,IND,3000,1.25,22,0
120535,Cristiano Felicio,C,CHI,3000,9.2,16.5,0
120536,Tyler Zeller,C,BOS,3000,14.96,10.5,0
120537,Nikola Pekovic,C,MIN,3000,0,0,0
120538,Georgios Papagiannis,C,SAC,3000,0,0,0
120539,Chris Andersen,C,CLE,3000,2.01,12,0
120540,Tiago Splitter,C,ATL,3000,0,0,0
120541,Mike Muscala,C,ATL,3000,18.46,29.25,0
120542,Walter Tavares,C,ATL,3000,0,3.25,0
120543,Brandan Wright,C,MEM,3000,0,0,0
120544,Marshall Plumlee,C,NY,3000,0,0,0
120545,Guillermo Hernangomez,C,NY,3000,4.66,5.5,0
120546,Alexis Ajinca,C,NO,3000,0.61,10.5,0
120547,Omer Asik,C,NO,3000,10.47,10.25,0
120548,Paul George,SF,IND,8400,42.85,28.25,0
120549,Carmelo Anthony,SF,NY,7400,31.99,34,0
120550,Andrew Wiggins,SF,MIN,6600,34.5,31.25,0
120551,Danilo Gallinari,SF,DEN,6200,28.05,25.25,0
120552,Rudy Gay,SF,SAC,6200,30.95,42.25,0
120553,Chandler Parsons,SF,MEM,6000,0,0,0
120554,Jae Crowder,SF,BOS,5500,28.87,36.25,0
120555,Michael Kidd-Gilchrist,SF,CHA,5400,30.65,14,0
120556,Robert Covington,SF,PHI,5100,29.38,6.75,0
120557,Wilson Chandler,SF,DEN,4300,17.3,20.25,0
120558,James Ennis,SF,MEM,4300,24.48,23,0
120559,Rondae Hollis-Jefferson,SF,BKN,4200,16.2,9.75,0
120560,Jerami Grant,SF,PHI,4200,19.22,13.25,0
120561,Jonathon Simmons,SF,SA,4100,19.27,19.25,0
120562,Maurice Harkless,SF,POR,4000,22.31,11.25,0
120563,Matt Barnes,SF,SAC,3500,19.23,36.25,0
120564,Thabo Sefolosha,SF,ATL,3500,21.12,19.5,0
120565,Solomon Hill,SF,NO,3500,9.38,14,0
120566,Doug McDermott,SF,CHI,3300,10.29,38.5,0
120567,Lance Stephenson,SF,NO,3300,20.53,8,0
120568,Jaylen Brown,SF,BOS,3100,11.36,8.25,0
120569,Steve Novak,SF,MIL,3000,0,0,0
120570,Caris LeVert,SF,BKN,3000,0,0,0
120571,Anthony Bennett,SF,BKN,3000,0,15.75,0
120572,Pat Connaughton,SF,POR,3000,0,0,0
120573,Georges Niang,SF,IND,3000,1.25,7,0
120574,Glenn Robinson III,SF,IND,3000,4.53,14.25,0
120575,Paul Zipser,SF,CHI,3000,0,1.25,0
120576,Richard Jefferson,SF,CLE,3000,12.46,11.25,0
120577,Damjan Rudez,SF,ORL,3000,0,0,0
120578,Taurean Prince,SF,ATL,3000,3.02,5.5,0
120579,DeAndre' Bembry,SF,ATL,3000,3.41,4.5,0
120580,Ben Simmons,SF,PHI,3000,0,0,0
120581,Mindaugas Kuzminskas,SF,NY,3000,4.83,0,0
120582,Quincy Pondexter,SF,NO,3000,0,0,0
120583,Davis Bertans,SF,SA,3000,3.43,10.25,0
120584,Paul Millsap,PF,ATL,7900,40.45,29,0
120585,Kristaps Porzingis,PF,NY,7300,37.24,32.75,0
120586,Thaddeus Young,PF,IND,5800,35.87,24.25,0
120587,Zach Randolph,PF,MEM,5800,27.22,27.25,0
120588,Marvin Williams,PF,CHA,4900,28.73,17.25,0
120589,Nikola Mirotic,PF,CHI,4800,26.1,17.25,0
120590,Kenneth Faried,PF,DEN,4700,25.78,28.25,0
120591,JaMychal Green,PF,MEM,4600,26.27,22,0
120592,Al-Farouq Aminu,PF,POR,4400,22.85,29.5,0
120593,Trevor Booker,PF,BKN,4300,26.34,40.5,0
120594,Mirza Teletovic,PF,MIL,4000,16.21,14.5,0
120595,Frank Kaminsky,PF,CHA,3900,0,20.5,0
120596,Terrence Jones,PF,NO,3900,11.5,10.5,0
120597,Richaun Holmes,PF,PHI,3800,10.18,18.5,0
120598,Bobby Portis,PF,CHI,3300,0,6,0
120599,Kelly Olynyk,PF,BOS,3300,0,0,0
120600,Channing Frye,PF,CLE,3200,0,0,0
120601,David Lee,PF,SA,3200,14.77,13.75,0
120602,Jordan Hill,PF,MIN,3100,0,0,0
120603,Chris McCullough,PF,BKN,3000,1.88,0,0
120604,Thon Maker,PF,MIL,3000,0,0,0
120605,Darrell Arthur,PF,DEN,3000,0,0,0
120606,Meyers Leonard,PF,POR,3000,1.4,6.75,0
120607,Jarnell Stokes,PF,DEN,3000,0,0,0
120608,Jake Layman,PF,POR,3000,0,0,0
120609,Noah Vonleh,PF,POR,3000,8.3,5,0
120610,Lavoy Allen,PF,IND,3000,7.06,6.25,0
120611,Rakeem Christmas,PF,IND,3000,0,2.75,0
120612,Jonas Jerebko,PF,BOS,3000,11.03,6.5,0
120613,Jordan Mickey,PF,BOS,3000,0,7,0
120614,Christian Wood,PF,CHA,3000,0,0,0
120615,Anthony Tolliver,PF,SAC,3000,8.16,5.5,0
120616,Nemanja Bjelica,PF,MIN,3000,13.75,8.5,0
120617,Adreian Payne,PF,MIN,3000,0,0,0
120618,Skal Labissiere,PF,SAC,3000,0,0,0
120619,Arinze Onuaku,PF,ORL,3000,0,0,0
120620,Stephen Zimmerman Jr.,PF,ORL,3000,4.09,0,0
120621,Kris Humphries,PF,ATL,3000,7.94,24,0
120622,Mike Scott,PF,ATL,3000,0,0,0
120623,Troy Williams,PF,MEM,3000,0,9,0
120624,Maurice Ndour,PF,NY,3000,0,0,0
120625,Deyonta Davis,PF,MEM,3000,4.27,0,0
120626,Cheick Diallo,PF,NO,3000,0,3.25,0
120627,Jimmy Butler,SG/SF,CHI,7600,38.62,28.75,0
120628,Nicolas Batum,SG/SF,CHA,6400,33.01,30,0
120629,Will Barton,SG/SF,DEN,5000,28.22,29.5,0
120630,Kent Bazemore,SG/SF,ATL,5000,27.04,16.5,0
120631,Evan Turner,SG/SF,POR,4500,24.37,17.25,0
120632,Bojan Bogdanovic,SG/SF,BKN,4400,27.06,39,0
120633,Allen Crabbe,SG/SF,POR,3800,23.09,23.75,0
120634,Kyle Anderson,SG/SF,SA,3800,21.9,19.25,0
120635,Mario Hezonja,SG/SF,ORL,3500,15.25,9,0
120636,Tony Snell,SG/SF,MIL,3400,12.01,8,0
120637,C.J. Miles,SG/SF,IND,3100,16.94,19.75,0
120638,Jeremy Lamb,SG/SF,CHA,3100,18.08,10.75,0
120639,Denzel Valentine,SG/SF,CHI,3000,0,0.25,0
120640,Gerald Green,SG/SF,BOS,3000,7.94,5,0
120641,Brandon Rush,SG/SF,MIN,3000,4.06,6.75,0
120642,Shabazz Muhammad,SG/SF,MIN,3000,8.7,11.75,0
120643,Mike Dunleavy,SG/SF,CLE,3000,7.16,11,0
120644,Vince Carter,SG/SF,MEM,3000,13.65,10.75,0
120645,Justin Holiday,SG/SF,NY,3000,15.12,11.5,0
120646,C.J. McCollum,PG/SG,POR,6800,35.7,53.5,0
120647,Marcus Smart,PG/SG,BOS,4700,0,0,0
120648,Matthew Dellavedova,PG/SG,MIL,3900,16.55,36.75,0
120649,Jamal Murray,PG/SG,DEN,3600,4.25,6.25,0
120650,Iman Shumpert,PG/SG,CLE,3300,14.78,12.5,0
120651,Tim Hardaway Jr.,PG/SG,ATL,3300,18.51,14.75,0
120652,Rodney Stuckey,PG/SG,IND,3200,0,0,0
120653,Garrett Temple,PG/SG,SAC,3000,11.58,5,0
120654,Dwyane Wade,SG,CHI,6400,33.17,27.25,0
120655,Tyreke Evans,SG,NO,6400,0,0,0
120656,Evan Fournier,SG,ORL,6100,27.95,31.5,0
120657,Zach LaVine,SG,MIN,5600,30.02,31.25,0
120658,Monta Ellis,SG,IND,5500,31.56,10.5,0
120659,Avery Bradley,SG,BOS,5100,27.92,57.75,0
120660,Gary Harris,SG,DEN,4800,0,0,0
120661,J.R. Smith,SG,CLE,4200,17.89,29.75,0
120662,Danny Green,SG,SA,4000,0,0,0
120663,E'Twaun Moore,SG,NO,4000,18.4,22,0
120664,Arron Afflalo,SG,SAC,3900,15.66,10.5,0
120665,Tony Allen,SG,MEM,3900,0,0,0
120666,Manu Ginobili,SG,SA,3900,0,0,0
120667,Courtney Lee,SG,NY,3800,15.52,24.25,0
120668,Buddy Hield,SG,NO,3700,5.38,17.75,0
120669,Sean Kilpatrick,SG,BKN,3600,21,22,0
120670,Kyle Korver,SG,ATL,3500,19.44,26.5,0
120671,Gerald Henderson,SG,PHI,3500,12.48,4.75,0
120672,Joe Harris,SG,BKN,3400,18.32,10.5,0
120673,Malcolm Brogdon,SG,MIL,3200,14.57,4.75,0
120674,Randy Foye,SG,BKN,3000,0,0,0
120675,Khris Middleton,SG,MIL,3000,0,0,0
120676,Rashad Vaughn,SG,MIL,3000,6.34,31.5,0
120677,Mike Miller,SG,DEN,3000,0,0,0
120678,Joe Young,SG,IND,3000,5.25,19,0
120679,R.J. Hunter,SG,CHI,3000,0,0,0
120680,Marco Belinelli,SG,CHA,3000,17.45,9.75,0
120681,Treveon Graham,SG,CHA,3000,0,0,0
120682,James Young,SG,BOS,3000,0,0,0
120683,Ben McLemore,SG,SAC,3000,10.78,13.5,0
120684,Malachi Richardson,SG,SAC,3000,0,0,0
120685,James Jones,SG,CLE,3000,2.76,0,0
120686,Jodie Meeks,SG,ORL,3000,0,0,0
120687,DeAndre Liggins,SG,CLE,3000,6.99,0,0
120688,C.J. Wilcox,SG,ORL,3000,4.61,1.5,0
120689,Jordan McRae,SG,CLE,3000,1.03,0,0
120690,Hollis Thompson,SG,PHI,3000,11.97,9.75,0
120691,Nik Stauskas,SG,PHI,3000,14.98,15.25,0
120692,Timothe Luwawu-Cabarrot,SG,PHI,3000,0,4.25,0
120693,Sasha Vujacic,SG,NY,3000,2.94,0,0
120694,Troy Daniels,SG,MEM,3000,0,5.5,0
