Id,Name,Position,Team,Salary,Projected,Scored,Override
129555,Anthony Davis,PF/C,NO,11500,58.17,50.5,0
129556,LaMarcus Aldridge,PF/C,SA,6900,29.73,37,0
129557,Myles Turner,PF/C,IND,6700,29.44,40.5,0
129558,Gorgui Dieng,PF/C,MIN,6300,27.51,16.75,0
129559,Taj Gibson,PF/C,CHI,5600,28.51,24.25,0
129560,Jahlil Okafor,PF/C,PHI,5200,21.26,29.5,0
129561,Nikola Jokic,PF/C,DEN,5200,16.5,12.75,0
129562,Clint Capela,PF/C,HOU,4500,22.3,30.5,0
129563,Amir Johnson,PF/C,BOS,4300,14.52,30.25,0
129564,Marreese Speights,PF/C,LAC,3700,17.43,12.75,0
129565,Trey Lyles,PF/C,UTA,3500,15.64,14.25,0
129566,Montrezl Harrell,PF/C,HOU,3200,9.37,0,0
129567,Luis Scola,PF/C,BKN,3100,12.67,18.75,0
129568,Jarell Martin,PF/C,MEM,3000,10.03,10,0
129569,Jason Smith,PF/C,WAS,3000,7.59,7.25,0
129570,Brandon Bass,PF/C,LAC,3000,5.02,7.25,0
129571,Boris Diaw,PF/C,UTA,3000,0,0,0
129572,Kyle O'Quinn,PF/C,NY,3000,8.89,17.5,0
129573,James Harden,PG/SG,HOU,11300,63.01,60.25,0
129574,George Hill,PG/SG,UTA,6700,0,0,0
129575,Tyler Johnson,PG/SG,MIA,5600,30.05,16.75,0
129576,Marcus Smart,PG/SG,BOS,5200,28.79,16.5,0
129577,Jordan Clarkson,PG/SG,LAL,5000,25.13,30.75,0
129578,Matthew Dellavedova,PG/SG,MIL,4700,21.03,9.5,0
129579,Brandon Knight,PG/SG,PHO,4400,17.68,22.25,0
129580,Tim Hardaway Jr.,PG/SG,ATL,3800,15.55,27.25,0
129581,Raymond Felton,PG/SG,LAC,3600,13.06,9,0
129582,Andrew Harrison,PG/SG,MEM,3500,15.16,10.5,0
129583,Jamal Murray,PG/SG,DEN,3200,14.44,10.75,0
129584,Rodney Stuckey,PG/SG,IND,3000,0,0,0
129585,Randy Foye,PG/SG,BKN,3000,6.1,19.25,0
129586,Kawhi Leonard,SF,SA,9400,48.82,27.5,0
129587,Paul George,SF,IND,7900,0,0,0
129588,Gordon Hayward,SF,UTA,7400,40.32,42.25,0
129589,Carmelo Anthony,SF,NY,7200,39.37,45.5,0
129590,Otto Porter,SF,WAS,6800,34.71,18,0
129591,T.J. Warren,SF,PHO,6700,35.14,32.25,0
129592,Andrew Wiggins,SF,MIN,6400,35.72,32.5,0
129593,Danilo Gallinari,SF,DEN,5800,26.02,25,0
