Id,Name,Position,Team,Salary,Projected,Scored,Override
135266,Damian Lillard,PG,POR,8900,46.5,33.5,0
135267,Jeremy Lin,PG,BKN,6400,0,0,0
135268,Dennis Schroder,PG,ATL,5700,27.82,6.5,0
135269,Derrick Rose,PG,NY,5600,30.98,26.25,0
135270,Brandon Jennings,PG,NY,4000,17.04,20.5,0
135271,Isaiah Whitehead,PG,BKN,3200,13.35,19.75,0
135272,Randy Foye,PG,BKN,3000,14.5,11.25,0
135273,Shabazz Napier,PG,POR,3000,7.37,5.5,0
135274,Yogi Ferrell,PG,BKN,3000,13.6,1.5,0
135275,Tim Quarterman,PG,POR,3000,2.71,4.75,0
135276,Malcolm Delaney,PG,ATL,3000,13.2,13.5,0
135277,Paul Millsap,PF,ATL,7600,40.51,44.25,0
135278,Kristaps Porzingis,PF,NY,7200,37.59,34.75,0
135279,Trevor Booker,PF,BKN,5200,28.3,27,0
135280,Al-Farouq Aminu,PF,POR,4600,0,0,0
135281,Meyers Leonard,PF,POR,3000,8.76,32.75,0
135282,Jake Layman,PF,POR,3000,3.5,5.75,0
135283,Noah Vonleh,PF,POR,3000,7.63,10.75,0
135284,Chris McCullough,PF,BKN,3000,7.36,0,0
135285,Kris Humphries,PF,ATL,3000,11.11,4,0
135286,Mike Scott,PF,ATL,3000,0,0,0
135287,Maurice Ndour,PF,NY,3000,6.04,0,0
135288,Carmelo Anthony,SF,NY,7500,39.55,48.75,0
135289,Maurice Harkless,SF,POR,4900,25.18,14,0
135290,Rondae Hollis-Jefferson,SF,BKN,4300,21.24,21.25,0
135291,Thabo Sefolosha,SF,ATL,4000,6.66,0,0
135292,Pat Connaughton,SF,POR,3000,3.14,0,0
135293,Anthony Bennett,SF,BKN,3000,11.01,11.5,0
135294,Ryan Kelly,SF,ATL,3000,1.04,0,0
135295,Mindaugas Kuzminskas,SF,NY,3000,6.23,4.25,0
135296,Taurean Prince,SF,ATL,3000,11.51,12.25,0
135297,DeAndre' Bembry,SF,ATL,3000,0.56,0,0
135298,Dwight Howard,C,ATL,7400,37.57,45.5,0
135299,Brook Lopez,C,BKN,6500,41.79,38.5,0
135300,Mason Plumlee,C,POR,5400,27.93,28,0
