Id,Name,Position,Team,Salary,Projected,Scored,Override
139475,Russell Westbrook,PG,OKC,11900,67.17,61.75,0
139476,Stephen Curry,PG,GS,9000,47.94,56,0
139477,John Wall,PG,WAS,8100,48.93,32.25,0
139478,Kemba Walker,PG,CHA,7900,45.82,43.5,0
139479,Mike Conley,PG,MEM,6700,34.22,35.75,0
139480,Goran Dragic,PG,MIA,6200,0,0,0
139481,Reggie Jackson,PG,DET,6000,0,0,0
139482,Ricky Rubio,PG,MIN,5900,25.82,18.5,0
139483,Derrick Rose,PG,NY,5600,30.79,48,0
139484,Ish Smith,PG,DET,4900,26.57,19.25,0
139485,Patty Mills,PG,SA,4200,19.74,23.75,0
139486,Tony Parker,PG,SA,4000,20.84,24.75,0
139487,Brandon Jennings,PG,NY,3900,21.32,29.75,0
139488,Tomas Satoransky,PG,WAS,3800,12.01,9.25,0
139489,Shaun Livingston,PG,GS,3400,9.45,8.75,0
139490,Ramon Sessions,PG,CHA,3400,14.7,15.5,0
139491,Andrew Harrison,PG,MEM,3300,18.07,13.5,0
139492,John Lucas III,PG,MIN,3000,0,0,0
139493,Kris Dunn,PG,MIN,3000,9.16,6.5,0
139494,Tyus Jones,PG,MIN,3000,7.82,10.5,0
139495,Beno Udrih,PG,DET,3000,12.48,11.5,0
139496,Semaj Christon,PG,OKC,3000,0.48,1.5,0
139497,Cameron Payne,PG,OKC,3000,0,0,0
139498,Trey Burke,PG,WAS,3000,1.85,9.5,0
139499,Nicolas Laprovittola,PG,SA,3000,1.63,0,0
139500,Bryn Forbes,PG,SA,3000,0,1.25,0
139501,Dejounte Murray,PG,SA,3000,1.14,0,0
139502,Brian Roberts,PG,CHA,3000,1.03,0,0
139503,Aaron Harrison,PG,CHA,3000,0,0,0
139504,Wade Baldwin IV,PG,MEM,3000,3.78,0,0
139505,Kevin Durant,SF/PF,GS,9600,48.85,61.5,0
139506,Otto Porter,SF/PF,WAS,5800,28.85,34.5,0
139507,Tobias Harris,SF/PF,DET,5700,30.08,33.5,0
139508,Markieff Morris,SF/PF,WAS,5000,22.23,17.25,0
139509,James Johnson,SF/PF,MIA,4400,24.88,20.5,0
139510,Davis Bertans,SF/PF,SA,3200,10.29,4.75,0
139511,Jerami Grant,SF/PF,OKC,3100,15.25,14.75,0
139512,Lance Thomas,SF/PF,NY,3000,0,0,0
139513,Hassan Whiteside,C,MIA,8600,42.07,37,0
139514,Karl-Anthony Towns,C,MIN,8400,42.92,42.25,0
139515,Andre Drummond,C,DET,7500,40.42,29,0
139516,Marc Gasol,C,MEM,6900,37.18,43,0
139517,Marcin Gortat,C,WAS,5500,32.09,25,0
139518,Pau Gasol,C,SA,5400,30.16,24.5,0
139519,Steven Adams,C,OKC,5000,24.36,28.25,0
139520,Enes Kanter,C,OKC,4400,22.13,16.75,0
139521,Joakim Noah,C,NY,4400,22.17,3.75,0
139522,Cody Zeller,C,CHA,4000,22.72,34,0
139523,Cole Aldrich,C,MIN,3900,8.09,3.75,0
139524,Aron Baynes,C,DET,3800,8.81,14.5,0
139525,Dewayne Dedmon,C,SA,3600,0,0,0
139526,Willie Reed,C,MIA,3600,0,0,0
139527,Guillermo Hernangomez,C,NY,3500,14.55,20,0
139528,Zaza Pachulia,C,GS,3200,19.23,19.5,0
139529,Anderson Varejao,C,GS,3000,1.73,3.25,0
139530,JaVale McGee,C,GS,3000,8.08,16.75,0
139531,Nikola Pekovic,C,MIN,3000,0,0,0
139532,Damian Jones,C,GS,3000,0,0,0
139533,Nick Collison,C,OKC,3000,0,0,0
139534,Boban Marjanovic,C,DET,3000,1.5,0,0
139535,Ian Mahinmi,C,WAS,3000,0,5.25,0
139536,Daniel Ochefu,C,WAS,3000,0,0,0
139537,Roy Hibbert,C,CHA,3000,9.65,14.75,0
139538,Marshall Plumlee,C,NY,3000,0,0,0
139539,Josh McRoberts,C,MIA,3000,11.74,10,0
139540,Deyonta Davis,C,MEM,3000,5.96,7.25,0
139541,Kawhi Leonard,SF,SA,8300,45.43,32.75,0
139542,Carmelo Anthony,SF,NY,7300,43.73,31,0
139543,Andrew Wiggins,SF,MIN,7000,35.02,25.25,0
139544,Justise Winslow,SF,MIA,5200,0,0,0
139545,Michael Kidd-Gilchrist,SF,CHA,4900,24.02,21.5,0
139546,Marcus Morris,SF,DET,4700,23.66,18.25,0
139547,Chandler Parsons,SF,MEM,3700,0,0,0
139548,Andre Iguodala,SF,GS,3500,17.7,8.75,0
139549,Kyle Singler,SF,OKC,3000,1.13,0,0
139550,Josh Huestis,SF,OKC,3000,0,0,0
139551,Michael Gbinije,SF,DET,3000,1.19,0,0
139552,Treveon Graham,SF,CHA,3000,0,0,0
139553,Mindaugas Kuzminskas,SF,NY,3000,9.52,3.5,0
139554,Draymond Green,PF/C,GS,7800,0,0,0
139555,LaMarcus Aldridge,PF/C,SA,6300,34.23,34.75,0
139556,Gorgui Dieng,PF/C,MIN,6100,32.7,32,0
139557,Zach Randolph,PF/C,MEM,5000,0,0,0
139558,Spencer Hawes,PF/C,CHA,4600,16.29,12.25,0
139559,Kyle O'Quinn,PF/C,NY,3800,8.88,14.75,0
139560,Joffrey Lauvergne,PF/C,OKC,3000,18.12,12.5,0
139561,Jason Smith,PF/C,WAS,3000,6.36,7.75,0
139562,Kristaps Porzingis,PF,NY,7700,38.57,37.5,0
139563,JaMychal Green,PF,MEM,5000,22.33,27.75,0
139564,Frank Kaminsky,PF,CHA,4800,29.61,25.25,0
139565,Jon Leuer,PF,DET,4500,23.72,11.25,0
139566,Marvin Williams,PF,CHA,4300,0,0,0
139567,David Lee,PF,SA,4000,21.43,17.75,0
139568,Domantas Sabonis,PF,OKC,3300,14.96,10.75,0
139569,David West,PF,GS,3000,15.05,8.5,0
139570,Jordan Hill,PF,MIN,3000,0,0,0
139571,Nemanja Bjelica,PF,MIN,3000,13.45,7.25,0
139572,Adreian Payne,PF,MIN,3000,4.7,0,0
139573,James Michael McAdoo,PF,GS,3000,2.59,0,0
139574,Kevon Looney,PF,GS,3000,18.06,14.75,0
139575,Henry Ellenson,PF,DET,3000,0,0,0
139576,Andrew Nicholson,PF,WAS,3000,3.99,2.75,0
139577,Christian Wood,PF,CHA,3000,0,0,0
139578,Maurice Ndour,PF,NY,3000,2.56,0,0
139579,Chris Bosh,PF,MIA,3000,0,0,0
139580,Udonis Haslem,PF,MIA,3000,3.66,1.25,0
139581,Brandan Wright,PF,MEM,3000,0,0,0
139582,Luke Babbitt,PF,MIA,3000,7.76,3.5,0
139583,Derrick Williams,PF,MIA,3000,10.05,18,0
139584,Jarell Martin,PF,MEM,3000,7.26,13.5,0
139585,Nicolas Batum,SG/SF,CHA,6800,0,0,0
139586,Josh Richardson,SG/SF,MIA,4900,22.36,26.75,0
139587,Andre Roberson,SG/SF,OKC,4200,18.42,8.25,0
139588,Vince Carter,SG/SF,MEM,4100,18.1,15.75,0
139589,James Ennis,SG/SF,MEM,4000,0,0,0
139590,Kelly Oubre Jr.,SG/SF,WAS,3500,6.53,2.25,0
139591,Justin Holiday,SG/SF,NY,3300,15.25,18,0
139592,Brandon Rush,SG/SF,MIN,3000,1.64,1.5,0
139593,Shabazz Muhammad,SG/SF,MIN,3000,8.77,6.25,0
139594,Patrick McCaw,SG/SF,GS,3000,5.83,6.5,0
139595,Stanley Johnson,SG/SF,DET,3000,5.08,2.5,0
139596,Kyle Anderson,SG/SF,SA,3000,1.95,4.25,0
139597,Jeremy Lamb,SG/SF,CHA,3000,20.64,45.75,0
139598,Bradley Beal,SG,WAS,6500,36.2,45.5,0
139599,Victor Oladipo,SG,OKC,6400,35.39,32,0
139600,Klay Thompson,SG,GS,6200,34.03,36.5,0
139601,Zach LaVine,SG,MIN,6000,28.48,41.75,0
139602,Dion Waiters,SG,MIA,5300,30.16,44.75,0
139603,Kentavious Caldwell-Pope,SG,DET,5100,28.03,14,0
139604,Tony Allen,SG,MEM,4100,15.21,28,0
139605,Danny Green,SG,SA,4000,23.05,17.75,0
139606,Marco Belinelli,SG,CHA,3900,27.12,9.5,0
139607,Courtney Lee,SG,NY,3700,19.96,23,0
139608,Manu Ginobili,SG,SA,3200,0,0,0
139609,Anthony Morrow,SG,OKC,3000,7.47,25.25,0
139610,Reggie Bullock,SG,DET,3000,0,0,0
139611,Darrun Hilliard,SG,DET,3000,6.35,3.25,0
139612,Alex Abrines,SG,OKC,3000,3.41,0,0
139613,Marcus Thornton,SG,WAS,3000,15.36,11.5,0
139614,Jonathon Simmons,SG,SA,3000,5.34,27.75,0
139615,Sheldon McClellan,SG,WAS,3000,0,0,0
139616,Danuel House,SG,WAS,3000,0,0,0
139617,Sasha Vujacic,SG,NY,3000,0.64,1.25,0
139618,Ron Baker,SG,NY,3000,0,0,0
139619,Wayne Ellington,SG,MIA,3000,0,0,0
139620,Rodney McGruder,SG,MIA,3000,16.09,21,0
139621,Troy Daniels,SG,MEM,3000,9.33,0,0
139622,Troy Williams,SG,MEM,3000,5.5,25.25,0
139623,Tyler Johnson,PG/SG,MIA,4800,27.2,20.5,0
139624,Ian Clark,PG/SG,GS,3000,0,0,0
