Id,Name,Position,Team,Salary,Projected,Scored,Override
146203,Hassan Whiteside,C,MIA,9600,51.64,51.5,0
146204,Karl-Anthony Towns,C,MIN,8100,43.34,39.5,0
146205,Andre Drummond,C,DET,7500,42.66,37,0
146206,Marc Gasol,C,MEM,7400,43.22,51,0
146207,Joel Embiid,C,PHI,7200,0,0,0
146208,Rudy Gobert,C,UTA,6400,37.88,43.75,0
146209,Marcin Gortat,C,WAS,6100,35.3,25.25,0
146210,Nikola Vucevic,C,ORL,6100,39.02,35,0
146211,Pau Gasol,C,SA,5100,31.77,21.75,0
146212,Nerlens Noel,C,PHI,5000,0,0,0
146213,Robin Lopez,C,CHI,4900,28.51,24,0
146214,Bismack Biyombo,C,ORL,4700,21.64,39.75,0
146215,Tyson Chandler,C,PHO,4300,21.56,17.25,0
146216,Cole Aldrich,C,MIN,3900,15.15,6.75,0
146217,Alex Len,C,PHO,3900,18.38,19,0
146218,Aron Baynes,C,DET,3800,9.53,26.25,0
146219,Joakim Noah,C,NY,3700,17.4,27,0
146220,Willie Reed,C,MIA,3600,8.49,11,0
146221,Dewayne Dedmon,C,SA,3300,16.23,16.5,0
146222,Guillermo Hernangomez,C,NY,3200,14.92,4.5,0
146223,Boban Marjanovic,C,DET,3000,1.64,0,0
146224,Cristiano Felicio,C,CHI,3000,1.83,13,0
146225,Nikola Pekovic,C,MIN,3000,0,0,0
146226,Ian Mahinmi,C,WAS,3000,0,0,0
146227,Daniel Ochefu,C,WAS,3000,0,0,0
146228,Deyonta Davis,C,MEM,3000,5.58,0,0
146229,Marshall Plumlee,C,NY,3000,0,0,0
146230,Jeff Withey,C,UTA,3000,9.27,8.5,0
146231,Alan Williams,C,PHO,3000,2.27,0,0
146232,Jimmy Butler,SG/SF,CHI,8900,45.49,46,0
146233,Devin Booker,SG/SF,PHO,5900,27.4,25.5,0
146234,Josh Richardson,SG/SF,MIA,4800,0,0,0
146235,Justin Holiday,SG/SF,NY,4500,15.16,13.5,0
146236,Joe Johnson,SG/SF,UTA,3900,15.69,22.5,0
146237,James Ennis,SG/SF,MEM,3600,0,0,0
146238,Stanley Johnson,SG/SF,DET,3000,3.42,0.25,0
146239,Brandon Rush,SG/SF,MIN,3000,0,0,0
146240,Jonathon Simmons,SG/SF,SA,3000,12.12,14,0
146241,Shabazz Muhammad,SG/SF,MIN,3000,11.9,5.25,0
146242,Mario Hezonja,SG/SF,ORL,3000,0,0,0
146243,Kelly Oubre Jr.,SG/SF,WAS,3000,16.19,9.75,0
146244,Hollis Thompson,SG/SF,PHI,3000,6.36,13.75,0
146245,John Wall,PG,WAS,8700,49.39,75.5,0
146246,Goran Dragic,PG,MIA,7300,42.14,48,0
146247,Eric Bledsoe,PG,PHO,7100,42.35,25,0
146248,Mike Conley,PG,MEM,6900,0,0,0
146249,Rajon Rondo,PG,CHI,6500,33.43,17.75,0
146250,Derrick Rose,PG,NY,6400,32.58,20.5,0
146251,Reggie Jackson,PG,DET,5600,27.08,24.75,0
146252,Andrew Harrison,PG,MEM,5300,26.77,16.5,0
146253,Tyler Johnson,PG,MIA,5200,28.24,24.75,0
146254,Sergio Rodriguez,PG,PHI,5000,29.76,12.25,0
146255,Ish Smith,PG,DET,4900,18.12,28.25,0
146256,Ricky Rubio,PG,MIN,4700,25.45,22.75,0
146257,Elfrid Payton,PG,ORL,4400,24.15,52.25,0
146258,Patty Mills,PG,SA,4200,26.26,31.5,0
146259,Tony Parker,PG,SA,4000,0,0,0
146260,Jerryd Bayless,PG,PHI,4000,0,0,0
146261,Brandon Jennings,PG,NY,4000,18.56,21.25,0
146262,D.J. Augustin,PG,ORL,3800,18.61,14.75,0
146263,Shelvin Mack,PG,UTA,3800,19.92,22,0
146264,Jerian Grant,PG,CHI,3600,6.09,0,0
146265,Tomas Satoransky,PG,WAS,3500,2.9,0,0
146266,Wade Baldwin IV,PG,MEM,3300,14.9,13.75,0
146267,Dante Exum,PG,UTA,3100,13.17,13.75,0
146268,Beno Udrih,PG,DET,3000,10.48,0,0
146269,Michael Carter-Williams,PG,CHI,3000,0,0,0
146270,John Lucas III,PG,MIN,3000,0,0,0
146271,Nicolas Laprovittola,PG,SA,3000,13.55,12.5,0
146272,Kris Dunn,PG,MIN,3000,10.9,18.75,0
146273,Bryn Forbes,PG,SA,3000,0,0,0
146274,Tyus Jones,PG,MIN,3000,2.36,0,0
146275,Dejounte Murray,PG,SA,3000,0.51,0,0
146276,Trey Burke,PG,WAS,3000,7.4,6.5,0
146277,T.J. McConnell,PG,PHI,3000,11.14,24,0
146278,Raul Neto,PG,UTA,3000,0.57,0,0
146279,Tyler Ulis,PG,PHO,3000,5.03,0,0
146280,Gordon Hayward,SF,UTA,8200,45.18,46.75,0
146281,Kawhi Leonard,SF,SA,7800,36.84,42.75,0
146282,Carmelo Anthony,SF,NY,7600,36.6,46,0
146283,Andrew Wiggins,SF,MIN,6000,31.34,18.25,0
146284,T.J. Warren,SF,PHO,5500,0,0,0
146285,Marcus Morris,SF,DET,5100,23.88,14.75,0
146286,Justise Winslow,SF,MIA,4900,0,0,0
146287,Robert Covington,SF,PHI,4700,0,0,0
146288,Troy Williams,SF,MEM,4400,19.97,19.25,0
146289,P.J. Tucker,SF,PHO,4200,21.19,1,0
146290,Chandler Parsons,SF,MEM,3800,0,0,0
146291,Doug McDermott,SF,CHI,3300,0,0,0
146292,Joe Ingles,SF,UTA,3200,13.34,12.25,0
146293,Reggie Bullock,SF,DET,3000,0,0,0
146294,Michael Gbinije,SF,DET,3000,0,0,0
146295,Denzel Valentine,SF,CHI,3000,5.14,0,0
146296,Paul Zipser,SF,CHI,3000,0.6,0,0
146297,Damjan Rudez,SF,ORL,3000,0.31,0,0
146298,Ben Simmons,SF,PHI,3000,0,0,0
146299,Derrick Williams,SF,MIA,3000,2.04,10.25,0
146300,Mindaugas Kuzminskas,SF,NY,3000,9.07,8.75,0
146301,Derrick Jones Jr.,SF,PHO,3000,0,0,0
146302,Kristaps Porzingis,PF,NY,8000,40.53,32.5,0
146303,Derrick Favors,PF,UTA,5800,0,0,0
146304,JaMychal Green,PF,MEM,5700,23.11,31.25,0
146305,James Johnson,PF,MIA,4800,0,0,0
146306,Ersan Ilyasova,PF,PHI,4600,27.13,58.75,0
146307,Jon Leuer,PF,DET,4500,25.17,18.75,0
146308,Richaun Holmes,PF,PHI,3600,24.54,26.25,0
146309,David Lee,PF,SA,3500,11.19,9.5,0
146310,Jared Dudley,PF,PHO,3400,15.26,23.75,0
146311,Jarell Martin,PF,MEM,3100,11.94,6,0
146312,Bobby Portis,PF,CHI,3000,8.95,0,0
146313,Henry Ellenson,PF,DET,3000,0,0,0
146314,Jordan Hill,PF,MIN,3000,0,0,0
146315,Nemanja Bjelica,PF,MIN,3000,16.19,7,0
146316,Adreian Payne,PF,MIN,3000,0,0,0
146317,Arinze Onuaku,PF,ORL,3000,0,0,0
146318,Andrew Nicholson,PF,WAS,3000,2.29,2.75,0
146319,Stephen Zimmerman Jr.,PF,ORL,3000,0,0,0
146320,Brandan Wright,PF,MEM,3000,0,0,0
146321,Chris Bosh,PF,MIA,3000,0,0,0
146322,Udonis Haslem,PF,MIA,3000,0,1,0
146323,Maurice Ndour,PF,NY,3000,0.28,0,0
146324,Joel Bolomboy,PF,UTA,3000,0,0,0
146325,Marquese Chriss,PF,PHO,3000,12.46,10.5,0
146326,Dragan Bender,PF,PHO,3000,6.34,8.25,0
146327,Bradley Beal,SG,WAS,7000,38.57,27.25,0
146328,Dwyane Wade,SG,CHI,6200,37.09,34.25,0
146329,Kentavious Caldwell-Pope,SG,DET,5700,33.16,21.75,0
146330,Zach LaVine,SG,MIN,5700,32.71,32.25,0
146331,Dion Waiters,SG,MIA,5600,0,0,0
146332,Evan Fournier,SG,ORL,5400,26.87,13.75,0
146333,Rodney Hood,SG,UTA,5300,28.96,14,0
146334,Troy Daniels,SG,MEM,4700,28.2,13.25,0
146335,Wayne Ellington,SG,MIA,4200,23.07,25,0
146336,Tony Allen,SG,MEM,3900,23.25,20,0
146337,Nik Stauskas,SG,PHI,3900,20.02,21,0
146338,Danny Green,SG,SA,3700,16.73,12.25,0
146339,Vince Carter,SG,MEM,3700,0,0,0
146340,Manu Ginobili,SG,SA,3600,0,0,0
146341,Courtney Lee,SG,NY,3600,18.23,18.75,0
146342,Rodney McGruder,SG,MIA,3600,17.35,21.25,0
146343,Gerald Henderson,SG,PHI,3500,21.54,8.75,0
146344,Isaiah Canaan,SG,CHI,3100,14.47,9.25,0
146345,Darrun Hilliard,SG,DET,3000,7.3,13.5,0
146346,R.J. Hunter,SG,CHI,3000,0.1,0,0
146347,Kyle Anderson,SG,SA,3000,6.23,27,0
146348,Jodie Meeks,SG,ORL,3000,14.92,24,0
146349,Marcus Thornton,SG,WAS,3000,14.87,20.25,0
146350,C.J. Wilcox,SG,ORL,3000,0.43,0,0
146351,Sheldon McClellan,SG,WAS,3000,0,0,0
146352,Danuel House,SG,WAS,3000,0,0,0
146353,Timothe Luwawu-Cabarrot,SG,PHI,3000,6.89,9,0
146354,Sasha Vujacic,SG,NY,3000,11.51,0,0
146355,Ron Baker,SG,NY,3000,0,0,0
146356,Leandro Barbosa,SG,PHO,3000,5.23,20.75,0
146357,John Jenkins,SG,PHO,3000,2.13,0,0
146358,Alec Burks,SG,UTA,3000,0,0,0
146359,George Hill,PG/SG,UTA,6800,0,0,0
146360,Brandon Knight,PG/SG,PHO,4600,19.35,30.75,0
146361,C.J. Watson,PG/SG,ORL,3000,4.61,0,0
146362,Otto Porter,SF/PF,WAS,6600,33.1,10.75,0
146363,Tobias Harris,SF/PF,DET,6000,32.1,38.75,0
146364,Markieff Morris,SF/PF,WAS,5200,25.69,23.75,0
146365,Dario Saric,SF/PF,PHI,4900,26.17,28.25,0
146366,Nikola Mirotic,SF/PF,CHI,4200,19.97,19,0
146367,Aaron Gordon,SF/PF,ORL,4200,16.8,26.75,0
146368,Jeff Green,SF/PF,ORL,3700,17.92,25.75,0
146369,Davis Bertans,SF/PF,SA,3000,4.28,1.5,0
146370,Lance Thomas,SF/PF,NY,3000,8.36,15.25,0
146371,Luke Babbitt,SF/PF,MIA,3000,0,0,0
146372,LaMarcus Aldridge,PF/C,SA,6300,34.98,13,0
146373,Serge Ibaka,PF/C,ORL,6300,33.89,25.25,0
146374,Taj Gibson,PF/C,CHI,5800,28.13,28,0
146375,Jahlil Okafor,PF/C,PHI,5400,0,0,0
146376,Gorgui Dieng,PF/C,MIN,5200,26.59,29.75,0
146377,Zach Randolph,PF/C,MEM,5000,23.1,32.5,0
146378,Trey Lyles,PF/C,UTA,4100,20.41,8.25,0
146379,Kyle O'Quinn,PF/C,NY,3900,15.72,30.75,0
146380,Josh McRoberts,PF/C,MIA,3200,22.64,25.25,0
146381,Jason Smith,PF/C,WAS,3000,8.6,11.25,0
146382,Boris Diaw,PF/C,UTA,3000,15.63,26.5,0
