Id,Name,Position,Team,Salary,Projected,Scored,Override
121227,Russell Westbrook,PG,OKC,12200,68.23,79.5,0
121228,Stephen Curry,PG,GS,8900,43.57,35.75,0
121229,Giannis Antetokounmpo,PG,MIL,8800,44.2,44.5,0
121230,Chris Paul,PG,LAC,8400,45.8,33.25,0
121231,John Wall,PG,WAS,8200,44.93,48.75,0
121232,Eric Bledsoe,PG,PHO,7000,32.04,38.75,0
121233,D'Angelo Russell,PG,LAL,6700,28.91,38.25,0
121234,Mike Conley,PG,MEM,6600,28.43,46,0
121235,Reggie Jackson,PG,DET,6400,0,0,0
121236,Goran Dragic,PG,MIA,6300,29.09,38.75,0
121237,George Hill,PG,UTA,5800,30.13,29,0
121238,Deron Williams,PG,DAL,5700,34.04,22.25,0
121239,Ish Smith,PG,DET,5200,30.43,22,0
121240,Patrick Beverley,PG,HOU,4400,0,0,0
121241,Tony Parker,PG,SA,4000,16.5,12.5,0
121242,Patty Mills,PG,SA,3800,19.94,19.5,0
121243,Beno Udrih,PG,DET,3300,13.39,16.25,0
121244,Wade Baldwin IV,PG,MEM,3300,16.37,10,0
121245,Austin Rivers,PG,LAC,3300,15.17,22.5,0
121246,Shelvin Mack,PG,UTA,3100,13.96,4,0
121247,Dante Exum,PG,UTA,3100,6.96,17.5,0
121248,Jason Terry,PG,MIL,3000,0,0,0
121249,Jose Calderon,PG,LAL,3000,0,-0.5,0
121250,Marcelo Huertas,PG,LAL,3000,11.11,0,0
121251,Semaj Christon,PG,OKC,3000,8.03,12,0
121252,Cameron Payne,PG,OKC,3000,0,0,0
121253,Trey Burke,PG,WAS,3000,10.42,7.75,0
121254,Tomas Satoransky,PG,WAS,3000,3.08,0,0
121255,Devin Harris,PG,DAL,3000,0,0,0
121256,Bobby Brown,PG,HOU,3000,0,0,0
121257,Tyler Ennis,PG,HOU,3000,7.48,3,0
121258,Nicolas Laprovittola,PG,SA,3000,8.7,0,0
121259,Bryn Forbes,PG,SA,3000,2.55,0,0
121260,Dejounte Murray,PG,SA,3000,3.33,0,0
121261,Raul Neto,PG,UTA,3000,0,2.25,0
121262,Shaun Livingston,PG,GS,3000,6.22,6.25,0
121263,Tyler Ulis,PG,PHO,3000,3.25,0,0
121264,James Harden,PG/SG,HOU,11300,58.2,46.75,0
121265,Victor Oladipo,PG/SG,OKC,6500,36.15,29.25,0
121266,Jordan Clarkson,PG/SG,LAL,5700,17.8,25.25,0
121267,Brandon Knight,PG/SG,PHO,5600,24.85,17.75,0
121268,J.J. Barea,PG/SG,DAL,4500,27.27,34.25,0
121269,Tyler Johnson,PG/SG,MIA,4200,24.28,16,0
121270,Matthew Dellavedova,PG/SG,MIL,3900,23.41,20,0
121271,Raymond Felton,PG/SG,LAC,3200,13.22,8.5,0
121272,Andrew Harrison,PG/SG,MEM,3000,5.76,15.25,0
121273,Ian Clark,PG/SG,GS,3000,4.34,5.5,0
121274,Kevin Durant,SF/PF,GS,9900,55.87,57,0
121275,Kawhi Leonard,SF/PF,SA,9000,46.12,41,0
121276,Jabari Parker,SF/PF,MIL,6200,26.09,22,0
121277,Tobias Harris,SF/PF,DET,5900,31.01,29.75,0
121278,Markieff Morris,SF/PF,WAS,5600,30.81,25.75,0
121279,Michael Beasley,SF/PF,MIL,3500,6.68,14.25,0
121280,Larry Nance Jr.,SF/PF,LAL,3300,11.95,7.5,0
121281,James Johnson,SF/PF,MIA,3000,12.39,6,0
121282,Dragan Bender,SF/PF,PHO,3000,8.55,0,0
121283,Blake Griffin,PF,LAC,8700,45.39,34.5,0
121284,Derrick Favors,PF,UTA,6700,30.27,20.75,0
121285,Julius Randle,PF,LAL,6100,28.34,40.75,0
121286,Dirk Nowitzki,PF,DAL,6000,35.98,0,0
