Id,Name,Position,Team,Salary,Projected,Scored,Override
162115,James Harden,PG/SG,HOU,11700,53.15,75.75,0
162116,C.J. McCollum,PG/SG,POR,8100,36.95,34,0
162117,Raymond Felton,PG/SG,LAC,4000,12.14,45.75,0
162118,Justin Holiday,PG/SG,NY,4000,13.94,25.75,0
162119,Malcolm Brogdon,PG/SG,MIL,3900,23.47,23.5,0
162120,Brandon Jennings,PG/SG,NY,3900,16.98,13.25,0
162121,Matthew Dellavedova,PG/SG,MIL,3800,0,0,0
162122,Jamal Murray,PG/SG,DEN,3100,10.65,2.75,0
162123,Ian Clark,PG/SG,GS,3000,9.58,12.5,0
162124,Anthony Davis,PF/C,NO,10500,60.03,51.5,0
162125,Karl-Anthony Towns,PF/C,MIN,8900,45.65,46,0
162126,Blake Griffin,PF/C,LAC,7800,0,0,0
162127,Draymond Green,PF/C,GS,7500,38.08,32.5,0
162128,Joel Embiid,PF/C,PHI,7300,35.36,46,0
162129,LaMarcus Aldridge,PF/C,SA,7300,40.83,17.5,0
162130,Gorgui Dieng,PF/C,MIN,5500,28.65,23.5,0
162131,Montrezl Harrell,PF/C,HOU,5000,11.91,41.25,0
162132,Kenneth Faried,PF/C,DEN,4600,21.65,15.5,0
162133,Marreese Speights,PF/C,LAC,4200,19.34,28.25,0
162134,Amir Johnson,PF/C,BOS,4000,18.8,19.25,0
162135,Justin Hamilton,PF/C,BKN,3800,12.62,10.5,0
162136,Kyle O'Quinn,PF/C,NY,3800,16.81,4.5,0
162137,Mike Muscala,PF/C,ATL,3700,12.37,18.25,0
162138,Dwight Powell,PF/C,DAL,3700,20.17,33.25,0
162139,Kelly Olynyk,PF/C,BOS,3500,17.12,13,0
162140,Meyers Leonard,PF/C,POR,3100,12.86,4.75,0
162141,Luis Scola,PF/C,BKN,3000,4.77,0,0
162142,Jason Smith,PF/C,WAS,3000,9.83,25,0
162143,Ed Davis,PF/C,POR,3000,7.66,4.75,0
162144,John Wall,PG,WAS,10300,53.72,51.5,0
162145,Giannis Antetokounmpo,PG,MIL,9700,54.42,43.75,0
162146,Chris Paul,PG,LAC,9300,0,0,0
162147,Stephen Curry,PG,GS,8400,41.17,29.5,0
162148,Damian Lillard,PG,POR,7900,0,0,0
162149,Isaiah Thomas,PG,BOS,7700,41.07,60,0
162150,Goran Dragic,PG,MIA,7000,0,0,0
162151,Dennis Schroder,PG,ATL,6600,36.03,31.75,0
162152,Derrick Rose,PG,NY,6300,36.07,28.5,0
162153,Jrue Holiday,PG,NO,6300,35.03,40.5,0
162154,Deron Williams,PG,DAL,5900,29.71,21,0
162155,Ricky Rubio,PG,MIN,5900,30.17,27.25,0
162156,Reggie Jackson,PG,DET,5700,28.12,38,0
162157,Jeremy Lin,PG,BKN,5500,0,0,0
162158,Patrick Beverley,PG,HOU,5500,28.18,31.25,0
162159,Tyler Johnson,PG,MIA,5400,30.47,35,0
162160,Austin Rivers,PG,LAC,5000,24.39,15.25,0
162161,Sergio Rodriguez,PG,PHI,4900,0,0,0
162162,Emmanuel Mudiay,PG,DEN,4600,24.34,38,0
162163,Tony Parker,PG,SA,4500,24.22,28.5,0
162164,J.J. Barea,PG,DAL,4000,0,0,0
162165,Tim Frazier,PG,NO,4000,8.5,0,0
162166,Patty Mills,PG,SA,3800,17.43,16.25,0
162167,Shaun Livingston,PG,GS,3500,8.13,12.5,0
162168,Tomas Satoransky,PG,WAS,3500,2.15,3,0
162169,Isaiah Whitehead,PG,BKN,3400,16.6,11.75,0
162170,Ish Smith,PG,DET,3300,14.28,18.5,0
162171,Jameer Nelson,PG,DEN,3300,12.63,20,0
162172,T.J. McConnell,PG,PHI,3300,22.84,32,0
162173,Randy Foye,PG,BKN,3100,8.75,12.5,0
162174,Beno Udrih,PG,DET,3000,0,0,0
162175,Malcolm Delaney,PG,ATL,3000,5.86,19.25,0
162176,Demetrius Jackson,PG,BOS,3000,0,0,0
162177,Terry Rozier,PG,BOS,3000,3.53,12.25,0
162178,Jerryd Bayless,PG,PHI,3000,0,0,0
162179,Malik Beasley,PG,DEN,3000,0,0,0
162180,Ben Simmons,PG,PHI,3000,0,0,0
162181,Devin Harris,PG,DAL,3000,9.56,9.5,0
162182,Pierre Jackson,PG,DAL,3000,2.64,13.75,0
162183,Jason Terry,PG,MIL,3000,6.42,9.25,0
162184,John Lucas III,PG,MIN,3000,0,0,0
162185,Kris Dunn,PG,MIN,3000,10.94,7.25,0
162186,Tyus Jones,PG,MIN,3000,1.5,0,0
162187,Spencer Dinwiddie,PG,BKN,3000,8.13,6.5,0
162188,Trey Burke,PG,WAS,3000,4.99,38,0
162189,Bobby Brown,PG,HOU,3000,0.75,0,0
162190,Tyler Ennis,PG,HOU,3000,4.63,1.25,0
162191,Langston Galloway,PG,NO,3000,15.67,10.5,0
