Id,Name,Position,Team,Salary,Projected,Scored,Override
146741,James Harden,PG/SG,HOU,11400,62.03,52.5,0
146742,C.J. McCollum,PG/SG,POR,6800,40.56,34.75,0
146743,Jordan Clarkson,PG/SG,LAL,5600,26.29,12.5,0
146744,Darren Collison,PG/SG,SAC,5200,24.87,25.75,0
146745,Brandon Knight,PG/SG,PHO,4700,20.16,20.75,0
146746,Matthew Dellavedova,PG/SG,MIL,3900,19.53,24,0
146747,Jamal Murray,PG/SG,DEN,3900,16.63,25.75,0
146748,Rodney Stuckey,PG/SG,IND,3600,17.44,19.25,0
146749,Tim Hardaway Jr.,PG/SG,ATL,3400,24.94,11.5,0
146750,Iman Shumpert,PG/SG,CLE,3300,14.81,27.5,0
146751,Malcolm Brogdon,PG/SG,MIL,3100,13.78,25.75,0
146752,Randy Foye,PG/SG,BKN,3000,14.08,0,0
146753,C.J. Watson,PG/SG,ORL,3000,1.37,7,0
146754,Garrett Temple,PG/SG,SAC,3000,12.15,26.75,0
146755,Ian Clark,PG/SG,GS,3000,13.62,12.25,0
146756,DeMarcus Cousins,PF/C,SAC,11000,59.84,59.5,0
146757,Kevin Love,PF/C,CLE,8000,45.09,34,0
146758,Draymond Green,PF/C,GS,7700,36.92,39.25,0
146759,Serge Ibaka,PF/C,ORL,6400,32.97,22.5,0
146760,Kenneth Faried,PF/C,DEN,5000,25.42,10.25,0
146761,Dwight Powell,PF/C,DAL,4100,25.12,25.75,0
146762,Mike Muscala,PF/C,ATL,4000,15.24,14.75,0
146763,Kyle O'Quinn,PF/C,NY,3900,18.5,22.75,0
146764,Kelly Olynyk,PF/C,BOS,3700,15.07,19,0
146765,Marreese Speights,PF/C,LAC,3700,14.6,26.25,0
146766,Josh McRoberts,PF/C,MIA,3300,22.7,10,0
146767,Spencer Hawes,PF/C,CHA,3200,11.97,0,0
146768,Luis Scola,PF/C,BKN,3000,6.39,0,0
146769,Brandon Bass,PF/C,LAC,3000,3.2,0,0
146770,LeBron James,SF/PF,CLE,9900,51.91,48,0
146771,Kevin Durant,SF/PF,GS,9700,53.34,39,0
146772,Paul George,SF/PF,IND,7800,39.99,49.25,0
146773,Rudy Gay,SF/PF,SAC,6900,37.4,36.25,0
146774,Jabari Parker,SF/PF,MIL,6500,34,32.25,0
146775,Harrison Barnes,SF/PF,DAL,6500,33.85,14.5,0
146776,Wilson Chandler,SF/PF,DEN,6300,34.31,51.25,0
