Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Projected Value,Actual Scored,Iteration,date
Will Barton,DeMar DeRozan,Klay Thompson,Dwyane Wade,Lou Williams,Tony Allen,Marc Gasol,Rudy Gobert,DEN,TOR,GS,CHI,LAL,MEM,MEM,UTA,SG/SF,SG,SG,SG,SG,SG,C,C,5100,7800,6600,6500,5800,4100,7600,6500,268.68,433.5,1,Dec52016
Will Barton,DeMar DeRozan,Klay Thompson,Dwyane Wade,Lou Williams,Tony Allen,Marc Gasol,Brook Lopez,DEN,TOR,GS,CHI,LAL,MEM,MEM,BKN,SG/SF,SG,SG,SG,SG,SG,C,C,5100,7800,6600,6500,5800,4100,7600,6400,268.84,430.25,2,Dec52016
Will Barton,Klay Thompson,Dwyane Wade,Lou Williams,Tony Allen,Marc Gasol,Brook Lopez,Kevin Love,DEN,GS,CHI,LAL,MEM,MEM,BKN,CLE,SG/SF,SG,SG,SG,SG,C,C,PF/C,5100,6600,6500,5800,4100,7600,6400,7900,272.55,430.25,3,Dec52016
Will Barton,Klay Thompson,Lou Williams,Tony Allen,Marc Gasol,Rudy Gobert,Langston Galloway,Anthony Davis,DEN,GS,LAL,MEM,MEM,UTA,NO,NO,SG/SF,SG,SG,SG,C,C,PG,PF/C,5100,6600,5800,4100,7600,6500,3000,11000,267.81,430.0,4,Dec52016
Will Barton,Danilo Gallinari,Klay Thompson,Lou Williams,Tony Allen,Marc Gasol,Rudy Gobert,Damian Lillard,DEN,DEN,GS,LAL,MEM,MEM,UTA,POR,SG/SF,SF,SG,SG,SG,C,C,PG,5100,5500,6600,5800,4100,7600,6500,8400,264.05,430.0,5,Dec52016
Will Barton,Danilo Gallinari,Klay Thompson,Dwyane Wade,Lou Williams,Tony Allen,Marc Gasol,Damian Lillard,DEN,DEN,GS,CHI,LAL,MEM,MEM,POR,SG/SF,SF,SG,SG,SG,SG,C,PG,5100,5500,6600,6500,5800,4100,7600,8400,267.1,429.75,6,Dec52016
Will Barton,Klay Thompson,Dwyane Wade,Lou Williams,Tony Allen,Marc Gasol,Langston Galloway,Anthony Davis,DEN,GS,CHI,LAL,MEM,MEM,NO,NO,SG/SF,SG,SG,SG,SG,C,PG,PF/C,5100,6600,6500,5800,4100,7600,3000,11000,270.86,429.75,7,Dec52016
Nikola Mirotic,Will Barton,Klay Thompson,Lou Williams,Tony Allen,Marc Gasol,Rudy Gobert,LeBron James,CHI,DEN,GS,LAL,MEM,MEM,UTA,CLE,SF/PF,SG/SF,SG,SG,SG,C,C,SF/PF,4300,5100,6600,5800,4100,7600,6500,9700,260.59,429.25,8,Dec52016
Nikola Mirotic,Will Barton,Klay Thompson,Dwyane Wade,Lou Williams,Tony Allen,Marc Gasol,LeBron James,CHI,DEN,GS,CHI,LAL,MEM,MEM,CLE,SF/PF,SG/SF,SG,SG,SG,SG,C,SF/PF,4300,5100,6600,6500,5800,4100,7600,9700,263.64,429.0,9,Dec52016
Will Barton,Klay Thompson,Lou Williams,Troy Daniels,Tony Allen,Marc Gasol,Rudy Gobert,LeBron James,DEN,GS,LAL,MEM,MEM,MEM,UTA,CLE,SG/SF,SG,SG,SG,SG,C,C,SF/PF,5100,6600,5800,4200,4100,7600,6500,9700,269.63,429.0,10,Dec52016
Will Barton,Klay Thompson,Dwyane Wade,Lou Williams,Troy Daniels,Tony Allen,Marc Gasol,LeBron James,DEN,GS,CHI,LAL,MEM,MEM,MEM,CLE,SG/SF,SG,SG,SG,SG,SG,C,SF/PF,5100,6600,6500,5800,4200,4100,7600,9700,272.68,428.75,11,Dec52016
Will Barton,Klay Thompson,Lou Williams,Tony Allen,Marc Gasol,Rudy Gobert,Trevor Booker,Damian Lillard,DEN,GS,LAL,MEM,MEM,UTA,BKN,POR,SG/SF,SG,SG,SG,C,C,PF,PG,5100,6600,5800,4100,7600,6500,5800,8400,265.56,428.5,12,Dec52016
Will Barton,Klay Thompson,Lou Williams,Tony Allen,Sergio Rodriguez,Marc Gasol,Rudy Gobert,Damian Lillard,DEN,GS,LAL,MEM,PHI,MEM,UTA,POR,SG/SF,SG,SG,SG,PG,C,C,PG,5100,6600,5800,4100,5000,7600,6500,8400,262.76,428.5,13,Dec52016
Harrison Barnes,Will Barton,Klay Thompson,Dwyane Wade,Lou Williams,Tony Allen,Marc Gasol,Rudy Gobert,DAL,DEN,GS,CHI,LAL,MEM,MEM,UTA,SF/PF,SG/SF,SG,SG,SG,SG,C,C,6200,5100,6600,6500,5800,4100,7600,6500,262.15,428.25,14,Dec52016
Nicolas Batum,Will Barton,Klay Thompson,Dwyane Wade,Lou Williams,Tony Allen,Marc Gasol,Rudy Gobert,CHA,DEN,GS,CHI,LAL,MEM,MEM,UTA,SG/SF,SG/SF,SG,SG,SG,SG,C,C,6600,5100,6600,6500,5800,4100,7600,6500,263.36,428.25,15,Dec52016
Russell Westbrook,Allen Crabbe,Klay Thompson,Lou Williams,Tony Allen,Marc Gasol,Rudy Gobert,Langston Galloway,OKC,POR,GS,LAL,MEM,MEM,UTA,NO,PG,SG/SF,SG,SG,SG,C,C,PG,12600,3600,6600,5800,4100,7600,6500,3000,263.17,428.25,16,Dec52016
Will Barton,Klay Thompson,Dwyane Wade,Lou Williams,Tony Allen,Marc Gasol,Trevor Booker,Damian Lillard,DEN,GS,CHI,LAL,MEM,MEM,BKN,POR,SG/SF,SG,SG,SG,SG,C,PF,PG,5100,6600,6500,5800,4100,7600,5800,8400,268.61,428.25,17,Dec52016
Will Barton,Klay Thompson,Dwyane Wade,Lou Williams,Tony Allen,Sergio Rodriguez,Marc Gasol,Damian Lillard,DEN,GS,CHI,LAL,MEM,PHI,MEM,POR,SG/SF,SG,SG,SG,SG,PG,C,PG,5100,6600,6500,5800,4100,5000,7600,8400,265.81,428.25,18,Dec52016
Russell Westbrook,Allen Crabbe,Klay Thompson,Dwyane Wade,Lou Williams,Tony Allen,Marc Gasol,Langston Galloway,OKC,POR,GS,CHI,LAL,MEM,MEM,NO,PG,SG/SF,SG,SG,SG,SG,C,PG,12600,3600,6600,6500,5800,4100,7600,3000,266.22,428.0,19,Dec52016
Harrison Barnes,Will Barton,DeMar DeRozan,Klay Thompson,Lou Williams,Tony Allen,Marc Gasol,Rudy Gobert,DAL,DEN,TOR,GS,LAL,MEM,MEM,UTA,SF/PF,SG/SF,SG,SG,SG,SG,C,C,6200,5100,7800,6600,5800,4100,7600,6500,262.53,427.75,20,Dec52016
Harrison Barnes,Will Barton,Klay Thompson,Lou Williams,Tony Allen,Marc Gasol,Rudy Gobert,Kevin Love,DAL,DEN,GS,LAL,MEM,MEM,UTA,CLE,SF/PF,SG/SF,SG,SG,SG,C,C,PF/C,6200,5100,6600,5800,4100,7600,6500,7900,266.24,427.75,21,Dec52016
Russell Westbrook,Nikola Mirotic,Will Barton,Klay Thompson,Lou Williams,Tony Allen,Marc Gasol,Langston Galloway,OKC,CHI,DEN,GS,LAL,MEM,MEM,NO,PG,SF/PF,SG/SF,SG,SG,SG,C,PG,12600,4300,5100,6600,5800,4100,7600,3000,256.38,427.5,22,Dec52016
Harrison Barnes,Will Barton,DeMar DeRozan,Klay Thompson,Dwyane Wade,Lou Williams,Tony Allen,Marc Gasol,DAL,DEN,TOR,GS,CHI,LAL,MEM,MEM,SF/PF,SG/SF,SG,SG,SG,SG,SG,C,6200,5100,7800,6600,6500,5800,4100,7600,265.58,427.5,23,Dec52016
Harrison Barnes,Will Barton,Klay Thompson,Dwyane Wade,Lou Williams,Tony Allen,Marc Gasol,Kevin Love,DAL,DEN,GS,CHI,LAL,MEM,MEM,CLE,SF/PF,SG/SF,SG,SG,SG,SG,C,PF/C,6200,5100,6600,6500,5800,4100,7600,7900,269.29,427.5,24,Dec52016
Will Barton,Deron Williams,Klay Thompson,Lou Williams,Tony Allen,Marc Gasol,Rudy Gobert,Damian Lillard,DEN,DAL,GS,LAL,MEM,MEM,UTA,POR,SG/SF,PG,SG,SG,SG,C,C,PG,5100,5100,6600,5800,4100,7600,6500,8400,260.67,427.25,25,Dec52016
Will Barton,Klay Thompson,Dwyane Wade,Lou Williams,Marc Gasol,Rudy Gobert,Damian Lillard,Langston Galloway,DEN,GS,CHI,LAL,MEM,UTA,POR,NO,SG/SF,SG,SG,SG,C,C,PG,PG,5100,6600,6500,5800,7600,6500,8400,3000,265.99,427.25,26,Dec52016
Will Barton,Deron Williams,Klay Thompson,Dwyane Wade,Lou Williams,Tony Allen,Marc Gasol,Damian Lillard,DEN,DAL,GS,CHI,LAL,MEM,MEM,POR,SG/SF,PG,SG,SG,SG,SG,C,PG,5100,5100,6600,6500,5800,4100,7600,8400,263.72,427.0,27,Dec52016
Will Barton,Klay Thompson,Lou Williams,Tony Allen,Marc Gasol,Al Horford,Langston Galloway,Anthony Davis,DEN,GS,LAL,MEM,MEM,BOS,NO,NO,SG/SF,SG,SG,SG,C,C,PG,PF/C,5100,6600,5800,4100,7600,6700,3000,11000,267.54,426.75,28,Dec52016
Will Barton,Klay Thompson,Lou Williams,Tony Allen,Marc Gasol,Brook Lopez,Langston Galloway,Anthony Davis,DEN,GS,LAL,MEM,MEM,BKN,NO,NO,SG/SF,SG,SG,SG,C,C,PG,PF/C,5100,6600,5800,4100,7600,6400,3000,11000,267.97,426.75,29,Dec52016
Russell Westbrook,Will Barton,Klay Thompson,Lou Williams,Tony Allen,Marc Gasol,Ersan Ilyasova,Langston Galloway,OKC,DEN,GS,LAL,MEM,MEM,PHI,NO,PG,SG/SF,SG,SG,SG,C,PF,PG,12600,5100,6600,5800,4100,7600,4700,3000,265.84,426.75,30,Dec52016
Will Barton,Danilo Gallinari,Klay Thompson,Lou Williams,Tony Allen,Marc Gasol,Brook Lopez,Damian Lillard,DEN,DEN,GS,LAL,MEM,MEM,BKN,POR,SG/SF,SF,SG,SG,SG,C,C,PG,5100,5500,6600,5800,4100,7600,6400,8400,264.21,426.75,31,Dec52016
Will Barton,Klay Thompson,Lou Williams,Tony Allen,Marc Gasol,Rudy Gobert,Langston Galloway,LeBron James,DEN,GS,LAL,MEM,MEM,UTA,NO,CLE,SG/SF,SG,SG,SG,C,C,PG,SF/PF,5100,6600,5800,4100,7600,6500,3000,9700,259.6,426.75,32,Dec52016
Will Barton,Danilo Gallinari,Klay Thompson,Lou Williams,Tony Allen,Marc Gasol,Al Horford,Damian Lillard,DEN,DEN,GS,LAL,MEM,MEM,BOS,POR,SG/SF,SF,SG,SG,SG,C,C,PG,5100,5500,6600,5800,4100,7600,6700,8400,263.78,426.75,33,Dec52016
Will Barton,Klay Thompson,Dwyane Wade,Lou Williams,Tony Allen,Marc Gasol,Langston Galloway,LeBron James,DEN,GS,CHI,LAL,MEM,MEM,NO,CLE,SG/SF,SG,SG,SG,SG,C,PG,SF/PF,5100,6600,6500,5800,4100,7600,3000,9700,262.65,426.5,34,Dec52016
Will Barton,Klay Thompson,Sean Kilpatrick,Lou Williams,Tony Allen,Marc Gasol,Rudy Gobert,Damian Lillard,DEN,GS,BKN,LAL,MEM,MEM,UTA,POR,SG/SF,SG,SG,SG,SG,C,C,PG,5100,6600,5900,5800,4100,7600,6500,8400,267.32,426.5,35,Dec52016
Will Barton,Klay Thompson,Dwyane Wade,Lou Williams,Tony Allen,Marc Gasol,Rudy Gobert,Paul Millsap,DEN,GS,CHI,LAL,MEM,MEM,UTA,ATL,SG/SF,SG,SG,SG,SG,C,C,PF,5100,6600,6500,5800,4100,7600,6500,7200,264.88,426.25,36,Dec52016
Will Barton,Klay Thompson,Dwyane Wade,Sean Kilpatrick,Lou Williams,Tony Allen,Marc Gasol,Damian Lillard,DEN,GS,CHI,BKN,LAL,MEM,MEM,POR,SG/SF,SG,SG,SG,SG,SG,C,PG,5100,6600,6500,5900,5800,4100,7600,8400,270.37,426.25,37,Dec52016
Nikola Mirotic,Will Barton,Klay Thompson,Lou Williams,Tony Allen,Marc Gasol,Al Horford,LeBron James,CHI,DEN,GS,LAL,MEM,MEM,BOS,CLE,SF/PF,SG/SF,SG,SG,SG,C,C,SF/PF,4300,5100,6600,5800,4100,7600,6700,9700,260.32,426.0,38,Dec52016
Will Barton,DeMar DeRozan,Klay Thompson,Lou Williams,Tony Allen,Marc Gasol,Langston Galloway,LeBron James,DEN,TOR,GS,LAL,MEM,MEM,NO,CLE,SG/SF,SG,SG,SG,SG,C,PG,SF/PF,5100,7800,6600,5800,4100,7600,3000,9700,263.03,426.0,39,Dec52016
Will Barton,Klay Thompson,Lou Williams,Tony Allen,Marc Gasol,Langston Galloway,Kevin Love,LeBron James,DEN,GS,LAL,MEM,MEM,NO,CLE,CLE,SG/SF,SG,SG,SG,C,PG,PF/C,SF/PF,5100,6600,5800,4100,7600,3000,7900,9700,266.74,426.0,40,Dec52016
Nikola Mirotic,Will Barton,Klay Thompson,Lou Williams,Tony Allen,Marc Gasol,Brook Lopez,LeBron James,CHI,DEN,GS,LAL,MEM,MEM,BKN,CLE,SF/PF,SG/SF,SG,SG,SG,C,C,SF/PF,4300,5100,6600,5800,4100,7600,6400,9700,260.75,426.0,41,Dec52016
Allen Crabbe,Klay Thompson,Dwyane Wade,Lou Williams,Tony Allen,Marc Gasol,Rudy Gobert,Damian Lillard,POR,GS,CHI,LAL,MEM,MEM,UTA,POR,SG/SF,SG,SG,SG,SG,C,C,PG,3600,6600,6500,5800,4100,7600,6500,8400,259.76,425.75,42,Dec52016
Will Barton,Klay Thompson,Dwyane Wade,Lou Williams,Tony Allen,Marc Gasol,Rudy Gobert,LaMarcus Aldridge,DEN,GS,CHI,LAL,MEM,MEM,UTA,SA,SG/SF,SG,SG,SG,SG,C,C,PF/C,5100,6600,6500,5800,4100,7600,6500,6300,264.1,425.75,43,Dec52016
Will Barton,Klay Thompson,Lou Williams,Troy Daniels,Tony Allen,Marc Gasol,Al Horford,LeBron James,DEN,GS,LAL,MEM,MEM,MEM,BOS,CLE,SG/SF,SG,SG,SG,SG,C,C,SF/PF,5100,6600,5800,4200,4100,7600,6700,9700,269.36,425.75,44,Dec52016
Will Barton,Klay Thompson,Lou Williams,Troy Daniels,Tony Allen,Marc Gasol,Brook Lopez,LeBron James,DEN,GS,LAL,MEM,MEM,MEM,BKN,CLE,SG/SF,SG,SG,SG,SG,C,C,SF/PF,5100,6600,5800,4200,4100,7600,6400,9700,269.79,425.75,45,Dec52016
Russell Westbrook,Terrence Ross,Klay Thompson,Lou Williams,Tony Allen,Marc Gasol,Rudy Gobert,Langston Galloway,OKC,TOR,GS,LAL,MEM,MEM,UTA,NO,PG,SG/SF,SG,SG,SG,C,C,PG,12600,3600,6600,5800,4100,7600,6500,3000,263.84,425.75,46,Dec52016
Russell Westbrook,Jeremy Lamb,Klay Thompson,Lou Williams,Tony Allen,Marc Gasol,Rudy Gobert,Langston Galloway,OKC,CHA,GS,LAL,MEM,MEM,UTA,NO,PG,SG/SF,SG,SG,SG,C,C,PG,12600,3800,6600,5800,4100,7600,6500,3000,266.87,425.75,47,Dec52016
