Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Projected Value,Actual Scored,Iteration,date
Patrick Beverley,Marc Gasol,Enes Kanter,Kyrie Irving,Malcolm Brogdon,Anthony Davis,Taj Gibson,Devin Booker,HOU,MEM,OKC,CLE,MIL,NO,CHI,PHO,PG,C,C,PG,PG/SG,PF/C,PF/C,SG/SF,5700,7200,4300,7500,3100,10900,4900,5900,256.66,383.25,1,Dec212016
Patrick Beverley,Gordon Hayward,Marc Gasol,Enes Kanter,Kyrie Irving,Taj Gibson,Jrue Holiday,Devin Booker,HOU,UTA,MEM,OKC,CLE,CHI,NO,PHO,PG,SF,C,C,PG,PF/C,PG,SG/SF,5700,7600,7200,4300,7500,4900,6700,5900,251.73,378.75,2,Dec212016
Patrick Beverley,Marc Gasol,Brandon Knight,Kyrie Irving,Malcolm Brogdon,Anthony Davis,Taj Gibson,Devin Booker,HOU,MEM,PHO,CLE,MIL,NO,CHI,PHO,PG,C,PG/SG,PG,PG/SG,PF/C,PF/C,SG/SF,5700,7200,4000,7500,3100,10900,4900,5900,254.63,378.0,3,Dec212016
Patrick Beverley,Marc Gasol,Enes Kanter,Ty Lawson,Kyrie Irving,Anthony Davis,Taj Gibson,Devin Booker,HOU,MEM,OKC,SAC,CLE,NO,CHI,PHO,PG,C,C,PG,PG,PF/C,PF/C,SG/SF,5700,7200,4300,3200,7500,10900,4900,5900,260.39,377.75,4,Dec212016
Patrick Beverley,Marc Gasol,Kyrie Irving,Malcolm Brogdon,Anthony Davis,Jrue Holiday,Joffrey Lauvergne,Devin Booker,HOU,MEM,CLE,MIL,NO,NO,OKC,PHO,PG,C,PG,PG/SG,PF/C,PG,PF/C,SG/SF,5700,7200,7500,3100,10900,6700,3000,5900,253.31,377.5,5,Dec212016
Patrick Beverley,Marc Gasol,Alex Abrines,Kyrie Irving,Malcolm Brogdon,Anthony Davis,Jrue Holiday,Devin Booker,HOU,MEM,OKC,CLE,MIL,NO,NO,PHO,PG,C,SG,PG,PG/SG,PF/C,PG,SG/SF,5700,7200,3000,7500,3100,10900,6700,5900,249.42,377.0,6,Dec212016
Patrick Beverley,Marc Gasol,Kyrie Irving,Malcolm Brogdon,Karl-Anthony Towns,Taj Gibson,Jrue Holiday,Devin Booker,HOU,MEM,CLE,MIL,MIN,CHI,NO,PHO,PG,C,PG,PG/SG,PF/C,PF/C,PG,SG/SF,5700,7200,7500,3100,8700,4900,6700,5900,258.81,376.5,7,Dec212016
Russell Westbrook,Patrick Beverley,Marc Gasol,Kyrie Irving,Malcolm Brogdon,Taj Gibson,Joffrey Lauvergne,Devin Booker,OKC,HOU,MEM,CLE,MIL,CHI,OKC,PHO,PG,PG,C,PG,PG/SG,PF/C,PF/C,SG/SF,12600,5700,7200,7500,3100,4900,3000,5900,255.36,376.5,8,Dec212016
Marc Gasol,Enes Kanter,Brandon Knight,Kyrie Irving,Malcolm Brogdon,Anthony Davis,Jrue Holiday,Devin Booker,MEM,OKC,PHO,CLE,MIL,NO,NO,PHO,C,C,PG/SG,PG,PG/SG,PF/C,PG,SG/SF,7200,4300,4000,7500,3100,10900,6700,5900,255.37,376.5,9,Dec212016
Russell Westbrook,Patrick Beverley,Marc Gasol,Alex Abrines,Kyrie Irving,Malcolm Brogdon,Taj Gibson,Devin Booker,OKC,HOU,MEM,OKC,CLE,MIL,CHI,PHO,PG,PG,C,SG,PG,PG/SG,PF/C,SG/SF,12600,5700,7200,3000,7500,3100,4900,5900,251.47,376.0,10,Dec212016
