Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Projected Value,Actual Scored,Iteration,date
Gordon Hayward,Jae Crowder,Brook Lopez,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,Goran Dragic,UTA,BOS,BKN,WAS,DAL,WAS,PHI,MIA,SF,SF,C,SG,SG,SF/PF,PF/C,PG,7600,5600,7100,6600,3500,5200,7200,7200,266.23,377.0,1,Dec182016
Gordon Hayward,Brook Lopez,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,Goran Dragic,Tim Frazier,UTA,BKN,BKN,WAS,WAS,PHI,MIA,NO,SF,C,SG/SF,SG,SF/PF,PF/C,PG,PG,7600,7100,3500,6600,5200,7200,7200,5300,258.56,375.5,2,Dec182016
Gordon Hayward,Hassan Whiteside,Brook Lopez,Joe Harris,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,UTA,MIA,BKN,BKN,WAS,DAL,WAS,PHI,SF,C,C,SG/SF,SG,SG,SF/PF,PF/C,7600,8300,7100,3500,6600,3500,5200,7200,258.21,374.0,3,Dec182016
Gordon Hayward,Jae Crowder,Brook Lopez,Devin Harris,Bradley Beal,Markieff Morris,Joel Embiid,Goran Dragic,UTA,BOS,BKN,DAL,WAS,WAS,PHI,MIA,SF,SF,C,PG,SG,SF/PF,PF/C,PG,7600,5600,7100,3000,6600,5200,7200,7200,253.33,373.5,4,Dec182016
Gordon Hayward,Jae Crowder,Brook Lopez,Rudy Gobert,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,UTA,BOS,BKN,UTA,WAS,DAL,WAS,PHI,SF,SF,C,C,SG,SG,SF/PF,PF/C,7600,5600,7100,6900,6600,3500,5200,7200,264.84,373.25,5,Dec182016
Gordon Hayward,Jae Crowder,Brook Lopez,Al Horford,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,UTA,BOS,BKN,BOS,WAS,DAL,WAS,PHI,SF,SF,C,C,SG,SG,SF/PF,PF/C,7600,5600,7100,6800,6600,3500,5200,7200,263.24,372.5,6,Dec182016
Gordon Hayward,Jae Crowder,Brook Lopez,Manu Ginobili,Bradley Beal,Markieff Morris,Joel Embiid,Goran Dragic,UTA,BOS,BKN,SA,WAS,WAS,PHI,MIA,SF,SF,C,SG,SG,SF/PF,PF/C,PG,7600,5600,7100,3400,6600,5200,7200,7200,261.88,372.5,7,Dec182016
Gordon Hayward,Brook Lopez,Rudy Gobert,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,Tim Frazier,UTA,BKN,UTA,BKN,WAS,WAS,PHI,NO,SF,C,C,SG/SF,SG,SF/PF,PF/C,PG,7600,7100,6900,3500,6600,5200,7200,5300,257.17,371.75,8,Dec182016
Gordon Hayward,Brook Lopez,Joe Harris,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,Goran Dragic,UTA,BKN,BKN,WAS,DAL,WAS,PHI,MIA,SF,C,SG/SF,SG,SG,SF/PF,PF/C,PG,7600,7100,3500,6600,3500,5200,7200,7200,252.12,371.5,9,Dec182016
Gordon Hayward,Hassan Whiteside,Brook Lopez,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,Patty Mills,UTA,MIA,BKN,BKN,WAS,WAS,PHI,SA,SF,C,C,SG/SF,SG,SF/PF,PF/C,PG,7600,8300,7100,3500,6600,5200,7200,4200,260.82,371.5,10,Dec182016
