Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Projected Value,Actual Scored,Iteration,date
Terrence Jones,Hassan Whiteside,Dion Waiters,Justin Holiday,Russell Westbrook,Chris Paul,Isaiah Thomas,Joe Ingles,NO,MIA,MIA,NY,OKC,LAC,BOS,UTA,PF,C,SG,SG/SF,PG,PG,PG,SF,4300,8100,4200,3000,10800,8700,7800,3000,248.74,362.75,1,Nov142016
Terrence Jones,Hassan Whiteside,Tobias Harris,Dion Waiters,Justin Holiday,Russell Westbrook,Isaiah Thomas,Trevor Ariza,NO,MIA,DET,MIA,NY,OKC,BOS,HOU,PF,C,SF/PF,SG,SG/SF,PG,PG,SF,4300,8100,5900,4200,3000,10800,7800,5100,247.32,362.75,2,Nov142016
Terrence Jones,Hassan Whiteside,Dion Waiters,Justin Holiday,Russell Westbrook,Chris Paul,Isaiah Thomas,Langston Galloway,NO,MIA,MIA,NY,OKC,LAC,BOS,NO,PF,C,SG,SG/SF,PG,PG,PG,PG,4300,8100,4200,3000,10800,8700,7800,3100,254.23,362.0,3,Nov142016
Clint Capela,Hassan Whiteside,Tobias Harris,Dion Waiters,Justin Holiday,Russell Westbrook,Isaiah Thomas,Trevor Ariza,HOU,MIA,DET,MIA,NY,OKC,BOS,HOU,PF/C,C,SF/PF,SG,SG/SF,PG,PG,SF,4900,8100,5900,4200,3000,10800,7800,5100,254.44,362.0,4,Nov142016
Terrence Jones,Hassan Whiteside,Aron Baynes,Dion Waiters,Justin Holiday,Russell Westbrook,Chris Paul,Isaiah Thomas,NO,MIA,DET,MIA,NY,OKC,LAC,BOS,PF,C,C,SG,SG/SF,PG,PG,PG,4300,8100,3000,4200,3000,10800,8700,7800,252.94,361.75,5,Nov142016
Kristaps Porzingis,Hassan Whiteside,Dion Waiters,Justin Holiday,Russell Westbrook,Isaiah Thomas,Trevor Ariza,Vince Carter,NY,MIA,MIA,NY,OKC,BOS,HOU,MEM,PF,C,SG,SG/SF,PG,PG,SF,SF,6900,8100,4200,3000,10800,7800,5100,4000,260.28,361.25,6,Nov142016
Hassan Whiteside,Dion Waiters,Justin Holiday,Russell Westbrook,Chris Paul,Isaiah Thomas,Vince Carter,Joe Ingles,MIA,MIA,NY,OKC,LAC,BOS,MEM,UTA,C,SG,SG/SF,PG,PG,PG,SF,SF,8100,4200,3000,10800,8700,7800,4000,3000,253.66,360.0,7,Nov142016
Hassan Whiteside,Tobias Harris,Dion Waiters,Justin Holiday,Russell Westbrook,Isaiah Thomas,Trevor Ariza,Vince Carter,MIA,DET,MIA,NY,OKC,BOS,HOU,MEM,C,SF/PF,SG,SG/SF,PG,PG,SF,SF,8100,5900,4200,3000,10800,7800,5100,4000,252.24,360.0,8,Nov142016
Kristaps Porzingis,Hassan Whiteside,Dion Waiters,Justin Holiday,Russell Westbrook,Isaiah Thomas,Trevor Ariza,Joe Ingles,NY,MIA,MIA,NY,OKC,BOS,HOU,UTA,PF,C,SG,SG/SF,PG,PG,SF,SF,6900,8100,4200,3000,10800,7800,5100,3000,248.91,359.5,9,Nov142016
Hassan Whiteside,Trey Lyles,Dion Waiters,Justin Holiday,Russell Westbrook,Chris Paul,Isaiah Thomas,Vince Carter,MIA,UTA,MIA,NY,OKC,LAC,BOS,MEM,C,PF/C,SG,SG/SF,PG,PG,PG,SF,8100,3300,4200,3000,10800,8700,7800,4000,259.69,359.25,10,Nov142016
Hassan Whiteside,Dion Waiters,Justin Holiday,Russell Westbrook,Chris Paul,Isaiah Thomas,Langston Galloway,Vince Carter,MIA,MIA,NY,OKC,LAC,BOS,NO,MEM,C,SG,SG/SF,PG,PG,PG,PG,SF,8100,4200,3000,10800,8700,7800,3100,4000,259.15,359.25,11,Nov142016
Hassan Whiteside,Aron Baynes,Dion Waiters,Justin Holiday,Russell Westbrook,Chris Paul,Isaiah Thomas,Vince Carter,MIA,DET,MIA,NY,OKC,LAC,BOS,MEM,C,C,SG,SG/SF,PG,PG,PG,SF,8100,3000,4200,3000,10800,8700,7800,4000,257.86,359.0,12,Nov142016
Kristaps Porzingis,Hassan Whiteside,Dion Waiters,Justin Holiday,Russell Westbrook,Isaiah Thomas,Langston Galloway,Trevor Ariza,NY,MIA,MIA,NY,OKC,BOS,NO,HOU,PF,C,SG,SG/SF,PG,PG,PG,SF,6900,8100,4200,3000,10800,7800,3100,5100,254.4,358.75,13,Nov142016
Kristaps Porzingis,Hassan Whiteside,Trey Lyles,Dion Waiters,Justin Holiday,Russell Westbrook,Isaiah Thomas,Trevor Ariza,NY,MIA,UTA,MIA,NY,OKC,BOS,HOU,PF,C,PF/C,SG,SG/SF,PG,PG,SF,6900,8100,3300,4200,3000,10800,7800,5100,254.94,358.75,14,Nov142016
Hassan Whiteside,Dion Waiters,Justin Holiday,Russell Westbrook,Isaiah Thomas,Carmelo Anthony,Trevor Ariza,Joe Ingles,MIA,MIA,NY,OKC,BOS,NY,HOU,UTA,C,SG,SG/SF,PG,PG,SF,SF,SF,8100,4200,3000,10800,7800,7500,5100,3000,254.45,358.5,15,Nov142016
Kristaps Porzingis,Hassan Whiteside,Aron Baynes,Dion Waiters,Justin Holiday,Russell Westbrook,Isaiah Thomas,Trevor Ariza,NY,MIA,DET,MIA,NY,OKC,BOS,HOU,PF,C,C,SG,SG/SF,PG,PG,SF,6900,8100,3000,4200,3000,10800,7800,5100,253.11,358.5,16,Nov142016
Kristaps Porzingis,Hassan Whiteside,Tobias Harris,Dion Waiters,Justin Holiday,Russell Westbrook,Isaiah Thomas,Joe Ingles,NY,MIA,DET,MIA,NY,OKC,BOS,UTA,PF,C,SF/PF,SG,SG/SF,PG,PG,SF,6900,8100,5900,4200,3000,10800,7800,3000,246.82,358.5,17,Nov142016
Kristaps Porzingis,Hassan Whiteside,Dion Waiters,J.J. Redick,Justin Holiday,Russell Westbrook,Isaiah Thomas,Trevor Ariza,NY,MIA,MIA,LAC,NY,OKC,BOS,HOU,PF,C,SG,SG,SG/SF,PG,PG,SF,6900,8100,4200,4000,3000,10800,7800,5100,260.55,358.5,18,Nov142016
Hassan Whiteside,Tobias Harris,Dion Waiters,Justin Holiday,Russell Westbrook,Isaiah Thomas,Trevor Ariza,Joe Ingles,MIA,DET,MIA,NY,OKC,BOS,HOU,UTA,C,SF/PF,SG,SG/SF,PG,PG,SF,SF,8100,5900,4200,3000,10800,7800,5100,3000,240.87,358.25,19,Nov142016
Terrence Jones,Hassan Whiteside,Dion Waiters,Justin Holiday,Russell Westbrook,Isaiah Thomas,Jeff Teague,Trevor Ariza,NO,MIA,MIA,NY,OKC,BOS,IND,HOU,PF,C,SG,SG/SF,PG,PG,PG,SF,4300,8100,4200,3000,10800,7800,6400,5100,252.56,358.25,20,Nov142016
Kristaps Porzingis,Hassan Whiteside,Tobias Harris,Dion Waiters,Justin Holiday,Russell Westbrook,Isaiah Thomas,Langston Galloway,NY,MIA,DET,MIA,NY,OKC,BOS,NO,PF,C,SF/PF,SG,SG/SF,PG,PG,PG,6900,8100,5900,4200,3000,10800,7800,3100,252.31,357.75,21,Nov142016
Hassan Whiteside,Dion Waiters,Justin Holiday,Russell Westbrook,Isaiah Thomas,Langston Galloway,Carmelo Anthony,Trevor Ariza,MIA,MIA,NY,OKC,BOS,NO,NY,HOU,C,SG,SG/SF,PG,PG,PG,SF,SF,8100,4200,3000,10800,7800,3100,7500,5100,259.94,357.75,22,Nov142016
Kristaps Porzingis,Hassan Whiteside,Tobias Harris,Dion Waiters,Justin Holiday,Chris Paul,Isaiah Thomas,Trevor Ariza,NY,MIA,DET,MIA,NY,LAC,BOS,HOU,PF,C,SF/PF,SG,SG/SF,PG,PG,SF,6900,8100,5900,4200,3000,8700,7800,5100,247.17,357.75,23,Nov142016
Hassan Whiteside,Trey Lyles,Dion Waiters,Justin Holiday,Russell Westbrook,Isaiah Thomas,Carmelo Anthony,Trevor Ariza,MIA,UTA,MIA,NY,OKC,BOS,NY,HOU,C,PF/C,SG,SG/SF,PG,PG,SF,SF,8100,3300,4200,3000,10800,7800,7500,5100,260.48,357.75,24,Nov142016
Kristaps Porzingis,Terrence Jones,Clint Capela,Hassan Whiteside,Dion Waiters,Justin Holiday,Russell Westbrook,Isaiah Thomas,NY,NO,HOU,MIA,MIA,NY,OKC,BOS,PF,PF,PF/C,C,SG,SG/SF,PG,PG,6900,4300,4900,8100,4200,3000,10800,7800,251.54,357.75,25,Nov142016
