Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Projected Value,Actual Scored,Iteration,date
Kawhi Leonard,Terrence Jones,Dwyane Wade,Chris Paul,Devin Booker,Mike Conley,Derrick Rose,Joakim Noah,SA,NO,CHI,LAC,PHO,MEM,NY,NY,SF,PF,SG,PG,SG/SF,PG,PG,C,8300,3500,6400,8600,5900,6600,5600,4500,253.93,406.5,1,Nov42016
Kawhi Leonard,Terrence Jones,Dwyane Wade,Chris Paul,Devin Booker,Mike Conley,Derrick Rose,Mason Plumlee,SA,NO,CHI,LAC,PHO,MEM,NY,POR,SF,PF,SG,PG,SG/SF,PG,PG,C,8300,3500,6400,8600,5900,6600,5600,4900,257.46,406.25,2,Nov42016
Kawhi Leonard,Terrence Jones,Dwyane Wade,Chris Paul,Devin Booker,Mike Conley,Derrick Rose,Tyson Chandler,SA,NO,CHI,LAC,PHO,MEM,NY,PHO,SF,PF,SG,PG,SG/SF,PG,PG,C,8300,3500,6400,8600,5900,6600,5600,4400,253.39,404.75,3,Nov42016
Terrence Jones,Dwyane Wade,Chris Paul,Devin Booker,Mike Conley,Derrick Rose,Hassan Whiteside,Joakim Noah,NO,CHI,LAC,PHO,MEM,NY,MIA,NY,PF,SG,PG,SG/SF,PG,PG,C,C,3500,6400,8600,5900,6600,5600,8400,4500,253.8,403.75,4,Nov42016
Rondae Hollis-Jefferson,Terrence Jones,Dwyane Wade,Chris Paul,Devin Booker,Mike Conley,Derrick Rose,Hassan Whiteside,BKN,NO,CHI,LAC,PHO,MEM,NY,MIA,SF,PF,SG,PG,SG/SF,PG,PG,C,3600,3500,6400,8600,5900,6600,5600,8400,242.8,403.5,5,Nov42016
Terrence Jones,Dwyane Wade,Chris Paul,Devin Booker,Mike Conley,Derrick Rose,Hassan Whiteside,Mason Plumlee,NO,CHI,LAC,PHO,MEM,NY,MIA,POR,PF,SG,PG,SG/SF,PG,PG,C,C,3500,6400,8600,5900,6600,5600,8400,4900,257.33,403.5,6,Nov42016
Terrence Jones,Dwyane Wade,Chris Paul,Devin Booker,Mike Conley,Derrick Rose,Hassan Whiteside,Tyson Chandler,NO,CHI,LAC,PHO,MEM,NY,MIA,PHO,PF,SG,PG,SG/SF,PG,PG,C,C,3500,6400,8600,5900,6600,5600,8400,4400,253.26,402.0,7,Nov42016
Trevor Booker,Terrence Jones,Dwyane Wade,Chris Paul,Devin Booker,Mike Conley,Derrick Rose,Hassan Whiteside,BKN,NO,CHI,LAC,PHO,MEM,NY,MIA,PF,PF,SG,PG,SG/SF,PG,PG,C,4700,3500,6400,8600,5900,6600,5600,8400,253.49,401.25,8,Nov42016
Terrence Jones,Dwyane Wade,Lou Williams,Chris Paul,Devin Booker,Mike Conley,Derrick Rose,Hassan Whiteside,NO,CHI,LAL,LAC,PHO,MEM,NY,MIA,PF,SG,SG,PG,SG/SF,PG,PG,C,3500,6400,4300,8600,5900,6600,5600,8400,253.41,401.0,9,Nov42016
Julius Randle,Terrence Jones,Dwyane Wade,Lou Williams,Chris Paul,Devin Booker,Mike Conley,Hassan Whiteside,LAL,NO,CHI,LAL,LAC,PHO,MEM,MIA,PF,PF,SG,SG,PG,SG/SF,PG,C,6100,3500,6400,4300,8600,5900,6600,8400,255.69,400.25,10,Nov42016
