Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Projected Value,Actual Scored,Iteration,date
Thaddeus Young,Jonas Valanciunas,Larry Nance Jr.,Evan Turner,Russell Westbrook,Jeff Teague,Jamal Murray,Jimmy Butler,IND,TOR,LAL,POR,OKC,IND,DEN,CHI,PF,C,SF/PF,SG/SF,PG,PG,PG,SG/SF,5400,5600,3700,3900,12000,6800,3600,8700,252.35,380.0,12,Nov202016
Glenn Robinson III,Nikola Mirotic,Jonas Valanciunas,Evan Turner,Courtney Lee,Russell Westbrook,Jeff Teague,Jimmy Butler,IND,CHI,TOR,POR,NY,OKC,IND,CHI,SF,PF,C,SG/SF,SG,PG,PG,SG/SF,3400,4300,5600,3900,3600,12000,6800,8700,250.92,380.0,13,Nov202016
Nikola Mirotic,Jonas Valanciunas,Robin Lopez,Evan Turner,Courtney Lee,Russell Westbrook,Jeff Teague,Jimmy Butler,CHI,TOR,CHI,POR,NY,OKC,IND,CHI,PF,C,C,SG/SF,SG,PG,PG,SG/SF,4300,5600,5000,3900,3600,12000,6800,8700,259.69,380.0,14,Nov202016
Paul Millsap,Rudy Gay,Glenn Robinson III,Nikola Mirotic,Jonas Valanciunas,Courtney Lee,Russell Westbrook,Jeff Teague,ATL,SAC,IND,CHI,TOR,NY,OKC,IND,PF,SF,SF,PF,C,SG,PG,PG,7600,6600,3400,4300,5600,3600,12000,6800,259.58,379.75,15,Nov202016
Nikola Mirotic,Jonas Valanciunas,Larry Nance Jr.,Evan Turner,Courtney Lee,Russell Westbrook,Jeff Teague,Jimmy Butler,CHI,TOR,LAL,POR,NY,OKC,IND,CHI,PF,C,SF/PF,SG/SF,SG,PG,PG,SG/SF,4300,5600,3700,3900,3600,12000,6800,8700,247.94,379.75,16,Nov202016
Lou Williams,Glenn Robinson III,Jonas Valanciunas,Larry Nance Jr.,Evan Turner,Russell Westbrook,Jeff Teague,Jimmy Butler,LAL,IND,TOR,LAL,POR,OKC,IND,CHI,SG,SF,C,SF/PF,SG/SF,PG,PG,SG/SF,5200,3400,5600,3700,3900,12000,6800,8700,253.26,379.25,17,Nov202016
Rudy Gay,Glenn Robinson III,Jonas Valanciunas,Evan Turner,Russell Westbrook,Jeff Teague,Isaiah Canaan,Jimmy Butler,SAC,IND,TOR,POR,OKC,IND,CHI,CHI,SF,SF,C,SG/SF,PG,PG,PG,SG/SF,6600,3400,5600,3900,12000,6800,3000,8700,256.42,379.25,18,Nov202016
Nikola Mirotic,Jonas Valanciunas,Jusuf Nurkic,Evan Turner,Russell Westbrook,Jeff Teague,Jamal Murray,Jimmy Butler,CHI,TOR,DEN,POR,OKC,IND,DEN,CHI,PF,C,C,SG/SF,PG,PG,PG,SG/SF,4300,5600,4300,3900,12000,6800,3600,8700,252.49,379.25,19,Nov202016
Nikola Mirotic,Meyers Leonard,Jonas Valanciunas,Evan Turner,Russell Westbrook,Jeff Teague,Darren Collison,Jimmy Butler,CHI,POR,TOR,POR,OKC,IND,SAC,CHI,PF,PF,C,SG/SF,PG,PG,PG,SG/SF,4300,3000,5600,3900,12000,6800,5100,8700,247.72,379.25,20,Nov202016
Lou Williams,Rudy Gay,Thaddeus Young,Nikola Mirotic,Jonas Valanciunas,Evan Turner,Russell Westbrook,Jeff Teague,LAL,SAC,IND,CHI,TOR,POR,OKC,IND,SG,SF,PF,PF,C,SG/SF,PG,PG,5200,6600,5400,4300,5600,3900,12000,6800,260.21,379.0,21,Nov202016
Lou Williams,Meyers Leonard,Jonas Valanciunas,Jusuf Nurkic,Evan Turner,Russell Westbrook,Jeff Teague,Jimmy Butler,LAL,POR,TOR,DEN,POR,OKC,IND,CHI,SG,PF,C,C,SG/SF,PG,PG,SG/SF,5200,3000,5600,4300,3900,12000,6800,8700,247.29,379.0,22,Nov202016
Thaddeus Young,Nikola Mirotic,Jonas Valanciunas,Evan Turner,Russell Westbrook,Jeff Teague,Isaiah Canaan,Jimmy Butler,IND,CHI,TOR,POR,OKC,IND,CHI,CHI,PF,PF,C,SG/SF,PG,PG,PG,SG/SF,5400,4300,5600,3900,12000,6800,3000,8700,258.91,378.75,23,Nov202016
Nikola Mirotic,Jonas Valanciunas,Enes Kanter,Evan Turner,Courtney Lee,Russell Westbrook,Jeff Teague,Jimmy Butler,CHI,TOR,OKC,POR,NY,OKC,IND,CHI,PF,C,C,SG/SF,SG,PG,PG,SG/SF,4300,5600,4400,3900,3600,12000,6800,8700,253.52,378.75,24,Nov202016
Thaddeus Young,Meyers Leonard,Jonas Valanciunas,Evan Turner,Russell Westbrook,Jeff Teague,Jamal Murray,Jimmy Butler,IND,POR,TOR,POR,OKC,IND,DEN,CHI,PF,PF,C,SG/SF,PG,PG,PG,SG/SF,5400,3000,5600,3900,12000,6800,3600,8700,244.94,378.75,25,Nov202016
Glenn Robinson III,Thaddeus Young,Jonas Valanciunas,Evan Turner,Kyle Korver,Russell Westbrook,Jeff Teague,Jimmy Butler,IND,IND,TOR,POR,ATL,OKC,IND,CHI,SF,PF,C,SG/SF,SG,PG,PG,SG/SF,3400,5400,5600,3900,3800,12000,6800,8700,257.94,378.75,26,Nov202016
Nikola Mirotic,Meyers Leonard,Jonas Valanciunas,Evan Turner,Courtney Lee,Russell Westbrook,Jeff Teague,Jimmy Butler,CHI,POR,TOR,POR,NY,OKC,IND,CHI,PF,PF,C,SG/SF,SG,PG,PG,SG/SF,4300,3000,5600,3900,3600,12000,6800,8700,240.53,378.5,27,Nov202016
Thaddeus Young,Jonas Valanciunas,Larry Nance Jr.,Evan Turner,Kyle Korver,Russell Westbrook,Jeff Teague,Jimmy Butler,IND,TOR,LAL,POR,ATL,OKC,IND,CHI,PF,C,SF/PF,SG/SF,SG,PG,PG,SG/SF,5400,5600,3700,3900,3800,12000,6800,8700,254.96,378.5,28,Nov202016
Glenn Robinson III,Nikola Mirotic,Jonas Valanciunas,Evan Turner,Russell Westbrook,Jeff Teague,Jamal Murray,Jimmy Butler,IND,CHI,TOR,POR,OKC,IND,DEN,CHI,SF,PF,C,SG/SF,PG,PG,PG,SG/SF,3400,4300,5600,3900,12000,6800,3600,8700,251.05,378.25,29,Nov202016
Paul Millsap,Rudy Gay,Nikola Mirotic,Meyers Leonard,Jonas Valanciunas,Courtney Lee,Russell Westbrook,Jeff Teague,ATL,SAC,CHI,POR,TOR,NY,OKC,IND,PF,SF,PF,PF,C,SG,PG,PG,7600,6600,4300,3000,5600,3600,12000,6800,249.19,378.25,30,Nov202016
Nikola Mirotic,Jonas Valanciunas,Evan Turner,Courtney Lee,Russell Westbrook,Jeff Teague,Darren Collison,Jimmy Butler,CHI,TOR,POR,NY,OKC,IND,SAC,CHI,PF,C,SG/SF,SG,PG,PG,PG,SG/SF,4300,5600,3900,3600,12000,6800,5100,8700,254.73,378.25,31,Nov202016
Lou Williams,Glenn Robinson III,Jonas Valanciunas,Enes Kanter,Evan Turner,Russell Westbrook,Jeff Teague,Jimmy Butler,LAL,IND,TOR,OKC,POR,OKC,IND,CHI,SG,SF,C,C,SG/SF,PG,PG,SG/SF,5200,3400,5600,4400,3900,12000,6800,8700,258.84,378.25,32,Nov202016
Nikola Mirotic,Jonas Valanciunas,Robin Lopez,Evan Turner,Russell Westbrook,Jeff Teague,Jamal Murray,Jimmy Butler,CHI,TOR,CHI,POR,OKC,IND,DEN,CHI,PF,C,C,SG/SF,PG,PG,PG,SG/SF,4300,5600,5000,3900,12000,6800,3600,8700,259.82,378.25,33,Nov202016
Glenn Robinson III,Jonas Valanciunas,Jusuf Nurkic,Evan Turner,Russell Westbrook,Jeff Teague,Rajon Rondo,Jimmy Butler,IND,TOR,DEN,POR,OKC,IND,CHI,CHI,SF,C,C,SG/SF,PG,PG,PG,SG/SF,3400,5600,4300,3900,12000,6800,5300,8700,261.44,378.0,34,Nov202016
Lou Williams,Glenn Robinson III,Meyers Leonard,Jonas Valanciunas,Evan Turner,Russell Westbrook,Jeff Teague,Jimmy Butler,LAL,IND,POR,TOR,POR,OKC,IND,CHI,SG,SF,PF,C,SG/SF,PG,PG,SG/SF,5200,3400,3000,5600,3900,12000,6800,8700,245.85,378.0,35,Nov202016
Nikola Mirotic,Jonas Valanciunas,Larry Nance Jr.,Evan Turner,Russell Westbrook,Jeff Teague,Jamal Murray,Jimmy Butler,CHI,TOR,LAL,POR,OKC,IND,DEN,CHI,PF,C,SF/PF,SG/SF,PG,PG,PG,SG/SF,4300,5600,3700,3900,12000,6800,3600,8700,248.07,378.0,36,Nov202016
Paul Millsap,Rudy Gay,Glenn Robinson III,Nikola Mirotic,Jonas Valanciunas,Russell Westbrook,Jeff Teague,Jamal Murray,ATL,SAC,IND,CHI,TOR,OKC,IND,DEN,PF,SF,SF,PF,C,PG,PG,PG,7600,6600,3400,4300,5600,12000,6800,3600,259.71,378.0,37,Nov202016
Nikola Mirotic,Jonas Valanciunas,Jusuf Nurkic,Evan Turner,Kyle Korver,Russell Westbrook,Jeff Teague,Jimmy Butler,CHI,TOR,DEN,POR,ATL,OKC,IND,CHI,PF,C,C,SG/SF,SG,PG,PG,SG/SF,4300,5600,4300,3900,3800,12000,6800,8700,255.1,377.75,38,Nov202016
Lou Williams,Meyers Leonard,Jonas Valanciunas,Larry Nance Jr.,Evan Turner,Russell Westbrook,Jeff Teague,Jimmy Butler,LAL,POR,TOR,LAL,POR,OKC,IND,CHI,SG,PF,C,SF/PF,SG/SF,PG,PG,SG/SF,5200,3000,5600,3700,3900,12000,6800,8700,242.87,377.75,39,Nov202016
Rudy Gay,Meyers Leonard,Jonas Valanciunas,Evan Turner,Russell Westbrook,Jeff Teague,Isaiah Canaan,Jimmy Butler,SAC,POR,TOR,POR,OKC,IND,CHI,CHI,SF,PF,C,SG/SF,PG,PG,PG,SG/SF,6600,3000,5600,3900,12000,6800,3000,8700,246.03,377.75,40,Nov202016
Thaddeus Young,Jonas Valanciunas,Evan Turner,Courtney Lee,Russell Westbrook,Jeff Teague,Jamal Murray,Jimmy Butler,IND,TOR,POR,NY,OKC,IND,DEN,CHI,PF,C,SG/SF,SG,PG,PG,PG,SG/SF,5400,5600,3900,3600,12000,6800,3600,8700,251.95,377.75,41,Nov202016
Lou Williams,Nikola Mirotic,Jonas Valanciunas,DeMarre Carroll,Evan Turner,Russell Westbrook,Jeff Teague,Jimmy Butler,LAL,CHI,TOR,TOR,POR,OKC,IND,CHI,SG,PF,C,SF/PF,SG/SF,PG,PG,SG/SF,5200,4300,5600,3500,3900,12000,6800,8700,260.54,377.75,42,Nov202016
Arron Afflalo,Thaddeus Young,Nikola Mirotic,Jonas Valanciunas,Evan Turner,Russell Westbrook,Jeff Teague,Jimmy Butler,SAC,IND,CHI,TOR,POR,OKC,IND,CHI,SG,PF,PF,C,SG/SF,PG,PG,SG/SF,3100,5400,4300,5600,3900,12000,6800,8700,258.57,377.5,43,Nov202016
Thaddeus Young,Meyers Leonard,Jonas Valanciunas,Evan Turner,Kyle Korver,Russell Westbrook,Jeff Teague,Jimmy Butler,IND,POR,TOR,POR,ATL,OKC,IND,CHI,PF,PF,C,SG/SF,SG,PG,PG,SG/SF,5400,3000,5600,3900,3800,12000,6800,8700,247.55,377.25,44,Nov202016
Lou Williams,Glenn Robinson III,Jonas Valanciunas,Evan Turner,Courtney Lee,Russell Westbrook,Jeff Teague,Jimmy Butler,LAL,IND,TOR,POR,NY,OKC,IND,CHI,SG,SF,C,SG/SF,SG,PG,PG,SG/SF,5200,3400,5600,3900,3600,12000,6800,8700,252.86,377.0,45,Nov202016
Rudy Gay,Glenn Robinson III,Jonas Valanciunas,Carmelo Anthony,Evan Turner,Courtney Lee,Russell Westbrook,Jeff Teague,SAC,IND,TOR,NY,POR,NY,OKC,IND,SF,SF,C,SF,SG/SF,SG,PG,PG,6600,3400,5600,7500,3900,3600,12000,6800,252.92,377.0,46,Nov202016
Nikola Mirotic,Jonas Valanciunas,Enes Kanter,Evan Turner,Russell Westbrook,Jeff Teague,Jamal Murray,Jimmy Butler,CHI,TOR,OKC,POR,OKC,IND,DEN,CHI,PF,C,C,SG/SF,PG,PG,PG,SG/SF,4300,5600,4400,3900,12000,6800,3600,8700,253.65,377.0,47,Nov202016
Nikola Mirotic,Meyers Leonard,Jonas Valanciunas,Evan Turner,Russell Westbrook,Jeff Teague,Jamal Murray,Jimmy Butler,CHI,POR,TOR,POR,OKC,IND,DEN,CHI,PF,PF,C,SG/SF,PG,PG,PG,SG/SF,4300,3000,5600,3900,12000,6800,3600,8700,240.66,376.75,48,Nov202016
Glenn Robinson III,Jonas Valanciunas,Larry Nance Jr.,Evan Turner,Russell Westbrook,Jeff Teague,Rajon Rondo,Jimmy Butler,IND,TOR,LAL,POR,OKC,IND,CHI,CHI,SF,C,SF/PF,SG/SF,PG,PG,PG,SG/SF,3400,5600,3700,3900,12000,6800,5300,8700,257.02,376.75,49,Nov202016
Lou Williams,Jonas Valanciunas,Larry Nance Jr.,Evan Turner,Courtney Lee,Russell Westbrook,Jeff Teague,Jimmy Butler,LAL,TOR,LAL,POR,NY,OKC,IND,CHI,SG,C,SF/PF,SG/SF,SG,PG,PG,SG/SF,5200,5600,3700,3900,3600,12000,6800,8700,249.88,376.75,50,Nov202016
Glenn Robinson III,Jonas Valanciunas,Jusuf Nurkic,Evan Turner,Russell Westbrook,Jeff Teague,Darren Collison,Jimmy Butler,IND,TOR,DEN,POR,OKC,IND,SAC,CHI,SF,C,C,SG/SF,PG,PG,PG,SG/SF,3400,5600,4300,3900,12000,6800,5100,8700,253.52,376.75,51,Nov202016
Rudy Gay,Jonas Valanciunas,Larry Nance Jr.,Carmelo Anthony,Evan Turner,Courtney Lee,Russell Westbrook,Jeff Teague,SAC,TOR,LAL,NY,POR,NY,OKC,IND,SF,C,SF/PF,SF,SG/SF,SG,PG,PG,6600,5600,3700,7500,3900,3600,12000,6800,249.94,376.75,52,Nov202016
Lou Williams,Meyers Leonard,Jonas Valanciunas,Enes Kanter,Evan Turner,Russell Westbrook,Jeff Teague,Jimmy Butler,LAL,POR,TOR,OKC,POR,OKC,IND,CHI,SG,PF,C,C,SG/SF,PG,PG,SG/SF,5200,3000,5600,4400,3900,12000,6800,8700,248.45,376.75,53,Nov202016
Glenn Robinson III,Nikola Mirotic,Jonas Valanciunas,Evan Turner,Kyle Korver,Russell Westbrook,Jeff Teague,Jimmy Butler,IND,CHI,TOR,POR,ATL,OKC,IND,CHI,SF,PF,C,SG/SF,SG,PG,PG,SG/SF,3400,4300,5600,3900,3800,12000,6800,8700,253.66,376.75,54,Nov202016
Rudy Gay,Thaddeus Young,Nikola Mirotic,Jonas Valanciunas,Evan Turner,Russell Westbrook,Jeff Teague,Rajon Rondo,SAC,IND,CHI,TOR,POR,OKC,IND,CHI,SF,PF,PF,C,SG/SF,PG,PG,PG,6600,5400,4300,5600,3900,12000,6800,5300,263.97,376.5,55,Nov202016
Arron Afflalo,Rudy Gay,Meyers Leonard,Jonas Valanciunas,Evan Turner,Russell Westbrook,Jeff Teague,Jimmy Butler,SAC,SAC,POR,TOR,POR,OKC,IND,CHI,SG,SF,PF,C,SG/SF,PG,PG,SG/SF,3100,6600,3000,5600,3900,12000,6800,8700,245.69,376.5,56,Nov202016
Meyers Leonard,Jonas Valanciunas,Jusuf Nurkic,Evan Turner,Russell Westbrook,Jeff Teague,Rajon Rondo,Jimmy Butler,POR,TOR,DEN,POR,OKC,IND,CHI,CHI,PF,C,C,SG/SF,PG,PG,PG,SG/SF,3000,5600,4300,3900,12000,6800,5300,8700,251.05,376.5,57,Nov202016
Nikola Mirotic,Jonas Valanciunas,Evan Turner,Russell Westbrook,Jeff Teague,Darren Collison,Jamal Murray,Jimmy Butler,CHI,TOR,POR,OKC,IND,SAC,DEN,CHI,PF,C,SG/SF,PG,PG,PG,PG,SG/SF,4300,5600,3900,12000,6800,5100,3600,8700,254.86,376.5,58,Nov202016
Paul Millsap,Rudy Gay,Nikola Mirotic,Meyers Leonard,Jonas Valanciunas,Russell Westbrook,Jeff Teague,Jamal Murray,ATL,SAC,CHI,POR,TOR,OKC,IND,DEN,PF,SF,PF,PF,C,PG,PG,PG,7600,6600,4300,3000,5600,12000,6800,3600,249.32,376.5,59,Nov202016
Thaddeus Young,Nikola Mirotic,Jonas Valanciunas,Carmelo Anthony,Evan Turner,Courtney Lee,Russell Westbrook,Jeff Teague,IND,CHI,TOR,NY,POR,NY,OKC,IND,PF,PF,C,SF,SG/SF,SG,PG,PG,5400,4300,5600,7500,3900,3600,12000,6800,255.41,376.5,60,Nov202016
Nikola Mirotic,Jonas Valanciunas,Larry Nance Jr.,Evan Turner,Kyle Korver,Russell Westbrook,Jeff Teague,Jimmy Butler,CHI,TOR,LAL,POR,ATL,OKC,IND,CHI,PF,C,SF/PF,SG/SF,SG,PG,PG,SG/SF,4300,5600,3700,3900,3800,12000,6800,8700,250.68,376.5,61,Nov202016
Thaddeus Young,Jonas Valanciunas,Evan Turner,Kyle Korver,Courtney Lee,Russell Westbrook,Jeff Teague,Jimmy Butler,IND,TOR,POR,ATL,NY,OKC,IND,CHI,PF,C,SG/SF,SG,SG,PG,PG,SG/SF,5400,5600,3900,3800,3600,12000,6800,8700,254.56,376.25,62,Nov202016
Glenn Robinson III,Jonas Valanciunas,Jusuf Nurkic,Evan Turner,Courtney Lee,Russell Westbrook,Jeff Teague,Jimmy Butler,IND,TOR,DEN,POR,NY,OKC,IND,CHI,SF,C,C,SG/SF,SG,PG,PG,SG/SF,3400,5600,4300,3900,3600,12000,6800,8700,246.33,376.0,63,Nov202016
Lou Williams,Glenn Robinson III,Thaddeus Young,Jonas Valanciunas,Carmelo Anthony,Evan Turner,Russell Westbrook,Jeff Teague,LAL,IND,IND,TOR,NY,POR,OKC,IND,SG,SF,PF,C,SF,SG/SF,PG,PG,5200,3400,5400,5600,7500,3900,12000,6800,260.73,376.0,64,Nov202016
Nikola Mirotic,Jonas Valanciunas,Evan Turner,Courtney Lee,Russell Westbrook,Jeff Teague,Jamal Murray,Jimmy Butler,CHI,TOR,POR,NY,OKC,IND,DEN,CHI,PF,C,SG/SF,SG,PG,PG,PG,SG/SF,4300,5600,3900,3600,12000,6800,3600,8700,247.67,375.75,65,Nov202016
Jonas Valanciunas,Jusuf Nurkic,Larry Nance Jr.,Evan Turner,Courtney Lee,Russell Westbrook,Jeff Teague,Jimmy Butler,TOR,DEN,LAL,POR,NY,OKC,IND,CHI,C,C,SF/PF,SG/SF,SG,PG,PG,SG/SF,5600,4300,3700,3900,3600,12000,6800,8700,243.35,375.75,66,Nov202016
Paul Millsap,Rudy Gay,Glenn Robinson III,Jonas Valanciunas,Jusuf Nurkic,Courtney Lee,Russell Westbrook,Jeff Teague,ATL,SAC,IND,TOR,DEN,NY,OKC,IND,PF,SF,SF,C,C,SG,PG,PG,7600,6600,3400,5600,4300,3600,12000,6800,254.99,375.75,67,Nov202016
Rudy Gay,Glenn Robinson III,Jonas Valanciunas,Courtney Lee,Russell Westbrook,Jeff Teague,Jimmy Butler,Joe Johnson,SAC,IND,TOR,NY,OKC,IND,CHI,UTA,SF,SF,C,SG,PG,PG,SG/SF,SG/SF,6600,3400,5600,3600,12000,6800,8700,3300,257.55,375.75,68,Nov202016
Rudy Gay,Meyers Leonard,Jonas Valanciunas,Carmelo Anthony,Evan Turner,Courtney Lee,Russell Westbrook,Jeff Teague,SAC,POR,TOR,NY,POR,NY,OKC,IND,SF,PF,C,SF,SG/SF,SG,PG,PG,6600,3000,5600,7500,3900,3600,12000,6800,242.53,375.5,69,Nov202016
Nikola Mirotic,Meyers Leonard,Dwight Howard,Evan Turner,Courtney Lee,Russell Westbrook,Jeff Teague,Jimmy Butler,CHI,POR,ATL,POR,NY,OKC,IND,CHI,PF,PF,C,SG/SF,SG,PG,PG,SG/SF,4300,3000,7400,3900,3600,12000,6800,8700,251.84,375.5,70,Nov202016
Glenn Robinson III,Jonas Valanciunas,Larry Nance Jr.,Evan Turner,Russell Westbrook,Jeff Teague,Darren Collison,Jimmy Butler,IND,TOR,LAL,POR,OKC,IND,SAC,CHI,SF,C,SF/PF,SG/SF,PG,PG,PG,SG/SF,3400,5600,3700,3900,12000,6800,5100,8700,249.1,375.5,71,Nov202016
Nikola Mirotic,Jonas Valanciunas,Enes Kanter,Evan Turner,Kyle Korver,Russell Westbrook,Jeff Teague,Jimmy Butler,CHI,TOR,OKC,POR,ATL,OKC,IND,CHI,PF,C,C,SG/SF,SG,PG,PG,SG/SF,4300,5600,4400,3900,3800,12000,6800,8700,256.26,375.5,72,Nov202016
Lou Williams,Meyers Leonard,Jonas Valanciunas,Evan Turner,Courtney Lee,Russell Westbrook,Jeff Teague,Jimmy Butler,LAL,POR,TOR,POR,NY,OKC,IND,CHI,SG,PF,C,SG/SF,SG,PG,PG,SG/SF,5200,3000,5600,3900,3600,12000,6800,8700,242.47,375.5,73,Nov202016
Glenn Robinson III,Meyers Leonard,Jonas Valanciunas,Evan Turner,Russell Westbrook,Jeff Teague,Rajon Rondo,Jimmy Butler,IND,POR,TOR,POR,OKC,IND,CHI,CHI,SF,PF,C,SG/SF,PG,PG,PG,SG/SF,3400,3000,5600,3900,12000,6800,5300,8700,249.61,375.5,74,Nov202016
Paul Millsap,Glenn Robinson III,Meyers Leonard,Jonas Valanciunas,Carmelo Anthony,Courtney Lee,Russell Westbrook,Jeff Teague,ATL,IND,POR,TOR,NY,NY,OKC,IND,PF,SF,PF,C,SF,SG,PG,PG,7600,3400,3000,5600,7500,3600,12000,6800,249.71,375.25,75,Nov202016
Paul Millsap,Rudy Gay,Glenn Robinson III,Jonas Valanciunas,Carmelo Anthony,Courtney Lee,Jeff Teague,Jimmy Butler,ATL,SAC,IND,TOR,NY,NY,IND,CHI,PF,SF,SF,C,SF,SG,PG,SG/SF,7600,6600,3400,5600,7500,3600,6800,8700,253.8,375.25,76,Nov202016
Lou Williams,Glenn Robinson III,Jonas Valanciunas,Evan Turner,Russell Westbrook,Jeff Teague,Jamal Murray,Jimmy Butler,LAL,IND,TOR,POR,OKC,IND,DEN,CHI,SG,SF,C,SG/SF,PG,PG,PG,SG/SF,5200,3400,5600,3900,12000,6800,3600,8700,252.99,375.25,77,Nov202016
Rudy Gay,Thaddeus Young,Nikola Mirotic,Jonas Valanciunas,Evan Turner,Russell Westbrook,Jeff Teague,Darren Collison,SAC,IND,CHI,TOR,POR,OKC,IND,SAC,SF,PF,PF,C,SG/SF,PG,PG,PG,6600,5400,4300,5600,3900,12000,6800,5100,256.05,375.25,78,Nov202016
Rudy Gay,Glenn Robinson III,Jonas Valanciunas,Carmelo Anthony,Evan Turner,Russell Westbrook,Jeff Teague,Jamal Murray,SAC,IND,TOR,NY,POR,OKC,IND,DEN,SF,SF,C,SF,SG/SF,PG,PG,PG,6600,3400,5600,7500,3900,12000,6800,3600,253.05,375.25,79,Nov202016
Thaddeus Young,Nikola Mirotic,Jonas Valanciunas,Courtney Lee,Russell Westbrook,Jeff Teague,Jimmy Butler,Joe Johnson,IND,CHI,TOR,NY,OKC,IND,CHI,UTA,PF,PF,C,SG,PG,PG,SG/SF,SG/SF,5400,4300,5600,3600,12000,6800,8700,3300,260.04,375.25,80,Nov202016
Nick Young,Thaddeus Young,Meyers Leonard,Jonas Valanciunas,Evan Turner,Russell Westbrook,Jeff Teague,Jimmy Butler,LAL,IND,POR,TOR,POR,OKC,IND,CHI,SG,PF,PF,C,SG/SF,PG,PG,SG/SF,4600,5400,3000,5600,3900,12000,6800,8700,251.2,375.25,81,Nov202016
