Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Projected Value,Actual Scored,Iteration,date
Russell Westbrook,T.J. Warren,Kentavious Caldwell-Pope,Wesley Matthews,Vince Carter,J.J. Barea,Hassan Whiteside,Andre Drummond,OKC,PHO,DET,DAL,MEM,DAL,MIA,DET,PG,SF,SG,SG/SF,SG/SF,PG/SG,C,C,12200,5000,4400,4900,3100,4500,8000,7900,261.79,379.5,1,Oct302016
Russell Westbrook,T.J. Warren,Kentavious Caldwell-Pope,Wesley Matthews,Vince Carter,Mike Conley,Andre Drummond,Steven Adams,OKC,PHO,DET,DAL,MEM,MEM,DET,OKC,PG,SF,SG,SG/SF,SG/SF,PG,C,C,12200,5000,4400,4900,3100,6600,7900,5800,245.65,375.5,2,Oct302016
Russell Westbrook,T.J. Warren,Joe Ingles,Kentavious Caldwell-Pope,Wesley Matthews,J.J. Barea,Hassan Whiteside,Andre Drummond,OKC,PHO,UTA,DET,DAL,DAL,MIA,DET,PG,SF,SF,SG,SG/SF,PG/SG,C,C,12200,5000,3000,4400,4900,4500,8000,7900,256.43,374.75,3,Oct302016
Russell Westbrook,T.J. Warren,Kentavious Caldwell-Pope,Wesley Matthews,Vince Carter,Mike Conley,Andre Drummond,Marc Gasol,OKC,PHO,DET,DAL,MEM,MEM,DET,MEM,PG,SF,SG,SG/SF,SG/SF,PG,C,C,12200,5000,4400,4900,3100,6600,7900,5600,253.15,374.5,4,Oct302016
Russell Westbrook,T.J. Warren,Wesley Matthews,Vince Carter,J.J. Barea,Mike Conley,Andre Drummond,Steven Adams,OKC,PHO,DAL,MEM,DAL,MEM,DET,OKC,PG,SF,SG/SF,SG/SF,PG/SG,PG,C,C,12200,5000,4900,3100,4500,6600,7900,5800,256.89,373.25,5,Oct302016
Russell Westbrook,T.J. Warren,Wesley Matthews,Vince Carter,J.J. Barea,Mike Conley,Andre Drummond,Marc Gasol,OKC,PHO,DAL,MEM,DAL,MEM,DET,MEM,PG,SF,SG/SF,SG/SF,PG/SG,PG,C,C,12200,5000,4900,3100,4500,6600,7900,5600,264.39,372.25,6,Oct302016
Russell Westbrook,T.J. Warren,Kentavious Caldwell-Pope,Wesley Matthews,Vince Carter,Julius Randle,Andre Drummond,Pau Gasol,OKC,PHO,DET,DAL,MEM,LAL,DET,SA,PG,SF,SG,SG/SF,SG/SF,PF,C,C,12200,5000,4400,4900,3100,6100,7900,6100,247.1,372.0,7,Oct302016
Russell Westbrook,T.J. Warren,Kentavious Caldwell-Pope,Wesley Matthews,Vince Carter,Mike Conley,Hassan Whiteside,Steven Adams,OKC,PHO,DET,DAL,MEM,MEM,MIA,OKC,PG,SF,SG,SG/SF,SG/SF,PG,C,C,12200,5000,4400,4900,3100,6600,8000,5800,244.44,372.0,8,Oct302016
Russell Westbrook,T.J. Warren,Kentavious Caldwell-Pope,Nick Young,Wesley Matthews,Mike Conley,Andre Drummond,Marc Gasol,OKC,PHO,DET,LAL,DAL,MEM,DET,MEM,PG,SF,SG,SG,SG/SF,PG,C,C,12200,5000,4400,3300,4900,6600,7900,5600,256.2,371.75,9,Oct302016
Russell Westbrook,Justise Winslow,Kentavious Caldwell-Pope,Wesley Matthews,Vince Carter,J.J. Barea,Hassan Whiteside,Andre Drummond,OKC,MIA,DET,DAL,MEM,DAL,MIA,DET,PG,SF,SG,SG/SF,SG/SF,PG/SG,C,C,12200,5000,4400,4900,3100,4500,8000,7900,257.37,371.75,10,Oct302016
Russell Westbrook,Kentavious Caldwell-Pope,Nick Young,Wesley Matthews,Vince Carter,Julius Randle,Hassan Whiteside,Andre Drummond,OKC,DET,LAL,DAL,MEM,LAL,MIA,DET,PG,SG,SG,SG/SF,SG/SF,PF,C,C,12200,4400,3300,4900,3100,6100,8000,7900,249.95,371.75,11,Oct302016
Russell Westbrook,Kentavious Caldwell-Pope,Wesley Matthews,Vince Carter,J.J. Barea,Mike Conley,Andre Drummond,Pau Gasol,OKC,DET,DAL,MEM,DAL,MEM,DET,SA,PG,SG,SG/SF,SG/SF,PG/SG,PG,C,C,12200,4400,4900,3100,4500,6600,7900,6100,245.89,371.5,12,Oct302016
Russell Westbrook,T.J. Warren,Kentavious Caldwell-Pope,Nick Young,Wesley Matthews,Vince Carter,Hassan Whiteside,Andre Drummond,OKC,PHO,DET,LAL,DAL,MEM,MIA,DET,PG,SF,SG,SG,SG/SF,SG/SF,C,C,12200,5000,4400,3300,4900,3100,8000,7900,250.18,371.0,13,Oct302016
Russell Westbrook,T.J. Warren,Kentavious Caldwell-Pope,Nick Young,Vince Carter,Julius Randle,Hassan Whiteside,Andre Drummond,OKC,PHO,DET,LAL,MEM,LAL,MIA,DET,PG,SF,SG,SG,SG/SF,PF,C,C,12200,5000,4400,3300,3100,6100,8000,7900,255.23,371.0,14,Oct302016
Russell Westbrook,T.J. Warren,Kentavious Caldwell-Pope,Wesley Matthews,Vince Carter,Mike Conley,Hassan Whiteside,Marc Gasol,OKC,PHO,DET,DAL,MEM,MEM,MIA,MEM,PG,SF,SG,SG/SF,SG/SF,PG,C,C,12200,5000,4400,4900,3100,6600,8000,5600,251.94,371.0,15,Oct302016
Russell Westbrook,T.J. Warren,Joe Ingles,Kentavious Caldwell-Pope,Wesley Matthews,Mike Conley,Andre Drummond,Steven Adams,OKC,PHO,UTA,DET,DAL,MEM,DET,OKC,PG,SF,SF,SG,SG/SF,PG,C,C,12200,5000,3000,4400,4900,6600,7900,5800,240.29,370.75,16,Oct302016
Russell Westbrook,T.J. Warren,Kentavious Caldwell-Pope,Vince Carter,J.J. Barea,Mike Conley,Andre Drummond,Pau Gasol,OKC,PHO,DET,MEM,DAL,MEM,DET,SA,PG,SF,SG,SG/SF,PG/SG,PG,C,C,12200,5000,4400,3100,4500,6600,7900,6100,251.17,370.75,17,Oct302016
Russell Westbrook,T.J. Warren,Kentavious Caldwell-Pope,Wesley Matthews,Mike Conley,David Lee,Andre Drummond,Steven Adams,OKC,PHO,DET,DAL,MEM,SA,DET,OKC,PG,SF,SG,SG/SF,PG,PF,C,C,12200,5000,4400,4900,6600,3200,7900,5800,256.92,370.75,18,Oct302016
Russell Westbrook,Kentavious Caldwell-Pope,Nick Young,Vince Carter,J.J. Barea,Mike Conley,Hassan Whiteside,Andre Drummond,OKC,DET,LAL,MEM,DAL,MEM,MIA,DET,PG,SG,SG,SG/SF,PG/SG,PG,C,C,12200,4400,3300,3100,4500,6600,8000,7900,254.02,370.5,19,Oct302016
Russell Westbrook,T.J. Warren,Kentavious Caldwell-Pope,Wesley Matthews,Vince Carter,Julius Randle,Andre Drummond,Steven Adams,OKC,PHO,DET,DAL,MEM,LAL,DET,OKC,PG,SF,SG,SG/SF,SG/SF,PF,C,C,12200,5000,4400,4900,3100,6100,7900,5800,245.56,370.25,20,Oct302016
Russell Westbrook,T.J. Warren,Kentavious Caldwell-Pope,Wesley Matthews,J.J. Barea,Luke Babbitt,Hassan Whiteside,Andre Drummond,OKC,PHO,DET,DAL,DAL,MIA,MIA,DET,PG,SF,SG,SG/SF,PG/SG,PF,C,C,12200,5000,4400,4900,4500,3000,8000,7900,260.89,370.25,21,Oct302016
Russell Westbrook,T.J. Warren,Kentavious Caldwell-Pope,Marcus Thornton,Wesley Matthews,J.J. Barea,Hassan Whiteside,Andre Drummond,OKC,PHO,DET,WAS,DAL,DAL,MIA,DET,PG,SF,SG,SG,SG/SF,PG/SG,C,C,12200,5000,4400,3000,4900,4500,8000,7900,259.92,370.25,22,Oct302016
Russell Westbrook,T.J. Warren,Kentavious Caldwell-Pope,Wesley Matthews,Vince Carter,Goran Dragic,Andre Drummond,Pau Gasol,OKC,PHO,DET,DAL,MEM,MIA,DET,SA,PG,SF,SG,SG/SF,SG/SF,PG,C,C,12200,5000,4400,4900,3100,6300,7900,6100,247.85,370.0,23,Oct302016
Russell Westbrook,T.J. Warren,Joe Ingles,Kentavious Caldwell-Pope,Wesley Matthews,Mike Conley,Andre Drummond,Marc Gasol,OKC,PHO,UTA,DET,DAL,MEM,DET,MEM,PG,SF,SF,SG,SG/SF,PG,C,C,12200,5000,3000,4400,4900,6600,7900,5600,247.79,369.75,24,Oct302016
Russell Westbrook,Kentavious Caldwell-Pope,Wesley Matthews,Vince Carter,J.J. Barea,Mike Conley,Andre Drummond,Steven Adams,OKC,DET,DAL,MEM,DAL,MEM,DET,OKC,PG,SG,SG/SF,SG/SF,PG/SG,PG,C,C,12200,4400,4900,3100,4500,6600,7900,5800,244.35,369.75,25,Oct302016
Russell Westbrook,T.J. Warren,Kentavious Caldwell-Pope,Wesley Matthews,Mike Conley,David Lee,Andre Drummond,Marc Gasol,OKC,PHO,DET,DAL,MEM,SA,DET,MEM,PG,SF,SG,SG/SF,PG,PF,C,C,12200,5000,4400,4900,6600,3200,7900,5600,264.42,369.75,26,Oct302016
Russell Westbrook,Tyson Chandler,T.J. Warren,Kentavious Caldwell-Pope,Wesley Matthews,J.J. Barea,Mike Conley,Andre Drummond,OKC,PHO,PHO,DET,DAL,DAL,MEM,DET,PG,C,SF,SG,SG/SF,PG/SG,PG,C,12200,4300,5000,4400,4900,4500,6600,7900,255.68,369.75,27,Oct302016
