Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Projected Value,Actual Scored,Iteration,date
Russell Westbrook,Zach LaVine,Jeremy Lamb,Kelly Oubre Jr.,DeMarcus Cousins,Kelly Olynyk,Goran Dragic,Enes Kanter,OKC,MIN,CHA,WAS,SAC,BOS,MIA,OKC,PG,SG,SG/SF,SG/SF,PF/C,PF/C,PG,C,12500,5900,4300,3000,10100,3700,6000,4300,242.43,403.25,1,Nov282016
Bradley Beal,Zach LaVine,Jeremy Lamb,DeMarcus Cousins,Rudy Gobert,Goran Dragic,Enes Kanter,Derrick Rose,WAS,MIN,CHA,SAC,UTA,MIA,OKC,NY,SG,SG,SG/SF,PF/C,C,PG,C,PG,6900,5900,4300,10100,6400,6000,4300,6000,257.01,402.25,2,Nov282016
Russell Westbrook,Zach LaVine,Andre Iguodala,Jeremy Lamb,Kelly Oubre Jr.,DeMarcus Cousins,Goran Dragic,Enes Kanter,OKC,MIN,GS,CHA,WAS,SAC,MIA,OKC,PG,SG,SF,SG/SF,SG/SF,PF/C,PG,C,12500,5900,3400,4300,3000,10100,6000,4300,238.81,401.0,3,Nov282016
Russell Westbrook,Zach LaVine,Robert Covington,Kelly Oubre Jr.,DeMarcus Cousins,Kelly Olynyk,Goran Dragic,Enes Kanter,OKC,MIN,PHI,WAS,SAC,BOS,MIA,OKC,PG,SG,SF,SG/SF,PF/C,PF/C,PG,C,12500,5900,4300,3000,10100,3700,6000,4300,249.18,400.75,4,Nov282016
Russell Westbrook,Zach LaVine,Sergio Rodriguez,Jeremy Lamb,Kelly Oubre Jr.,DeMarcus Cousins,Goran Dragic,Enes Kanter,OKC,MIN,PHI,CHA,WAS,SAC,MIA,OKC,PG,SG,PG,SG/SF,SG/SF,PF/C,PG,C,12500,5900,3600,4300,3000,10100,6000,4300,246.67,400.5,5,Nov282016
Russell Westbrook,Zach LaVine,Jarell Martin,Jeremy Lamb,DeMarcus Cousins,Kelly Olynyk,Goran Dragic,Enes Kanter,OKC,MIN,MEM,CHA,SAC,BOS,MIA,OKC,PG,SG,PF,SG/SF,PF/C,PF/C,PG,C,12500,5900,3000,4300,10100,3700,6000,4300,244.6,400.25,6,Nov282016
Russell Westbrook,Zach LaVine,Richaun Holmes,Jeremy Lamb,DeMarcus Cousins,Kelly Olynyk,Goran Dragic,Enes Kanter,OKC,MIN,PHI,CHA,SAC,BOS,MIA,OKC,PG,SG,PF,SG/SF,PF/C,PF/C,PG,C,12500,5900,3200,4300,10100,3700,6000,4300,239.08,400.0,7,Nov282016
Russell Westbrook,Zach LaVine,Jarell Martin,Jeremy Lamb,Kelly Oubre Jr.,DeMarcus Cousins,Goran Dragic,Enes Kanter,OKC,MIN,MEM,CHA,WAS,SAC,MIA,OKC,PG,SG,PF,SG/SF,SG/SF,PF/C,PG,C,12500,5900,3000,4300,3000,10100,6000,4300,231.96,399.75,8,Nov282016
Bradley Beal,Zach LaVine,Robert Covington,DeMarcus Cousins,Rudy Gobert,Goran Dragic,Enes Kanter,Derrick Rose,WAS,MIN,PHI,SAC,UTA,MIA,OKC,NY,SG,SG,SF,PF/C,C,PG,C,PG,6900,5900,4300,10100,6400,6000,4300,6000,263.76,399.75,9,Nov282016
Russell Westbrook,Zach LaVine,Richaun Holmes,Jeremy Lamb,Kelly Oubre Jr.,DeMarcus Cousins,Goran Dragic,Enes Kanter,OKC,MIN,PHI,CHA,WAS,SAC,MIA,OKC,PG,SG,PF,SG/SF,SG/SF,PF/C,PG,C,12500,5900,3200,4300,3000,10100,6000,4300,226.44,399.5,10,Nov282016
