Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Projected Value,Actual Scored,Iteration,date
John Henson,Rudy Gay,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Giannis Antetokounmpo,Nikola Jokic,MIL,SAC,BKN,POR,BOS,POR,MIL,DEN,C,SF,SG/SF,PG/SG,SG,PG,PG,PF/C,3000,6200,4400,6800,5100,9100,8800,6600,255.49,392.25,1,Oct292016
John Henson,LeBron James,Trevor Booker,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Nikola Jokic,MIL,CLE,BKN,BKN,POR,BOS,POR,DEN,C,SF/PF,PF,SG/SF,PG/SG,SG,PG,PF/C,3000,9600,4300,4400,6800,5100,9100,6600,248.09,391.75,2,Oct292016
John Henson,Trevor Booker,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Giannis Antetokounmpo,Nikola Jokic,MIL,BKN,BKN,POR,BOS,POR,MIL,DEN,C,PF,SG/SF,PG/SG,SG,PG,PG,PF/C,3000,4300,4400,6800,5100,9100,8800,6600,250.88,390.5,3,Oct292016
John Henson,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Giannis Antetokounmpo,Emmanuel Mudiay,Nikola Jokic,MIL,BKN,POR,BOS,POR,MIL,DEN,DEN,C,SG/SF,PG/SG,SG,PG,PG,PG,PF/C,3000,4400,6800,5100,9100,8800,5900,6600,258.13,390.25,4,Oct292016
John Henson,Doug McDermott,LeBron James,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Nikola Jokic,MIL,CHI,CLE,BKN,POR,BOS,POR,DEN,C,SF,SF/PF,SG/SF,PG/SG,SG,PG,PF/C,3000,3300,9600,4400,6800,5100,9100,6600,232.04,389.75,5,Oct292016
John Henson,Doug McDermott,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Giannis Antetokounmpo,Nikola Jokic,MIL,CHI,BKN,POR,BOS,POR,MIL,DEN,C,SF,SG/SF,PG/SG,SG,PG,PG,PF/C,3000,3300,4400,6800,5100,9100,8800,6600,234.83,388.5,6,Oct292016
John Henson,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Giannis Antetokounmpo,Nikola Jokic,Gorgui Dieng,MIL,BKN,POR,BOS,POR,MIL,DEN,MIN,C,SG/SF,PG/SG,SG,PG,PG,PF/C,PF/C,3000,4400,6800,5100,9100,8800,6600,5900,257.63,388.25,7,Oct292016
John Henson,LeBron James,Bojan Bogdanovic,C.J. McCollum,Matthew Dellavedova,Avery Bradley,Damian Lillard,Nikola Jokic,MIL,CLE,BKN,POR,MIL,BOS,POR,DEN,C,SF/PF,SG/SF,PG/SG,PG/SG,SG,PG,PF/C,3000,9600,4400,6800,3900,5100,9100,6600,238.3,388.0,8,Oct292016
DeMarcus Cousins,John Henson,Trevor Booker,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Nikola Jokic,SAC,MIL,BKN,BKN,POR,BOS,POR,DEN,PF/C,C,PF,SG/SF,PG/SG,SG,PG,PF/C,10600,3000,4300,4400,6800,5100,9100,6600,255.53,388.0,9,Oct292016
John Henson,Matt Barnes,LeBron James,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Nikola Jokic,MIL,SAC,CLE,BKN,POR,BOS,POR,DEN,C,SF,SF/PF,SG/SF,PG/SG,SG,PG,PF/C,3000,3500,9600,4400,6800,5100,9100,6600,240.98,387.5,10,Oct292016
Mike Muscala,Rudy Gay,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Giannis Antetokounmpo,Nikola Jokic,ATL,SAC,BKN,POR,BOS,POR,MIL,DEN,C,SF,SG/SF,PG/SG,SG,PG,PG,PF/C,3000,6200,4400,6800,5100,9100,8800,6600,262.02,387.5,11,Oct292016
John Henson,Rudy Gay,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Kemba Walker,Nikola Jokic,MIL,SAC,BKN,POR,BOS,POR,CHA,DEN,C,SF,SG/SF,PG/SG,SG,PG,PG,PF/C,3000,6200,4400,6800,5100,9100,7100,6600,244.19,387.5,12,Oct292016
DeMarcus Cousins,John Henson,Doug McDermott,Trevor Booker,C.J. McCollum,Avery Bradley,Damian Lillard,Nikola Jokic,SAC,MIL,CHI,BKN,POR,BOS,POR,DEN,PF/C,C,SF,PF,PG/SG,SG,PG,PF/C,10600,3000,3300,4300,6800,5100,9100,6600,238.76,387.5,13,Oct292016
Mike Muscala,LeBron James,Trevor Booker,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Nikola Jokic,ATL,CLE,BKN,BKN,POR,BOS,POR,DEN,C,SF/PF,PF,SG/SF,PG/SG,SG,PG,PF/C,3000,9600,4300,4400,6800,5100,9100,6600,254.62,387.0,14,Oct292016
John Henson,Bojan Bogdanovic,C.J. McCollum,Matthew Dellavedova,Avery Bradley,Damian Lillard,Giannis Antetokounmpo,Nikola Jokic,MIL,BKN,POR,MIL,BOS,POR,MIL,DEN,C,SG/SF,PG/SG,PG/SG,SG,PG,PG,PF/C,3000,4400,6800,3900,5100,9100,8800,6600,241.09,386.75,15,Oct292016
John Henson,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Giannis Antetokounmpo,Jeremy Lin,Nikola Jokic,MIL,BKN,POR,BOS,POR,MIL,BKN,DEN,C,SG/SF,PG/SG,SG,PG,PG,PG,PF/C,3000,4400,6800,5100,9100,8800,5900,6600,257.52,386.75,16,Oct292016
John Henson,Jae Crowder,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Giannis Antetokounmpo,Nikola Jokic,MIL,BOS,BKN,POR,BOS,POR,MIL,DEN,C,SF,SG/SF,PG/SG,SG,PG,PG,PF/C,3000,5500,4400,6800,5100,9100,8800,6600,253.41,386.25,17,Oct292016
John Henson,Matt Barnes,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Giannis Antetokounmpo,Nikola Jokic,MIL,SAC,BKN,POR,BOS,POR,MIL,DEN,C,SF,SG/SF,PG/SG,SG,PG,PG,PF/C,3000,3500,4400,6800,5100,9100,8800,6600,243.77,386.25,18,Oct292016
John Henson,Rudy Gay,Trevor Booker,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Nikola Jokic,MIL,SAC,BKN,BKN,POR,BOS,POR,DEN,C,SF,PF,SG/SF,PG/SG,SG,PG,PF/C,3000,6200,4300,4400,6800,5100,9100,6600,231.26,386.0,19,Oct292016
DeMarcus Cousins,John Henson,Doug McDermott,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Nikola Jokic,SAC,MIL,CHI,BKN,POR,BOS,POR,DEN,PF/C,C,SF,SG/SF,PG/SG,SG,PG,PF/C,10600,3000,3300,4400,6800,5100,9100,6600,239.48,386.0,20,Oct292016
Rudy Gay,Trevor Booker,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Nikola Jokic,Marc Gasol,SAC,BKN,BKN,POR,BOS,POR,DEN,MEM,SF,PF,SG/SF,PG/SG,SG,PG,PF/C,C,6200,4300,4400,6800,5100,9100,6600,6000,247.69,386.0,21,Oct292016
John Henson,Trevor Booker,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Kemba Walker,Nikola Jokic,MIL,BKN,BKN,POR,BOS,POR,CHA,DEN,C,PF,SG/SF,PG/SG,SG,PG,PG,PF/C,3000,4300,4400,6800,5100,9100,7100,6600,239.58,385.75,22,Oct292016
John Henson,Rudy Gay,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Emmanuel Mudiay,Nikola Jokic,MIL,SAC,BKN,POR,BOS,POR,DEN,DEN,C,SF,SG/SF,PG/SG,SG,PG,PG,PF/C,3000,6200,4400,6800,5100,9100,5900,6600,238.51,385.75,23,Oct292016
Mike Muscala,Trevor Booker,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Giannis Antetokounmpo,Nikola Jokic,ATL,BKN,BKN,POR,BOS,POR,MIL,DEN,C,PF,SG/SF,PG/SG,SG,PG,PG,PF/C,3000,4300,4400,6800,5100,9100,8800,6600,257.41,385.75,24,Oct292016
Trevor Booker,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Kemba Walker,Nikola Jokic,Marc Gasol,BKN,BKN,POR,BOS,POR,CHA,DEN,MEM,PF,SG/SF,PG/SG,SG,PG,PG,PF/C,C,4300,4400,6800,5100,9100,7100,6600,6000,256.01,385.75,25,Oct292016
Mike Muscala,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Giannis Antetokounmpo,Emmanuel Mudiay,Nikola Jokic,ATL,BKN,POR,BOS,POR,MIL,DEN,DEN,C,SG/SF,PG/SG,SG,PG,PG,PG,PF/C,3000,4400,6800,5100,9100,8800,5900,6600,264.66,385.5,26,Oct292016
John Henson,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Kemba Walker,Emmanuel Mudiay,Nikola Jokic,MIL,BKN,POR,BOS,POR,CHA,DEN,DEN,C,SG/SF,PG/SG,SG,PG,PG,PG,PF/C,3000,4400,6800,5100,9100,7100,5900,6600,246.83,385.5,27,Oct292016
DeMarcus Cousins,John Henson,Matt Barnes,Trevor Booker,C.J. McCollum,Avery Bradley,Damian Lillard,Nikola Jokic,SAC,MIL,SAC,BKN,POR,BOS,POR,DEN,PF/C,C,SF,PF,PG/SG,SG,PG,PF/C,10600,3000,3500,4300,6800,5100,9100,6600,247.7,385.25,28,Oct292016
Mike Muscala,Doug McDermott,LeBron James,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Nikola Jokic,ATL,CHI,CLE,BKN,POR,BOS,POR,DEN,C,SF,SF/PF,SG/SF,PG/SG,SG,PG,PF/C,3000,3300,9600,4400,6800,5100,9100,6600,238.57,385.0,29,Oct292016
DeMarcus Cousins,John Henson,Bojan Bogdanovic,C.J. McCollum,Matthew Dellavedova,Avery Bradley,Damian Lillard,Nikola Jokic,SAC,MIL,BKN,POR,MIL,BOS,POR,DEN,PF/C,C,SG/SF,PG/SG,PG/SG,SG,PG,PF/C,10600,3000,4400,6800,3900,5100,9100,6600,245.74,384.25,30,Oct292016
John Henson,Trevor Booker,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Emmanuel Mudiay,Nikola Jokic,MIL,BKN,BKN,POR,BOS,POR,DEN,DEN,C,PF,SG/SF,PG/SG,SG,PG,PG,PF/C,3000,4300,4400,6800,5100,9100,5900,6600,233.9,384.0,31,Oct292016
John Henson,Rudy Gay,Doug McDermott,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Nikola Jokic,MIL,SAC,CHI,BKN,POR,BOS,POR,DEN,C,SF,SF,SG/SF,PG/SG,SG,PG,PF/C,3000,6200,3300,4400,6800,5100,9100,6600,215.21,384.0,32,Oct292016
John Henson,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Giannis Antetokounmpo,Nikola Jokic,Marc Gasol,MIL,BKN,POR,BOS,POR,MIL,DEN,MEM,C,SG/SF,PG/SG,SG,PG,PG,PF/C,C,3000,4400,6800,5100,9100,8800,6600,6000,252.9,384.0,33,Oct292016
Rudy Gay,Doug McDermott,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Nikola Jokic,Marc Gasol,SAC,CHI,BKN,POR,BOS,POR,DEN,MEM,SF,SF,SG/SF,PG/SG,SG,PG,PF/C,C,6200,3300,4400,6800,5100,9100,6600,6000,231.64,384.0,34,Oct292016
Trevor Booker,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Emmanuel Mudiay,Nikola Jokic,Marc Gasol,BKN,BKN,POR,BOS,POR,DEN,DEN,MEM,PF,SG/SF,PG/SG,SG,PG,PG,PF/C,C,4300,4400,6800,5100,9100,5900,6600,6000,250.33,384.0,35,Oct292016
John Henson,Doug McDermott,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Kemba Walker,Nikola Jokic,MIL,CHI,BKN,POR,BOS,POR,CHA,DEN,C,SF,SG/SF,PG/SG,SG,PG,PG,PF/C,3000,3300,4400,6800,5100,9100,7100,6600,223.53,383.75,36,Oct292016
Mike Muscala,Doug McDermott,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Giannis Antetokounmpo,Nikola Jokic,ATL,CHI,BKN,POR,BOS,POR,MIL,DEN,C,SF,SG/SF,PG/SG,SG,PG,PG,PF/C,3000,3300,4400,6800,5100,9100,8800,6600,241.36,383.75,37,Oct292016
Doug McDermott,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Kemba Walker,Nikola Jokic,Marc Gasol,CHI,BKN,POR,BOS,POR,CHA,DEN,MEM,SF,SG/SF,PG/SG,SG,PG,PG,PF/C,C,3300,4400,6800,5100,9100,7100,6600,6000,239.96,383.75,38,Oct292016
DeMarcus Cousins,John Henson,Matt Barnes,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Nikola Jokic,SAC,MIL,SAC,BKN,POR,BOS,POR,DEN,PF/C,C,SF,SG/SF,PG/SG,SG,PG,PF/C,10600,3000,3500,4400,6800,5100,9100,6600,248.42,383.75,39,Oct292016
DeMarcus Cousins,John Henson,Doug McDermott,C.J. McCollum,Matthew Dellavedova,Avery Bradley,Damian Lillard,Nikola Jokic,SAC,MIL,CHI,POR,MIL,BOS,POR,DEN,PF/C,C,SF,PG/SG,PG/SG,SG,PG,PF/C,10600,3000,3300,6800,3900,5100,9100,6600,228.97,383.75,40,Oct292016
John Henson,Rudy Gay,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Nikola Jokic,Gorgui Dieng,MIL,SAC,BKN,POR,BOS,POR,DEN,MIN,C,SF,SG/SF,PG/SG,SG,PG,PF/C,PF/C,3000,6200,4400,6800,5100,9100,6600,5900,238.01,383.75,41,Oct292016
Doug McDermott,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Giannis Antetokounmpo,Nikola Jokic,Joakim Noah,CHI,BKN,POR,BOS,POR,MIL,DEN,NY,SF,SG/SF,PG/SG,SG,PG,PG,PF/C,C,3300,4400,6800,5100,9100,8800,6600,5200,241.45,383.5,42,Oct292016
Mike Muscala,Bojan Bogdanovic,C.J. McCollum,Avery Bradley,Damian Lillard,Giannis Antetokounmpo,Nikola Jokic,Gorgui Dieng,ATL,BKN,POR,BOS,POR,MIL,DEN,MIN,C,SG/SF,PG/SG,SG,PG,PG,PF/C,PF/C,3000,4400,6800,5100,9100,8800,6600,5900,264.16,383.5,43,Oct292016
