Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Projected Value,Actual Scored,Iteration,date
Dion Waiters,Jamal Murray,Rajon Rondo,Draymond Green,Jabari Parker,Hassan Whiteside,Justise Winslow,Stephen Curry,MIA,DEN,CHI,GS,MIL,MIA,MIA,GS,SG,PG/SG,PG,PF/C,SF/PF,C,SF,PG,4300,3000,5700,7800,5900,8500,5400,9000,239.93,342.75,1,Nov102016
Matthew Dellavedova,Jamal Murray,Rajon Rondo,Draymond Green,Jabari Parker,Hassan Whiteside,Justise Winslow,Stephen Curry,MIL,DEN,CHI,GS,MIL,MIA,MIA,GS,PG/SG,PG/SG,PG,PF/C,SF/PF,C,SF,PG,4500,3000,5700,7800,5900,8500,5400,9000,242.67,341.0,2,Nov102016
E'Twaun Moore,Jamal Murray,Rajon Rondo,Draymond Green,Jabari Parker,Hassan Whiteside,Justise Winslow,Stephen Curry,NO,DEN,CHI,GS,MIL,MIA,MIA,GS,SG,PG/SG,PG,PF/C,SF/PF,C,SF,PG,4100,3000,5700,7800,5900,8500,5400,9000,242.32,340.25,3,Nov102016
Anthony Davis,Tim Frazier,Jamal Murray,Rajon Rondo,Jabari Parker,Juancho Hernangomez,Justise Winslow,Stephen Curry,NO,NO,DEN,CHI,MIL,DEN,MIA,GS,PF/C,PG,PG/SG,PG,SF/PF,C,SF,PG,11300,6000,3000,5700,5900,3000,5400,9000,229.66,339.5,4,Nov102016
Jamal Murray,Rajon Rondo,Draymond Green,Jabari Parker,Hassan Whiteside,Robin Lopez,Justise Winslow,Stephen Curry,DEN,CHI,GS,MIL,MIA,CHI,MIA,GS,PG/SG,PG,PF/C,SF/PF,C,C,SF,PG,3000,5700,7800,5900,8500,4200,5400,9000,241.72,339.5,5,Nov102016
Anthony Davis,Jamal Murray,Rajon Rondo,Jabari Parker,Hassan Whiteside,Juancho Hernangomez,Stephen Curry,Solomon Hill,NO,DEN,CHI,MIL,MIA,DEN,GS,NO,PF/C,PG/SG,PG,SF/PF,C,C,PG,SF,11300,3000,5700,5900,8500,3000,9000,3600,233.19,339.0,6,Nov102016
Dion Waiters,Rajon Rondo,Draymond Green,Jabari Parker,Hassan Whiteside,Juancho Hernangomez,Justise Winslow,Stephen Curry,MIA,CHI,GS,MIL,MIA,DEN,MIA,GS,SG,PG,PF/C,SF/PF,C,C,SF,PG,4300,5700,7800,5900,8500,3000,5400,9000,237.24,337.25,7,Nov102016
Dion Waiters,Tim Frazier,Jamal Murray,Draymond Green,Jabari Parker,Hassan Whiteside,Justise Winslow,Stephen Curry,MIA,NO,DEN,GS,MIL,MIA,MIA,GS,SG,PG,PG/SG,PF/C,SF/PF,C,SF,PG,4300,6000,3000,7800,5900,8500,5400,9000,244.64,337.0,8,Nov102016
Tim Frazier,Jamal Murray,Rajon Rondo,Draymond Green,Jabari Parker,Hassan Whiteside,Stephen Curry,Solomon Hill,NO,DEN,CHI,GS,MIL,MIA,GS,NO,PG,PG/SG,PG,PF/C,SF/PF,C,PG,SF,6000,3000,5700,7800,5900,8500,9000,3600,244.62,336.75,9,Nov102016
DeMarcus Cousins,Tim Frazier,Jamal Murray,Rajon Rondo,Jabari Parker,Robin Lopez,Justise Winslow,Stephen Curry,SAC,NO,DEN,CHI,MIL,CHI,MIA,GS,PF/C,PG,PG/SG,PG,SF/PF,C,SF,PG,10300,6000,3000,5700,5900,4200,5400,9000,243.5,336.25,10,Nov102016
