Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Projected Value,Actual Scored,Iteration,date
Paul Millsap,Jae Crowder,Wilson Chandler,Jeff Teague,Tyler Johnson,Patrick Beverley,Andre Drummond,Dwight Howard,ATL,BOS,DEN,IND,MIA,HOU,DET,ATL,PF,SF,SF/PF,PG,PG,PG,C,C,7100,5600,6300,6400,5200,4500,7500,6800,253.32,379.75,1,Dec72016
Paul Millsap,Will Barton,Wilson Chandler,Jeff Teague,Tyler Johnson,Patrick Beverley,Andre Drummond,Dwight Howard,ATL,DEN,DEN,IND,MIA,HOU,DET,ATL,PF,SG/SF,SF/PF,PG,PG,PG,C,C,7100,6200,6300,6400,5200,4500,7500,6800,258.09,378.5,2,Dec72016
Paul Millsap,Sam Dekker,Jamal Crawford,Wilson Chandler,Giannis Antetokounmpo,Patrick Beverley,Andre Drummond,Dwight Howard,ATL,HOU,LAC,DEN,MIL,HOU,DET,ATL,PF,SF,SG,SF/PF,PG,PG,C,C,7100,3800,4100,6300,9800,4500,7500,6800,253.83,378.0,3,Dec72016
Justin Anderson,Wilson Chandler,Giannis Antetokounmpo,Jeff Teague,Tyler Johnson,Patrick Beverley,Andre Drummond,Dwight Howard,DAL,DEN,MIL,IND,MIA,HOU,DET,ATL,SG/SF,SF/PF,PG,PG,PG,PG,C,C,3300,6300,9800,6400,5200,4500,7500,6800,263.89,377.25,4,Dec72016
Paul Millsap,Sam Dekker,Wilson Chandler,Giannis Antetokounmpo,Jeff Teague,Tyler Johnson,Patrick Beverley,Dwight Howard,ATL,HOU,DEN,MIL,IND,MIA,HOU,ATL,PF,SF,SF/PF,PG,PG,PG,PG,C,7100,3800,6300,9800,6400,5200,4500,6800,257.65,376.75,5,Dec72016
Paul Millsap,Sam Dekker,Wilson Chandler,Giannis Antetokounmpo,Tyler Johnson,Marcelo Huertas,Andre Drummond,Dwight Howard,ATL,HOU,DEN,MIL,MIA,LAL,DET,ATL,PF,SF,SF/PF,PG,PG,PG,C,C,7100,3800,6300,9800,5200,3000,7500,6800,246.04,376.5,6,Dec72016
Thabo Sefolosha,Paul George,Wilson Chandler,Giannis Antetokounmpo,Patrick Beverley,Marcelo Huertas,Andre Drummond,Dwight Howard,ATL,IND,DEN,MIL,HOU,LAL,DET,ATL,SG/SF,SF/PF,SF/PF,PG,PG,PG,C,C,4100,7800,6300,9800,4500,3000,7500,6800,258.44,376.5,7,Dec72016
Paul Millsap,Andre Iguodala,Paul George,Wilson Chandler,Jeff Teague,Patrick Beverley,Andre Drummond,Dwight Howard,ATL,GS,IND,DEN,IND,HOU,DET,ATL,PF,SF,SF/PF,SF/PF,PG,PG,C,C,7100,3500,7800,6300,6400,4500,7500,6800,257.51,376.5,8,Dec72016
Paul Millsap,Sam Dekker,Rodney McGruder,Wilson Chandler,Giannis Antetokounmpo,Patrick Beverley,Andre Drummond,Dwight Howard,ATL,HOU,MIA,DEN,MIL,HOU,DET,ATL,PF,SF,SG,SF/PF,PG,PG,C,C,7100,3800,3600,6300,9800,4500,7500,6800,252.85,376.25,9,Dec72016
Paul Millsap,Sam Dekker,Wilson Chandler,Giannis Antetokounmpo,Patrick Beverley,Marcelo Huertas,Andre Drummond,Dwight Howard,ATL,HOU,DEN,MIL,HOU,LAL,DET,ATL,PF,SF,SF/PF,PG,PG,PG,C,C,7100,3800,6300,9800,4500,3000,7500,6800,244.09,376.25,10,Dec72016
Eric Gordon,Thabo Sefolosha,Wilson Chandler,Giannis Antetokounmpo,Tyler Johnson,Patrick Beverley,Andre Drummond,Dwight Howard,HOU,ATL,DEN,MIL,MIA,HOU,DET,ATL,SG,SG/SF,SF/PF,PG,PG,PG,C,C,5300,4100,6300,9800,5200,4500,7500,6800,265.53,376.0,11,Dec72016
Paul Millsap,Sam Dekker,Wilson Chandler,Damian Lillard,Tyler Johnson,Patrick Beverley,Andre Drummond,Dwight Howard,ATL,HOU,DEN,POR,MIA,HOU,DET,ATL,PF,SF,SF/PF,PG,PG,PG,C,C,7100,3800,6300,8700,5200,4500,7500,6800,248.68,375.75,12,Dec72016
Paul Millsap,Andre Iguodala,Jamal Crawford,Wilson Chandler,Giannis Antetokounmpo,Patrick Beverley,Andre Drummond,Dwight Howard,ATL,GS,LAC,DEN,MIL,HOU,DET,ATL,PF,SF,SG,SF/PF,PG,PG,C,C,7100,3500,4100,6300,9800,4500,7500,6800,258.43,375.5,13,Dec72016
Paul Millsap,Joe Harris,Paul George,Wilson Chandler,Jeff Teague,Patrick Beverley,Andre Drummond,Dwight Howard,ATL,BKN,IND,DEN,IND,HOU,DET,ATL,PF,SF,SF/PF,SF/PF,PG,PG,C,C,7100,3600,7800,6300,6400,4500,7500,6800,255.82,375.5,14,Dec72016
Bojan Bogdanovic,Paul George,Wilson Chandler,Giannis Antetokounmpo,Patrick Beverley,Marcelo Huertas,Andre Drummond,Dwight Howard,BKN,IND,DEN,MIL,HOU,LAL,DET,ATL,SG/SF,SF/PF,SF/PF,PG,PG,PG,C,C,4300,7800,6300,9800,4500,3000,7500,6800,261.79,375.5,15,Dec72016
Jamal Crawford,Thabo Sefolosha,Wilson Chandler,Giannis Antetokounmpo,Jeff Teague,Patrick Beverley,Andre Drummond,Dwight Howard,LAC,ATL,DEN,MIL,IND,HOU,DET,ATL,SG,SG/SF,SF/PF,PG,PG,PG,C,C,4100,4100,6300,9800,6400,4500,7500,6800,264.17,375.25,16,Dec72016
Paul Millsap,Thabo Sefolosha,Wilson Chandler,Giannis Antetokounmpo,Tyler Johnson,Marcelo Huertas,Andre Drummond,Dwight Howard,ATL,ATL,DEN,MIL,MIA,LAL,DET,ATL,PF,SG/SF,SF/PF,PG,PG,PG,C,C,7100,4100,6300,9800,5200,3000,7500,6800,251.96,375.25,17,Dec72016
Paul Millsap,Rodney McGruder,Thabo Sefolosha,Wilson Chandler,Giannis Antetokounmpo,Patrick Beverley,Andre Drummond,Dwight Howard,ATL,MIA,ATL,DEN,MIL,HOU,DET,ATL,PF,SG,SG/SF,SF/PF,PG,PG,C,C,7100,3600,4100,6300,9800,4500,7500,6800,258.77,375.0,18,Dec72016
Paul Millsap,Thabo Sefolosha,Wilson Chandler,Giannis Antetokounmpo,Patrick Beverley,Marcelo Huertas,Andre Drummond,Dwight Howard,ATL,ATL,DEN,MIL,HOU,LAL,DET,ATL,PF,SG/SF,SF/PF,PG,PG,PG,C,C,7100,4100,6300,9800,4500,3000,7500,6800,250.01,375.0,19,Dec72016
Paul Millsap,Sam Dekker,Courtney Lee,Wilson Chandler,Giannis Antetokounmpo,Patrick Beverley,Andre Drummond,Dwight Howard,ATL,HOU,NY,DEN,MIL,HOU,DET,ATL,PF,SF,SG,SF/PF,PG,PG,C,C,7100,3800,3600,6300,9800,4500,7500,6800,256.91,375.0,20,Dec72016
Paul Millsap,Jae Crowder,Giannis Antetokounmpo,Tyler Johnson,Patrick Beverley,Marcelo Huertas,Andre Drummond,Dwight Howard,ATL,BOS,MIL,MIA,HOU,LAL,DET,ATL,PF,SF,PG,PG,PG,PG,C,C,7100,5600,9800,5200,4500,3000,7500,6800,250.18,375.0,21,Dec72016
Eric Gordon,Bojan Bogdanovic,Wilson Chandler,Giannis Antetokounmpo,Tyler Johnson,Patrick Beverley,Andre Drummond,Dwight Howard,HOU,BKN,DEN,MIL,MIA,HOU,DET,ATL,SG,SG/SF,SF/PF,PG,PG,PG,C,C,5300,4300,6300,9800,5200,4500,7500,6800,268.88,375.0,22,Dec72016
Eric Gordon,Marcus Smart,Wilson Chandler,Giannis Antetokounmpo,Tyler Johnson,Patrick Beverley,Andre Drummond,Dwight Howard,HOU,BOS,DEN,MIL,MIA,HOU,DET,ATL,SG,SG/SF,SF/PF,PG,PG,PG,C,C,5300,4500,6300,9800,5200,4500,7500,6800,272.49,375.0,23,Dec72016
Paul Millsap,Jamal Crawford,Nicolas Batum,Wilson Chandler,Jeff Teague,Tyler Johnson,Andre Drummond,Dwight Howard,ATL,LAC,CHA,DEN,IND,MIA,DET,ATL,PF,SG,SG/SF,SF/PF,PG,PG,C,C,7100,4100,6600,6300,6400,5200,7500,6800,256.1,374.75,24,Dec72016
Paul Millsap,Sam Dekker,Wilson Chandler,Giannis Antetokounmpo,Tyler Johnson,Isaiah Whitehead,Andre Drummond,Dwight Howard,ATL,HOU,DEN,MIL,MIA,BKN,DET,ATL,PF,SF,SF/PF,PG,PG,PG,C,C,7100,3800,6300,9800,5200,3400,7500,6800,251.17,374.75,25,Dec72016
Paul Millsap,Jamal Crawford,Nicolas Batum,Wilson Chandler,Jeff Teague,Patrick Beverley,Andre Drummond,Dwight Howard,ATL,LAC,CHA,DEN,IND,HOU,DET,ATL,PF,SG,SG/SF,SF/PF,PG,PG,C,C,7100,4100,6600,6300,6400,4500,7500,6800,254.15,374.5,26,Dec72016
Paul Millsap,Sam Dekker,Wilson Chandler,Giannis Antetokounmpo,Patrick Beverley,Isaiah Whitehead,Andre Drummond,Dwight Howard,ATL,HOU,DEN,MIL,HOU,BKN,DET,ATL,PF,SF,SF/PF,PG,PG,PG,C,C,7100,3800,6300,9800,4500,3400,7500,6800,249.22,374.5,27,Dec72016
Brook Lopez,Paul Millsap,Sam Dekker,Wilson Chandler,Giannis Antetokounmpo,Tyler Johnson,Patrick Beverley,Dwight Howard,BKN,ATL,HOU,DEN,MIL,MIA,HOU,ATL,C,PF,SF,SF/PF,PG,PG,PG,C,6400,7100,3800,6300,9800,5200,4500,6800,257.67,374.5,28,Dec72016
Paul Millsap,Joe Harris,Jamal Crawford,Wilson Chandler,Giannis Antetokounmpo,Patrick Beverley,Andre Drummond,Dwight Howard,ATL,BKN,LAC,DEN,MIL,HOU,DET,ATL,PF,SF,SG,SF/PF,PG,PG,C,C,7100,3600,4100,6300,9800,4500,7500,6800,256.74,374.5,29,Dec72016
Paul Millsap,Andre Iguodala,Wilson Chandler,Giannis Antetokounmpo,Jeff Teague,Tyler Johnson,Patrick Beverley,Dwight Howard,ATL,GS,DEN,MIL,IND,MIA,HOU,ATL,PF,SF,SF/PF,PG,PG,PG,PG,C,7100,3500,6300,9800,6400,5200,4500,6800,262.25,374.25,30,Dec72016
Paul Millsap,Bojan Bogdanovic,Wilson Chandler,Giannis Antetokounmpo,Tyler Johnson,Marcelo Huertas,Andre Drummond,Dwight Howard,ATL,BKN,DEN,MIL,MIA,LAL,DET,ATL,PF,SG/SF,SF/PF,PG,PG,PG,C,C,7100,4300,6300,9800,5200,3000,7500,6800,255.31,374.25,31,Dec72016
Jamal Crawford,Bojan Bogdanovic,Wilson Chandler,Giannis Antetokounmpo,Jeff Teague,Patrick Beverley,Andre Drummond,Dwight Howard,LAC,BKN,DEN,MIL,IND,HOU,DET,ATL,SG,SG/SF,SF/PF,PG,PG,PG,C,C,4100,4300,6300,9800,6400,4500,7500,6800,267.52,374.25,32,Dec72016
Paul Millsap,Maurice Harkless,Wilson Chandler,Jeff Teague,Tyler Johnson,Patrick Beverley,Andre Drummond,Dwight Howard,ATL,POR,DEN,IND,MIA,HOU,DET,ATL,PF,SF,SF/PF,PG,PG,PG,C,C,7100,5100,6300,6400,5200,4500,7500,6800,255.02,374.25,33,Dec72016
Jamal Crawford,Marcus Smart,Wilson Chandler,Giannis Antetokounmpo,Jeff Teague,Patrick Beverley,Andre Drummond,Dwight Howard,LAC,BOS,DEN,MIL,IND,HOU,DET,ATL,SG,SG/SF,SF/PF,PG,PG,PG,C,C,4100,4500,6300,9800,6400,4500,7500,6800,271.13,374.25,34,Dec72016
Paul Millsap,Bojan Bogdanovic,Wilson Chandler,Giannis Antetokounmpo,Patrick Beverley,Marcelo Huertas,Andre Drummond,Dwight Howard,ATL,BKN,DEN,MIL,HOU,LAL,DET,ATL,PF,SG/SF,SF/PF,PG,PG,PG,C,C,7100,4300,6300,9800,4500,3000,7500,6800,253.36,374.0,35,Dec72016
Paul Millsap,Rodney McGruder,Bojan Bogdanovic,Wilson Chandler,Giannis Antetokounmpo,Patrick Beverley,Andre Drummond,Dwight Howard,ATL,MIA,BKN,DEN,MIL,HOU,DET,ATL,PF,SG,SG/SF,SF/PF,PG,PG,C,C,7100,3600,4300,6300,9800,4500,7500,6800,262.12,374.0,36,Dec72016
Paul Millsap,Marcus Smart,Wilson Chandler,Giannis Antetokounmpo,Patrick Beverley,Marcelo Huertas,Andre Drummond,Dwight Howard,ATL,BOS,DEN,MIL,HOU,LAL,DET,ATL,PF,SG/SF,SF/PF,PG,PG,PG,C,C,7100,4500,6300,9800,4500,3000,7500,6800,256.97,374.0,37,Dec72016
Paul Millsap,Andre Iguodala,Wilson Chandler,Giannis Antetokounmpo,Tyler Johnson,Marcelo Huertas,Andre Drummond,Dwight Howard,ATL,GS,DEN,MIL,MIA,LAL,DET,ATL,PF,SF,SF/PF,PG,PG,PG,C,C,7100,3500,6300,9800,5200,3000,7500,6800,250.64,374.0,38,Dec72016
Paul Millsap,Brandon Ingram,Wilson Chandler,Giannis Antetokounmpo,Patrick Beverley,Marcelo Huertas,Andre Drummond,Dwight Howard,ATL,LAL,DEN,MIL,HOU,LAL,DET,ATL,PF,SF,SF/PF,PG,PG,PG,C,C,7100,4500,6300,9800,4500,3000,7500,6800,253.34,374.0,39,Dec72016
Paul Millsap,Andre Iguodala,Rodney McGruder,Wilson Chandler,Giannis Antetokounmpo,Tyler Johnson,Andre Drummond,Dwight Howard,ATL,GS,MIA,DEN,MIL,MIA,DET,ATL,PF,SF,SG,SF/PF,PG,PG,C,C,7100,3500,3600,6300,9800,5200,7500,6800,259.4,374.0,40,Dec72016
Paul Millsap,Nicolas Batum,Wilson Chandler,Giannis Antetokounmpo,Tyler Johnson,Patrick Beverley,Marcelo Huertas,Andre Drummond,ATL,CHA,DEN,MIL,MIA,HOU,LAL,DET,PF,SG/SF,SF/PF,PG,PG,PG,PG,C,7100,6600,6300,9800,5200,4500,3000,7500,258.93,373.75,41,Dec72016
Paul Millsap,Courtney Lee,Thabo Sefolosha,Wilson Chandler,Giannis Antetokounmpo,Patrick Beverley,Andre Drummond,Dwight Howard,ATL,NY,ATL,DEN,MIL,HOU,DET,ATL,PF,SG,SG/SF,SF/PF,PG,PG,C,C,7100,3600,4100,6300,9800,4500,7500,6800,262.83,373.75,42,Dec72016
Paul Millsap,Andre Iguodala,Wilson Chandler,Giannis Antetokounmpo,Patrick Beverley,Marcelo Huertas,Andre Drummond,Dwight Howard,ATL,GS,DEN,MIL,HOU,LAL,DET,ATL,PF,SF,SF/PF,PG,PG,PG,C,C,7100,3500,6300,9800,4500,3000,7500,6800,248.69,373.75,43,Dec72016
Paul Millsap,Sam Dekker,Eric Gordon,Giannis Antetokounmpo,Tyler Johnson,Patrick Beverley,Andre Drummond,Dwight Howard,ATL,HOU,HOU,MIL,MIA,HOU,DET,ATL,PF,SF,SG,PG,PG,PG,C,C,7100,3800,5300,9800,5200,4500,7500,6800,256.86,373.75,44,Dec72016
Rodney McGruder,Thabo Sefolosha,Wilson Chandler,Giannis Antetokounmpo,Jeff Teague,Tyler Johnson,Andre Drummond,Dwight Howard,MIA,ATL,DEN,MIL,IND,MIA,DET,ATL,SG,SG/SF,SF/PF,PG,PG,PG,C,C,3600,4100,6300,9800,6400,5200,7500,6800,265.14,373.75,45,Dec72016
Paul Millsap,Andre Iguodala,Rodney McGruder,Wilson Chandler,Giannis Antetokounmpo,Patrick Beverley,Andre Drummond,Dwight Howard,ATL,GS,MIA,DEN,MIL,HOU,DET,ATL,PF,SF,SG,SF/PF,PG,PG,C,C,7100,3500,3600,6300,9800,4500,7500,6800,257.45,373.75,46,Dec72016
Thabo Sefolosha,Wilson Chandler,Giannis Antetokounmpo,Jeff Teague,Tyler Johnson,Marcelo Huertas,Andre Drummond,Dwight Howard,ATL,DEN,MIL,IND,MIA,LAL,DET,ATL,SG/SF,SF/PF,PG,PG,PG,PG,C,C,4100,6300,9800,6400,5200,3000,7500,6800,256.38,373.75,47,Dec72016
Paul Millsap,Jae Crowder,Eric Gordon,Wilson Chandler,Jeff Teague,Patrick Beverley,Andre Drummond,Dwight Howard,ATL,BOS,HOU,DEN,IND,HOU,DET,ATL,PF,SF,SG,SF/PF,PG,PG,C,C,7100,5600,5300,6300,6400,4500,7500,6800,257.25,373.75,48,Dec72016
Paul Millsap,Nicolas Batum,Wilson Chandler,Giannis Antetokounmpo,Tyler Johnson,Patrick Beverley,Marcelo Huertas,Dwight Howard,ATL,CHA,DEN,MIL,MIA,HOU,LAL,ATL,PF,SG/SF,SF/PF,PG,PG,PG,PG,C,7100,6600,6300,9800,5200,4500,3000,6800,253.16,373.5,49,Dec72016
Paul Millsap,Rodney McGruder,Nicolas Batum,Wilson Chandler,Giannis Antetokounmpo,Tyler Johnson,Patrick Beverley,Dwight Howard,ATL,MIA,CHA,DEN,MIL,MIA,HOU,ATL,PF,SG,SG/SF,SF/PF,PG,PG,PG,C,7100,3600,6600,6300,9800,5200,4500,6800,261.92,373.5,50,Dec72016
Thabo Sefolosha,Wilson Chandler,Giannis Antetokounmpo,Jeff Teague,Patrick Beverley,Marcelo Huertas,Andre Drummond,Dwight Howard,ATL,DEN,MIL,IND,HOU,LAL,DET,ATL,SG/SF,SF/PF,PG,PG,PG,PG,C,C,4100,6300,9800,6400,4500,3000,7500,6800,254.43,373.5,51,Dec72016
Rodney McGruder,Thabo Sefolosha,Wilson Chandler,Giannis Antetokounmpo,Jeff Teague,Patrick Beverley,Andre Drummond,Dwight Howard,MIA,ATL,DEN,MIL,IND,HOU,DET,ATL,SG,SG/SF,SF/PF,PG,PG,PG,C,C,3600,4100,6300,9800,6400,4500,7500,6800,263.19,373.5,52,Dec72016
Tony Snell,Wilson Chandler,Giannis Antetokounmpo,Jeff Teague,Tyler Johnson,Patrick Beverley,Andre Drummond,Dwight Howard,MIL,DEN,MIL,IND,MIA,HOU,DET,ATL,SG/SF,SF/PF,PG,PG,PG,PG,C,C,3300,6300,9800,6400,5200,4500,7500,6800,265.92,373.5,53,Dec72016
Paul Millsap,Corey Brewer,Wilson Chandler,Giannis Antetokounmpo,Jeff Teague,Marcelo Huertas,Andre Drummond,Dwight Howard,ATL,HOU,DEN,MIL,IND,LAL,DET,ATL,PF,SF,SF/PF,PG,PG,PG,C,C,7100,3000,6300,9800,6400,3000,7500,6800,247.08,373.5,54,Dec72016
Paul Millsap,Andre Iguodala,Wilson Chandler,Damian Lillard,Tyler Johnson,Patrick Beverley,Andre Drummond,Dwight Howard,ATL,GS,DEN,POR,MIA,HOU,DET,ATL,PF,SF,SF/PF,PG,PG,PG,C,C,7100,3500,6300,8700,5200,4500,7500,6800,253.28,373.25,55,Dec72016
Paul Millsap,Joe Harris,Wilson Chandler,Giannis Antetokounmpo,Jeff Teague,Tyler Johnson,Patrick Beverley,Dwight Howard,ATL,BKN,DEN,MIL,IND,MIA,HOU,ATL,PF,SF,SF/PF,PG,PG,PG,PG,C,7100,3600,6300,9800,6400,5200,4500,6800,260.56,373.25,56,Dec72016
Paul Millsap,Thabo Sefolosha,Wilson Chandler,Giannis Antetokounmpo,Patrick Beverley,Isaiah Whitehead,Andre Drummond,Dwight Howard,ATL,ATL,DEN,MIL,HOU,BKN,DET,ATL,PF,SG/SF,SF/PF,PG,PG,PG,C,C,7100,4100,6300,9800,4500,3400,7500,6800,255.14,373.25,57,Dec72016
Paul Millsap,Jae Crowder,Giannis Antetokounmpo,Tyler Johnson,Patrick Beverley,Isaiah Whitehead,Andre Drummond,Dwight Howard,ATL,BOS,MIL,MIA,HOU,BKN,DET,ATL,PF,SF,PG,PG,PG,PG,C,C,7100,5600,9800,5200,4500,3400,7500,6800,255.31,373.25,58,Dec72016
Paul Millsap,Sam Dekker,Wilson Chandler,Giannis Antetokounmpo,Tyler Johnson,Terry Rozier,Andre Drummond,Dwight Howard,ATL,HOU,DEN,MIL,MIA,BOS,DET,ATL,PF,SF,SF/PF,PG,PG,PG,C,C,7100,3800,6300,9800,5200,3000,7500,6800,250.94,373.0,59,Dec72016
Thabo Sefolosha,Wilson Chandler,Damian Lillard,Jeff Teague,Tyler Johnson,Patrick Beverley,Andre Drummond,Dwight Howard,ATL,DEN,POR,IND,MIA,HOU,DET,ATL,SG/SF,SF/PF,PG,PG,PG,PG,C,C,4100,6300,8700,6400,5200,4500,7500,6800,259.02,373.0,60,Dec72016
Paul Millsap,Nicolas Batum,Wilson Chandler,Jeff Teague,Tyler Johnson,Marcelo Huertas,Andre Drummond,Dwight Howard,ATL,CHA,DEN,IND,MIA,LAL,DET,ATL,PF,SG/SF,SF/PF,PG,PG,PG,C,C,7100,6600,6300,6400,5200,3000,7500,6800,246.36,373.0,61,Dec72016
Paul Millsap,Joe Harris,Wilson Chandler,Giannis Antetokounmpo,Tyler Johnson,Marcelo Huertas,Andre Drummond,Dwight Howard,ATL,BKN,DEN,MIL,MIA,LAL,DET,ATL,PF,SF,SF/PF,PG,PG,PG,C,C,7100,3600,6300,9800,5200,3000,7500,6800,248.95,373.0,62,Dec72016
Thabo Sefolosha,Paul George,Wilson Chandler,Jeff Teague,Tyler Johnson,Patrick Beverley,Andre Drummond,Dwight Howard,ATL,IND,DEN,IND,MIA,HOU,DET,ATL,SG/SF,SF/PF,SF/PF,PG,PG,PG,C,C,4100,7800,6300,6400,5200,4500,7500,6800,253.98,373.0,63,Dec72016
Jae Crowder,Thabo Sefolosha,Wilson Chandler,Giannis Antetokounmpo,Tyler Johnson,Patrick Beverley,Andre Drummond,Dwight Howard,BOS,ATL,DEN,MIL,MIA,HOU,DET,ATL,SF,SG/SF,SF/PF,PG,PG,PG,C,C,5600,4100,6300,9800,5200,4500,7500,6800,262.94,373.0,64,Dec72016
Paul Millsap,Sam Dekker,Jamal Crawford,Giannis Antetokounmpo,Jeff Teague,Patrick Beverley,Andre Drummond,Dwight Howard,ATL,HOU,LAC,MIL,IND,HOU,DET,ATL,PF,SF,SG,PG,PG,PG,C,C,7100,3800,4100,9800,6400,4500,7500,6800,255.5,373.0,65,Dec72016
Paul Millsap,Omri Casspi,Wilson Chandler,Giannis Antetokounmpo,Jeff Teague,Marcelo Huertas,Andre Drummond,Dwight Howard,ATL,SAC,DEN,MIL,IND,LAL,DET,ATL,PF,SF,SF/PF,PG,PG,PG,C,C,7100,3000,6300,9800,6400,3000,7500,6800,253.97,373.0,66,Dec72016
DeMarcus Cousins,Sam Dekker,Wilson Chandler,Jeff Teague,Tyler Johnson,Marcelo Huertas,Andre Drummond,Dwight Howard,SAC,HOU,DEN,IND,MIA,LAL,DET,ATL,PF/C,SF,SF/PF,PG,PG,PG,C,C,11000,3800,6300,6400,5200,3000,7500,6800,253.42,373.0,67,Dec72016
Paul Millsap,Rodney McGruder,Nicolas Batum,Wilson Chandler,Jeff Teague,Tyler Johnson,Andre Drummond,Dwight Howard,ATL,MIA,CHA,DEN,IND,MIA,DET,ATL,PF,SG,SG/SF,SF/PF,PG,PG,C,C,7100,3600,6600,6300,6400,5200,7500,6800,255.12,373.0,68,Dec72016
Paul Millsap,Joe Harris,Rodney McGruder,Wilson Chandler,Giannis Antetokounmpo,Tyler Johnson,Andre Drummond,Dwight Howard,ATL,BKN,MIA,DEN,MIL,MIA,DET,ATL,PF,SF,SG,SF/PF,PG,PG,C,C,7100,3600,3600,6300,9800,5200,7500,6800,257.71,373.0,69,Dec72016
Thabo Sefolosha,Paul George,Wilson Chandler,Giannis Antetokounmpo,Patrick Beverley,Terry Rozier,Andre Drummond,Dwight Howard,ATL,IND,DEN,MIL,HOU,BOS,DET,ATL,SG/SF,SF/PF,SF/PF,PG,PG,PG,C,C,4100,7800,6300,9800,4500,3000,7500,6800,263.34,373.0,70,Dec72016
Paul Millsap,Sam Dekker,Wilson Chandler,Jeff Teague,Tyler Johnson,Patrick Beverley,Andre Drummond,Dwight Howard,ATL,HOU,DEN,IND,MIA,HOU,DET,ATL,PF,SF,SF/PF,PG,PG,PG,C,C,7100,3800,6300,6400,5200,4500,7500,6800,239.63,372.75,71,Dec72016
Paul Millsap,Sam Dekker,Wilson Chandler,Giannis Antetokounmpo,Tyler Johnson,Iman Shumpert,Andre Drummond,Dwight Howard,ATL,HOU,DEN,MIL,MIA,CLE,DET,ATL,PF,SF,SF/PF,PG,PG,PG/SG,C,C,7100,3800,6300,9800,5200,3300,7500,6800,250.58,372.75,72,Dec72016
Paul Millsap,Joe Harris,Wilson Chandler,Giannis Antetokounmpo,Patrick Beverley,Marcelo Huertas,Andre Drummond,Dwight Howard,ATL,BKN,DEN,MIL,HOU,LAL,DET,ATL,PF,SF,SF/PF,PG,PG,PG,C,C,7100,3600,6300,9800,4500,3000,7500,6800,247.0,372.75,73,Dec72016
