Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Projected Value,Actual Scored,Iteration,date
Robert Covington,Blake Griffin,Bradley Beal,Marco Belinelli,Karl-Anthony Towns,Spencer Hawes,Giannis Antetokounmpo,Eric Bledsoe,PHI,LAC,WAS,CHA,MIN,CHA,MIL,PHO,SF,PF,SG,SG,C,PF/C,PG,PG,4300,8500,6000,3600,8000,3900,8800,6800,263.1,379.5,1,Nov212016
Bradley Beal,Karl-Anthony Towns,Serge Ibaka,Marcus Smart,Salah Mejri,Giannis Antetokounmpo,Eric Bledsoe,Mike Conley,WAS,MIN,ORL,BOS,DAL,MIL,PHO,MEM,SG,C,PF/C,SG/SF,C,PG,PG,PG,6000,8000,5600,5300,3000,8800,6800,6400,263.64,379.0,2,Nov212016
Michael Kidd-Gilchrist,Blake Griffin,Bradley Beal,Marco Belinelli,Karl-Anthony Towns,Salah Mejri,Giannis Antetokounmpo,Eric Bledsoe,CHA,LAC,WAS,CHA,MIN,DAL,MIL,PHO,SF,PF,SG,SG,C,C,PG,PG,5200,8500,6000,3600,8000,3000,8800,6800,266.91,379.0,3,Nov212016
Bradley Beal,Marco Belinelli,Karl-Anthony Towns,Spencer Hawes,Tony Snell,John Wall,Giannis Antetokounmpo,Eric Bledsoe,WAS,CHA,MIN,CHA,MIL,WAS,MIL,PHO,SG,SG,C,PF/C,SG/SF,PG,PG,PG,6000,3600,8000,3900,3500,9000,8800,6800,258.0,378.5,4,Nov212016
Vince Carter,Blake Griffin,Bradley Beal,Marco Belinelli,Karl-Anthony Towns,Spencer Hawes,Giannis Antetokounmpo,Eric Bledsoe,MEM,LAC,WAS,CHA,MIN,CHA,MIL,PHO,SF,PF,SG,SG,C,PF/C,PG,PG,4000,8500,6000,3600,8000,3900,8800,6800,260.64,378.0,5,Nov212016
Bradley Beal,Marco Belinelli,Karl-Anthony Towns,Spencer Hawes,Kelly Oubre Jr.,John Wall,Giannis Antetokounmpo,Eric Bledsoe,WAS,CHA,MIN,CHA,WAS,WAS,MIL,PHO,SG,SG,C,PF/C,SG/SF,PG,PG,PG,6000,3600,8000,3900,3000,9000,8800,6800,247.96,377.5,6,Nov212016
Robert Covington,Blake Griffin,Bradley Beal,Marco Belinelli,Salah Mejri,John Wall,Giannis Antetokounmpo,Eric Bledsoe,PHI,LAC,WAS,CHA,DAL,WAS,MIL,PHO,SF,PF,SG,SG,C,PG,PG,PG,4300,8500,6000,3600,3000,9000,8800,6800,263.16,377.25,7,Nov212016
Robert Covington,Blake Griffin,Bradley Beal,Karl-Anthony Towns,Spencer Hawes,Salah Mejri,Giannis Antetokounmpo,Eric Bledsoe,PHI,LAC,WAS,MIN,CHA,DAL,MIL,PHO,SF,PF,SG,C,PF/C,C,PG,PG,4300,8500,6000,8000,3900,3000,8800,6800,262.36,377.0,8,Nov212016
Bradley Beal,Marco Belinelli,Karl-Anthony Towns,Spencer Hawes,Norman Powell,John Wall,Giannis Antetokounmpo,Eric Bledsoe,WAS,CHA,MIN,CHA,TOR,WAS,MIL,PHO,SG,SG,C,PF/C,SG/SF,PG,PG,PG,6000,3600,8000,3900,3400,9000,8800,6800,258.09,377.0,9,Nov212016
Robert Covington,Blake Griffin,Bradley Beal,Marco Belinelli,Karl-Anthony Towns,Salah Mejri,Giannis Antetokounmpo,Eric Bledsoe,PHI,LAC,WAS,CHA,MIN,DAL,MIL,PHO,SF,PF,SG,SG,C,C,PG,PG,4300,8500,6000,3600,8000,3000,8800,6800,264.4,376.75,10,Nov212016
Bradley Beal,Marco Belinelli,Karl-Anthony Towns,Gorgui Dieng,Serge Ibaka,Marcus Smart,Giannis Antetokounmpo,Eric Bledsoe,WAS,CHA,MIN,MIN,ORL,BOS,MIL,PHO,SG,SG,C,PF/C,PF/C,SG/SF,PG,PG,6000,3600,8000,5800,5600,5300,8800,6800,261.52,376.5,11,Nov212016
Bradley Beal,Karl-Anthony Towns,Marcus Smart,Salah Mejri,Rodney Stuckey,John Wall,Giannis Antetokounmpo,Eric Bledsoe,WAS,MIN,BOS,DAL,IND,WAS,MIL,PHO,SG,C,SG/SF,C,PG/SG,PG,PG,PG,6000,8000,5300,3000,3000,9000,8800,6800,258.03,376.5,12,Nov212016
