Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Projected Value,Actual Scored,Iteration,date,NumGames,Risk
Trevor Booker,Lou Williams,Kentavious Caldwell-Pope,Andre Drummond,Alex Len,Markieff Morris,Chris Paul,Kyle Lowry,BKN,LAL,DET,DET,PHO,WAS,LAC,TOR,PF,SG,SG,C,C,SF,PG,PG,295.11,281.5,1,Nov122016,11,88.36
Kelly Olynyk,James Harden,Andre Drummond,Alex Len,Jabari Parker,P.J. Tucker,Kyle Lowry,Mike Conley,BOS,HOU,DET,PHO,MIL,PHO,TOR,MEM,PF,PG,C,C,SF,SF,PG,PG,291.45,254.75,2,Nov122016,11,92.78
JaMychal Green,Jared Dudley,James Harden,E'Twaun Moore,Andre Drummond,Alex Len,Andrew Wiggins,Chris Paul,MEM,PHO,HOU,NO,DET,PHO,MIN,LAC,PF,PF,PG,SG,C,C,SF,PG,290.43,248.5,3,Nov122016,11,82.29
Trevor Booker,JaMychal Green,James Harden,Brook Lopez,Lucas Nogueira,P.J. Tucker,Chris Paul,Kyle Lowry,BKN,MEM,HOU,BKN,TOR,PHO,LAC,TOR,PF,PF,PG,C,C,SF,PG,PG,288.80999999999995,265.75,4,Nov122016,11,83.0
JaMychal Green,James Harden,Nick Young,Pau Gasol,Alex Len,Markieff Morris,Carmelo Anthony,Kyle Lowry,MEM,HOU,LAL,SA,PHO,WAS,NY,TOR,PF,PG,SG,C,C,SF,SF,PG,287.96000000000004,286.5,5,Nov122016,11,83.91
