A.J. Hammons,1.94981650346
Aaron Brooks,4.21953698978
Aaron Gordon,5.31220952005
Aaron Harrison,1.05922220212
Adreian Payne,4.42696692671
Al Horford,18.6608778337
Al Jefferson,3.57032325753
Al-Farouq Aminu,11.4636895116
Alan Anderson,2.06956345589
Alan Williams,7.3233228323
Alec Burks,0.0
Alex Abrines,3.20827981903
Alex Len,6.24861344293
Alexis Ajinca,4.9227232068
Allen Crabbe,3.12895103688
Alonzo Gee,4.03516395555
Amir Johnson,4.10293043087
Anderson Varejao,2.54314922762
Andre Drummond,8.60945444743
Andre Iguodala,3.77087193009
Andre Roberson,2.57050357955
Andrew Bogut,10.1355102178
Andrew Harrison,7.19763690901
Andrew Nicholson,4.60353050822
Andrew Wiggins,4.33158658876
Anthony Bennett,4.31130037435
Anthony Brown,5.8517643763
Anthony Davis,16.5286694618
Anthony Morrow,4.95564925862
Anthony Tolliver,3.43167749781
Archie Goodwin,3.55947604248
Arinze Onuaku,1.05601723385
Aron Baynes,1.95505011836
Arron Afflalo,3.53921181125
Austin Rivers,3.77610195296
Avery Bradley,3.10909096541
Ben McLemore,3.76862982734
Ben Simmons,0.0
Beno Udrih,3.60504648805
Bismack Biyombo,6.47637527106
Blake Griffin,12.181752858
Boban Marjanovic,2.45974664234
Bobby Brown,0.345653616738
Bobby Portis,3.45345646054
Bojan Bogdanovic,2.76463176432
Boris Diaw,6.52913345502
Bradley Beal,12.6640944299
Brandan Wright,0.0
Brandon Bass,3.33155956616
Brandon Ingram,6.23818329465
Brandon Jennings,2.97389825938
Brandon Knight,3.3733759509
Brandon Rush,2.80284806393
Brian Roberts,1.12209236042
Brice Johnson,0.0
Brook Lopez,10.9530049612
Bruno Caboclo,1.61351731338
Bryn Forbes,0.892600690627
Buddy Hield,5.67154577901
C.J. McCollum,3.66999768649
C.J. Miles,10.6666764405
C.J. Watson,3.10362715356
C.J. Wilcox,1.6153092994
Cameron Jones,0.0
Cameron Payne,0.0
Caris LeVert,1.56265252009
Carmelo Anthony,3.19436841191
Chandler Parsons,7.65380746938
Channing Frye,8.00787969498
Chasson Randle,0.0
Cheick Diallo,3.269564318
Chinanu Onuaku,0.0
Chris Andersen,3.23842077766
Chris Bosh,0.0
Chris Johnson,0.0
Chris McCullough,3.26180087184
Chris Paul,2.9914633918
Christian Wood,1.20361116509
Clint Capela,3.77078344664
Cody Zeller,7.65626327571
Cole Aldrich,3.11089357987
Corey Brewer,2.30548248054
Cory Jefferson,0.0
Cory Joseph,3.38883900285
Courtney Lee,5.66068648033
Cristiano Felicio,3.9797761796
D'Angelo Russell,15.0631962664
D.J. Augustin,2.9944583558
Dahntay Jones,0.0
Damian Jones,0.0
Damian Lillard,2.06130202487
Damien Inglis,0.0
Damjan Rudez,2.47346536666
Daniel Ochefu,0.703628140701
Danilo Gallinari,9.78692050126
Danny Green,9.37903649273
Dante Cunningham,7.13514096929
Dante Exum,3.61973421056
Danuel House,0.253607022259
Dario Saric,5.32714383021
Darrell Arthur,5.9715821443
Darren Collison,12.6761281284
Darrun Hilliard,3.22243324494
David Lee,4.28369742775
David West,2.84813148242
Davis Bertans,2.92133992379
DeAndre Jordan,2.74864846937
DeAndre Liggins,4.15932384426
DeAndre' Bembry,1.19012604374
DeMar DeRozan,3.4883512078
DeMarcus Cousins,4.71771245155
