Name,Salary,Projected,Scored,Override
Tim Quarterman,0.0,1.81249479625,2.13527492882,0.0
Timofey Mozgov,414.044157838,3.68864213264,7.025224095,0.0
Timothe Luwawu-Cabarrot,0.0,2.28125400531,3.64881865143,0.0
Tobias Harris,263.747216608,3.07395454275,9.30108493647,0.0
Tomas Satoransky,435.346494241,6.74303940987,7.94136118001,0.0
Toney Douglas,206.559111798,4.11153499316,0.645497224368,0.0
Tony Allen,405.616674802,9.67193829317,12.3033705176,0.0
Tony Parker,249.2186371,9.7474598164,10.4927153048,0.0
Tony Snell,170.591468941,4.17885031458,6.98618374258,0.0
Treveon Graham,0.0,1.91498707834,2.50008163132,0.0
Trevor Ariza,227.497954164,2.01594244367,7.52263133947,0.0
Trevor Booker,543.987780482,7.21124998713,11.4553744533,0.0
Trey Burke,124.489294885,3.1609151124,6.04733741866,0.0
Trey Lyles,549.196072938,2.69178644876,6.86172465974,0.0
Tristan Thompson,238.565125781,3.60500735265,9.47884174377,0.0
Troy Daniels,573.733768751,9.35923786877,12.1950007375,0.0
Troy Williams,525.489070483,8.84965478104,9.84125987502,0.0
Ty Lawson,838.988701245,5.99791561073,9.51714886134,0.0
Tyler Ennis,0.0,3.40091724694,4.65540132801,0.0
Tyler Johnson,439.182914801,6.6272271297,8.97322547974,0.0
Tyler Ulis,0.0,4.65152976373,7.5811931644,0.0
Tyler Zeller,495.923095159,6.75625823623,9.92853452793,0.0
Tyreke Evans,166.410058868,0.0,0.0,0.0
Tyson Chandler,264.467119209,11.7222635134,14.6517394663,0.0
Tyus Jones,272.855922805,4.98454289858,9.68298482057,0.0
Udonis Haslem,0.0,1.72822315264,2.23848527503,0.0
Victor Oladipo,509.414905651,8.01046999932,12.8398309516,0.0
Vince Carter,401.655698517,9.09074361408,10.721730517,0.0
Wade Baldwin IV,147.579771102,6.60937157447,9.3242707429,0.0
Walter Tavares,0.0,1.71444062792,1.67829278336,0.0
Wayne Ellington,592.662618689,10.0319335349,11.8414526136,0.0
Wesley Johnson,19.7948663722,4.15384501494,6.75304919791,0.0
Wesley Matthews,276.727328221,4.0866823146,10.4987123493,0.0
Will Barton,713.302180005,14.5347253493,15.0274442815,0.0
Willie Cauley-Stein,204.040812244,3.46164533252,6.04603091258,0.0
Willie Reed,98.9743318611,4.93047555764,7.902053466,0.0
Willy Hernangomez,34.1565025532,6.38119724921,12.1884080858,0.0
Wilson Chandler,881.242165981,11.1627830339,15.7987147501,0.0
Yogi Ferrell,0.0,4.76731099823,7.48598690889,0.0
Zach LaVine,275.185301851,6.78385127494,11.0990862828,0.0
Zach Randolph,336.269122991,12.5490826703,13.2646373233,0.0
Zaza Pachulia,271.968412681,5.48006875363,8.9643430156,0.0
