Name,Team,Position,Dropped,Added,Total,Date
Seth Curry,DAL ," PG,SG",482,5345,5828,2016-12-27
Tim Frazier,NO ," PG,SG",4182,142,4329,2016-12-27
Ty Lawson,SAC , PG,329,3408,3739,2016-12-27
Sean Kilpatrick,BKN ," PG,SG",117,3500,3624,2016-12-27
Michael Kidd-Gilchrist,CHA , SF,169,3408,3580,2016-12-27
Montrezl Harrell,HOU ," PF,C",1504,1939,3444,2016-12-27
Tyler Johnson,MIA ," SF,PF",793,2456,3249,2016-12-27
Malcolm Brogdon,MIL ," PG,SG",2766,312,3080,2016-12-27
Marreese Speights,LAC ," PF,C",2565,405,2975,2016-12-27
Nikola Mirotic,CHI ," SF,PF",188,2710,2905,2016-12-27
J.J. Barea,DAL ," PG,SG",2454,123,2582,2016-12-27
Thabo Sefolosha,ATL ," SG,SF",213,2355,2571,2016-12-27
Shelvin Mack,UTA , PG,963,1570,2534,2016-12-27
Will Barton,DEN ," SG,SF",98,2344,2450,2016-12-27
Jamal Crawford,LAC ," SG,SF",245,2160,2407,2016-12-27
Tony Allen,MEM ," SG,SF",1636,672,2314,2016-12-27
Dwight Powell,DAL ," PF,C",1863,419,2283,2016-12-27
Sergio Rodriguez,PHI , PG,161,2114,2278,2016-12-27
Lucas Nogueira,TOR ," PF,C",313,1771,2084,2016-12-27
JaMychal Green,MEM , PF,1798,245,2050,2016-12-27
John Henson,MIL ," PF,C",1785,181,1969,2016-12-27
Marco Belinelli,CHA ," SG,SF",1815,37,1855,2016-12-27
Chandler Parsons,MEM ," SF,PF",1656,126,1788,2016-12-27
Cody Zeller,CHA ," PF,C",195,1547,1750,2016-12-27
Kent Bazemore,ATL ," SG,SF",1461,135,1600,2016-12-27
Josh Richardson,MIA ," SG,SF",523,1050,1574,2016-12-27
Luol Deng,LAL ," SF,PF",474,1064,1541,2016-12-27
Nick Young,LAL ," SG,SF",771,735,1516,2016-12-27
P.J. Tucker,PHO ," SG,SF",1286,178,1465,2016-12-27
C.J. Miles,IND ," SG,SF",1241,213,1455,2016-12-27
Marcus Morris,DET ," SF,PF",460,947,1418,2016-12-27
Andrew Bogut,DAL , C,255,1095,1352,2016-12-27
Andre Roberson,OKC ," SG,SF",1158,191,1349,2016-12-27
Joe Ingles,UTA ," SG,SF",498,835,1334,2016-12-27
Justise Winslow,MIA ," SF,PF",567,742,1314,2016-12-27
Austin Rivers,LAC ," PG,SG,SF",390,862,1254,2016-12-27
Patty Mills,SA , PG,909,340,1253,2016-12-27
Tyler Johnson,MIA ," PG,SG",477,760,1241,2016-12-27
Tyson Chandler,PHO , C,1020,196,1225,2016-12-27
Jon Leuer,DET ," PF,C",294,902,1203,2016-12-27
Marcus Smart,BOS , PG,436,710,1152,2016-12-27
Trevor Booker,BKN , PF,842,296,1151,2016-12-27
Tony Snell,MIL ," SG,SF",26,1108,1134,2016-12-27
Kyle O'Quinn,NY ," PF,C",925,188,1115,2016-12-27
Patrick Patterson,TOR ," PF,C",167,946,1115,2016-12-27
Maurice Harkless,POR , SF,777,325,1114,2016-12-27
Gary Harris,DEN ," SG,SF",971,135,1113,2016-12-27
Tyreke Evans,NO ," PG,SG,SF",1010,82,1097,2016-12-27
Raymond Felton,LAC ," PG,SG",859,224,1083,2016-12-27
Bojan Bogdanovic,BKN ," SG,SF",241,827,1080,2016-12-27
Josh Richardson,MIA ," SG,SF",160,4422,4583,2016-12-28
Sergio Rodriguez,PHI , PG,160,3525,3686,2016-12-28
Tim Frazier,NO ," PG,SG",3388,118,3514,2016-12-28
Michael Kidd-Gilchrist,CHA , SF,132,2601,2737,2016-12-28
Montrezl Harrell,HOU ," PF,C",2540,188,2730,2016-12-28
Seth Curry,DAL ," PG,SG",686,2009,2697,2016-12-28
Jeremy Lin,BKN ," PG,SG",2604,48,2665,2016-12-28
Tyler Johnson,MIA ," SF,PF",458,2142,2600,2016-12-28
Ty Lawson,SAC , PG,812,1586,2402,2016-12-28
Tony Allen,MEM ," SG,SF",355,1953,2312,2016-12-28
Sean Kilpatrick,BKN ," PG,SG",196,1983,2186,2016-12-28
Jamal Crawford,LAC ," SG,SF",997,962,1962,2016-12-28
Monta Ellis,IND ," PG,SG",401,1527,1932,2016-12-28
Marco Belinelli,CHA ," SG,SF",1888,18,1908,2016-12-28
Marreese Speights,LAC ," PF,C",1531,308,1839,2016-12-28
Joakim Noah,NY ," PF,C",223,1515,1740,2016-12-28
Cody Zeller,CHA ," PF,C",184,1495,1682,2016-12-28
Thabo Sefolosha,ATL ," SG,SF",468,1167,1641,2016-12-28
Will Barton,DEN ," SG,SF",518,1109,1639,2016-12-28
Lucas Nogueira,TOR ," PF,C",415,1211,1629,2016-12-28
Malcolm Brogdon,MIL ," PG,SG",1117,485,1604,2016-12-28
John Henson,MIL ," PF,C",1428,112,1548,2016-12-28
Joe Ingles,UTA ," SG,SF",257,1260,1518,2016-12-28
Nikola Mirotic,CHI ," SF,PF",452,1044,1506,2016-12-28
Shelvin Mack,UTA , PG,1268,232,1501,2016-12-28
Nick Young,LAL ," SG,SF",1064,388,1465,2016-12-28
Raymond Felton,LAC ," PG,SG",1371,70,1441,2016-12-28
Patty Mills,SA , PG,1075,338,1419,2016-12-28
Austin Rivers,LAC ," PG,SG,SF",529,781,1310,2016-12-28
JaMychal Green,MEM , PF,1081,217,1302,2016-12-28
Kyle O'Quinn,NY ," PF,C",1100,186,1290,2016-12-28
Marcus Morris,DET ," SF,PF",528,749,1286,2016-12-28
Luol Deng,LAL ," SF,PF",456,797,1257,2016-12-28
Dwight Powell,DAL ," PF,C",714,433,1149,2016-12-28
Tyler Johnson,MIA ," PG,SG",362,749,1118,2016-12-28
Marcus Smart,BOS , PG,324,789,1116,2016-12-28
Tyson Chandler,PHO , C,886,216,1113,2016-12-28
Maurice Harkless,POR , SF,862,226,1096,2016-12-28
Chandler Parsons,MEM ," SF,PF",927,141,1070,2016-12-28
Darren Collison,SAC , PG,901,156,1068,2016-12-28
J.J. Barea,DAL ," PG,SG",954,105,1066,2016-12-28
Dirk Nowitzki,DAL ," PF,C",884,169,1063,2016-12-28
Nerlens Noel,PHI ," PF,C",384,642,1035,2016-12-28
Kent Bazemore,ATL ," SG,SF",894,127,1028,2016-12-28
Bismack Biyombo,ORL ," PF,C",615,393,1020,2016-12-28
Patrick Patterson,TOR ," PF,C",214,779,996,2016-12-28
Jeremy Lamb,CHA ," SG,SF",74,918,992,2016-12-28
Jon Leuer,DET ," PF,C",456,520,984,2016-12-28
Courtney Lee,NY ," SG,SF",875,79,956,2016-12-28
Andre Roberson,OKC ," SG,SF",886,67,954,2016-12-28
Josh Richardson,MIA ," SG,SF",188,4390,4580,2016-12-29
Sergio Rodriguez,PHI , PG,1996,1941,3945,2016-12-29
Joakim Noah,NY ," PF,C",164,3704,3870,2016-12-29
Tim Frazier,NO ," PG,SG",3558,109,3672,2016-12-29
Dragan Bender,PHO , PF,262,3405,3667,2016-12-29
Tyreke Evans,NO ," PG,SG,SF",129,2945,3080,2016-12-29
Austin Rivers,LAC ," PG,SG,SF",279,2579,2858,2016-12-29
Malcolm Brogdon,MIL ," PG,SG",462,2219,2684,2016-12-29
Darren Collison,SAC , PG,2546,84,2640,2016-12-29
Monta Ellis,IND ," PG,SG",470,1923,2396,2016-12-29
Sean Kilpatrick,BKN ," PG,SG",207,2054,2273,2016-12-29
John Henson,MIL ," PF,C",1768,371,2147,2016-12-29
Jamal Crawford,LAC ," SG,SF",1809,247,2065,2016-12-29
Thabo Sefolosha,ATL ," SG,SF",419,1475,1898,2016-12-29
Lucas Nogueira,TOR ," PF,C",1609,283,1893,2016-12-29
Shelvin Mack,UTA , PG,1802,74,1877,2016-12-29
Tyler Johnson,MIA ," SF,PF",825,1008,1838,2016-12-29
Tony Allen,MEM ," SG,SF",590,1225,1822,2016-12-29
Michael Kidd-Gilchrist,CHA , SF,890,912,1805,2016-12-29
Ty Lawson,SAC , PG,1338,451,1790,2016-12-29
Seth Curry,DAL ," PG,SG",667,1091,1764,2016-12-29
Marreese Speights,LAC ," PF,C",854,788,1645,2016-12-29
Luol Deng,LAL ," SF,PF",937,631,1575,2016-12-29
Tony Snell,MIL ," SG,SF",105,1438,1543,2016-12-29
Jeremy Lin,BKN ," PG,SG",1448,64,1534,2016-12-29
Terrence Ross,TOR ," SG,SF",188,1333,1524,2016-12-29
Patty Mills,SA , PG,1145,318,1470,2016-12-29
Patrick Patterson,TOR ," PF,C",1189,187,1378,2016-12-29
Justise Winslow,MIA ," SF,PF",1062,282,1350,2016-12-29
Tyson Chandler,PHO , C,1128,174,1317,2016-12-29
Joe Ingles,UTA ," SG,SF",799,497,1297,2016-12-29
Raymond Felton,LAC ," PG,SG",1271,15,1286,2016-12-29
Montrezl Harrell,HOU ," PF,C",1058,159,1222,2016-12-29
Kyle O'Quinn,NY ," PF,C",902,294,1198,2016-12-29
Will Barton,DEN ," SG,SF",755,425,1192,2016-12-29
Nerlens Noel,PHI ," PF,C",307,869,1188,2016-12-29
Buddy Hield,NO , SG,82,1100,1182,2016-12-29
Dirk Nowitzki,DAL ," PF,C",967,160,1139,2016-12-29
JaMychal Green,MEM , PF,720,401,1130,2016-12-29
Marcus Morris,DET ," SF,PF",677,397,1087,2016-12-29
Nikola Mirotic,CHI ," SF,PF",620,454,1079,2016-12-29
Tyler Johnson,MIA ," PG,SG",181,888,1072,2016-12-29
T.J. Warren,PHO , SF,269,786,1068,2016-12-29
Maurice Harkless,POR , SF,803,243,1061,2016-12-29
Cody Zeller,CHA ," PF,C",535,523,1061,2016-12-29
Danny Green,SA ," SG,SF",260,789,1055,2016-12-29
Jon Leuer,DET ," PF,C",572,468,1050,2016-12-29
Alex Len,PHO ," PF,C",708,334,1049,2016-12-29
Chandler Parsons,MEM ," SF,PF",806,217,1040,2016-12-29
Marvin Williams,CHA ," SF,PF",552,483,1040,2016-12-29
Josh Richardson,MIA ," SG,SF",208,6100,6309,2016-12-30
Sergio Rodriguez,PHI , PG,4713,86,4806,2016-12-30
Malcolm Brogdon,MIL ," PG,SG",332,4315,4650,2016-12-30
JaMychal Green,MEM , PF,247,2819,3077,2016-12-30
Austin Rivers,LAC ," PG,SG,SF",347,2648,2998,2016-12-30
Joakim Noah,NY ," PF,C",571,2283,2861,2016-12-30
Tyreke Evans,NO ," PG,SG,SF",119,2668,2791,2016-12-30
Montrezl Harrell,HOU ," PF,C",509,2201,2715,2016-12-30
Luol Deng,LAL ," SF,PF",2303,199,2508,2016-12-30
Michael Carter-Williams,CHI , PG,94,2314,2408,2016-12-30
Tony Allen,MEM ," SG,SF",428,1803,2233,2016-12-30
Tim Frazier,NO ," PG,SG",2045,131,2182,2016-12-30
Seth Curry,DAL ," PG,SG",1644,413,2065,2016-12-30
Justise Winslow,MIA ," SF,PF",1770,101,1887,2016-12-30
Thabo Sefolosha,ATL ," SG,SF",835,996,1838,2016-12-30
T.J. McConnell,PHI , PG,310,1473,1783,2016-12-30
John Henson,MIL ," PF,C",1353,417,1775,2016-12-30
Tony Snell,MIL ," SG,SF",228,1539,1767,2016-12-30
Tyler Johnson,MIA ," SF,PF",1099,646,1751,2016-12-30
Marreese Speights,LAC ," PF,C",353,1388,1744,2016-12-30
Monta Ellis,IND ," PG,SG",696,995,1698,2016-12-30
Marcus Morris,DET ," SF,PF",1419,248,1678,2016-12-30
Sean Kilpatrick,BKN ," PG,SG",679,928,1620,2016-12-30
Shelvin Mack,UTA , PG,1533,18,1554,2016-12-30
Michael Kidd-Gilchrist,CHA , SF,795,745,1550,2016-12-30
Tyler Johnson,MIA ," PG,SG",161,1336,1506,2016-12-30
Troy Daniels,MEM ," PG,SG",161,1286,1448,2016-12-30
Lucas Nogueira,TOR ," PF,C",1257,105,1364,2016-12-30
Marvin Williams,CHA ," SF,PF",385,925,1318,2016-12-30
Matthew Dellavedova,MIL ," PG,SG",1029,223,1254,2016-12-30
Patty Mills,SA , PG,936,308,1252,2016-12-30
Chandler Parsons,MEM ," SF,PF",1014,224,1245,2016-12-30
Robert Covington,PHI ," SF,PF",1133,102,1243,2016-12-30
Ty Lawson,SAC , PG,593,645,1240,2016-12-30
Dwight Powell,DAL ," PF,C",826,383,1212,2016-12-30
Kyle O'Quinn,NY ," PF,C",853,293,1151,2016-12-30
Patrick Patterson,TOR ," PF,C",1121,18,1145,2016-12-30
Jeremy Lin,BKN ," PG,SG",1018,101,1137,2016-12-30
Dragan Bender,PHO , PF,578,553,1131,2016-12-30
Marcus Smart,BOS , PG,658,450,1115,2016-12-30
Cody Zeller,CHA ," PF,C",438,657,1104,2016-12-30
Jamal Crawford,LAC ," SG,SF",614,475,1099,2016-12-30
Terrence Jones,NO ," SF,PF",972,107,1083,2016-12-30
Nerlens Noel,PHI ," PF,C",401,656,1068,2016-12-30
Nick Young,LAL ," SG,SF",485,535,1035,2016-12-30
Will Barton,DEN ," SG,SF",694,318,1027,2016-12-30
Darren Collison,SAC , PG,814,185,1016,2016-12-30
Dirk Nowitzki,DAL ," PF,C",772,213,998,2016-12-30
Alex Len,PHO ," PF,C",577,396,978,2016-12-30
Garrett Temple,SAC ," PG,SG",181,790,972,2016-12-30
Malcolm Brogdon,MIL ," PG,SG",715,6701,7419,2016-12-31
Josh Richardson,MIA ," SG,SF",164,6113,6286,2016-12-31
Montrezl Harrell,HOU ," PF,C",407,5225,5636,2016-12-31
Michael Carter-Williams,CHI , PG,428,3475,3903,2016-12-31
John Henson,MIL ," PF,C",3690,141,3841,2016-12-31
Tyler Johnson,MIA ," SF,PF",262,2735,3002,2016-12-31
Rajon Rondo,CHI , PG,2819,86,2929,2016-12-31
Ty Lawson,SAC , PG,2453,309,2765,2016-12-31
Marcus Morris,DET ," SF,PF",2466,170,2647,2016-12-31
Terrence Ross,TOR ," SG,SF",216,2403,2622,2016-12-31
Marreese Speights,LAC ," PF,C",835,1387,2227,2016-12-31
Joakim Noah,NY ," PF,C",1641,420,2068,2016-12-31
Danny Green,SA ," SG,SF",169,1845,2016,2016-12-31
Sergio Rodriguez,PHI , PG,1908,48,1963,2016-12-31
JaMychal Green,MEM , PF,531,1329,1864,2016-12-31
Austin Rivers,LAC ," PG,SG,SF",1533,324,1858,2016-12-31
Tyreke Evans,NO ," PG,SG,SF",126,1721,1856,2016-12-31
Thomas Robinson,LAL ," PF,C",57,1783,1840,2016-12-31
K. Korver,CLE ," SG,SF",123,1690,1816,2016-12-31
Tim Frazier,NO ," PG,SG",1703,60,1769,2016-12-31
Tony Parker,SA , PG,158,1596,1756,2016-12-31
Tyler Johnson,MIA ," PG,SG",143,1556,1712,2016-12-31
Jon Leuer,DET ," PF,C",141,1547,1698,2016-12-31
Jamal Crawford,LAC ," SG,SF",1469,203,1674,2016-12-31
Seth Curry,DAL ," PG,SG",1384,281,1671,2016-12-31
Tony Allen,MEM ," SG,SF",1163,493,1660,2016-12-31
Kyle O'Quinn,NY ," PF,C",1506,66,1579,2016-12-31
Thabo Sefolosha,ATL ," SG,SF",976,507,1491,2016-12-31
Allen Crabbe,POR ," PG,SG",224,1141,1365,2016-12-31
Terrence Jones,NO ," SF,PF",1320,27,1350,2016-12-31
Lucas Nogueira,TOR ," PF,C",513,826,1339,2016-12-31
Monta Ellis,IND ," PG,SG",1027,307,1338,2016-12-31
Raymond Felton,LAC ," PG,SG",219,1105,1326,2016-12-31
Patty Mills,SA , PG,867,434,1305,2016-12-31
Luol Deng,LAL ," SF,PF",927,351,1285,2016-12-31
Matthew Dellavedova,MIL ," PG,SG",1247,13,1262,2016-12-31
Maurice Harkless,POR , SF,595,630,1243,2016-12-31
T.J. Warren,PHO , SF,1062,160,1236,2016-12-31
Cody Zeller,CHA ," PF,C",832,388,1232,2016-12-31
Sean Kilpatrick,BKN ," PG,SG",1007,207,1224,2016-12-31
Nikola Mirotic,CHI ," SF,PF",862,335,1204,2016-12-31
Michael Kidd-Gilchrist,CHA , SF,778,408,1201,2016-12-31
Darren Collison,SAC , PG,600,553,1171,2016-12-31
Dwight Powell,DAL ," PF,C",375,790,1166,2016-12-31
Tony Snell,MIL ," SG,SF",1047,101,1149,2016-12-31
Wayne Ellington,MIA ," SG,SF",127,1010,1137,2016-12-31
Marvin Williams,CHA ," SF,PF",571,548,1127,2016-12-31
C.J. Miles,IND ," SG,SF",684,428,1119,2016-12-31
Nick Young,LAL ," SG,SF",311,794,1117,2016-12-31
Bismack Biyombo,ORL ," PF,C",348,761,1116,2016-12-31
Malcolm Brogdon,MIL ," PG,SG",142,12046,12191,2017-01-01
Marreese Speights,LAC ," PF,C",443,3455,3904,2017-01-01
Montrezl Harrell,HOU ," PF,C",623,3222,3848,2017-01-01
Rajon Rondo,CHI , PG,3545,82,3661,2017-01-01
John Henson,MIL ," PF,C",3293,61,3358,2017-01-01
Justin Holiday,NY ," SG,SF",93,3052,3145,2017-01-01
Josh Richardson,MIA ," SG,SF",251,2841,3098,2017-01-01
JaMychal Green,MEM , PF,239,2542,2788,2017-01-01
Tyler Johnson,MIA ," SF,PF",311,2361,2679,2017-01-01
Luol Deng,LAL ," SF,PF",2104,416,2526,2017-01-01
Ty Lawson,SAC , PG,2353,55,2411,2017-01-01
Michael Carter-Williams,CHI , PG,480,1846,2326,2017-01-01
Tony Parker,SA , PG,311,1772,2084,2017-01-01
Terrence Ross,TOR ," SG,SF",694,1386,2081,2017-01-01
Jamal Crawford,LAC ," SG,SF",1769,138,1915,2017-01-01
Thabo Sefolosha,ATL ," SG,SF",1516,355,1878,2017-01-01
T.J. Warren,PHO , SF,1682,87,1785,2017-01-01
Thomas Robinson,LAL ," PF,C",354,1371,1725,2017-01-01
Patty Mills,SA , PG,1384,295,1691,2017-01-01
Jon Leuer,DET ," PF,C",753,869,1631,2017-01-01
K. Korver,CLE ," SG,SF",286,1260,1553,2017-01-01
Joakim Noah,NY ," PF,C",388,1148,1543,2017-01-01
Justise Winslow,MIA ," SF,PF",1291,195,1500,2017-01-01
Danny Green,SA ," SG,SF",508,949,1462,2017-01-01
Tyler Johnson,MIA ," PG,SG",224,1211,1451,2017-01-01
Darren Collison,SAC , PG,297,1130,1443,2017-01-01
Brandon Jennings,NY , PG,127,1285,1415,2017-01-01
Lucas Nogueira,TOR ," PF,C",849,549,1403,2017-01-01
C.J. Miles,IND ," SG,SF",1098,254,1355,2017-01-01
Brandon Knight,PHO ," PG,SG",1243,86,1343,2017-01-01
Marcus Morris,DET ," SF,PF",1051,273,1330,2017-01-01
Michael Kidd-Gilchrist,CHA , SF,532,784,1322,2017-01-01
Tony Allen,MEM ," SG,SF",962,347,1317,2017-01-01
Maurice Harkless,POR , SF,794,508,1314,2017-01-01
Tim Frazier,NO ," PG,SG",1176,133,1313,2017-01-01
Austin Rivers,LAC ," PG,SG,SF",925,350,1278,2017-01-01
Monta Ellis,IND ," PG,SG",976,292,1272,2017-01-01
Sergio Rodriguez,PHI , PG,1126,105,1242,2017-01-01
Kent Bazemore,ATL ," SG,SF",916,315,1236,2017-01-01
Wayne Ellington,MIA ," SG,SF",247,975,1222,2017-01-01
Nick Young,LAL ," SG,SF",353,820,1186,2017-01-01
Cody Zeller,CHA ," PF,C",855,300,1168,2017-01-01
Emmanuel Mudiay,DEN , PG,168,934,1119,2017-01-01
Tyreke Evans,NO ," PG,SG,SF",125,984,1118,2017-01-01
Allen Crabbe,POR ," PG,SG",522,593,1116,2017-01-01
Marvin Williams,CHA ," SF,PF",505,600,1112,2017-01-01
Seth Curry,DAL ," PG,SG",736,369,1110,2017-01-01
Al-Farouq Aminu,POR ," SF,PF",515,547,1063,2017-01-01
Bismack Biyombo,ORL ," PF,C",411,631,1054,2017-01-01
Alex Len,PHO ," PF,C",817,227,1049,2017-01-01
Malcolm Brogdon,MIL ," PG,SG",415,8074,8492,2017-01-02
Tyler Johnson,MIA ," SF,PF",234,5805,6047,2017-01-02
Tony Parker,SA , PG,282,5546,5830,2017-01-02
Rajon Rondo,CHI , PG,5372,254,5656,2017-01-02
JaMychal Green,MEM , PF,152,4404,4566,2017-01-02
Luol Deng,LAL ," SF,PF",4277,201,4482,2017-01-02
Michael Carter-Williams,CHI , PG,443,3929,4374,2017-01-02
Justin Holiday,NY ," SG,SF",1286,2851,4137,2017-01-02
Cody Zeller,CHA ," PF,C",3579,265,3855,2017-01-02
Montrezl Harrell,HOU ," PF,C",455,3326,3785,2017-01-02
Marreese Speights,LAC ," PF,C",643,3136,3782,2017-01-02
Matt Barnes,SAC ," SG,SF",151,3244,3396,2017-01-02
Thabo Sefolosha,ATL ," SG,SF",3131,145,3283,2017-01-02
Josh Richardson,MIA ," SG,SF",288,2721,3016,2017-01-02
Dwight Powell,DAL ," PF,C",236,2548,2789,2017-01-02
Wayne Ellington,MIA ," SG,SF",207,2506,2715,2017-01-02
Justise Winslow,MIA ," SF,PF",2572,98,2676,2017-01-02
Joakim Noah,NY ," PF,C",351,1891,2250,2017-01-02
Nick Young,LAL ," SG,SF",195,1930,2148,2017-01-02
Terrence Ross,TOR ," SG,SF",886,1218,2104,2017-01-02
John Henson,MIL ," PF,C",1972,99,2079,2017-01-02
Tyler Johnson,MIA ," PG,SG",299,1766,2071,2017-01-02
Seth Curry,DAL ," PG,SG",689,1355,2047,2017-01-02
T.J. McConnell,PHI , PG,176,1857,2033,2017-01-02
Tim Frazier,NO ," PG,SG",1784,221,2012,2017-01-02
Patty Mills,SA , PG,1689,310,2009,2017-01-02
Michael Kidd-Gilchrist,CHA , SF,972,1025,2003,2017-01-02
K. Korver,CLE ," SG,SF",338,1630,1973,2017-01-02
Ty Lawson,SAC , PG,1870,94,1965,2017-01-02
Darren Collison,SAC , PG,330,1616,1955,2017-01-02
Sergio Rodriguez,PHI , PG,1750,192,1947,2017-01-02
Sean Kilpatrick,BKN ," PG,SG",1342,570,1923,2017-01-02
Buddy Hield,NO , SG,206,1695,1904,2017-01-02
Dario Saric,PHI ," SF,PF",190,1657,1851,2017-01-02
Tony Allen,MEM ," SG,SF",603,1229,1836,2017-01-02
Brandon Jennings,NY , PG,421,1377,1801,2017-01-02
Emmanuel Mudiay,DEN , PG,243,1533,1785,2017-01-02
Thomas Robinson,LAL ," PF,C",394,1274,1668,2017-01-02
Marvin Williams,CHA ," SF,PF",760,873,1639,2017-01-02
Terrence Jones,NO ," SF,PF",1482,134,1624,2017-01-02
Marcus Morris,DET ," SF,PF",1211,399,1617,2017-01-02
Monta Ellis,IND ," PG,SG",1016,594,1614,2017-01-02
Bismack Biyombo,ORL ," PF,C",1273,281,1562,2017-01-02
Jon Leuer,DET ," PF,C",972,558,1539,2017-01-02
Kent Bazemore,ATL ," SG,SF",1383,121,1511,2017-01-02
Jusuf Nurkic,DEN , C,397,1108,1507,2017-01-02
Austin Rivers,LAC ," PG,SG,SF",898,609,1507,2017-01-02
Ersan Ilyasova,PHI ," SF,PF",53,1429,1494,2017-01-02
Lucas Nogueira,TOR ," PF,C",1098,381,1482,2017-01-02
Kenneth Faried,DEN ," PF,C",1192,234,1439,2017-01-02
