Player,Age,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,DKPts,FDPts,Line,O/U
Cristiano Felicio,23-125,PF,11/9/2015,CHI,@,PHI,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,1.50,1.5,-10.5,198
Isaiah Thomas,26-263,PG,10/28/2015,BOS,,PHI,W,0,29,10,19,0.526,9,13,0.692,1,6,0.167,6,7,0.857,1,1,2,7,3,0,3,1,27,22.8,45.00,42.9,-12.5,198
Nerlens Noel,21-201,C,10/28/2015,PHI,@,BOS,L,1,35,5,13,0.385,5,13,0.385,0,0,,4,7,0.571,3,9,12,2,3,2,3,4,14,11.7,42.00,38.4,12.5,198
Jahlil Okafor,19-317,C,10/28/2015,PHI,@,BOS,L,1,38,10,16,0.625,10,16,0.625,0,0,,6,6,1,4,3,7,1,1,2,8,4,26,16,38.25,33.9,12.5,198
Isaiah Canaan,24-160,PG,10/28/2015,PHI,@,BOS,L,1,38,6,14,0.429,2,4,0.5,4,10,0.4,2,2,1,1,6,7,2,1,0,3,0,18,12.5,32.25,28.4,12.5,198
Marcus Smart,21-236,PG,10/28/2015,BOS,,PHI,W,1,32,3,8,0.375,0,2,0,3,6,0.5,4,4,1,0,2,2,5,2,1,1,3,13,13.2,30.00,27.9,-12.5,198
Jae Crowder,25-114,SF,10/28/2015,BOS,,PHI,W,1,31,4,7,0.571,2,3,0.667,2,4,0.5,4,4,1,2,4,6,3,2,0,3,3,14,13.2,29.50,26.7,-12.5,198
Amir Johnson,28-180,PF,10/28/2015,BOS,,PHI,W,0,20,6,11,0.545,5,9,0.556,1,2,0.5,2,2,1,3,4,7,1,0,2,1,3,15,12.9,29.25,27.9,-12.5,198
Jared Sullinger,23-238,PF,10/28/2015,BOS,,PHI,W,0,21,6,8,0.75,6,6,1,0,2,0,0,0,,0,7,7,2,1,1,1,3,12,11.8,27.25,26.4,-12.5,198
David Lee,32-182,PF,10/28/2015,BOS,,PHI,W,1,22,2,8,0.25,2,8,0.25,0,0,,4,4,1,1,4,5,5,0,1,2,3,8,6.1,22.75,21.5,-12.5,198
Jerami Grant,21-230,SF,10/28/2015,PHI,@,BOS,L,0,27,2,7,0.286,2,6,0.333,0,1,0,5,5,1,1,5,6,0,2,0,0,2,9,8.3,20.50,20.2,12.5,198
Hollis Thompson,24-208,SG,10/28/2015,PHI,@,BOS,L,1,36,3,15,0.2,0,6,0,3,9,0.333,0,0,,2,3,5,3,0,0,2,6,9,-0.3,20.25,17.5,12.5,198
JaKarr Sampson,22-222,SF,10/28/2015,PHI,@,BOS,L,1,27,5,9,0.556,5,8,0.625,0,1,0,3,3,1,0,4,4,0,1,0,3,1,13,7.5,18.50,16.8,12.5,198
T.J. McConnell,23-217,PG,10/28/2015,PHI,@,BOS,L,0,28,2,5,0.4,2,4,0.5,0,1,0,0,0,,1,0,1,4,3,1,3,4,4,3.9,17.75,16.2,12.5,198
Jonas Jerebko,28-240,PF,10/28/2015,BOS,,PHI,W,0,15,2,7,0.286,1,5,0.2,1,2,0.5,0,0,,0,3,3,3,0,1,0,1,5,4.2,15.75,15.1,-12.5,198
Evan Turner,27-001,SG,10/28/2015,BOS,,PHI,W,0,22,2,5,0.4,2,4,0.5,0,1,0,2,2,1,1,3,4,2,0,0,3,0,6,3.3,12.50,10.8,-12.5,198
Avery Bradley,24-336,SG,10/28/2015,BOS,,PHI,W,1,33,2,6,0.333,2,5,0.4,0,1,0,0,0,,0,1,1,2,2,0,2,2,4,1.5,11.25,10.2,-12.5,198
Tyler Zeller,25-284,C,10/28/2015,BOS,,PHI,W,1,11,2,4,0.5,2,4,0.5,0,0,,2,2,1,0,1,1,0,0,1,1,3,6,2.8,8.75,8.2,-12.5,198
Richaun Holmes,22-013,PF,10/28/2015,PHI,@,BOS,L,0,6,1,3,0.333,1,3,0.333,0,0,,0,0,,1,2,3,0,0,1,0,1,2,1.9,7.75,7.6,12.5,198
Jordan Mickey,21-111,PF,10/28/2015,BOS,,PHI,W,0,2,0,0,,0,0,,0,0,,2,2,1,1,1,2,1,0,0,0,1,2,3.3,6.00,5.9,-12.5,198
Christian Wood,20-031,PF,10/28/2015,PHI,@,BOS,L,0,6,0,2,0,0,2,0,0,0,,0,0,,2,0,2,0,0,0,0,0,0,0,2.50,2.4,12.5,198
Terry Rozier,21-225,PG,10/28/2015,BOS,,PHI,W,0,2,0,2,0,0,2,0,0,0,,0,0,,1,0,1,0,0,0,0,0,0,-0.7,1.25,1.2,-12.5,198
Jerian Grant,23-186,PG,4/12/2016,NYK,@,IND,L,1,39,7,11,0.636,5,7,0.714,2,4,0.5,2,3,0.667,0,6,6,6,2,1,5,2,18,15.6,39,35.2,11,197.5
Paul George,25-346,SF,4/12/2016,IND,,NYK,W,1,29,6,12,0.5,5,7,0.714,1,5,0.2,6,7,0.857,0,4,4,6,2,0,2,0,19,18,36.5,34.8,-11,197.5
George Hill,29-344,PG,4/12/2016,IND,,NYK,W,1,37,8,12,0.667,5,7,0.714,3,5,0.6,0,1,0,0,3,3,2,2,1,3,3,19,14.2,31.75,28.6,-11,197.5
Derrick Williams,24-323,SF,4/12/2016,NYK,@,IND,L,1,32,8,11,0.727,4,4,1,4,7,0.571,1,1,1,0,1,1,2,1,0,3,2,21,15.4,27.75,24.2,11,197.5
Langston Galloway,24-125,SG,4/12/2016,NYK,@,IND,L,0,35,3,12,0.25,3,8,0.375,0,4,0,3,3,1,1,1,2,5,2,1,0,1,9,8.6,25,24.9,11,197.5
Solomon Hill,25-025,SF,4/12/2016,IND,,NYK,W,0,34,3,8,0.375,3,6,0.5,0,2,0,0,0,,1,10,11,2,1,0,0,2,6,6.9,24.75,24.2,-11,197.5
Rodney Stuckey,29-357,SG,4/12/2016,IND,,NYK,W,0,26,4,10,0.4,4,8,0.5,0,2,0,2,4,0.5,1,2,3,4,2,0,0,0,10,9.9,23.75,23.6,-11,197.5
Ian Mahinmi,29-159,C,4/12/2016,IND,,NYK,W,1,30,6,9,0.667,6,9,0.667,0,0,,2,2,1,2,6,8,0,0,0,2,2,14,10.5,23,21.6,-11,197.5
Ty Lawson,28-161,PG,4/12/2016,IND,,NYK,W,0,24,4,8,0.5,3,6,0.5,1,2,0.5,0,0,,1,1,2,8,0,0,2,0,9,9.6,23,21.4,-11,197.5
Robin Lopez,28-011,C,4/12/2016,NYK,@,IND,L,1,22,4,8,0.5,4,8,0.5,0,0,,0,0,,2,4,6,3,0,1,1,0,8,8.4,21.5,20.7,11,197.5
Kyle O'Quinn,26-017,PF,4/12/2016,NYK,@,IND,L,0,15,2,6,0.333,2,5,0.4,0,1,0,0,0,,2,5,7,2,0,3,2,2,4,4.2,20.75,19.4,11,197.5
Myles Turner,20-019,C,4/12/2016,IND,,NYK,W,0,18,5,9,0.556,5,9,0.556,0,0,,3,4,0.75,0,5,5,0,0,1,2,2,13,7.7,20.25,19,-11,197.5
Arron Afflalo,30-180,SG,4/12/2016,NYK,@,IND,L,0,26,5,11,0.455,2,6,0.333,3,5,0.6,0,0,,0,1,1,2,1,0,1,1,13,8.6,20.25,18.2,11,197.5
Monta Ellis,30-169,SG,4/12/2016,IND,,NYK,W,1,24,3,7,0.429,2,4,0.5,1,3,0.333,1,2,0.5,0,0,0,3,3,0,2,0,8,7,18,16.5,-11,197.5
Sasha Vujacic,32-035,SG,4/12/2016,NYK,@,IND,L,1,22,2,8,0.25,2,5,0.4,0,3,0,0,0,,0,4,4,6,0,0,1,2,4,2.8,17.5,16.8,11,197.5
Kevin Seraphin,26-127,PF,4/12/2016,NYK,@,IND,L,0,11,2,4,0.5,2,4,0.5,0,0,,0,0,,0,5,5,1,0,2,0,3,4,4.4,15.75,15.5,11,197.5
Lavoy Allen,27-068,C,4/12/2016,IND,,NYK,W,1,19,2,5,0.4,2,5,0.4,0,0,,0,0,,3,2,5,1,0,1,0,1,4,5,13.75,13.5,-11,197.5
Cleanthony Early,24-361,SF,4/12/2016,NYK,@,IND,L,1,30,3,7,0.429,2,4,0.5,1,3,0.333,0,0,,1,2,3,0,0,0,2,2,7,1.8,10.25,8.6,11,197.5
Lou Amundson,33-127,#N/A,4/12/2016,NYK,@,IND,L,0,8,0,2,0,0,2,0,0,0,,2,2,1,2,0,2,0,0,0,0,2,2,1.2,4.5,4.4,11,197.5
Jonas Valanciunas,23-331,C,4/1/2016,TOR,@,MEM,W,1,36,1,5,0.2,1,5,0.2,0,0,,9,10,0.9,4,10,14,0,3,7,0,2,11,20.4,50,47.8,-5.5,197.5
DeMar DeRozan,26-238,SG,4/1/2016,TOR,@,MEM,W,1,36,8,17,0.471,7,15,0.467,1,2,0.5,10,11,0.909,1,5,6,4,1,0,3,1,27,20.5,41.5,39.2,-5.5,197.5
Kyle Lowry,30-007,PG,4/1/2016,TOR,@,MEM,W,1,36,7,17,0.412,3,7,0.429,4,10,0.4,4,4,1,0,3,3,2,1,1,5,4,22,10.3,32.25,27.6,-5.5,197.5
Norman Powell,22-312,SG,4/1/2016,TOR,@,MEM,W,1,31,4,4,1,2,2,1,2,2,1,4,4,1,0,4,4,5,2,1,4,0,14,16.2,31.5,28.3,-5.5,197.5
Zach Randolph,34-260,PF,4/1/2016,MEM,,TOR,L,1,29,6,18,0.333,6,17,0.353,0,1,0,4,4,1,2,2,4,3,1,0,2,4,16,7.3,26.5,25.3,5.5,197.5
Tony Allen,34-081,SF,4/1/2016,MEM,,TOR,L,1,22,5,10,0.5,5,10,0.5,0,0,,0,0,,4,1,5,2,3,1,3,4,10,8.6,25.75,24,5.5,197.5
JaMychal Green,25-285,PF,4/1/2016,MEM,,TOR,L,0,28,5,9,0.556,5,9,0.556,0,0,,0,0,,3,4,7,0,2,2,2,0,10,10.4,25.75,24.4,5.5,197.5
Jordan Farmar,29-123,#N/A,4/1/2016,MEM,,TOR,L,1,26,4,10,0.4,2,5,0.4,2,5,0.4,2,2,1,0,2,2,2,2,1,1,2,12,9.5,24,22.4,5.5,197.5
Lance Stephenson,25-209,SF,4/1/2016,MEM,,TOR,L,0,29,5,15,0.333,5,14,0.357,0,1,0,2,2,1,0,3,3,4,0,1,2,1,12,5.5,22.75,21.6,5.5,197.5
Vince Carter,39-066,SG,4/1/2016,MEM,,TOR,L,0,19,4,10,0.4,2,4,0.5,2,6,0.333,0,1,0,4,2,6,1,1,0,0,4,10,7.7,22,20.7,5.5,197.5
Xavier Munford,23-305,#N/A,4/1/2016,MEM,,TOR,L,0,22,5,7,0.714,3,4,0.75,2,3,0.667,0,0,,0,2,2,3,1,0,2,0,12,10.8,21,18.9,5.5,197.5
Jarell Martin,21-313,PF,4/1/2016,MEM,,TOR,L,0,18,1,1,1,1,1,1,0,0,,6,8,0.75,1,3,4,0,2,1,0,3,8,10,19,18.8,5.5,197.5
Terrence Ross,25-056,SG,4/1/2016,TOR,@,MEM,W,0,18,4,7,0.571,0,1,0,4,6,0.667,0,0,,1,2,3,0,0,0,2,1,12,7.6,16.75,13.6,-5.5,197.5
Jason Thompson,29-255,PF,4/1/2016,TOR,@,MEM,W,1,22,3,5,0.6,3,4,0.75,0,1,0,0,0,,1,5,6,0,0,1,1,1,6,5.2,15,14.2,-5.5,197.5
Chris Andersen,37-269,C,4/1/2016,MEM,,TOR,L,1,20,1,4,0.25,0,3,0,1,1,1,0,0,,3,2,5,0,1,1,1,3,3,2.8,13.25,12,5.5,197.5
Patrick Patterson,27-018,PF,4/1/2016,TOR,@,MEM,W,0,26,1,9,0.111,1,6,0.167,0,3,0,0,0,,3,0,3,2,1,1,1,2,2,-0.5,12.25,11.6,-5.5,197.5
Cory Joseph,24-225,PG,4/1/2016,TOR,@,MEM,W,0,23,1,6,0.167,0,2,0,1,4,0.25,0,0,,1,0,1,3,0,0,0,3,3,0.8,9.25,8.7,-5.5,197.5
Matt Barnes,36-023,SF,4/1/2016,MEM,,TOR,L,1,27,1,7,0.143,1,5,0.2,0,2,0,0,0,,1,3,4,1,0,0,1,4,2,-2.8,8,7.3,5.5,197.5
Bismack Biyombo,23-217,C,4/1/2016,TOR,@,MEM,W,0,12,1,1,1,1,1,1,0,0,,0,0,,0,1,1,0,0,1,2,5,2,-1.3,4.25,3.2,-5.5,197.5
LaMarcus Aldridge,30-201,PF,2/5/2016,SAS,@,DAL,W,1,28,5,11,0.455,5,10,0.5,0,1,0,4,4,1,3,7,10,2,2,2,1,1,14,15.9,38.5,36,-6.5,197.5
Kawhi Leonard,24-221,SF,2/5/2016,SAS,@,DAL,W,1,27,9,16,0.563,7,12,0.583,2,4,0.5,3,3,1,1,1,2,1,0,0,2,0,23,15.1,27,24.9,-6.5,197.5
Charlie Villanueva,31-165,PF,2/5/2016,DAL,,SAS,L,0,23,5,10,0.5,4,8,0.5,1,2,0.5,2,2,1,0,6,6,3,0,0,3,2,13,8.1,24,21.7,6.5,197.5
Patrick Mills,27-178,PG,2/5/2016,SAS,@,DAL,W,0,15,6,8,0.75,4,6,0.667,2,2,1,2,3,0.667,0,4,4,0,0,0,0,2,16,12.8,22,20.8,-6.5,197.5
Dirk Nowitzki,37-231,PF,2/5/2016,DAL,,SAS,L,1,24,4,8,0.5,4,8,0.5,0,0,,2,2,1,0,8,8,0,1,0,2,2,10,6.6,21,19.6,6.5,197.5
Boban Marjanovic,27-174,C,2/5/2016,SAS,@,DAL,W,0,17,2,3,0.667,2,3,0.667,0,0,,3,4,0.75,2,5,7,1,0,1,2,2,7,6.8,18.25,16.9,-6.5,197.5
Boris Diaw,33-295,PF,2/5/2016,SAS,@,DAL,W,0,19,2,4,0.5,1,3,0.333,1,1,1,0,0,,1,4,5,4,0,0,0,3,5,6.5,17.75,17,-6.5,197.5
Justin Anderson,22-078,SF,2/5/2016,DAL,,SAS,L,0,18,4,7,0.571,2,4,0.5,2,3,0.667,3,3,1,1,2,3,0,0,0,1,1,13,9.6,17.25,15.6,6.5,197.5
Dwight Powell,24-200,PF,2/5/2016,DAL,,SAS,L,0,13,1,3,0.333,1,1,1,0,2,0,6,8,0.75,1,3,4,1,1,0,0,1,8,8.4,16.5,16.3,6.5,197.5
Raymond Felton,31-224,SG,2/5/2016,DAL,,SAS,L,0,21,3,4,0.75,3,3,1,0,1,0,0,0,,0,1,1,4,2,0,2,4,6,5.9,16.25,15.2,6.5,197.5
Deron Williams,31-224,PG,2/5/2016,DAL,,SAS,L,1,27,3,9,0.333,3,6,0.5,0,3,0,2,2,1,0,3,3,3,0,0,1,1,8,4.5,15.75,15.1,6.5,197.5
Kyle Anderson,22-138,SF,2/5/2016,SAS,@,DAL,W,0,23,1,5,0.2,1,4,0.25,0,1,0,3,3,1,0,3,3,2,2,0,1,2,5,4.4,15.25,14.6,-6.5,197.5
Danny Green,28-228,SG,2/5/2016,SAS,@,DAL,W,1,27,3,8,0.375,1,3,0.333,2,5,0.4,0,0,,0,4,4,1,0,0,1,1,8,4.1,15,13.3,-6.5,197.5
Jonathon Simmons,26-144,SF,2/5/2016,SAS,@,DAL,W,0,23,2,4,0.5,1,2,0.5,1,2,0.5,3,4,0.75,0,0,0,2,1,1,1,3,8,6.5,15,14,-6.5,197.5
Chandler Parsons,27-103,SF,2/5/2016,DAL,,SAS,L,1,26,3,9,0.333,3,8,0.375,0,1,0,0,0,,0,1,1,1,2,1,2,1,6,2.2,13.75,12.7,6.5,197.5
Tony Parker,33-264,PG,2/5/2016,SAS,@,DAL,W,1,25,4,8,0.5,3,6,0.5,1,2,0.5,0,0,,0,2,2,2,0,0,3,1,9,3.6,13.5,11.4,-6.5,197.5
JaVale McGee,28-017,C,2/5/2016,DAL,,SAS,L,0,8,4,5,0.8,4,5,0.8,0,0,,0,0,,2,2,4,0,0,0,1,1,8,6.7,12.5,11.8,6.5,197.5
Ray McCallum,24-238,PG,2/5/2016,SAS,@,DAL,W,0,9,2,4,0.5,1,3,0.333,1,1,1,0,0,,1,1,2,2,0,0,0,1,5,5,11,10.4,-6.5,197.5
Matt Bonner,35-306,PF,2/5/2016,SAS,@,DAL,W,0,4,2,2,1,1,1,1,1,1,1,2,2,1,0,1,1,1,0,0,0,1,7,7,10.25,9.7,-6.5,197.5
Wesley Matthews,29-114,SG,2/5/2016,DAL,,SAS,L,1,23,2,5,0.4,2,5,0.4,0,0,,0,0,,0,1,1,2,0,1,1,2,4,1.9,9.75,9.2,6.5,197.5
Salah Mejri,29-235,C,2/5/2016,DAL,,SAS,L,0,14,1,3,0.333,1,3,0.333,0,0,,1,2,0.5,0,3,3,0,1,0,0,2,3,2,8.75,8.6,6.5,197.5
Zaza Pachulia,31-360,C,2/5/2016,DAL,,SAS,L,1,19,1,4,0.25,1,4,0.25,0,0,,2,4,0.5,1,1,2,2,0,0,2,2,4,0.4,8.5,7.4,6.5,197.5
Rasual Butler,36-258,SG,2/5/2016,SAS,@,DAL,W,0,15,2,4,0.5,1,2,0.5,1,2,0.5,0,0,,0,1,1,0,1,0,1,2,5,2.5,8.25,7.2,-6.5,197.5
J.J. Barea,31-224,PG,2/5/2016,DAL,,SAS,L,0,17,1,5,0.2,1,2,0.5,0,3,0,3,4,0.75,0,0,0,1,0,0,0,4,5,0.6,6.5,6.5,6.5,197.5
David West,35-160,PF,2/5/2016,SAS,@,DAL,W,1,10,1,3,0.333,1,3,0.333,0,0,,2,2,1,0,1,1,1,0,0,1,4,4,0.7,6.25,5.7,-6.5,197.5
Jeremy Evans,28-104,SF,2/5/2016,DAL,,SAS,L,0,7,1,1,1,1,1,1,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,2,2,6.5,197.5
Dwyane Wade,34-014,SG,1/31/2016,MIA,,ATL,W,1,29,5,12,0.417,5,12,0.417,0,0,,7,8,0.875,0,4,4,8,2,1,3,1,17,16.3,38.5,36.8,3,197.5
Amar'e Stoudemire,33-076,PF,1/31/2016,MIA,,ATL,W,1,21,5,8,0.625,5,8,0.625,0,0,,3,4,0.75,5,7,12,0,3,1,2,1,13,15.9,36.5,33.4,3,197.5
Al Horford,29-242,C,1/31/2016,ATL,@,MIA,L,1,34,6,10,0.6,3,7,0.429,3,3,1,2,2,1,0,4,4,2,1,2,3,5,17,12.4,31.00,27.8,-3,197.5
Luol Deng,30-290,SF,1/31/2016,MIA,,ATL,W,1,32,7,14,0.5,5,9,0.556,2,5,0.4,1,2,0.5,2,2,4,3,2,0,1,1,17,14.3,31,29.3,3,197.5
Chris Bosh,31-313,PF,1/31/2016,MIA,,ATL,W,1,33,6,14,0.429,4,10,0.4,2,4,0.5,4,4,1,0,7,7,2,0,0,1,4,18,11.5,30.25,28.4,3,197.5
Jeff Teague,27-235,PG,1/31/2016,ATL,@,MIA,L,1,26,3,11,0.273,3,6,0.5,0,5,0,9,9,1,0,0,0,6,2,1,2,6,15,11,29.00,28,-3,197.5
Paul Millsap,30-355,PF,1/31/2016,ATL,@,MIA,L,1,36,5,11,0.455,4,9,0.444,1,2,0.5,6,6,1,1,4,5,1,2,0,4,5,17,9.9,27.25,24.5,-3,197.5
Justise Winslow,19-311,SF,1/31/2016,MIA,,ATL,W,0,33,4,6,0.667,4,5,0.8,0,1,0,2,2,1,2,7,9,0,0,2,2,4,10,8.7,24.25,22.8,3,197.5
Kent Bazemore,26-214,SF,1/31/2016,ATL,@,MIA,L,1,33,4,6,0.667,4,4,1,0,2,0,0,2,0,0,10,10,1,1,0,5,0,8,4.3,21.5,18.5,-3,197.5
Goran Dragic,29-270,PG,1/31/2016,MIA,,ATL,W,1,23,4,10,0.4,4,7,0.571,0,3,0,1,2,0.5,0,2,2,4,1,0,1,5,9,4.6,19,18.4,3,197.5
Dennis Schroder,22-138,PG,1/31/2016,ATL,@,MIA,L,0,21,4,12,0.333,3,8,0.375,1,4,0.25,2,2,1,1,2,3,3,0,0,2,2,11,4.8,18.75,17.1,-3,197.5
Gerald Green,30-005,SG,1/31/2016,MIA,,ATL,W,0,21,3,6,0.5,2,3,0.667,1,3,0.333,0,0,,0,4,4,1,1,0,2,2,7,4.1,15,13.3,3,197.5
Tiago Splitter,31-030,C,1/31/2016,ATL,@,MIA,L,0,15,1,2,0.5,1,2,0.5,0,0,,3,4,0.75,0,5,5,0,1,0,0,1,5,5.7,13.25,13,-3,197.5
Tim Hardaway,23-321,SG,1/31/2016,ATL,@,MIA,L,0,20,3,6,0.5,3,4,0.75,0,2,0,4,4,1,0,1,1,0,1,0,0,1,10,7.9,13.25,13.2,-3,197.5
Beno Udrih,33-210,PG,1/31/2016,MIA,,ATL,W,0,25,3,7,0.429,3,4,0.75,0,3,0,0,0,,1,0,1,2,1,0,4,3,6,0.2,10.25,8.2,3,197.5
Josh McRoberts,28-337,PF,1/31/2016,MIA,,ATL,W,0,18,1,3,0.333,1,2,0.5,0,1,0,4,4,1,0,2,2,1,0,0,2,2,6,2.8,9,7.9,3,197.5
Kyle Korver,34-320,SG,1/31/2016,ATL,@,MIA,L,1,24,0,6,0,0,4,0,0,2,0,0,1,0,0,3,3,0,2,0,1,1,0,-3.1,7.25,6.6,-3,197.5
Jarnell Stokes,22-024,PF,1/31/2016,MIA,,ATL,W,0,1,1,1,1,1,1,1,0,0,,0,0,,0,1,1,0,0,0,0,0,2,2,3.25,3.2,3,197.5
Mike Muscala,24-214,C,1/31/2016,ATL,@,MIA,L,0,2,0,0,,0,0,,0,0,,2,2,1,0,0,0,0,0,0,0,0,2,2,2,2,-3,197.5
Thabo Sefolosha,31-274,SF,1/31/2016,ATL,@,MIA,L,0,19,1,2,0.5,1,2,0.5,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1,2,2,-3,197.5
Udonis Haslem,35-236,PF,1/31/2016,MIA,,ATL,W,0,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,1.25,1.2,3,197.5
Josh Richardson,22-138,SG,1/31/2016,MIA,,ATL,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,197.5
Lamar Patterson,24-172,SG,1/31/2016,ATL,@,MIA,L,0,2,0,2,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,-1.4,0,0,-3,197.5
Mike Scott,27-199,PF,1/31/2016,ATL,@,MIA,L,0,6,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-0.8,0,0,-3,197.5
Shelvin Mack,25-284,PG,1/31/2016,ATL,@,MIA,L,0,2,0,2,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,-1.4,0,0,-3,197.5
Chris Paul,30-252,PG,1/13/2016,LAC,,MIA,W,1,30,6,17,0.353,4,14,0.286,2,3,0.667,1,2,0.5,2,4,6,12,4,1,1,1,15,19.4,52.5,49.2,-3,197.5
Chris Bosh,31-295,PF,1/13/2016,MIA,@,LAC,L,1,33,3,11,0.273,3,7,0.429,0,4,0,5,7,0.714,0,12,12,7,0,0,1,1,11,10.8,37.5,34.9,3,197.5
Cole Aldrich,27-074,C,1/13/2016,LAC,,MIA,W,1,24,7,14,0.5,7,14,0.5,0,0,,5,7,0.714,4,3,7,3,1,0,2,1,19,15.6,33.25,31.9,-3,197.5
Hassan Whiteside,26-214,C,1/13/2016,MIA,@,LAC,L,0,27,3,5,0.6,3,5,0.6,0,0,,4,6,0.667,0,11,11,1,1,3,5,4,10,7.4,32.25,27.7,3,197.5
Dwyane Wade,33-361,SG,1/13/2016,MIA,@,LAC,L,1,30,6,10,0.6,6,10,0.6,0,0,,4,9,0.444,2,6,8,4,0,0,7,1,16,8,28.5,24.6,3,197.5
Paul Pierce,38-092,SF,1/13/2016,LAC,,MIA,W,1,22,6,10,0.6,3,3,1,3,7,0.429,0,0,,1,8,9,0,0,0,0,4,15,11.9,27.75,25.8,-3,197.5
Gerald Green,29-352,SG,1/13/2016,MIA,@,LAC,L,0,33,7,14,0.5,3,6,0.5,4,8,0.5,1,2,0.5,0,2,2,1,1,0,1,2,19,12.1,26.5,23.9,3,197.5
Tyler Johnson,23-251,SG,1/13/2016,MIA,@,LAC,L,0,29,2,7,0.286,1,5,0.2,1,2,0.5,3,3,1,0,4,4,4,2,1,4,4,8,5,23.5,20.8,3,197.5
Pablo Prigioni,38-241,PG,1/13/2016,LAC,,MIA,W,0,15,1,1,1,1,1,1,0,0,,0,0,,0,2,2,2,8,0,1,1,2,10.3,23,22.4,-3,197.5
Luol Deng,30-272,SF,1/13/2016,MIA,@,LAC,L,1,32,3,7,0.429,2,4,0.5,1,3,0.333,0,0,,3,4,7,2,1,1,1,2,7,7.9,22.75,21.4,3,197.5
Jamal Crawford,35-299,SG,1/13/2016,LAC,,MIA,W,0,26,4,15,0.267,2,10,0.2,2,5,0.4,5,5,1,0,4,4,1,0,0,0,2,15,7.2,22.5,21.3,-3,197.5
Josh Smith,30-039,PF,1/13/2016,LAC,,MIA,W,0,20,4,11,0.364,3,9,0.333,1,2,0.5,0,0,,0,3,3,1,3,1,1,5,9,5.2,22.25,21.1,-3,197.5
J.J. Redick,31-203,SG,1/13/2016,LAC,,MIA,W,1,25,5,10,0.5,3,6,0.5,2,4,0.5,0,0,,0,1,1,2,0,0,0,1,12,8.3,17.25,16.2,-3,197.5
Wesley Johnson,28-186,SF,1/13/2016,LAC,,MIA,W,0,22,2,5,0.4,1,1,1,1,4,0.25,0,0,,2,2,4,0,2,1,2,4,5,3.4,15.5,13.8,-3,197.5
Austin Rivers,23-165,SG,1/13/2016,LAC,,MIA,W,0,23,3,6,0.5,3,6,0.5,0,0,,2,2,1,0,1,1,3,0,0,0,4,8,5.8,13.75,13.7,-3,197.5
Luc Mbah a Moute,29-126,SF,1/13/2016,LAC,,MIA,W,1,24,1,2,0.5,1,2,0.5,0,0,,0,0,,0,5,5,1,0,2,0,2,2,3.8,13.75,13.5,-3,197.5
Beno Udrih,33-192,PG,1/13/2016,MIA,@,LAC,L,1,28,3,7,0.429,1,4,0.25,2,3,0.667,0,0,,0,0,0,3,0,0,2,2,8,3.6,12.5,10.5,3,197.5
Justise Winslow,19-293,SF,1/13/2016,MIA,@,LAC,L,1,19,2,6,0.333,2,4,0.5,0,2,0,0,0,,0,3,3,1,0,0,1,0,4,1.2,8.75,8.1,3,197.5
Chris Andersen,37-190,C,1/13/2016,MIA,@,LAC,L,0,3,1,1,1,0,0,,1,1,1,0,0,,0,1,1,1,0,1,0,0,3,4.4,8.25,7.7,3,197.5
Josh Richardson,22-120,SG,1/13/2016,MIA,@,LAC,L,0,3,0,0,,0,0,,0,0,,2,2,1,0,0,0,2,0,1,1,0,2,3.1,6.5,6,3,197.5
Lance Stephenson,25-130,SG,1/13/2016,LAC,,MIA,W,0,6,1,1,1,1,1,1,0,0,,0,0,,1,0,1,0,0,0,0,0,2,2.4,3.25,3.2,-3,197.5
Udonis Haslem,35-218,PF,1/13/2016,MIA,@,LAC,L,0,3,1,2,0.5,1,1,1,0,1,0,0,0,,0,1,1,0,0,0,0,0,2,1.3,3.25,3.2,3,197.5
C.J. Wilcox,25-014,SG,1/13/2016,LAC,,MIA,W,0,3,0,2,0,0,2,0,0,0,,0,0,,0,0,0,1,0,0,0,0,0,-0.7,1.5,1.5,-3,197.5
Carmelo Anthony,31-226,SF,1/10/2016,NYK,,MIL,W,1,37,10,16,0.625,9,11,0.818,1,5,0.2,3,4,0.75,3,7,10,8,0,1,1,2,24,25.1,52,49,-5.5,197.5
Greg Monroe,25-220,PF,1/10/2016,MIL,@,NYK,L,1,33,11,16,0.688,11,16,0.688,0,0,,6,7,0.857,4,6,10,2,0,1,2,2,28,24.7,46,43,5.5,197.5
