Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Projected Value,Actual Scored,Iteration,date,NumGames
Ty Lawson,Anthony Davis,Derrick Rose,Carmelo Anthony,Nikola Vucevic,Elfrid Payton,Victor Oladipo,Jodie Meeks,SAC,NO,NY,NY,ORL,ORL,OKC,ORL,PG,PF,PG,SF,C,PG,SG,SG,268.958,228.75,41,Dec42016,4
Russell Westbrook,Tobias Harris,DeMarcus Cousins,Jon Leuer,Omri Casspi,Omer Asik,Evan Fournier,E'Twaun Moore,OKC,DET,SAC,DET,SAC,NO,ORL,NO,PG,SF,PF,PF,SF,C,SG,SG,272.398,227.75,18,Dec42016,4
Russell Westbrook,Jerami Grant,Austin Rivers,Derrick Rose,Nikola Vucevic,Victor Oladipo,Evan Fournier,Kentavious Caldwell-Pope,OKC,OKC,LAC,NY,ORL,OKC,ORL,DET,PG,SF,PG,PG,C,SG,SG,SG,280.188,227.25,2,Dec42016,4
Russell Westbrook,Ty Lawson,Anthony Davis,Omri Casspi,Elfrid Payton,Evan Fournier,Kentavious Caldwell-Pope,Arron Afflalo,OKC,SAC,NO,SAC,ORL,ORL,DET,SAC,PG,PG,PF,SF,PG,SG,SG,SG,277.238,225.25,4,Dec42016,4
Russell Westbrook,D.J. Augustin,Tobias Harris,Ty Lawson,Jon Leuer,DeAndre Jordan,Victor Oladipo,Kentavious Caldwell-Pope,OKC,ORL,DET,SAC,DET,LAC,OKC,DET,PG,PG,SF,PG,PF,C,SG,SG,273.268,224.5,13,Dec42016,4
Russell Westbrook,Tobias Harris,Jerami Grant,Ty Lawson,DeMarcus Cousins,Jeff Teague,Solomon Hill,Jodie Meeks,OKC,DET,OKC,SAC,SAC,IND,NO,ORL,PG,SF,SF,PG,PF,PG,SF,SG,268.878,223.5,42,Dec42016,4
Tobias Harris,Ty Lawson,Anthony Davis,Marcus Morris,Andre Drummond,Victor Oladipo,Evan Fournier,E'Twaun Moore,DET,SAC,NO,DET,DET,OKC,ORL,NO,SF,PG,PF,SF,C,SG,SG,SG,270.448,222.5,28,Dec42016,4
Tobias Harris,Matt Barnes,Anthony Davis,Jeff Teague,Nikola Vucevic,Victor Oladipo,Kentavious Caldwell-Pope,Arron Afflalo,DET,SAC,NO,IND,ORL,OKC,DET,SAC,SF,SF,PF,PG,C,SG,SG,SG,276.498,222.25,6,Dec42016,4
Chris Paul,Rudy Gay,Beno Udrih,Jeff Teague,Andre Drummond,Nikola Vucevic,Evan Fournier,Kentavious Caldwell-Pope,LAC,SAC,DET,IND,DET,ORL,ORL,DET,PG,SF,PG,PG,C,C,SG,SG,269.428,222.0,36,Dec42016,4
Russell Westbrook,Tobias Harris,Ty Lawson,Austin Rivers,Anthony Davis,Domantas Sabonis,Nikola Vucevic,Anthony Morrow,OKC,DET,SAC,LAC,NO,OKC,ORL,OKC,PG,SF,PG,PG,PF,PF,C,SG,270.868,221.0,25,Dec42016,4
Tobias Harris,Ty Lawson,Darren Collison,DeMarcus Cousins,Jrue Holiday,Nikola Vucevic,Evan Fournier,Kentavious Caldwell-Pope,DET,SAC,SAC,SAC,NO,ORL,ORL,DET,SF,PG,PG,PF,PG,C,SG,SG,276.978,220.5,5,Dec42016,4
Russell Westbrook,Matt Barnes,Ty Lawson,Jeff Teague,Nikola Vucevic,DeAndre Jordan,Evan Fournier,E'Twaun Moore,OKC,SAC,SAC,IND,ORL,LAC,ORL,NO,PG,SF,PG,PG,C,C,SG,SG,277.428,204.25,3,Dec42016,4
Russell Westbrook,Tobias Harris,Matt Barnes,Jrue Holiday,Guillermo Hernangomez,Elfrid Payton,Victor Oladipo,Evan Fournier,OKC,DET,SAC,NO,NY,ORL,OKC,ORL,PG,SF,SF,PG,C,PG,SG,SG,274.718,202.75,9,Dec42016,4
Russell Westbrook,Tobias Harris,Austin Rivers,Jeff Teague,Andre Drummond,Steven Adams,Evan Fournier,Arron Afflalo,OKC,DET,LAC,IND,DET,OKC,ORL,SAC,PG,SF,PG,PG,C,C,SG,SG,273.858,195.25,12,Dec42016,4
