Player,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,DKPts,FDPts,Line,O/U
Zaza Pachulia,C,10/29/2015,DAL,@,LAC,L,1,18,2,8,0.25,2,8,0.25,0,0,,0,0,,5,3,8,1,0,0,1,3,4,2.1,15,14.1,12,212.5
Charlie Villanueva,PF,10/29/2015,DAL,@,LAC,L,0,23,3,11,0.273,3,5,0.6,0,6,0,1,2,0.5,0,5,5,0,0,0,0,4,7,0,13.25,13,12,212.5
Chase Budinger,SF,10/29/2015,IND,,MEM,L,0,13,2,3,0.667,0,0,,2,3,0.667,0,0,,0,0,0,3,1,0,0,0,6,7.8,13.5,12.5,3,191.5
Derrick Williams,SF,10/29/2015,NYK,,ATL,L,0,18,3,9,0.333,3,6,0.5,0,3,0,3,4,0.75,0,2,2,0,1,0,1,0,9,4.1,13,12.4,4.5,199
Monta Ellis,SG,10/29/2015,IND,,MEM,L,1,32,3,12,0.25,2,8,0.25,1,4,0.25,2,3,0.667,1,1,2,3,0,0,4,3,9,-0.7,14.5,11.9,3,191.5
Sasha Vujacic,SG,10/29/2015,NYK,,ATL,L,1,25,2,8,0.25,0,2,0,2,6,0.333,0,0,,2,0,2,2,0,1,2,3,6,1.5,13.5,11.4,4.5,199
Jordan Hill,C,10/29/2015,IND,,MEM,L,1,20,2,6,0.333,2,6,0.333,0,0,,0,0,,3,3,6,0,0,0,0,4,4,2,11.5,11.2,3,191.5
Lance Thomas,SF,10/29/2015,NYK,,ATL,L,0,22,2,6,0.333,0,3,0,2,3,0.667,2,2,1,0,3,3,1,0,0,2,3,8,3,13.25,11.1,4.5,199
Lamar Patterson,SG,10/29/2015,ATL,@,NYK,W,0,21,3,5,0.6,1,2,0.5,2,3,0.667,1,2,0.5,1,1,2,0,0,0,1,4,9,4.7,12,10.4,-4.5,199
Raymond Felton,PG,10/29/2015,DAL,@,LAC,L,1,25,2,9,0.222,2,7,0.286,0,2,0,0,0,,1,0,1,4,1,0,3,4,4,-1.6,11.75,10.2,12,212.5
JaMychal Green,PF,10/29/2015,MEM,@,IND,W,0,13,1,4,0.25,1,4,0.25,0,0,,3,4,0.75,2,2,4,0,0,1,2,2,5,2.1,11,9.8,-3,191.5
Salah Mejri,C,10/29/2015,DAL,@,LAC,L,0,7,0,1,0,0,1,0,0,0,,0,0,,1,2,3,0,1,1,0,1,0,1.9,7.75,7.6,12,212.5
Lance Stephenson,SG,10/29/2015,LAC,,DAL,W,1,21,1,5,0.2,0,1,0,1,4,0.25,0,0,,0,2,2,2,0,0,1,3,3,-0.3,8.5,7.4,-12,212.5
Jose Calderon,PG,10/29/2015,NYK,,ATL,L,1,18,0,5,0,0,3,0,0,2,0,2,2,1,0,1,1,1,1,0,0,2,2,-0.3,6.75,6.7,4.5,199
Jeremy Evans,SF,10/29/2015,DAL,@,LAC,L,1,24,0,1,0,0,0,,0,1,0,2,2,1,1,3,4,0,0,0,1,1,2,1.5,6.5,5.8,12,212.5
Mike Scott,PF,10/29/2015,ATL,@,NYK,W,0,11,1,4,0.25,1,3,0.333,0,1,0,0,0,,0,1,1,1,0,0,0,2,2,-0.2,4.75,4.7,-4.5,199
Lavoy Allen,C,10/29/2015,IND,,MEM,L,0,7,0,0,,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,1,2.75,2.7,3,191.5
Walter Tavares,C,10/29/2015,ATL,@,NYK,W,0,1,0,0,,0,0,,0,0,,1,2,0.5,1,0,1,0,0,0,0,0,1,1.3,2.25,2.2,-4.5,199
Justin Holiday,SG,10/29/2015,ATL,@,NYK,W,0,13,1,2,0.5,1,1,1,0,1,0,0,0,,0,0,0,0,0,0,0,1,2,0.6,2,2,-4.5,199
Pablo Prigioni,PG,10/29/2015,LAC,,DAL,W,0,7,0,4,0,0,1,0,0,3,0,0,0,,0,1,1,1,0,0,1,0,0,-2.8,2.25,1.7,-12,212.5
Luc Mbah a Moute,SF,10/29/2015,LAC,,DAL,W,0,7,0,1,0,0,1,0,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0,1.5,1.5,-12,212.5
Cole Aldrich,C,10/29/2015,LAC,,DAL,W,0,7,1,2,0.5,1,2,0.5,0,0,,0,0,,0,0,0,0,0,0,1,1,2,-0.4,1.5,1,-12,212.5
Cleanthony Early,SF,10/29/2015,NYK,,ATL,L,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,0,0,4.5,199
Greg Monroe,PF,10/28/2015,MIL,,NYK,L,1,35,7,17,0.412,7,17,0.412,0,0,,8,10,0.8,7,7,14,4,2,2,0,3,22,24.1,53.5,52.8,-5,194.5
Ricky Rubio,PG,10/28/2015,MIN,@,LAL,W,1,32,10,17,0.588,8,13,0.615,2,4,0.5,6,7,0.857,0,2,2,14,1,0,1,3,28,28.9,54,52.4,2.5,203
Russell Westbrook,PG,10/28/2015,OKC,,SAS,W,1,37,12,23,0.522,9,17,0.529,3,6,0.5,6,7,0.857,1,1,2,10,2,0,5,3,33,25.1,53.5,49.4,-4,207.5
John Wall,PG,10/28/2015,WAS,@,ORL,W,1,39,9,18,0.5,7,12,0.583,2,6,0.333,2,6,0.333,1,6,7,6,3,5,6,3,22,17.4,53.75,49.4,-4.5,202
Kawhi Leonard,SF,10/28/2015,SAS,@,OKC,L,1,35,13,22,0.591,12,19,0.632,1,3,0.333,5,5,1,1,7,8,0,3,2,3,3,32,24.8,51,48.6,4,207.5
C.J. McCollum,PG,10/28/2015,POR,,NOP,W,1,37,14,22,0.636,8,13,0.615,6,9,0.667,3,3,1,1,5,6,1,1,0,0,3,37,29.9,51,47.7,-2.5,206.5
Blake Griffin,PF,10/28/2015,LAC,@,SAC,W,1,38,14,20,0.7,14,20,0.7,0,0,,5,7,0.714,2,6,8,4,0,0,2,3,33,26.6,48,46.6,-5.5,212.5
Paul George,SF,10/28/2015,IND,@,TOR,L,1,37,4,17,0.235,4,13,0.308,0,4,0,9,10,0.9,3,9,12,8,3,0,3,3,17,15.5,48.5,46.4,5.5,200
DeMarcus Cousins,C,10/28/2015,SAC,,LAC,L,1,35,10,21,0.476,6,16,0.375,4,5,0.8,8,11,0.727,3,10,13,3,0,1,8,6,32,17.6,52.75,46.1,5.5,212.5
Danilo Gallinari,SF,10/28/2015,DEN,@,HOU,W,1,36,7,15,0.467,4,10,0.4,3,5,0.6,6,6,1,2,6,8,3,1,3,0,1,23,23.3,47,45.1,10.5,212
Damian Lillard,PG,10/28/2015,POR,,NOP,W,1,36,8,21,0.381,7,14,0.5,1,7,0.143,4,4,1,0,5,5,11,2,0,4,2,21,15.9,46.25,43.5,-2.5,206.5
James Harden,SG,10/28/2015,HOU,,DEN,L,1,36,6,21,0.286,4,9,0.444,2,12,0.167,8,9,0.889,1,5,6,6,2,2,3,2,22,15.3,46,43.2,-10.5,212
Anthony Davis,PF,10/28/2015,NOP,@,POR,L,1,41,10,17,0.588,7,12,0.583,3,5,0.6,2,4,0.5,2,8,10,0,2,2,2,1,25,21.1,46,43,2.5,206.5
Isaiah Thomas,PG,10/28/2015,BOS,,PHI,W,0,29,10,19,0.526,9,13,0.692,1,6,0.167,6,7,0.857,1,1,2,7,3,0,3,1,27,22.8,45,42.9,-12.5,198
Chris Paul,PG,10/28/2015,LAC,@,SAC,W,1,37,6,14,0.429,5,10,0.5,1,4,0.25,5,6,0.833,0,5,5,11,2,0,2,1,18,19,44.25,42.5,-5.5,212.5
DeMar DeRozan,SG,10/28/2015,TOR,,IND,W,1,36,7,17,0.412,6,15,0.4,1,2,0.5,10,16,0.625,0,5,5,6,2,0,2,2,25,18.4,43.75,42,-5.5,200
Jimmy Butler,SG,10/28/2015,CHI,@,BRK,W,1,34,9,11,0.818,6,8,0.75,3,3,1,3,3,1,1,3,4,6,2,0,1,0,24,26.7,43,40.8,-5,196
Jonas Valanciunas,C,10/28/2015,TOR,,IND,W,1,32,8,11,0.727,8,11,0.727,0,0,,5,6,0.833,1,14,15,0,0,1,2,4,21,18.1,40.75,39,-5.5,200
Nerlens Noel,C,10/28/2015,PHI,@,BOS,L,1,35,5,13,0.385,5,13,0.385,0,0,,4,7,0.571,3,9,12,2,3,2,3,4,14,11.7,40.5,38.4,12.5,198
Chris Bosh,PF,10/28/2015,MIA,,CHO,W,1,32,5,13,0.385,3,8,0.375,2,5,0.4,9,10,0.9,0,10,10,1,1,1,1,1,21,17.5,39.5,37.5,-6.5,194.5
Derrick Favors,PF,10/28/2015,UTA,@,DET,L,1,35,10,15,0.667,10,15,0.667,0,0,,6,8,0.75,2,4,6,1,1,1,2,3,26,20.5,38,36.7,-1,191
Brook Lopez,C,10/28/2015,BRK,,CHI,L,1,33,10,17,0.588,10,17,0.588,0,0,,6,7,0.857,4,3,7,2,0,1,3,2,26,19.7,38.25,36.4,5,196
Kenneth Faried,PF,10/28/2015,DEN,@,HOU,W,1,31,8,10,0.8,8,10,0.8,0,0,,2,6,0.333,3,6,9,1,1,3,2,5,18,16.3,37.75,36.3,10.5,212
Victor Oladipo,SG,10/28/2015,ORL,,WAS,L,1,36,7,20,0.35,6,12,0.5,1,8,0.125,2,2,1,3,8,11,2,2,0,1,2,17,11.9,37.75,36.2,4.5,202
Andre Drummond,C,10/28/2015,DET,,UTA,W,1,36,5,11,0.455,5,11,0.455,0,0,,8,11,0.727,2,8,10,0,1,2,0,2,18,16.5,36.5,36,1,191
Kemba Walker,PG,10/28/2015,CHO,@,MIA,L,1,35,5,16,0.313,4,12,0.333,1,4,0.25,8,9,0.889,1,3,4,4,2,1,0,2,19,15.7,36.5,35.8,6.5,194.5
Elfrid Payton,PG,10/28/2015,ORL,,WAS,L,1,35,5,15,0.333,4,12,0.333,1,3,0.333,0,0,,4,6,10,8,1,0,2,1,11,11.3,37,35,4.5,202
Kyle Lowry,PG,10/28/2015,TOR,,IND,W,1,39,8,17,0.471,6,13,0.462,2,4,0.5,5,6,0.833,1,2,3,6,2,0,5,4,23,14.8,38.25,34.6,-5.5,200
Nikola Mirotic,PF,10/28/2015,CHI,@,BRK,W,1,30,5,10,0.5,1,2,0.5,4,8,0.5,4,4,1,0,9,9,1,2,1,2,3,18,15.9,37.75,34.3,-5,196
Kobe Bryant,SG,10/28/2015,LAL,,MIN,L,1,29,8,24,0.333,5,11,0.455,3,13,0.231,5,5,1,0,4,4,1,2,0,0,1,24,13.9,36,34.3,-2.5,203
Enes Kanter,C,10/28/2015,OKC,,SAS,W,0,24,7,11,0.636,7,11,0.636,0,0,,1,1,1,6,10,16,0,0,0,0,1,15,16.9,35,34.2,-4,207.5
Kevin Love,PF,10/28/2015,CLE,@,MEM,W,1,29,7,14,0.5,5,7,0.714,2,7,0.286,1,1,1,2,11,13,3,0,0,3,2,17,13,37.25,34.1,5,189
Derrick Williams,SF,10/28/2015,NYK,@,MIL,W,0,21,8,17,0.471,7,14,0.5,1,3,0.333,7,9,0.778,4,3,7,1,0,1,2,1,24,17.2,35.75,33.9,5,194.5
Jahlil Okafor,C,10/28/2015,PHI,@,BOS,L,1,38,10,16,0.625,10,16,0.625,0,0,,6,6,1,4,3,7,1,1,2,8,4,26,16,38.25,33.9,12.5,198
Ryan Anderson,PF,10/28/2015,NOP,@,POR,L,1,39,9,20,0.45,6,11,0.545,3,9,0.333,0,1,0,0,9,9,1,1,0,2,1,21,12.2,36.25,33.3,2.5,206.5
Dwyane Wade,SG,10/28/2015,MIA,,CHO,W,1,29,7,16,0.438,7,16,0.438,0,0,,6,6,1,1,2,3,5,0,1,1,2,20,15.3,32.75,32.1,-6.5,194.5
Roy Hibbert,C,10/28/2015,LAL,,MIN,L,1,28,1,4,0.25,1,4,0.25,0,0,,10,10,1,5,5,10,4,0,2,2,4,12,15.2,33.5,32,-2.5,203
Raymond Felton,PG,10/28/2015,DAL,@,PHO,W,1,33,7,14,0.5,5,11,0.455,2,3,0.667,2,2,1,1,3,4,6,0,0,0,2,18,16,33,31.8,6,203.5
DeMarre Carroll,SF,10/28/2015,TOR,,IND,W,1,41,5,14,0.357,4,10,0.4,1,4,0.25,3,6,0.5,2,6,8,4,2,0,2,2,14,10.2,33.5,31.6,-5.5,200
Zaza Pachulia,C,10/28/2015,DAL,@,PHO,W,1,25,2,10,0.2,2,10,0.2,0,0,,6,6,1,3,7,10,3,2,1,1,2,10,11,32.5,31.5,6,203.5
Ian Mahinmi,C,10/28/2015,IND,@,TOR,L,1,25,5,8,0.625,5,8,0.625,0,0,,0,0,,3,5,8,3,2,2,1,6,10,12.1,32,31.1,5.5,200
LeBron James,SF,10/28/2015,CLE,@,MEM,W,1,31,4,13,0.308,4,10,0.4,0,3,0,4,8,0.5,1,6,7,5,3,0,3,1,12,8.5,32.75,30.9,5,189
DeAndre Jordan,C,10/28/2015,LAC,@,SAC,W,1,27,4,6,0.667,4,6,0.667,0,0,,0,3,0,2,10,12,1,0,4,1,5,8,9.1,32,30.9,-5.5,212.5
Kyle O'Quinn,PF,10/28/2015,NYK,@,MIL,W,0,23,4,10,0.4,4,9,0.444,0,1,0,0,0,,7,4,11,3,1,2,1,4,8,10.6,31.75,30.7,5,194.5
Sasha Vujacic,SG,10/28/2015,NYK,@,MIL,W,1,29,4,6,0.667,3,4,0.75,1,2,0.5,2,3,0.667,1,5,6,3,4,0,0,1,11,15.9,31.5,30.7,5,194.5
Pau Gasol,PF,10/28/2015,CHI,@,BRK,W,1,30,7,11,0.636,7,11,0.636,0,0,,2,2,1,1,8,9,3,0,1,3,2,16,13.2,32.25,30.3,-5,196
Dirk Nowitzki,PF,10/28/2015,DAL,@,PHO,W,1,21,5,10,0.5,4,9,0.444,1,1,1,0,0,,1,8,9,3,1,1,0,2,11,12.1,31.25,30.3,6,203.5
Julius Randle,PF,10/28/2015,LAL,,MIN,L,1,30,5,13,0.385,5,13,0.385,0,0,,5,6,0.833,2,9,11,2,0,0,1,3,15,10.8,31.25,30.2,-2.5,203
George Hill,PG,10/28/2015,IND,@,TOR,L,1,38,6,10,0.6,1,3,0.333,5,7,0.714,2,3,0.667,0,3,3,2,2,1,2,5,19,15,33.25,29.6,5.5,200
Bradley Beal,SG,10/28/2015,WAS,@,ORL,W,1,38,9,19,0.474,7,11,0.636,2,8,0.25,4,7,0.571,3,3,6,0,0,1,4,2,24,12,32.5,29.2,-4.5,202
J.R. Smith,SG,10/28/2015,CLE,@,MEM,W,1,34,4,10,0.4,3,8,0.375,1,2,0.5,0,0,,2,5,7,7,1,0,1,2,9,10.6,30.25,28.9,5,189
Greivis Vasquez,PG,10/28/2015,MIL,,NYK,L,0,29,3,9,0.333,2,6,0.333,1,3,0.333,8,8,1,1,6,7,5,0,0,2,2,15,13.1,30.75,28.9,-5,194.5
Jon Leuer,PF,10/28/2015,PHO,,DAL,L,0,20,5,9,0.556,4,6,0.667,1,3,0.333,3,4,0.75,2,5,7,3,0,1,0,3,14,13.8,29.75,28.9,-6,203.5
Joe Johnson,SF,10/28/2015,BRK,,CHI,L,1,32,4,15,0.267,4,13,0.308,0,2,0,2,3,0.667,4,6,10,3,1,0,0,3,10,7.2,29,28.5,5,196
Andrea Bargnani,C,10/28/2015,BRK,,CHI,L,0,22,6,13,0.462,6,12,0.5,0,1,0,5,5,1,2,5,7,0,1,1,1,4,17,12.3,29.25,28.4,5,196
Isaiah Canaan,PG,10/28/2015,PHI,@,BOS,L,1,38,6,14,0.429,2,4,0.5,4,10,0.4,2,2,1,1,6,7,2,1,0,3,0,18,12.5,32.25,28.4,12.5,198
Kevin Durant,SF,10/28/2015,OKC,,SAS,W,1,35,6,19,0.316,4,13,0.308,2,6,0.333,8,8,1,0,6,6,0,0,0,1,2,22,11.1,30,28.2,-4,207.5
Meyers Leonard,C,10/28/2015,POR,,NOP,W,1,34,5,12,0.417,3,5,0.6,2,7,0.286,0,0,,2,6,8,3,1,1,2,2,12,9.8,30.5,28.1,-2.5,206.5
Michael Carter-Williams,PG,10/28/2015,MIL,,NYK,L,1,34,6,17,0.353,6,16,0.375,0,1,0,8,9,0.889,2,3,5,4,1,0,6,4,20,8.6,31.25,28,-5,194.5
Marcus Smart,PG,10/28/2015,BOS,,PHI,W,1,32,3,8,0.375,0,2,0,3,6,0.5,4,4,1,0,2,2,5,2,1,1,3,13,13.2,30,27.9,-12.5,198
Amir Johnson,PF,10/28/2015,BOS,,PHI,W,0,20,6,11,0.545,5,9,0.556,1,2,0.5,2,2,1,3,4,7,1,0,2,1,3,15,12.9,29.25,27.9,-12.5,198
Eric Gordon,SG,10/28/2015,NOP,@,POR,L,1,41,6,13,0.462,3,5,0.6,3,8,0.375,5,7,0.714,1,1,2,3,1,0,1,1,20,15.2,30,27.9,2.5,206.5
Tobias Harris,SF,10/28/2015,ORL,,WAS,L,1,31,7,14,0.5,7,11,0.636,0,3,0,1,2,0.5,2,5,7,3,0,1,2,4,15,9.7,29.25,27.9,4.5,202
Carmelo Anthony,SF,10/28/2015,NYK,@,MIL,W,1,29,4,16,0.25,3,11,0.273,1,5,0.2,2,2,1,0,6,6,5,1,1,2,4,11,4.8,29.5,27.7,5,194.5
Ed Davis,PF,10/28/2015,POR,,NOP,W,0,29,5,6,0.833,5,6,0.833,0,0,,2,2,1,2,9,11,0,1,0,0,5,12,12.9,27.75,27.2,-2.5,206.5
Lou Williams,PG,10/28/2015,LAL,,MIN,L,0,27,6,14,0.429,4,7,0.571,2,7,0.286,7,7,1,1,2,3,1,0,1,1,3,21,14.1,28.75,27.1,-2.5,203
Otto Porter,SF,10/28/2015,WAS,@,ORL,W,1,37,3,10,0.3,2,5,0.4,1,5,0.2,0,0,,2,6,8,5,2,0,1,1,7,8.5,28.5,27.1,-4.5,202
Boris Diaw,PF,10/28/2015,SAS,@,OKC,L,0,20,4,5,0.8,3,4,0.75,1,1,1,0,0,,0,0,0,6,2,3,1,1,9,14,28,27,4,207.5
Karl-Anthony Towns,C,10/28/2015,MIN,@,LAL,W,1,32,6,10,0.6,6,9,0.667,0,1,0,2,2,1,2,10,12,1,0,0,3,4,14,9.9,29,26.9,2.5,203
Rudy Gobert,C,10/28/2015,UTA,@,DET,L,1,37,3,6,0.5,3,6,0.5,0,0,,0,0,,0,12,12,1,1,3,3,4,6,5.8,29,26.9,-1,191
Jae Crowder,SF,10/28/2015,BOS,,PHI,W,1,31,4,7,0.571,2,3,0.667,2,4,0.5,4,4,1,2,4,6,3,2,0,3,3,14,13.2,29.5,26.7,-12.5,198
Alec Burks,SG,10/28/2015,UTA,@,DET,L,0,26,6,14,0.429,6,14,0.429,0,0,,6,7,0.857,0,6,6,1,0,0,0,4,18,11.1,27,26.7,-1,191
Jared Sullinger,PF,10/28/2015,BOS,,PHI,W,0,21,6,8,0.75,6,6,1,0,2,0,0,0,,0,7,7,2,1,1,1,3,12,11.8,27.25,26.4,-12.5,198
Clint Capela,PF,10/28/2015,HOU,,DEN,L,1,25,4,7,0.571,4,7,0.571,0,0,,1,2,0.5,6,1,7,0,2,3,1,2,9,12.1,27.25,26.4,-10.5,212
Deron Williams,PG,10/28/2015,DAL,@,PHO,W,1,20,5,8,0.625,3,6,0.5,2,2,1,0,0,,0,2,2,7,1,0,1,2,12,13.1,27.5,25.9,6,203.5
Rudy Gay,SF,10/28/2015,SAC,,LAC,L,1,31,7,16,0.438,6,13,0.462,1,3,0.333,1,2,0.5,1,5,6,3,0,0,2,2,16,8.7,27.5,25.7,5.5,212.5
Marvin Williams,PF,10/28/2015,CHO,@,MIA,L,1,38,4,10,0.4,4,5,0.8,0,5,0,2,2,1,2,8,10,3,0,0,1,1,10,9.1,26.5,25.5,6.5,194.5
Al Jefferson,C,10/28/2015,CHO,@,MIA,L,1,22,8,14,0.571,8,14,0.571,0,0,,1,3,0.333,2,3,5,1,1,0,1,1,17,12.2,26.25,25.5,6.5,194.5
Emmanuel Mudiay,PG,10/28/2015,DEN,@,HOU,W,1,38,6,13,0.462,3,8,0.375,3,5,0.6,2,4,0.5,0,5,5,9,0,0,11,4,17,4.7,32.75,25.5,10.5,212
Gary Harris,SG,10/28/2015,DEN,@,HOU,W,1,29,2,5,0.4,1,3,0.333,1,2,0.5,0,0,,0,5,5,5,3,1,1,4,5,8.4,26.75,25.5,10.5,212
Kristaps Porzingis,PF,10/28/2015,NYK,@,MIL,W,1,24,3,11,0.273,2,9,0.222,1,2,0.5,9,12,0.75,2,3,5,1,1,1,2,3,16,9.8,27.25,25.5,5,194.5
Nikola Vucevic,C,10/28/2015,ORL,,WAS,L,1,28,5,13,0.385,5,13,0.385,0,0,,0,0,,1,6,7,2,1,2,2,4,10,5.6,26.75,25.4,4.5,202
Langston Galloway,SG,10/28/2015,NYK,@,MIL,W,0,25,5,10,0.5,1,5,0.2,4,5,0.8,2,2,1,2,2,4,3,0,0,0,4,16,13.5,27.5,25.3,5,194.5
Kosta Koufos,C,10/28/2015,SAC,,LAC,L,1,23,5,6,0.833,5,6,0.833,0,0,,0,0,,3,4,7,1,1,2,1,2,10,12.4,25.75,24.9,5.5,212.5
Ish Smith,PG,10/28/2015,NOP,@,POR,L,0,29,3,14,0.214,2,11,0.182,1,3,0.333,0,2,0,0,4,4,8,2,0,3,5,7,1.4,27,24.8,2.5,206.5
Rodney Hood,SF,10/28/2015,UTA,@,DET,L,1,29,6,15,0.4,6,8,0.75,0,7,0,0,0,,1,3,4,6,0,0,1,5,12,6.7,25.5,24.8,-1,191
Jerian Grant,PG,10/28/2015,NYK,@,MIL,W,0,24,4,7,0.571,4,6,0.667,0,1,0,2,2,1,0,1,1,5,3,0,0,2,10,12.7,24.75,24.7,5,194.5
Marcin Gortat,C,10/28/2015,WAS,@,ORL,W,1,36,4,6,0.667,4,6,0.667,0,0,,2,2,1,2,6,8,2,0,2,2,1,10,11,26,24.6,-4.5,202
Terrence Jones,PF,10/28/2015,HOU,,DEN,L,1,29,6,13,0.462,6,11,0.545,0,2,0,3,5,0.6,4,2,6,0,1,1,2,4,15,9,25.5,24.2,-10.5,212
Kevin Martin,SG,10/28/2015,MIN,@,LAL,W,0,29,6,15,0.4,6,10,0.6,0,5,0,11,12,0.917,0,1,1,0,0,0,0,2,23,14,24.25,24.2,2.5,203
Darren Collison,PG,10/28/2015,SAC,,LAC,L,0,30,5,12,0.417,4,8,0.5,1,4,0.25,2,5,0.4,1,0,1,6,1,0,1,3,13,9.1,25.25,24.2,5.5,212.5
Tim Duncan,PF,10/28/2015,SAS,@,OKC,L,1,26,3,8,0.375,3,8,0.375,0,0,,2,2,1,3,3,6,0,2,3,1,2,8,8.9,25,24.2,4,207.5
Shane Larkin,PG,10/28/2015,BRK,,CHI,L,1,23,3,8,0.375,3,6,0.5,0,2,0,0,0,,0,0,0,8,3,1,2,3,6,7.7,25,24,5,196
Aaron Gordon,PF,10/28/2015,ORL,,WAS,L,0,17,4,8,0.5,4,6,0.667,0,2,0,4,6,0.667,4,3,7,1,0,1,0,0,12,12.3,24.25,23.9,4.5,202
Marco Belinelli,SG,10/28/2015,SAC,,LAC,L,0,32,3,12,0.25,0,5,0,3,7,0.429,0,0,,0,2,2,7,1,0,0,3,9,7.1,25.5,23.9,5.5,212.5
Rodney Stuckey,SG,10/28/2015,IND,@,TOR,L,0,24,5,13,0.385,5,12,0.417,0,1,0,6,6,1,0,4,4,2,1,0,2,2,16,9.7,25,23.8,5.5,200
C.J. Miles,SG,10/28/2015,IND,@,TOR,L,1,36,6,14,0.429,2,6,0.333,4,8,0.5,2,2,1,1,0,1,1,3,0,3,3,18,10.8,27.25,23.7,5.5,200
Kentavious Caldwell-Pope,SG,10/28/2015,DET,,UTA,W,1,36,5,11,0.455,3,6,0.5,2,5,0.4,4,4,1,0,5,5,1,0,1,2,2,16,10.4,25.75,23.5,1,191
Reggie Jackson,PG,10/28/2015,DET,,UTA,W,1,31,7,14,0.5,6,11,0.545,1,3,0.333,4,7,0.571,0,2,2,4,0,0,4,1,19,9.8,26,23.4,1,191
Mason Plumlee,C,10/28/2015,POR,,NOP,W,1,19,3,4,0.75,3,4,0.75,0,0,,1,3,0.333,1,5,6,6,0,0,0,4,7,9.4,23.5,23.2,-2.5,206.5
Ty Lawson,PG,10/28/2015,HOU,,DEN,L,1,37,3,10,0.3,1,7,0.143,2,3,0.667,4,6,0.667,0,4,4,6,0,0,3,0,12,7.8,25.5,22.8,-10.5,212
Brandon Knight,PG,10/28/2015,PHO,,DAL,L,1,34,6,13,0.462,5,9,0.556,1,4,0.25,2,2,1,1,5,6,3,0,1,6,4,15,5.7,26.5,22.7,-6,203.5
Manu Ginobili,SG,10/28/2015,SAS,@,OKC,L,0,19,5,8,0.625,4,7,0.571,1,1,1,0,0,,0,0,0,7,2,0,3,0,11,11.3,24.5,22.5,4,207.5
Cody Zeller,PF,10/28/2015,CHO,@,MIA,L,0,30,2,4,0.5,2,4,0.5,0,0,,3,4,0.75,4,8,12,0,1,0,1,2,7,9,23.5,22.4,6.5,194.5
Derrick Rose,PG,10/28/2015,CHI,@,BRK,W,1,29,5,11,0.455,5,10,0.5,0,1,0,5,5,1,0,2,2,3,1,0,2,2,15,10.2,23,21.9,-5,196
Joffrey Lauvergne,C,10/28/2015,DEN,@,HOU,W,1,22,4,5,0.8,3,4,0.75,1,1,1,2,2,1,2,5,7,1,0,1,1,3,11,11.2,23.25,21.9,10.5,212
Eric Bledsoe,SG,10/28/2015,PHO,,DAL,L,1,31,4,12,0.333,4,10,0.4,0,2,0,5,7,0.714,1,3,4,4,0,0,2,4,13,6.2,23,21.8,-6,203.5
Matthew Dellavedova,PG,10/28/2015,CLE,@,MEM,W,0,18,5,9,0.556,3,5,0.6,2,4,0.5,0,0,,0,1,1,3,2,0,0,2,12,11.3,22.75,21.7,5,189
Zach Randolph,PF,10/28/2015,MEM,,CLE,L,1,31,5,11,0.455,5,10,0.5,0,1,0,2,4,0.5,3,5,8,0,1,0,2,1,12,7.7,23,21.6,-5,189
Al-Farouq Aminu,SF,10/28/2015,POR,,NOP,W,0,31,3,7,0.429,2,4,0.5,1,3,0.333,2,2,1,0,8,8,0,1,2,3,0,9,7.1,24,21.6,-2.5,206.5
David Lee,PF,10/28/2015,BOS,,PHI,W,1,22,2,8,0.25,2,8,0.25,0,0,,4,4,1,1,4,5,5,0,1,2,3,8,6.1,22.75,21.5,-12.5,198
Tony Allen,SF,10/28/2015,MEM,,CLE,L,0,23,3,6,0.5,3,6,0.5,0,0,,0,0,,3,4,7,2,2,1,2,1,6,8,22.75,21.4,-5,189
Jordan Clarkson,PG,10/28/2015,LAL,,MIN,L,1,30,5,12,0.417,5,10,0.5,0,2,0,4,6,0.667,2,2,4,3,0,0,2,4,14,7.3,22.5,21.3,-2.5,203
Goran Dragic,PG,10/28/2015,MIA,,CHO,W,1,31,4,8,0.5,4,8,0.5,0,0,,0,0,,0,1,1,6,0,2,1,4,8,7.3,21.75,21.2,-6.5,194.5
Luol Deng,SF,10/28/2015,MIA,,CHO,W,1,30,5,8,0.625,2,5,0.4,3,3,1,0,0,,1,2,3,1,1,1,1,2,13,11.3,23.25,21.1,-6.5,194.5
Mike Conley,PG,10/28/2015,MEM,,CLE,L,1,29,2,8,0.25,2,6,0.333,0,2,0,4,4,1,0,4,4,6,0,0,1,1,8,7.2,21.5,20.8,-5,189
Marcus Morris,SF,10/28/2015,DET,,UTA,W,1,35,5,10,0.5,4,9,0.444,1,1,1,3,3,1,1,5,6,1,0,0,2,3,14,8.7,22.5,20.7,1,191
LaMarcus Aldridge,PF,10/28/2015,SAS,@,OKC,L,1,32,4,12,0.333,4,11,0.364,0,1,0,3,4,0.75,2,3,5,1,0,1,0,2,11,6.7,20.75,20.5,4,207.5
