Date,Player,Pos,Salary,Predicted,Scored,Team,Iteration
Dec282016,Buddy Hield,SG,3200,15.46,29.5,NO,42
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,42
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,42
Dec282016,Greg Monroe,C,4300,22.98,34.25,MIL,42
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,42
Dec282016,Kevin Durant,SF,9800,50.94,63.75,GS,42
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,41
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,41
Dec282016,DeMar DeRozan,SG,7800,42.01,52.25,TOR,41
Dec282016,Manu Ginobili,SG,3500,18.93,33.75,SA,41
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,41
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,41
Dec282016,Ricky Rubio,PG,5900,30.48,45.0,MIN,41
Dec282016,Kevin Durant,SF,9800,50.94,63.75,GS,41
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,38
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,38
Dec282016,DeMar DeRozan,SG,7800,42.01,52.25,TOR,38
Dec282016,Manu Ginobili,SG,3500,18.93,33.75,SA,38
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,38
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,38
Dec282016,Marcin Gortat,C,5700,34.1,41.5,WAS,38
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,38
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,39
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,39
Dec282016,Buddy Hield,SG,3200,15.46,29.5,NO,39
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,39
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,39
Dec282016,Dwight Howard,C,7300,38.1,53.0,ATL,39
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,39
Dec282016,Ricky Rubio,PG,5900,30.48,45.0,MIN,39
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,37
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,37
Dec282016,Buddy Hield,SG,3200,15.46,29.5,NO,37
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,37
Dec282016,DeMarre Carroll,SF/PF,4000,14.28,34.25,TOR,37
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,37
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,37
Dec282016,Kevin Durant,SF,9800,50.94,63.75,GS,37
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,36
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,36
Dec282016,Manu Ginobili,SG,3500,18.93,33.75,SA,36
Dec282016,Paul George,SF/PF,7700,36.61,48.75,IND,36
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,36
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,36
Dec282016,Nikola Jokic,C,6400,34.77,45.0,DEN,36
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,36
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,43
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,43
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,43
Dec282016,Justin Holiday,PG/SG,3600,11.16,29.25,NY,43
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,43
Dec282016,Dwight Howard,C,7300,38.1,53.0,ATL,43
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,43
Dec282016,Ricky Rubio,PG,5900,30.48,45.0,MIN,43
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,44
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,44
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,44
Dec282016,Tobias Harris,SF/PF,5500,27.78,42.5,DET,44
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,44
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,44
Dec282016,Ricky Rubio,PG,5900,30.48,45.0,MIN,44
Dec282016,Serge Ibaka,PF/C,6200,36.24,39.75,ORL,44
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,45
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,45
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,45
Dec282016,DeMarre Carroll,SF/PF,4000,14.28,34.25,TOR,45
Dec282016,Justin Holiday,PG/SG,3600,11.16,29.25,NY,45
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,45
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,45
Dec282016,Kevin Durant,SF,9800,50.94,63.75,GS,45
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,46
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,46
Dec282016,Manu Ginobili,SG,3500,18.93,33.75,SA,46
Dec282016,Buddy Hield,SG,3200,15.46,29.5,NO,46
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,46
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,46
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,46
Dec282016,Kevin Durant,SF,9800,50.94,63.75,GS,46
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,47
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,47
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,47
Dec282016,Tobias Harris,SF/PF,5500,27.78,42.5,DET,47
Dec282016,Kyle Lowry,PG,8200,44.58,57.5,TOR,47
Dec282016,DeAndre Jordan,C,7000,32.25,49.25,LAC,47
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,47
Dec282016,Ricky Rubio,PG,5900,30.48,45.0,MIN,47
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,48
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,48
Dec282016,DeMar DeRozan,SG,7800,42.01,52.25,TOR,48
Dec282016,Manu Ginobili,SG,3500,18.93,33.75,SA,48
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,48
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,48
Dec282016,Nikola Vucevic,C,6100,29.79,41.0,ORL,48
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,48
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,49
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,49
Dec282016,Manu Ginobili,SG,3500,18.93,33.75,SA,49
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,49
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,49
Dec282016,DeAndre Jordan,C,7000,32.25,49.25,LAC,49
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,49
Dec282016,LaMarcus Aldridge,PF/C,6900,39.06,44.0,SA,49
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,53
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,53
Dec282016,DeMar DeRozan,SG,7800,42.01,52.25,TOR,53
Dec282016,Buddy Hield,SG,3200,15.46,29.5,NO,53
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,53
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,53
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,53
Dec282016,Ricky Rubio,PG,5900,30.48,45.0,MIN,53
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,55
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,55
Dec282016,Buddy Hield,SG,3200,15.46,29.5,NO,55
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,55
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,55
Dec282016,Kyle Lowry,PG,8200,44.58,57.5,TOR,55
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,55
Dec282016,Serge Ibaka,PF/C,6200,36.24,39.75,ORL,55
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,54
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,54
Dec282016,DeMar DeRozan,SG,7800,42.01,52.25,TOR,54
Dec282016,Buddy Hield,SG,3200,15.46,29.5,NO,54
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,54
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,54
Dec282016,Nikola Jokic,C,6400,34.77,45.0,DEN,54
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,54
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,51
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,51
Dec282016,Manu Ginobili,SG,3500,18.93,33.75,SA,51
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,51
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,51
Dec282016,Kyle Lowry,PG,8200,44.58,57.5,TOR,51
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,51
Dec282016,T.J. Warren,SF,4700,26.1,35.5,PHO,51
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,52
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,52
Dec282016,Manu Ginobili,SG,3500,18.93,33.75,SA,52
Dec282016,Tobias Harris,SF/PF,5500,27.78,42.5,DET,52
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,52
Dec282016,Kyle Lowry,PG,8200,44.58,57.5,TOR,52
Dec282016,DeAndre Jordan,C,7000,32.25,49.25,LAC,52
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,52
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,50
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,50
Dec282016,Manu Ginobili,SG,3500,18.93,33.75,SA,50
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,50
Dec282016,Justin Holiday,PG/SG,3600,11.16,29.25,NY,50
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,50
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,50
Dec282016,Kevin Durant,SF,9800,50.94,63.75,GS,50
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,56
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,56
Dec282016,Buddy Hield,SG,3200,15.46,29.5,NO,56
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,56
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,56
Dec282016,Dwight Howard,C,7300,38.1,53.0,ATL,56
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,56
Dec282016,LaMarcus Aldridge,PF/C,6900,39.06,44.0,SA,56
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,57
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,57
Dec282016,Manu Ginobili,SG,3500,18.93,33.75,SA,57
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,57
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,57
Dec282016,Dwight Howard,C,7300,38.1,53.0,ATL,57
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,57
Dec282016,Serge Ibaka,PF/C,6200,36.24,39.75,ORL,57
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,58
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,58
Dec282016,Meyers Leonard,PF/C,3000,8.67,27.25,POR,58
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,58
Dec282016,Kyle Lowry,PG,8200,44.58,57.5,TOR,58
Dec282016,Dwight Howard,C,7300,38.1,53.0,ATL,58
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,58
Dec282016,Ricky Rubio,PG,5900,30.48,45.0,MIN,58
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,59
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,59
Dec282016,Manu Ginobili,SG,3500,18.93,33.75,SA,59
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,59
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,59
Dec282016,Stephen Curry,PG,8100,43.48,47.75,GS,59
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,59
Dec282016,Ricky Rubio,PG,5900,30.48,45.0,MIN,59
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,60
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,60
Dec282016,DeMar DeRozan,SG,7800,42.01,52.25,TOR,60
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,60
Dec282016,Justin Holiday,PG/SG,3600,11.16,29.25,NY,60
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,60
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,60
Dec282016,Ricky Rubio,PG,5900,30.48,45.0,MIN,60
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,61
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,61
Dec282016,Buddy Hield,SG,3200,15.46,29.5,NO,61
Dec282016,Tobias Harris,SF/PF,5500,27.78,42.5,DET,61
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,61
Dec282016,Kyle Lowry,PG,8200,44.58,57.5,TOR,61
Dec282016,Dwight Howard,C,7300,38.1,53.0,ATL,61
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,61
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,62
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,62
Dec282016,Manu Ginobili,SG,3500,18.93,33.75,SA,62
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,62
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,62
Dec282016,Kyle Lowry,PG,8200,44.58,57.5,TOR,62
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,62
Dec282016,Gorgui Dieng,PF/C,5500,25.86,35.0,MIN,62
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,63
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,63
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,63
Dec282016,Meyers Leonard,PF/C,3000,8.67,27.25,POR,63
Dec282016,Kyle Lowry,PG,8200,44.58,57.5,TOR,63
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,63
Dec282016,Ricky Rubio,PG,5900,30.48,45.0,MIN,63
Dec282016,Kevin Durant,SF,9800,50.94,63.75,GS,63
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,66
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,66
Dec282016,Manu Ginobili,SG,3500,18.93,33.75,SA,66
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,66
Dec282016,Dwight Howard,C,7300,38.1,53.0,ATL,66
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,66
Dec282016,Derrick Rose,PG,6300,34.73,42.75,NY,66
Dec282016,Kevin Durant,SF,9800,50.94,63.75,GS,66
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,65
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,65
Dec282016,Buddy Hield,SG,3200,15.46,29.5,NO,65
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,65
Dec282016,Tobias Harris,SF/PF,5500,27.78,42.5,DET,65
Dec282016,Kyle Lowry,PG,8200,44.58,57.5,TOR,65
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,65
Dec282016,Kevin Durant,SF,9800,50.94,63.75,GS,65
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,64
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,64
Dec282016,Manu Ginobili,SG,3500,18.93,33.75,SA,64
Dec282016,Meyers Leonard,PF/C,3000,8.67,27.25,POR,64
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,64
Dec282016,Kyle Lowry,PG,8200,44.58,57.5,TOR,64
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,64
Dec282016,Kevin Durant,SF,9800,50.94,63.75,GS,64
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,67
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,67
Dec282016,Manu Ginobili,SG,3500,18.93,33.75,SA,67
Dec282016,Paul George,SF/PF,7700,36.61,48.75,IND,67
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,67
Dec282016,Kyle Lowry,PG,8200,44.58,57.5,TOR,67
Dec282016,Dwight Howard,C,7300,38.1,53.0,ATL,67
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,67
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,68
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,68
Dec282016,Manu Ginobili,SG,3500,18.93,33.75,SA,68
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,68
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,68
Dec282016,DeAndre Jordan,C,7000,32.25,49.25,LAC,68
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,68
Dec282016,Derrick Rose,PG,6300,34.73,42.75,NY,68
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,69
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,69
Dec282016,Klay Thompson,SG,6500,31.56,39.0,GS,69
Dec282016,Manu Ginobili,SG,3500,18.93,33.75,SA,69
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,69
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,69
Dec282016,Dwight Howard,C,7300,38.1,53.0,ATL,69
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,69
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,70
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,70
Dec282016,DeMar DeRozan,SG,7800,42.01,52.25,TOR,70
Dec282016,Manu Ginobili,SG,3500,18.93,33.75,SA,70
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,70
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,70
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,70
Dec282016,Serge Ibaka,PF/C,6200,36.24,39.75,ORL,70
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,71
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,71
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,71
Dec282016,Tobias Harris,SF/PF,5500,27.78,42.5,DET,71
Dec282016,Justin Holiday,PG/SG,3600,11.16,29.25,NY,71
Dec282016,Kyle Lowry,PG,8200,44.58,57.5,TOR,71
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,71
Dec282016,Kevin Durant,SF,9800,50.94,63.75,GS,71
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,76
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,76
Dec282016,Manu Ginobili,SG,3500,18.93,33.75,SA,76
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,76
Dec282016,DeMarre Carroll,SF/PF,4000,14.28,34.25,TOR,76
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,76
Dec282016,Kyle Lowry,PG,8200,44.58,57.5,TOR,76
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,76
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,79
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,79
Dec282016,DeMarre Carroll,SF/PF,4000,14.28,34.25,TOR,79
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,79
Dec282016,Kyle Lowry,PG,8200,44.58,57.5,TOR,79
Dec282016,Nikola Jokic,C,6400,34.77,45.0,DEN,79
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,79
Dec282016,Ricky Rubio,PG,5900,30.48,45.0,MIN,79
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,78
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,78
Dec282016,Sean Kilpatrick,SG,5400,24.57,33.75,BKN,78
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,78
Dec282016,DeMarre Carroll,SF/PF,4000,14.28,34.25,TOR,78
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,78
Dec282016,Kyle Lowry,PG,8200,44.58,57.5,TOR,78
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,78
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,77
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,77
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,77
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,77
Dec282016,Nikola Jokic,C,6400,34.77,45.0,DEN,77
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,77
Dec282016,Ricky Rubio,PG,5900,30.48,45.0,MIN,77
Dec282016,T.J. Warren,SF,4700,26.1,35.5,PHO,77
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,75
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,75
Dec282016,Manu Ginobili,SG,3500,18.93,33.75,SA,75
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,75
Dec282016,Tobias Harris,SF/PF,5500,27.78,42.5,DET,75
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,75
Dec282016,DeAndre Jordan,C,7000,32.25,49.25,LAC,75
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,75
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,73
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,73
Dec282016,DeMar DeRozan,SG,7800,42.01,52.25,TOR,73
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,73
Dec282016,Tobias Harris,SF/PF,5500,27.78,42.5,DET,73
Dec282016,Dwight Howard,C,7300,38.1,53.0,ATL,73
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,73
Dec282016,Ricky Rubio,PG,5900,30.48,45.0,MIN,73
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,72
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,72
Dec282016,DeMar DeRozan,SG,7800,42.01,52.25,TOR,72
Dec282016,Manu Ginobili,SG,3500,18.93,33.75,SA,72
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,72
Dec282016,Kyle Lowry,PG,8200,44.58,57.5,TOR,72
Dec282016,DeAndre Jordan,C,7000,32.25,49.25,LAC,72
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,72
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,74
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,74
Dec282016,Manu Ginobili,SG,3500,18.93,33.75,SA,74
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,74
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,74
Dec282016,Kyle Lowry,PG,8200,44.58,57.5,TOR,74
Dec282016,Greg Monroe,C,4300,22.98,34.25,MIL,74
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,74
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,85
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,85
Dec282016,Manu Ginobili,SG,3500,18.93,33.75,SA,85
Dec282016,Paul George,SF/PF,7700,36.61,48.75,IND,85
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,85
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,85
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,85
Dec282016,Derrick Rose,PG,6300,34.73,42.75,NY,85
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,87
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,87
Dec282016,Manu Ginobili,SG,3500,18.93,33.75,SA,87
Dec282016,Tobias Harris,SF/PF,5500,27.78,42.5,DET,87
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,87
Dec282016,Marcin Gortat,C,5700,34.1,41.5,WAS,87
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,87
Dec282016,Kevin Durant,SF,9800,50.94,63.75,GS,87
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,86
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,86
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,86
Dec282016,Dante Cunningham,SF/PF,3200,18.14,26.25,NO,86
Dec282016,Kyle Lowry,PG,8200,44.58,57.5,TOR,86
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,86
Dec282016,Ricky Rubio,PG,5900,30.48,45.0,MIN,86
Dec282016,Kevin Durant,SF,9800,50.94,63.75,GS,86
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,84
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,84
Dec282016,DeMar DeRozan,SG,7800,42.01,52.25,TOR,84
Dec282016,Manu Ginobili,SG,3500,18.93,33.75,SA,84
Dec282016,Tobias Harris,SF/PF,5500,27.78,42.5,DET,84
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,84
Dec282016,Dwight Howard,C,7300,38.1,53.0,ATL,84
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,84
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,83
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,83
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,83
Dec282016,Tobias Harris,SF/PF,5500,27.78,42.5,DET,83
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,83
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,83
Dec282016,Ricky Rubio,PG,5900,30.48,45.0,MIN,83
Dec282016,Rajon Rondo,PG,5900,27.7,37.75,CHI,83
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,82
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,82
Dec282016,Danny Green,SG,3700,18.24,25.25,SA,82
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,82
Dec282016,Tobias Harris,SF/PF,5500,27.78,42.5,DET,82
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,82
Dec282016,Kyle Lowry,PG,8200,44.58,57.5,TOR,82
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,82
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,81
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,81
Dec282016,Buddy Hield,SG,3200,15.46,29.5,NO,81
Dec282016,Jabari Parker,SF/PF,6900,34.66,56.25,MIL,81
Dec282016,John Wall,PG,9500,46.3,67.25,WAS,81
Dec282016,Dwight Howard,C,7300,38.1,53.0,ATL,81
Dec282016,Joakim Noah,C,4000,21.57,45.5,NY,81
Dec282016,Derrick Rose,PG,6300,34.73,42.75,NY,81
Dec282016,Jimmy Butler,SG/SF,8400,37.79,68.25,CHI,80
Dec282016,Terrence Ross,SG/SF,3600,13.88,40.25,TOR,80
