Date,Player,Pos,Salary,Predicted,Scored,Team,Iteration
Nov102016,Draymond Green,PF/C,7800,42.6,38.75,GS,49
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,49
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,49
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,49
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,49
Nov102016,Josh Richardson,SG/SF,3700,15.26,21.25,MIA,49
Nov102016,Anthony Davis,PF/C,11300,58.1,56.0,NO,53
Nov102016,Dion Waiters,SG,4300,19.87,32.0,MIA,53
Nov102016,Jamal Murray,PG/SG,3000,7.26,30.25,DEN,53
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,53
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,53
Nov102016,Juancho Hernangomez,C,3000,4.57,24.75,DEN,53
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,53
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,53
Nov102016,DeMarcus Cousins,PF/C,10300,54.85,48.75,SAC,55
Nov102016,Jamal Murray,PG/SG,3000,7.26,30.25,DEN,55
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,55
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,55
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,55
Nov102016,Juancho Hernangomez,C,3000,4.57,24.75,DEN,55
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,55
Nov102016,Solomon Hill,SF,3600,18.46,25.0,NO,55
Nov102016,Anthony Davis,PF/C,11300,58.1,56.0,NO,56
Nov102016,Jamal Murray,PG/SG,3000,7.26,30.25,DEN,56
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,56
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,56
Nov102016,Michael Beasley,SF/PF,3000,12.53,17.5,MIL,56
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,56
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,56
Nov102016,Solomon Hill,SF,3600,18.46,25.0,NO,56
Nov102016,Dion Waiters,SG,4300,19.87,32.0,MIA,57
Nov102016,Malcolm Brogdon,SG,3300,17.18,19.25,MIL,57
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,57
Nov102016,Draymond Green,PF/C,7800,42.6,38.75,GS,57
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,57
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,57
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,57
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,57
Nov102016,Anthony Davis,PF/C,11300,58.1,56.0,NO,54
Nov102016,Dion Waiters,SG,4300,19.87,32.0,MIA,54
Nov102016,Matthew Dellavedova,PG/SG,4500,22.61,30.25,MIL,54
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,54
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,54
Nov102016,Juancho Hernangomez,C,3000,4.57,24.75,DEN,54
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,54
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,54
Nov102016,Anthony Davis,PF/C,11300,58.1,56.0,NO,61
Nov102016,Dion Waiters,SG,4300,19.87,32.0,MIA,61
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,61
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,61
Nov102016,Juancho Hernangomez,C,3000,4.57,24.75,DEN,61
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,61
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,61
Nov102016,Lou Williams,SG,5100,30.4,30.0,LAL,61
Nov102016,Anthony Davis,PF/C,11300,58.1,56.0,NO,63
Nov102016,Tim Frazier,PG,6000,31.5,39.75,NO,63
Nov102016,Jamal Murray,PG/SG,3000,7.26,30.25,DEN,63
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,63
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,63
Nov102016,Timofey Mozgov,C,3200,14.24,16.75,LAL,63
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,63
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,63
Nov102016,DeMarcus Cousins,PF/C,10300,54.85,48.75,SAC,62
Nov102016,E'Twaun Moore,SG,4100,22.26,29.5,NO,62
Nov102016,Tim Frazier,PG,6000,31.5,39.75,NO,62
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,62
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,62
Nov102016,Juancho Hernangomez,C,3000,4.57,24.75,DEN,62
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,62
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,62
Nov102016,Anthony Davis,PF/C,11300,58.1,56.0,NO,65
Nov102016,Dion Waiters,SG,4300,19.87,32.0,MIA,65
Nov102016,Tim Frazier,PG,6000,31.5,39.75,NO,65
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,65
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,65
Nov102016,Robin Lopez,C,4200,21.66,28.75,CHI,65
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,65
Nov102016,Solomon Hill,SF,3600,18.46,25.0,NO,65
Nov102016,E'Twaun Moore,SG,4100,22.26,29.5,NO,60
Nov102016,Tim Frazier,PG,6000,31.5,39.75,NO,60
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,60
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,60
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,60
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,60
Nov102016,Jimmy Butler,SG/SF,7100,40.45,38.0,CHI,60
Nov102016,Josh Richardson,SG/SF,3700,15.26,21.25,MIA,60
Nov102016,Tim Frazier,PG,6000,31.5,39.75,NO,59
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,59
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,59
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,59
Nov102016,Robin Lopez,C,4200,21.66,28.75,CHI,59
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,59
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,59
Nov102016,Josh Richardson,SG/SF,3700,15.26,21.25,MIA,59
Nov102016,Dion Waiters,SG,4300,19.87,32.0,MIA,58
Nov102016,Tim Frazier,PG,6000,31.5,39.75,NO,58
Nov102016,Draymond Green,PF/C,7800,42.6,38.75,GS,58
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,58
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,58
Nov102016,Juancho Hernangomez,C,3000,4.57,24.75,DEN,58
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,58
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,58
Nov102016,Jamal Murray,PG/SG,3000,7.26,30.25,DEN,64
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,64
Nov102016,Draymond Green,PF/C,7800,42.6,38.75,GS,64
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,64
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,64
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,64
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,64
Nov102016,Terrence Jones,PF,4700,20.54,20.75,NO,64
Nov102016,Anthony Davis,PF/C,11300,58.1,56.0,NO,66
Nov102016,Tim Frazier,PG,6000,31.5,39.75,NO,66
Nov102016,Jamal Murray,PG/SG,3000,7.26,30.25,DEN,66
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,66
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,66
Nov102016,Zaza Pachulia,C,3400,15.81,16.5,GS,66
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,66
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,66
Nov102016,Anthony Davis,PF/C,11300,58.1,56.0,NO,67
Nov102016,Tim Frazier,PG,6000,31.5,39.75,NO,67
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,67
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,67
Nov102016,Juancho Hernangomez,C,3000,4.57,24.75,DEN,67
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,67
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,67
Nov102016,Doug McDermott,SF,3600,13.74,22.0,CHI,67
Nov102016,Dion Waiters,SG,4300,19.87,32.0,MIA,68
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,68
Nov102016,Draymond Green,PF/C,7800,42.6,38.75,GS,68
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,68
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,68
Nov102016,JaVale McGee,C,3000,3.55,18.75,GS,68
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,68
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,68
Nov102016,Anthony Davis,PF/C,11300,58.1,56.0,NO,69
Nov102016,Jamal Murray,PG/SG,3000,7.26,30.25,DEN,69
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,69
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,69
Nov102016,Dante Cunningham,SF/PF,3000,8.81,20.0,NO,69
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,69
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,69
Nov102016,Doug McDermott,SF,3600,13.74,22.0,CHI,69
Nov102016,Jamal Murray,PG/SG,3000,7.26,30.25,DEN,70
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,70
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,70
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,70
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,70
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,70
Nov102016,Jimmy Butler,SG/SF,7100,40.45,38.0,CHI,70
Nov102016,Josh Richardson,SG/SF,3700,15.26,21.25,MIA,70
Nov102016,Matthew Dellavedova,PG/SG,4500,22.61,30.25,MIL,71
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,71
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,71
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,71
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,71
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,71
Nov102016,Jimmy Butler,SG/SF,7100,40.45,38.0,CHI,71
Nov102016,Josh Richardson,SG/SF,3700,15.26,21.25,MIA,71
Nov102016,Tim Frazier,PG,6000,31.5,39.75,NO,72
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,72
Nov102016,Draymond Green,PF/C,7800,42.6,38.75,GS,72
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,72
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,72
Nov102016,Juancho Hernangomez,C,3000,4.57,24.75,DEN,72
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,72
Nov102016,Solomon Hill,SF,3600,18.46,25.0,NO,72
Nov102016,Anthony Davis,PF/C,11300,58.1,56.0,NO,73
Nov102016,Jamal Murray,PG/SG,3000,7.26,30.25,DEN,73
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,73
Nov102016,Malik Beasley,PG,3000,0.0,17.0,DEN,73
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,73
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,73
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,73
Nov102016,Solomon Hill,SF,3600,18.46,25.0,NO,73
Nov102016,Anthony Davis,PF/C,11300,58.1,56.0,NO,74
Nov102016,Dion Waiters,SG,4300,19.87,32.0,MIA,74
Nov102016,E'Twaun Moore,SG,4100,22.26,29.5,NO,74
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,74
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,74
Nov102016,Juancho Hernangomez,C,3000,4.57,24.75,DEN,74
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,74
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,74
Nov102016,Anthony Davis,PF/C,11300,58.1,56.0,NO,75
Nov102016,E'Twaun Moore,SG,4100,22.26,29.5,NO,75
Nov102016,Jamal Murray,PG/SG,3000,7.26,30.25,DEN,75
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,75
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,75
Nov102016,Juancho Hernangomez,C,3000,4.57,24.75,DEN,75
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,75
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,75
Nov102016,DeMarcus Cousins,PF/C,10300,54.85,48.75,SAC,78
Nov102016,Tim Frazier,PG,6000,31.5,39.75,NO,78
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,78
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,78
Nov102016,Robin Lopez,C,4200,21.66,28.75,CHI,78
Nov102016,Juancho Hernangomez,C,3000,4.57,24.75,DEN,78
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,78
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,78
Nov102016,Jamal Murray,PG/SG,3000,7.26,30.25,DEN,76
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,76
Nov102016,Draymond Green,PF/C,7800,42.6,38.75,GS,76
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,76
Nov102016,Dante Cunningham,SF/PF,3000,8.81,20.0,NO,76
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,76
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,76
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,76
Nov102016,Matthew Dellavedova,PG/SG,4500,22.61,30.25,MIL,77
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,77
Nov102016,Draymond Green,PF/C,7800,42.6,38.75,GS,77
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,77
Nov102016,Dante Cunningham,SF/PF,3000,8.81,20.0,NO,77
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,77
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,77
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,77
Nov102016,Anthony Davis,PF/C,11300,58.1,56.0,NO,80
Nov102016,Tim Frazier,PG,6000,31.5,39.75,NO,80
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,80
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,80
Nov102016,Juancho Hernangomez,C,3000,4.57,24.75,DEN,80
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,80
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,80
Nov102016,Josh Richardson,SG/SF,3700,15.26,21.25,MIA,80
Nov102016,DeMarcus Cousins,PF/C,10300,54.85,48.75,SAC,81
Nov102016,Jamal Murray,PG/SG,3000,7.26,30.25,DEN,81
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,81
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,81
Nov102016,Juancho Hernangomez,C,3000,4.57,24.75,DEN,81
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,81
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,81
Nov102016,Jimmy Butler,SG/SF,7100,40.45,38.0,CHI,81
Nov102016,Anthony Davis,PF/C,11300,58.1,56.0,NO,82
Nov102016,Jamal Murray,PG/SG,3000,7.26,30.25,DEN,82
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,82
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,82
Nov102016,Robin Lopez,C,4200,21.66,28.75,CHI,82
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,82
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,82
Nov102016,Kenneth Faried,PF,4800,23.11,26.75,DEN,82
Nov102016,Anthony Davis,PF/C,11300,58.1,56.0,NO,83
Nov102016,Dion Waiters,SG,4300,19.87,32.0,MIA,83
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,83
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,83
Nov102016,Robin Lopez,C,4200,21.66,28.75,CHI,83
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,83
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,83
Nov102016,Solomon Hill,SF,3600,18.46,25.0,NO,83
Nov102016,E'Twaun Moore,SG,4100,22.26,29.5,NO,84
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,84
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,84
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,84
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,84
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,84
Nov102016,Jimmy Butler,SG/SF,7100,40.45,38.0,CHI,84
Nov102016,Josh Richardson,SG/SF,3700,15.26,21.25,MIA,84
Nov102016,DeMarcus Cousins,PF/C,10300,54.85,48.75,SAC,79
Nov102016,Tyler Johnson,PG/SG,4900,27.8,30.5,MIA,79
Nov102016,Jamal Murray,PG/SG,3000,7.26,30.25,DEN,79
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,79
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,79
Nov102016,Juancho Hernangomez,C,3000,4.57,24.75,DEN,79
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,79
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,79
Nov102016,Anthony Davis,PF/C,11300,58.1,56.0,NO,88
Nov102016,Tyler Johnson,PG/SG,4900,27.8,30.5,MIA,88
Nov102016,Jamal Murray,PG/SG,3000,7.26,30.25,DEN,88
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,88
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,88
Nov102016,Juancho Hernangomez,C,3000,4.57,24.75,DEN,88
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,88
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,88
Nov102016,Anthony Davis,PF/C,11300,58.1,56.0,NO,91
Nov102016,Dion Waiters,SG,4300,19.87,32.0,MIA,91
Nov102016,E'Twaun Moore,SG,4100,22.26,29.5,NO,91
Nov102016,Jamal Murray,PG/SG,3000,7.26,30.25,DEN,91
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,91
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,91
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,91
Nov102016,Solomon Hill,SF,3600,18.46,25.0,NO,91
Nov102016,Anthony Davis,PF/C,11300,58.1,56.0,NO,90
Nov102016,Dion Waiters,SG,4300,19.87,32.0,MIA,90
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,90
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,90
Nov102016,Robin Lopez,C,4200,21.66,28.75,CHI,90
Nov102016,Juancho Hernangomez,C,3000,4.57,24.75,DEN,90
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,90
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,90
Nov102016,Anthony Davis,PF/C,11300,58.1,56.0,NO,89
Nov102016,Tyler Johnson,PG/SG,4900,27.8,30.5,MIA,89
Nov102016,Matthew Dellavedova,PG/SG,4500,22.61,30.25,MIL,89
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,89
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,89
Nov102016,Juancho Hernangomez,C,3000,4.57,24.75,DEN,89
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,89
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,89
Nov102016,Anthony Davis,PF/C,11300,58.1,56.0,NO,87
Nov102016,Tim Frazier,PG,6000,31.5,39.75,NO,87
Nov102016,Jamal Murray,PG/SG,3000,7.26,30.25,DEN,87
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,87
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,87
Nov102016,Omer Asik,C,3000,15.96,15.5,NO,87
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,87
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,87
Nov102016,DeMarcus Cousins,PF/C,10300,54.85,48.75,SAC,86
Nov102016,Matthew Dellavedova,PG/SG,4500,22.61,30.25,MIL,86
Nov102016,Jamal Murray,PG/SG,3000,7.26,30.25,DEN,86
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,86
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,86
Nov102016,Juancho Hernangomez,C,3000,4.57,24.75,DEN,86
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,86
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,86
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,85
Nov102016,Draymond Green,PF/C,7800,42.6,38.75,GS,85
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,85
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,85
Nov102016,Juancho Hernangomez,C,3000,4.57,24.75,DEN,85
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,85
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,85
Nov102016,Solomon Hill,SF,3600,18.46,25.0,NO,85
Nov102016,Jamal Murray,PG/SG,3000,7.26,30.25,DEN,92
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,92
Nov102016,Kevin Durant,SF/PF,9400,52.13,42.25,GS,92
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,92
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,92
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,92
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,92
Nov102016,Patrick McCaw,SG/SF,3000,9.12,15.75,GS,92
Nov102016,Dion Waiters,SG,4300,19.87,32.0,MIA,93
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,93
Nov102016,Draymond Green,PF/C,7800,42.6,38.75,GS,93
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,93
Nov102016,Michael Beasley,SF/PF,3000,12.53,17.5,MIL,93
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,93
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,93
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,93
Nov102016,Anthony Davis,PF/C,11300,58.1,56.0,NO,94
Nov102016,Matthew Dellavedova,PG/SG,4500,22.61,30.25,MIL,94
Nov102016,Jamal Murray,PG/SG,3000,7.26,30.25,DEN,94
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,94
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,94
Nov102016,Juancho Hernangomez,C,3000,4.57,24.75,DEN,94
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,94
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,94
Nov102016,E'Twaun Moore,SG,4100,22.26,29.5,NO,95
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,95
Nov102016,Draymond Green,PF/C,7800,42.6,38.75,GS,95
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,95
Nov102016,Dante Cunningham,SF/PF,3000,8.81,20.0,NO,95
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,95
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,95
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,95
Nov102016,Anthony Davis,PF/C,11300,58.1,56.0,NO,96
Nov102016,Jamal Murray,PG/SG,3000,7.26,30.25,DEN,96
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,96
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,96
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,96
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,96
Nov102016,Solomon Hill,SF,3600,18.46,25.0,NO,96
Nov102016,Patrick McCaw,SG/SF,3000,9.12,15.75,GS,96
Nov102016,Tim Frazier,PG,6000,31.5,39.75,NO,97
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,97
Nov102016,Draymond Green,PF/C,7800,42.6,38.75,GS,97
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,97
Nov102016,Juancho Hernangomez,C,3000,4.57,24.75,DEN,97
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,97
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,97
Nov102016,Jimmy Butler,SG/SF,7100,40.45,38.0,CHI,97
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,98
Nov102016,Draymond Green,PF/C,7800,42.6,38.75,GS,98
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,98
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,98
Nov102016,Juancho Hernangomez,C,3000,4.57,24.75,DEN,98
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,98
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,98
Nov102016,Nick Young,SG,4500,24.34,24.75,LAL,98
Nov102016,Anthony Davis,PF/C,11300,58.1,56.0,NO,99
Nov102016,Dion Waiters,SG,4300,19.87,32.0,MIA,99
Nov102016,Tim Frazier,PG,6000,31.5,39.75,NO,99
Nov102016,Jamal Murray,PG/SG,3000,7.26,30.25,DEN,99
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,99
Nov102016,Robin Lopez,C,4200,21.66,28.75,CHI,99
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,99
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,99
Nov102016,Malcolm Brogdon,SG,3300,17.18,19.25,MIL,100
Nov102016,Jamal Murray,PG/SG,3000,7.26,30.25,DEN,100
Nov102016,Rajon Rondo,PG,5700,26.79,45.5,CHI,100
Nov102016,Draymond Green,PF/C,7800,42.6,38.75,GS,100
Nov102016,Jabari Parker,SF/PF,5900,29.7,51.25,MIL,100
Nov102016,Hassan Whiteside,C,8500,41.97,53.0,MIA,100
Nov102016,Justise Winslow,SF,5400,25.4,38.75,MIA,100
Nov102016,Stephen Curry,PG,9000,46.34,53.25,GS,100
Nov112016,Russell Westbrook,PG,11300,56.53,63.0,OKC,1
Nov112016,Kelly Olynyk,PF,3300,14.79,34.25,BOS,1
Nov112016,Pau Gasol,C,5200,25.52,47.25,SA,1
Nov112016,C.J. McCollum,PG/SG,6900,36.29,50.25,POR,1
Nov112016,Marcus Smart,PG/SG,4900,24.47,42.5,BOS,1
Nov112016,Andre Roberson,SG/SF,3600,15.43,31.75,OKC,1
Nov112016,Kemba Walker,PG,7500,40.65,66.0,CHA,1
Nov112016,Rudy Gay,SF,7300,35.25,56.5,SAC,1
