Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Projected Value,Actual Scored,Iteration,date,NumGames,Risk
Russell Westbrook,Stephen Curry,Kevin Love,Shabazz Muhammad,Mike Dunleavy,Patrick McCaw,Paul Millsap,Jake Layman,OKC,GS,CLE,MIN,CLE,GS,ATL,POR,PG,PG,PF,SG,SG,SG,PF,PF,495.592808829,193.5,85,Dec132016,6,0.0
Stephen Curry,Ryan Kelly,Denzel Valentine,Paul Zipser,Ron Baker,Anthony Davis,Karl-Anthony Towns,Paul Millsap,GS,ATL,CHI,CHI,NY,NO,MIN,ATL,PG,SF,SF,SF,SG,PF,PF,PF,436.948669424,192.0,88,Dec132016,6,0.0
Russell Westbrook,Damian Lillard,Eric Bledsoe,Kevin Love,Shabazz Muhammad,Mike Dunleavy,Patrick McCaw,Jake Layman,OKC,POR,PHO,CLE,MIN,CLE,GS,POR,PG,PG,PG,PF,SG,SG,SG,PF,440.973201753,191.25,47,Dec132016,6,0.0
Russell Westbrook,Jodie Meeks,C.J. Wilcox,Brandon Rush,Eric Bledsoe,Anthony Davis,Dante Cunningham,Jerami Grant,OKC,ORL,ORL,MIN,PHO,NO,NO,OKC,PG,SG,SG,SG,PG,PF,SF,SF,415.001778095,191.25,73,Dec132016,6,0.0
Russell Westbrook,Jodie Meeks,C.J. Wilcox,Brandon Rush,Eric Bledsoe,Anthony Davis,Dante Cunningham,Jerami Grant,OKC,ORL,ORL,MIN,PHO,NO,NO,OKC,PG,SG,SG,SG,PG,PF,SF,SF,510.419330784,191.25,66,Dec132016,6,0.0
Russell Westbrook,Stephen Curry,Ryan Kelly,Denzel Valentine,Karl-Anthony Towns,Joffrey Lauvergne,Shabazz Muhammad,Paul Millsap,OKC,GS,ATL,CHI,MIN,OKC,MIN,ATL,PG,PG,SF,SF,PF,PF,SG,PF,413.60516058,191.25,22,Dec132016,6,0.0
Stephen Curry,Ryan Kelly,Denzel Valentine,C.J. Wilcox,Brandon Rush,Anthony Davis,LeBron James,Paul Millsap,GS,ATL,CHI,ORL,MIN,NO,CLE,ATL,PG,SF,SF,SG,SG,PF,SF,PF,500.465301447,190.25,3,Dec132016,6,0.0
Russell Westbrook,Ian Clark,Damian Lillard,Zach Randolph,LeBron James,Kyle Korver,James Ennis,Domantas Sabonis,OKC,GS,POR,MEM,CLE,ATL,MEM,OKC,PG,PG,PG,PF,SF,SG,SG,PF,529.089323511,190.25,87,Dec132016,6,0.0
Russell Westbrook,Jodie Meeks,C.J. Wilcox,Brandon Rush,Damian Lillard,Karl-Anthony Towns,Nemanja Bjelica,Paul Millsap,OKC,ORL,ORL,MIN,POR,MIN,MIN,ATL,PG,SG,SG,SG,PG,PF,SF,PF,409.22732465,190.0,59,Dec132016,6,0.0
Russell Westbrook,Derrick Jones Jr.,Ron Baker,Damian Lillard,Eric Bledsoe,Karl-Anthony Towns,Arinze Onuaku,Meyers Leonard,OKC,PHO,NY,POR,PHO,MIN,ORL,POR,PG,SF,SG,PG,PG,PF,PF,PF,456.041905775,189.75,7,Dec132016,6,0.0
Russell Westbrook,Leandro Barbosa,Buddy Hield,Damian Lillard,Karl-Anthony Towns,Jeff Green,Nikola Mirotic,Andre Roberson,OKC,PHO,NO,POR,MIN,ORL,CHI,OKC,PG,PG,SG,PG,PF,SF,SF,SG,444.803012743,189.75,99,Dec132016,6,0.0
Ryan Kelly,Denzel Valentine,Paul Zipser,Ron Baker,Damian Lillard,Eric Bledsoe,Anthony Davis,Paul Millsap,ATL,CHI,CHI,NY,POR,PHO,NO,ATL,SF,SF,SF,SG,PG,PG,PF,PF,504.158440291,189.5,84,Dec132016,6,0.0
Russell Westbrook,Stephen Curry,Eric Bledsoe,Karl-Anthony Towns,Nemanja Bjelica,Mike Dunleavy,Patrick McCaw,Jake Layman,OKC,GS,PHO,MIN,MIN,CLE,GS,POR,PG,PG,PG,PF,SF,SG,SG,PF,421.564838993,189.5,65,Dec132016,6,0.0
Russell Westbrook,Ryan Kelly,Denzel Valentine,Damian Lillard,Eric Bledsoe,Joffrey Lauvergne,Shabazz Muhammad,Paul Millsap,OKC,ATL,CHI,POR,PHO,OKC,MIN,ATL,PG,SF,SF,PG,PG,PF,SG,PF,428.551631892,188.75,48,Dec132016,6,0.0
Russell Westbrook,Stephen Curry,Ryan Kelly,Denzel Valentine,Paul Zipser,Ron Baker,Karl-Anthony Towns,Kevin Love,OKC,GS,ATL,CHI,CHI,NY,MIN,CLE,PG,PG,SF,SF,SF,SG,PF,PF,421.250715955,188.0,57,Dec132016,6,0.0
Stephen Curry,Ryan Kelly,Denzel Valentine,Damian Lillard,Anthony Davis,Karl-Anthony Towns,Shabazz Muhammad,Jake Layman,GS,ATL,CHI,POR,NO,MIN,MIN,POR,PG,SF,SF,PG,PF,PF,SG,PF,335.34151036,187.25,18,Dec132016,6,0.0
Russell Westbrook,Derrick Jones Jr.,Troy Daniels,Courtney Lee,Buddy Hield,Eric Bledsoe,Zach Randolph,Taj Gibson,OKC,PHO,MEM,NY,NO,PHO,MEM,CHI,PG,SF,SG,SG,SG,PG,PF,PF,509.143877102,186.5,100,Dec132016,6,0.0
Ryan Kelly,Denzel Valentine,Leandro Barbosa,Troy Daniels,Courtney Lee,Anthony Davis,LeBron James,Paul Millsap,ATL,CHI,PHO,MEM,NY,NO,CLE,ATL,SF,SF,PG,SG,SG,PF,SF,PF,408.51144302,185.5,72,Dec132016,6,0.0
Russell Westbrook,Eric Bledsoe,Karl-Anthony Towns,Shabazz Muhammad,Mike Dunleavy,Patrick McCaw,Paul Millsap,Jake Layman,OKC,PHO,MIN,MIN,CLE,GS,ATL,POR,PG,PG,PF,SG,SG,SG,PF,PF,451.3349236,185.25,56,Dec132016,6,0.0
Ron Baker,Damian Lillard,Eric Bledsoe,Karl-Anthony Towns,Nemanja Bjelica,Mike Dunleavy,Patrick McCaw,Paul Millsap,NY,POR,PHO,MIN,MIN,CLE,GS,ATL,SG,PG,PG,PF,SF,SG,SG,PF,402.958906754,183.5,52,Dec132016,6,0.0
Russell Westbrook,Ryan Kelly,Denzel Valentine,Ron Baker,Eric Bledsoe,Karl-Anthony Towns,Nemanja Bjelica,Paul Millsap,OKC,ATL,CHI,NY,PHO,MIN,MIN,ATL,PG,SF,SF,SG,PG,PF,SF,PF,431.053304048,182.75,10,Dec132016,6,0.0
Russell Westbrook,Damian Lillard,Karl-Anthony Towns,Joffrey Lauvergne,Shabazz Muhammad,Mike Dunleavy,Patrick McCaw,Paul Millsap,OKC,POR,MIN,OKC,MIN,CLE,GS,ATL,PG,PG,PF,PF,SG,SG,SG,PF,444.358219558,179.0,67,Dec132016,6,0.0
Russell Westbrook,Ryan Kelly,Denzel Valentine,Leandro Barbosa,Buddy Hield,Anthony Davis,LeBron James,Domantas Sabonis,OKC,ATL,CHI,PHO,NO,NO,CLE,OKC,PG,SF,SF,PG,SG,PF,SF,PF,475.177900775,178.75,94,Dec132016,6,0.0
Russell Westbrook,Damian Lillard,Kevin Love,Shabazz Muhammad,Mike Dunleavy,Patrick McCaw,Paul Millsap,Jake Layman,OKC,POR,CLE,MIN,CLE,GS,ATL,POR,PG,PG,PF,SG,SG,SG,PF,PF,433.200838768,178.5,79,Dec132016,6,0.0
Russell Westbrook,Damian Lillard,Kevin Love,Shabazz Muhammad,Mike Dunleavy,Patrick McCaw,Paul Millsap,Jake Layman,OKC,POR,CLE,MIN,CLE,GS,ATL,POR,PG,PG,PF,SG,SG,SG,PF,PF,464.895555107,178.5,29,Dec132016,6,0.0
Russell Westbrook,Ryan Kelly,Denzel Valentine,Buddy Hield,Eric Bledsoe,Anthony Davis,Taj Gibson,Nemanja Bjelica,OKC,ATL,CHI,NO,PHO,NO,CHI,MIN,PG,SF,SF,SG,PG,PF,PF,SF,434.213208879,178.0,64,Dec132016,6,0.0
Russell Westbrook,Eric Bledsoe,Karl-Anthony Towns,Shabazz Muhammad,Mike Dunleavy,Patrick McCaw,JaMychal Green,Domantas Sabonis,OKC,PHO,MIN,MIN,CLE,GS,MEM,OKC,PG,PG,PF,SG,SG,SG,PF,PF,473.801474413,176.75,30,Dec132016,6,0.0
Russell Westbrook,Ryan Kelly,Denzel Valentine,Damian Lillard,Kevin Love,Shabazz Muhammad,Paul Millsap,Jake Layman,OKC,ATL,CHI,POR,CLE,MIN,ATL,POR,PG,SF,SF,PG,PF,SG,PF,PF,407.248103121,175.75,77,Dec132016,6,0.0
Russell Westbrook,Stephen Curry,C.J. Wilcox,Brandon Rush,Damian Lillard,Karl-Anthony Towns,Dante Cunningham,Jerami Grant,OKC,GS,ORL,MIN,POR,MIN,NO,OKC,PG,PG,SG,SG,PG,PF,SF,SF,422.305818041,174.75,69,Dec132016,6,0.0
Russell Westbrook,Ryan Kelly,Denzel Valentine,Paul Zipser,Ron Baker,Damian Lillard,Kevin Love,Paul Millsap,OKC,ATL,CHI,CHI,NY,POR,CLE,ATL,PG,SF,SF,SF,SG,PG,PF,PF,427.714091978,172.75,54,Dec132016,6,0.0
Russell Westbrook,Stephen Curry,C.J. Wilcox,Brandon Rush,Eric Bledsoe,Ed Davis,Joffrey Lauvergne,Nemanja Bjelica,OKC,GS,ORL,MIN,PHO,POR,OKC,MIN,PG,PG,SG,SG,PG,PF,PF,SF,434.244650914,172.25,15,Dec132016,6,0.0
Russell Westbrook,Ron Baker,Eric Bledsoe,Anthony Davis,Joffrey Lauvergne,Nemanja Bjelica,Mike Dunleavy,Patrick McCaw,OKC,NY,PHO,NO,OKC,MIN,CLE,GS,PG,SG,PG,PF,PF,SF,SG,SG,408.8164544,172.0,62,Dec132016,6,0.0
Russell Westbrook,Eric Bledsoe,Anthony Davis,Shabazz Muhammad,Mike Dunleavy,Patrick McCaw,Arinze Onuaku,Meyers Leonard,OKC,PHO,NO,MIN,CLE,GS,ORL,POR,PG,PG,PF,SG,SG,SG,PF,PF,496.522336555,171.5,90,Dec132016,6,0.0
Russell Westbrook,Ryan Kelly,Denzel Valentine,Ron Baker,Eric Bledsoe,Ed Davis,Joffrey Lauvergne,LeBron James,OKC,ATL,CHI,NY,PHO,POR,OKC,CLE,PG,SF,SF,SG,PG,PF,PF,SF,439.71944177,170.75,60,Dec132016,6,0.0
Derrick Jones Jr.,C.J. Wilcox,Brandon Rush,Damian Lillard,Karl-Anthony Towns,LeBron James,Shabazz Muhammad,Paul Millsap,PHO,ORL,MIN,POR,MIN,CLE,MIN,ATL,SF,SG,SG,PG,PF,SF,SG,PF,384.513818924,169.5,41,Dec132016,6,0.0
Russell Westbrook,Stephen Curry,Damian Lillard,Karl-Anthony Towns,Nemanja Bjelica,Mike Dunleavy,Patrick McCaw,Jake Layman,OKC,GS,POR,MIN,MIN,CLE,GS,POR,PG,PG,PG,PF,SF,SG,SG,PF,422.187664339,169.0,82,Dec132016,6,0.0
Russell Westbrook,Derrick Jones Jr.,Ron Baker,Eric Bledsoe,Anthony Davis,Joffrey Lauvergne,Mike Dunleavy,Patrick McCaw,OKC,PHO,NY,PHO,NO,OKC,CLE,GS,PG,SF,SG,PG,PF,PF,SG,SG,481.76182692,168.75,33,Dec132016,6,0.0
Russell Westbrook,Ryan Kelly,Denzel Valentine,Ron Baker,Eric Bledsoe,Anthony Davis,Arinze Onuaku,Meyers Leonard,OKC,ATL,CHI,NY,PHO,NO,ORL,POR,PG,SF,SF,SG,PG,PF,PF,PF,451.988770845,167.75,75,Dec132016,6,0.0
Russell Westbrook,Stephen Curry,Ron Baker,Anthony Davis,Joffrey Lauvergne,Nemanja Bjelica,Mike Dunleavy,Patrick McCaw,OKC,GS,NY,NO,OKC,MIN,CLE,GS,PG,PG,SG,PF,PF,SF,SG,SG,436.342067028,166.5,13,Dec132016,6,0.0
Russell Westbrook,Justin Holiday,Buddy Hield,Damian Lillard,Anthony Davis,Nikola Mirotic,Nemanja Bjelica,James Ennis,OKC,NY,NO,POR,NO,CHI,MIN,MEM,PG,PG,SG,PG,PF,SF,SF,SG,514.7420679,166.5,89,Dec132016,6,0.0
Russell Westbrook,Damian Lillard,Zach Randolph,Taj Gibson,Devin Booker,Kyle Korver,James Ennis,Domantas Sabonis,OKC,POR,MEM,CHI,PHO,ATL,MEM,OKC,PG,PG,PF,PF,SG,SG,SG,PF,475.392911975,166.0,19,Dec132016,6,0.0
Russell Westbrook,Stephen Curry,Anthony Davis,Shabazz Muhammad,Mike Dunleavy,Patrick McCaw,Arinze Onuaku,Meyers Leonard,OKC,GS,NO,MIN,CLE,GS,ORL,POR,PG,PG,PF,SG,SG,SG,PF,PF,449.445890297,166.0,86,Dec132016,6,0.0
Russell Westbrook,Damian Lillard,Karl-Anthony Towns,Shabazz Muhammad,Mike Dunleavy,Patrick McCaw,Paul Millsap,Jake Layman,OKC,POR,MIN,MIN,CLE,GS,ATL,POR,PG,PG,PF,SG,SG,SG,PF,PF,426.337453589,164.75,9,Dec132016,6,0.0
Russell Westbrook,C.J. Wilcox,Brandon Rush,Eric Bledsoe,Anthony Davis,Dante Cunningham,Jerami Grant,Shabazz Muhammad,OKC,ORL,MIN,PHO,NO,NO,OKC,MIN,PG,SG,SG,PG,PF,SF,SF,SG,367.091254504,164.5,98,Dec132016,6,0.0
Russell Westbrook,Ryan Kelly,Denzel Valentine,Paul Zipser,Buddy Hield,Anthony Davis,Karl-Anthony Towns,Domantas Sabonis,OKC,ATL,CHI,CHI,NO,NO,MIN,OKC,PG,SF,SF,SF,SG,PF,PF,PF,411.337754723,164.0,23,Dec132016,6,0.0
Russell Westbrook,Stephen Curry,Ryan Kelly,Denzel Valentine,Zach Randolph,Taj Gibson,Anthony Morrow,Domantas Sabonis,OKC,GS,ATL,CHI,MEM,CHI,OKC,OKC,PG,PG,SF,SF,PF,PF,SG,PF,408.660837187,164.0,17,Dec132016,6,0.0
Russell Westbrook,Stephen Curry,Ryan Kelly,Denzel Valentine,Anthony Davis,Joffrey Lauvergne,Shabazz Muhammad,Jake Layman,OKC,GS,ATL,CHI,NO,OKC,MIN,POR,PG,PG,SF,SF,PF,PF,SG,PF,502.375070665,163.5,25,Dec132016,6,0.0
Russell Westbrook,Ryan Kelly,Denzel Valentine,Ron Baker,Damian Lillard,Karl-Anthony Towns,Nemanja Bjelica,Paul Millsap,OKC,ATL,CHI,NY,POR,MIN,MIN,ATL,PG,SF,SF,SG,PG,PF,SF,PF,465.817706321,162.25,8,Dec132016,6,0.0
Russell Westbrook,Alan Williams,Troy Williams,Damian Lillard,Anthony Davis,Nemanja Bjelica,Kent Bazemore,Jake Layman,OKC,PHO,MEM,POR,NO,MIN,ATL,POR,PG,C,SF,PG,PF,SF,SG,PF,415.397019821,161.25,83,Dec132016,6,0.0
Russell Westbrook,Leandro Barbosa,Damian Lillard,Joffrey Lauvergne,LeBron James,Kent Bazemore,Shabazz Muhammad,Jake Layman,OKC,PHO,POR,OKC,CLE,ATL,MIN,POR,PG,PG,PG,PF,SF,SG,SG,PF,431.067593318,160.0,12,Dec132016,6,0.0
Russell Westbrook,Stephen Curry,Ryan Kelly,Denzel Valentine,Paul Zipser,Justin Holiday,Buddy Hield,Kyle O'Quinn,OKC,GS,ATL,CHI,CHI,NY,NO,NY,PG,PG,SF,SF,SF,PG,SG,PF,453.184381293,158.5,20,Dec132016,6,0.0
Russell Westbrook,Derrick Jones Jr.,Jodie Meeks,C.J. Wilcox,Brandon Rush,Karl-Anthony Towns,LeBron James,Jake Layman,OKC,PHO,ORL,ORL,MIN,MIN,CLE,POR,PG,SF,SG,SG,SG,PF,SF,PF,422.336072873,158.5,97,Dec132016,6,0.0
Russell Westbrook,Stephen Curry,Ron Baker,Ed Davis,LeBron James,Mike Dunleavy,Patrick McCaw,Jake Layman,OKC,GS,NY,POR,CLE,CLE,GS,POR,PG,PG,SG,PF,SF,SG,SG,PF,442.039394389,153.75,4,Dec132016,6,0.0
Stephen Curry,Damian Lillard,Zach Randolph,Shabazz Muhammad,Mike Dunleavy,Patrick McCaw,Channing Frye,Domantas Sabonis,GS,POR,MEM,MIN,CLE,GS,CLE,OKC,PG,PG,PF,SG,SG,SG,PF,PF,450.585989214,152.75,70,Dec132016,6,0.0
Russell Westbrook,Stephen Curry,Alan Williams,Ron Baker,Damian Lillard,Dante Cunningham,Jerami Grant,Lance Thomas,OKC,GS,PHO,NY,POR,NO,OKC,NY,PG,PG,C,SG,PG,SF,SF,SF,410.63198552,152.25,38,Dec132016,6,0.0
Russell Westbrook,Ryan Kelly,Denzel Valentine,Paul Zipser,Ron Baker,Eric Bledsoe,Anthony Davis,Jake Layman,OKC,ATL,CHI,CHI,NY,PHO,NO,POR,PG,SF,SF,SF,SG,PG,PF,PF,439.839585616,151.75,93,Dec132016,6,0.0
Russell Westbrook,Ron Baker,Damian Lillard,Anthony Davis,Joffrey Lauvergne,Nemanja Bjelica,Mike Dunleavy,Patrick McCaw,OKC,NY,POR,NO,OKC,MIN,CLE,GS,PG,SG,PG,PF,PF,SF,SG,SG,454.735390066,151.5,11,Dec132016,6,0.0
Russell Westbrook,Ron Baker,Damian Lillard,Anthony Davis,Joffrey Lauvergne,Nemanja Bjelica,Mike Dunleavy,Patrick McCaw,OKC,NY,POR,NO,OKC,MIN,CLE,GS,PG,SG,PG,PF,PF,SF,SG,SG,453.250022316,151.5,61,Dec132016,6,0.0
Russell Westbrook,Ryan Kelly,Denzel Valentine,C.J. Watson,Ian Clark,Ron Baker,Anthony Davis,LeBron James,OKC,ATL,CHI,ORL,GS,NY,NO,CLE,PG,SF,SF,PG,PG,SG,PF,SF,442.512485109,150.25,6,Dec132016,6,0.0
Russell Westbrook,Ryan Kelly,Denzel Valentine,Paul Zipser,Tim Hardaway Jr.,Brandon Knight,Buddy Hield,Anthony Davis,OKC,ATL,CHI,CHI,ATL,PHO,NO,NO,PG,SF,SF,SF,PG,PG,SG,PF,507.221341973,144.5,74,Dec132016,6,0.0
Russell Westbrook,Derrick Jones Jr.,Ron Baker,Anthony Davis,Mike Dunleavy,Patrick McCaw,Paul Millsap,Jake Layman,OKC,PHO,NY,NO,CLE,GS,ATL,POR,PG,SF,SG,PF,SG,SG,PF,PF,424.806840425,141.75,92,Dec132016,6,0.0
Russell Westbrook,C.J. Wilcox,Brandon Rush,Damian Lillard,Joffrey Lauvergne,LeBron James,Nemanja Bjelica,Shabazz Muhammad,OKC,ORL,MIN,POR,OKC,CLE,MIN,MIN,PG,SG,SG,PG,PF,SF,SF,SG,453.864030264,141.25,76,Dec132016,6,0.0
Russell Westbrook,Ryan Kelly,Denzel Valentine,C.J. Wilcox,Brandon Rush,Joffrey Lauvergne,LeBron James,Paul Millsap,OKC,ATL,CHI,ORL,MIN,OKC,CLE,ATL,PG,SF,SF,SG,SG,PF,SF,PF,412.534913774,139.5,50,Dec132016,6,0.0
Russell Westbrook,Damian Lillard,Karl-Anthony Towns,Shabazz Muhammad,Mike Dunleavy,Patrick McCaw,Arinze Onuaku,Meyers Leonard,OKC,POR,MIN,MIN,CLE,GS,ORL,POR,PG,PG,PF,SG,SG,SG,PF,PF,417.390167831,139.0,42,Dec132016,6,0.0
Russell Westbrook,Ryan Kelly,Denzel Valentine,C.J. Wilcox,Brandon Rush,Anthony Davis,Karl-Anthony Towns,Nemanja Bjelica,OKC,ATL,CHI,ORL,MIN,NO,MIN,MIN,PG,SF,SF,SG,SG,PF,PF,SF,378.106825486,135.25,44,Dec132016,6,0.0
John Wall,Kyle Lowry,Jon Leuer,Richaun Holmes,Domantas Sabonis,Hassan Whiteside,Marc Gasol,Kelly Oubre Jr.,WAS,TOR,DET,PHI,OKC,MIA,MEM,WAS,PG,PG,PF,PF,PF,C,C,SG,365.115610719,280.25,63,Dec142016,10,0.0
John Wall,Domantas Sabonis,Gordon Hayward,Hassan Whiteside,DeAndre Jordan,Alec Burks,Garrett Temple,Chris Paul,WAS,OKC,UTA,MIA,LAC,UTA,SAC,LAC,PG,PF,SF,C,C,SG,PG,PG,482.089079298,274.75,14,Dec142016,10,0.0
John Wall,Jon Leuer,Domantas Sabonis,Gordon Hayward,Rudy Gobert,DeAndre Jordan,Jordan Clarkson,Garrett Temple,WAS,DET,OKC,UTA,UTA,LAC,LAL,SAC,PG,PF,PF,SF,C,C,PG,PG,484.778391343,269.25,17,Dec142016,10,0.0
John Wall,Jon Leuer,Domantas Sabonis,Joe Harris,Marc Gasol,Joel Embiid,Garrett Temple,Russell Westbrook,WAS,DET,OKC,BKN,MEM,PHI,SAC,OKC,PG,PF,PF,SF,C,C,PG,PG,419.947846463,268.5,88,Dec142016,10,0.0
John Wall,Jon Leuer,Jarell Martin,Domantas Sabonis,Goran Dragic,Hassan Whiteside,Justin Anderson,Russell Westbrook,WAS,DET,MEM,OKC,MIA,MIA,DAL,OKC,PG,PF,PF,PF,PG,C,SG,PG,525.060365908,268.25,38,Dec142016,10,0.0
John Wall,Blake Griffin,Marc Gasol,Rudy Gobert,Patrick Beverley,Darren Collison,J.R. Smith,Kelly Oubre Jr.,WAS,LAC,MEM,UTA,HOU,SAC,CLE,WAS,PG,PF,C,C,PG,PG,SG,SG,302.76,265.0,1,Dec142016,10,0.0
Blake Griffin,Kyle Lowry,Jon Leuer,Domantas Sabonis,Goran Dragic,Joe Harris,Hassan Whiteside,Garrett Temple,LAC,TOR,DET,OKC,MIA,BKN,MIA,SAC,PF,PG,PF,PF,PG,SF,C,PG,532.378305654,256.75,22,Dec142016,10,0.0
John Wall,Jon Leuer,Jarell Martin,Domantas Sabonis,Gordon Hayward,Hassan Whiteside,Joel Embiid,Rodney Stuckey,WAS,DET,MEM,OKC,UTA,MIA,PHI,IND,PG,PF,PF,PF,SF,C,C,PG,514.370257878,256.5,43,Dec142016,10,0.0
Jon Leuer,David Lee,Domantas Sabonis,Rudy Gobert,DeAndre Jordan,Justin Anderson,Russell Westbrook,Chris Paul,DET,SA,OKC,UTA,LAC,DAL,OKC,LAC,PF,PF,PF,C,C,SG,PG,PG,527.868629609,256.25,94,Dec142016,10,0.0
Jon Leuer,Jarell Martin,Domantas Sabonis,Gordon Hayward,Hassan Whiteside,Joel Embiid,Garrett Temple,Russell Westbrook,DET,MEM,OKC,UTA,MIA,PHI,SAC,OKC,PF,PF,PF,SF,C,C,PG,PG,570.062180956,250.25,33,Dec142016,10,0.0
John Wall,Blake Griffin,Jon Leuer,Domantas Sabonis,Goran Dragic,Joe Harris,Joel Embiid,Garrett Temple,WAS,LAC,DET,OKC,MIA,BKN,PHI,SAC,PG,PF,PF,PF,PG,SF,C,PG,552.833603048,248.25,25,Dec142016,10,0.0
John Wall,Blake Griffin,Jon Leuer,Domantas Sabonis,Gordon Hayward,DeAndre Jordan,Jordan Clarkson,Iman Shumpert,WAS,LAC,DET,OKC,UTA,LAC,LAL,CLE,PG,PF,PF,PF,SF,C,PG,PG,515.213025498,247.75,49,Dec142016,10,0.0
John Wall,Blake Griffin,Jon Leuer,Domantas Sabonis,Marc Gasol,Jordan Clarkson,Joe Johnson,Garrett Temple,WAS,LAC,DET,OKC,MEM,LAL,UTA,SAC,PG,PF,PF,PF,C,PG,SG,PG,547.46906998,245.75,65,Dec142016,10,0.0
John Wall,Hassan Whiteside,Marc Gasol,Randy Foye,C.J. Watson,Paul George,Otto Porter,Marcus Morris,WAS,MIA,MEM,BKN,ORL,IND,WAS,DET,PG,C,C,PG,PG,SF,SF,SF,408.900514631,243.25,68,Dec142016,10,0.0
Sam Dekker,Andre Drummond,Marc Gasol,Jordan Clarkson,Garrett Temple,Russell Westbrook,Luol Deng,Jeff Green,HOU,DET,MEM,LAL,SAC,OKC,LAL,ORL,SF,C,C,PG,PG,PG,SF,SF,520.145667916,242.5,53,Dec142016,10,0.0
John Wall,Domantas Sabonis,Gordon Hayward,Marc Gasol,Jordan Clarkson,Garrett Temple,Otto Porter,Marcus Morris,WAS,OKC,UTA,MEM,LAL,SAC,WAS,DET,PG,PF,SF,C,PG,PG,SF,SF,491.559660347,240.5,80,Dec142016,10,0.0
John Wall,Jon Leuer,Jarell Martin,Domantas Sabonis,Gordon Hayward,Andre Drummond,Garrett Temple,Chris Paul,WAS,DET,MEM,OKC,UTA,DET,SAC,LAC,PG,PF,PF,PF,SF,C,PG,PG,510.176695957,240.25,55,Dec142016,10,0.0
Blake Griffin,Jon Leuer,Domantas Sabonis,Goran Dragic,Joe Harris,Marc Gasol,DeAndre Jordan,Rodney Stuckey,LAC,DET,OKC,MIA,BKN,MEM,LAC,IND,PF,PF,PF,PG,SF,C,C,PG,391.201856585,240.25,19,Dec142016,10,0.0
John Wall,Jon Leuer,Richaun Holmes,Domantas Sabonis,Goran Dragic,Hassan Whiteside,Andre Drummond,Joe Johnson,WAS,DET,PHI,OKC,MIA,MIA,DET,UTA,PG,PF,PF,PF,PG,C,C,SG,442.797464659,240.0,36,Dec142016,10,0.0
John Wall,Jon Leuer,Jarell Martin,Domantas Sabonis,Goran Dragic,Andre Drummond,Mike Dunleavy,Russell Westbrook,WAS,DET,MEM,OKC,MIA,DET,CLE,OKC,PG,PF,PF,PF,PG,C,SG,PG,509.57109228,238.75,32,Dec142016,10,0.0
Kyle Lowry,Dorian Finney-Smith,Joe Harris,Marc Gasol,Joel Embiid,Garrett Temple,Chris Paul,Otto Porter,TOR,DAL,BKN,MEM,PHI,SAC,LAC,WAS,PG,SF,SF,C,C,PG,PG,SF,439.682195915,237.5,99,Dec142016,10,0.0
John Wall,Jon Leuer,Jarell Martin,Domantas Sabonis,Joe Harris,Joel Embiid,Jordan Clarkson,Russell Westbrook,WAS,DET,MEM,OKC,BKN,PHI,LAL,OKC,PG,PF,PF,PF,SF,C,PG,PG,566.928046444,235.25,29,Dec142016,10,0.0
James Harden,Blake Griffin,Jon Leuer,Domantas Sabonis,Joe Harris,Andre Drummond,Rodney Stuckey,Garrett Temple,HOU,LAC,DET,OKC,BKN,DET,IND,SAC,PG,PF,PF,PF,SF,C,PG,PG,549.832058165,231.75,21,Dec142016,10,0.0
DeAndre Jordan,Jordan Clarkson,Salah Mejri,Garrett Temple,Russell Westbrook,Tobias Harris,Otto Porter,Marcus Morris,LAC,LAL,DAL,SAC,OKC,DET,WAS,DET,C,PG,C,PG,PG,SF,SF,SF,466.261655062,230.75,56,Dec142016,10,0.0
John Wall,Jerami Grant,Davis Bertans,Kyle Lowry,Gordon Hayward,Hassan Whiteside,Joel Embiid,Randy Foye,WAS,OKC,SA,TOR,UTA,MIA,PHI,BKN,PG,SF,SF,PG,SF,C,C,PG,415.88221783,230.25,87,Dec142016,10,0.0
John Wall,Gordon Hayward,Joe Harris,Marc Gasol,Joel Embiid,Garrett Temple,Randy Foye,Marcus Morris,WAS,UTA,BKN,MEM,PHI,SAC,BKN,DET,PG,SF,SF,C,C,PG,PG,SF,417.093935934,229.75,98,Dec142016,10,0.0
Hassan Whiteside,Marc Gasol,Jordan Clarkson,Iman Shumpert,Garrett Temple,Paul George,Tobias Harris,DeMarre Carroll,MIA,MEM,LAL,CLE,SAC,IND,DET,TOR,C,C,PG,PG,PG,SF,SF,SF,567.624971677,229.5,39,Dec142016,10,0.0
Jon Leuer,Jarell Martin,Domantas Sabonis,Goran Dragic,Joel Embiid,DeAndre Jordan,Justin Anderson,Russell Westbrook,DET,MEM,OKC,MIA,PHI,LAC,DAL,OKC,PF,PF,PF,PG,C,C,SG,PG,490.590471051,229.25,84,Dec142016,10,0.0
John Wall,Luke Babbitt,Kyle Lowry,Hassan Whiteside,Gerald Henderson,Hollis Thompson,Jonathon Simmons,Russell Westbrook,WAS,MIA,TOR,MIA,PHI,PHI,SA,OKC,PG,SF,PG,C,SG,SG,SG,PG,463.129093009,227.75,97,Dec142016,10,0.0
