Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Projected Value,Actual Scored,Iteration,date,Date
Marreese Speights,Rudy Gobert,C.J. McCollum,Thaddeus Young,Kelly Oubre Jr.,Chris Paul,Patrick Beverley,LeBron James,LAC,UTA,POR,IND,WAS,LAC,HOU,CLE,PF/C,C,PG/SG,PF,SG/SF,PG,PG,SF/PF,3700,7000,6900,4700,3000,8800,4800,9400,254.99,404.75,82,Dec102016,2016-12-10
Marreese Speights,Rudy Gobert,Thaddeus Young,Kelly Oubre Jr.,Giannis Antetokounmpo,Chris Paul,Austin Rivers,LeBron James,LAC,UTA,IND,WAS,MIL,LAC,LAC,CLE,PF/C,C,PF,SG/SF,PG,PG,PG,SF/PF,3700,7000,4700,3000,9900,8800,3200,9400,258.54,404.75,76,Dec102016,2016-12-10
Rudy Gobert,C.J. McCollum,Thaddeus Young,Kelly Oubre Jr.,Dwyane Wade,Chris Paul,Austin Rivers,LeBron James,UTA,POR,IND,WAS,CHI,LAC,LAC,CLE,C,PG/SG,PF,SG/SF,SG,PG,PG,SF/PF,7000,6900,4700,3000,6500,8800,3200,9400,264.76,404.75,80,Dec102016,2016-12-10
Rudy Gobert,Thaddeus Young,Mirza Teletovic,Jimmy Butler,Kelly Oubre Jr.,Chris Paul,Tim Frazier,LeBron James,UTA,IND,MIL,CHI,WAS,LAC,NO,CLE,C,PF,PF,SG/SF,SG/SF,PG,PG,SF/PF,7000,4700,3000,8200,3000,8800,5700,9400,252.63,404.75,78,Dec102016,2016-12-10
Nikola Jokic,C.J. McCollum,Cheick Diallo,Kelly Oubre Jr.,Chris Paul,Tim Frazier,LeBron James,Paul George,DEN,POR,NO,WAS,LAC,NO,CLE,IND,C,PG/SG,PF,SG/SF,PG,PG,SF/PF,SF/PF,5200,6900,3000,3000,8800,5700,9400,8000,248.21,404.75,77,Dec102016,2016-12-10
Rudy Gobert,C.J. McCollum,Thaddeus Young,Kelly Oubre Jr.,Wesley Matthews,Chris Paul,LeBron James,Kenneth Faried,UTA,POR,IND,WAS,DAL,LAC,CLE,DEN,C,PG/SG,PF,SG/SF,SG,PG,SF/PF,PF/C,7000,6900,4700,3000,5300,8800,9400,4600,259.28,404.75,75,Dec102016,2016-12-10
Rudy Gobert,Luis Scola,Thaddeus Young,Kelly Oubre Jr.,Wesley Matthews,Chris Paul,LeBron James,Paul George,UTA,BKN,IND,WAS,DAL,LAC,CLE,IND,C,PF/C,PF,SG/SF,SG,PG,SF/PF,SF/PF,7000,3000,4700,3000,5300,8800,9400,8000,251.49,404.75,79,Dec102016,2016-12-10
Rudy Gobert,Thaddeus Young,Cheick Diallo,Kelly Oubre Jr.,Chris Paul,Patrick Beverley,LeBron James,Paul George,UTA,IND,NO,WAS,LAC,HOU,CLE,IND,C,PF,PF,SG/SF,PG,PG,SF/PF,SF/PF,7000,4700,3000,3000,8800,4800,9400,8000,241.21,404.5,93,Dec102016,2016-12-10
Nikola Jokic,C.J. McCollum,Cheick Diallo,Jimmy Butler,Kelly Oubre Jr.,Evan Fournier,Chris Paul,LeBron James,DEN,POR,NO,CHI,WAS,ORL,LAC,CLE,C,PG/SG,PF,SG/SF,SG/SF,SG,PG,SF/PF,5200,6900,3000,8200,3000,5300,8800,9400,259.55,404.5,99,Dec102016,2016-12-10
Nikola Jokic,C.J. McCollum,Thaddeus Young,Kelly Oubre Jr.,Chris Paul,Tony Parker,LeBron James,Paul George,DEN,POR,IND,WAS,LAC,SA,CLE,IND,C,PG/SG,PF,SG/SF,PG,PG,SF/PF,SF/PF,5200,6900,4700,3000,8800,4000,9400,8000,261.37,404.5,98,Dec102016,2016-12-10
Rudy Gobert,C.J. McCollum,Cheick Diallo,Jimmy Butler,Kelly Oubre Jr.,Chris Paul,Austin Rivers,LeBron James,UTA,POR,NO,CHI,WAS,LAC,LAC,CLE,C,PG/SG,PF,SG/SF,SG/SF,PG,PG,SF/PF,7000,6900,3000,8200,3000,8800,3200,9400,254.41,404.5,97,Dec102016,2016-12-10
Nikola Jokic,Thaddeus Young,Kelly Oubre Jr.,Evan Fournier,Chris Paul,LeBron James,Paul George,Markieff Morris,DEN,IND,WAS,ORL,LAC,CLE,IND,WAS,C,PF,SG/SF,SG,PG,SF/PF,SF/PF,SF/PF,5200,4700,3000,5300,8800,9400,8000,5200,261.29,404.5,96,Dec102016,2016-12-10
Nikola Jokic,C.J. McCollum,Thaddeus Young,Kelly Oubre Jr.,Buddy Hield,Chris Paul,LeBron James,Paul George,DEN,POR,IND,WAS,NO,LAC,CLE,IND,C,PG/SG,PF,SG/SF,SG,PG,SF/PF,SF/PF,5200,6900,4700,3000,3500,8800,9400,8000,258.92,404.5,95,Dec102016,2016-12-10
Rudy Gobert,C.J. McCollum,Thaddeus Young,Kelly Oubre Jr.,Evan Fournier,Chris Paul,Patty Mills,LeBron James,UTA,POR,IND,WAS,ORL,LAC,SA,CLE,C,PG/SG,PF,SG/SF,SG,PG,PG,SF/PF,7000,6900,4700,3000,5300,8800,4800,9400,267.45,404.5,94,Dec102016,2016-12-10
Marreese Speights,Nikola Jokic,C.J. McCollum,Thaddeus Young,Kelly Oubre Jr.,Evan Fournier,Chris Paul,LeBron James,LAC,DEN,POR,IND,WAS,ORL,LAC,CLE,PF/C,C,PG/SG,PF,SG/SF,SG,PG,SF/PF,3700,5200,6900,4700,3000,5300,8800,9400,249.81,404.5,91,Dec102016,2016-12-10
Rudy Gobert,Thaddeus Young,Kelly Oubre Jr.,Chris Paul,Austin Rivers,LeBron James,Paul George,Markieff Morris,UTA,IND,WAS,LAC,LAC,CLE,IND,WAS,C,PF,SG/SF,PG,PG,SF/PF,SF/PF,SF/PF,7000,4700,3000,8800,3200,9400,8000,5200,256.15,404.5,92,Dec102016,2016-12-10
Cody Zeller,C.J. McCollum,Thaddeus Young,Kelly Oubre Jr.,Chris Paul,Patty Mills,LeBron James,Paul George,CHA,POR,IND,WAS,LAC,SA,CLE,IND,C,PG/SG,PF,SG/SF,PG,PG,SF/PF,SF/PF,4100,6900,4700,3000,8800,4800,9400,8000,258.9,404.5,90,Dec102016,2016-12-10
Rudy Gobert,Thaddeus Young,Kelly Oubre Jr.,Chris Paul,Tim Frazier,Austin Rivers,LeBron James,Paul George,UTA,IND,WAS,LAC,NO,LAC,CLE,IND,C,PF,SG/SF,PG,PG,PG,SF/PF,SF/PF,7000,4700,3000,8800,5700,3200,9400,8000,254.67,404.5,89,Dec102016,2016-12-10
Rudy Gobert,C.J. McCollum,Thaddeus Young,Mirza Teletovic,Kelly Oubre Jr.,Wesley Matthews,Chris Paul,LeBron James,UTA,POR,IND,MIL,WAS,DAL,LAC,CLE,C,PG/SG,PF,PF,SG/SF,SG,PG,SF/PF,7000,6900,4700,3000,3000,5300,8800,9400,251.51,404.5,88,Dec102016,2016-12-10
Marreese Speights,Rudy Gobert,C.J. McCollum,Thaddeus Young,Kelly Oubre Jr.,Chris Paul,Austin Rivers,LeBron James,LAC,UTA,POR,IND,WAS,LAC,LAC,CLE,PF/C,C,PG/SG,PF,SG/SF,PG,PG,SF/PF,3700,7000,6900,4700,3000,8800,3200,9400,244.67,404.5,87,Dec102016,2016-12-10
Rudy Gobert,Bismack Biyombo,C.J. McCollum,Thaddeus Young,Kelly Oubre Jr.,Evan Fournier,Chris Paul,LeBron James,UTA,ORL,POR,IND,WAS,ORL,LAC,CLE,C,C,PG/SG,PF,SG/SF,SG,PG,SF/PF,7000,4800,6900,4700,3000,5300,8800,9400,265.44,404.5,86,Dec102016,2016-12-10
Rudy Gobert,Thaddeus Young,Jimmy Butler,Kelly Oubre Jr.,Evan Fournier,Chris Paul,Austin Rivers,LeBron James,UTA,IND,CHI,WAS,ORL,LAC,LAC,CLE,C,PF,SG/SF,SG/SF,SG,PG,PG,SF/PF,7000,4700,8200,3000,5300,8800,3200,9400,266.01,404.25,100,Dec102016,2016-12-10
Russell Westbrook,T.J. McConnell,Karl-Anthony Towns,Luol Deng,Tyson Chandler,Tim Frazier,P.J. Tucker,Kristaps Porzingis,OKC,PHI,MIN,LAL,PHO,NO,PHO,NY,PG,PG,PF/C,SF/PF,C,PG,SF,PF,12400,3000,8100,3400,4500,5700,3800,7300,233.26,394.25,1,Dec112016,2016-12-11
Russell Westbrook,Marcus Smart,T.J. McConnell,Karl-Anthony Towns,Luol Deng,Tyson Chandler,Tim Frazier,Kristaps Porzingis,OKC,BOS,PHI,MIN,LAL,PHO,NO,NY,PG,SG/SF,PG,PF/C,SF/PF,C,PG,PF,12400,5600,3000,8100,3400,4500,5700,7300,244.41,394.25,2,Dec112016,2016-12-11
Russell Westbrook,T.J. McConnell,Karl-Anthony Towns,Luol Deng,Tyson Chandler,Tim Frazier,Robert Covington,Kristaps Porzingis,OKC,PHI,MIN,LAL,PHO,NO,PHI,NY,PG,PG,PF/C,SF/PF,C,PG,SF,PF,12400,3000,8100,3400,4500,5700,4400,7300,238.18,394.0,3,Dec112016,2016-12-11
Russell Westbrook,T.J. McConnell,Eric Bledsoe,Luol Deng,Tyson Chandler,Tim Frazier,P.J. Tucker,Kristaps Porzingis,OKC,PHI,PHO,LAL,PHO,NO,PHO,NY,PG,PG,PG,SF/PF,C,PG,SF,PF,12400,3000,7800,3400,4500,5700,3800,7300,231.48,393.5,4,Dec112016,2016-12-11
Russell Westbrook,Marcus Smart,T.J. McConnell,Eric Bledsoe,Luol Deng,Tyson Chandler,Tim Frazier,Kristaps Porzingis,OKC,BOS,PHI,PHO,LAL,PHO,NO,NY,PG,SG/SF,PG,PG,SF/PF,C,PG,PF,12400,5600,3000,7800,3400,4500,5700,7300,242.63,393.5,5,Dec112016,2016-12-11
Russell Westbrook,T.J. McConnell,Eric Bledsoe,Luol Deng,Tyson Chandler,Tim Frazier,Robert Covington,Kristaps Porzingis,OKC,PHI,PHO,LAL,PHO,NO,PHI,NY,PG,PG,PG,SF/PF,C,PG,SF,PF,12400,3000,7800,3400,4500,5700,4400,7300,236.4,393.25,6,Dec112016,2016-12-11
Russell Westbrook,T.J. McConnell,Karl-Anthony Towns,Marcus Morris,Tyson Chandler,Tim Frazier,P.J. Tucker,Kristaps Porzingis,OKC,PHI,MIN,DET,PHO,NO,PHO,NY,PG,PG,PF/C,SF/PF,C,PG,SF,PF,12400,3000,8100,5000,4500,5700,3800,7300,242.35,392.5,7,Dec112016,2016-12-11
Russell Westbrook,T.J. McConnell,Eric Bledsoe,Marcus Morris,Tyson Chandler,Tim Frazier,P.J. Tucker,Kristaps Porzingis,OKC,PHI,PHO,DET,PHO,NO,PHO,NY,PG,PG,PG,SF/PF,C,PG,SF,PF,12400,3000,7800,5000,4500,5700,3800,7300,240.57,391.75,8,Dec112016,2016-12-11
Russell Westbrook,Devin Booker,T.J. McConnell,Eric Bledsoe,Luol Deng,Tyson Chandler,Tim Frazier,Kristaps Porzingis,OKC,PHO,PHI,PHO,LAL,PHO,NO,NY,PG,SG/SF,PG,PG,SF/PF,C,PG,PF,12400,5800,3000,7800,3400,4500,5700,7300,245.66,390.75,9,Dec112016,2016-12-11
Russell Westbrook,T.J. McConnell,Karl-Anthony Towns,Tyson Chandler,Tim Frazier,Robert Covington,P.J. Tucker,Kristaps Porzingis,OKC,PHI,MIN,PHO,NO,PHI,PHO,NY,PG,PG,PF/C,C,PG,SF,SF,PF,12400,3000,8100,4500,5700,4400,3800,7300,236.81,390.25,10,Dec112016,2016-12-11
Russell Westbrook,T.J. McConnell,Karl-Anthony Towns,Steven Adams,Tyson Chandler,Tim Frazier,P.J. Tucker,Kristaps Porzingis,OKC,PHI,MIN,OKC,PHO,NO,PHO,NY,PG,PG,PF/C,C,C,PG,SF,PF,12400,3000,8100,5000,4500,5700,3800,7300,241.68,390.0,11,Dec112016,2016-12-11
Russell Westbrook,T.J. McConnell,Eric Bledsoe,Tyson Chandler,Tim Frazier,Robert Covington,P.J. Tucker,Kristaps Porzingis,OKC,PHI,PHO,PHO,NO,PHI,PHO,NY,PG,PG,PG,C,PG,SF,SF,PF,12400,3000,7800,4500,5700,4400,3800,7300,235.03,389.5,12,Dec112016,2016-12-11
Marcus Smart,T.J. McConnell,Eric Bledsoe,Karl-Anthony Towns,Andre Drummond,Tyson Chandler,Tim Frazier,Kristaps Porzingis,BOS,PHI,PHO,MIN,DET,PHO,NO,NY,SG/SF,PG,PG,PF/C,C,C,PG,PF,5600,3000,7800,8100,8000,4500,5700,7300,243.76,389.25,15,Dec112016,2016-12-11
Russell Westbrook,T.J. McConnell,Eric Bledsoe,Steven Adams,Tyson Chandler,Tim Frazier,P.J. Tucker,Kristaps Porzingis,OKC,PHI,PHO,OKC,PHO,NO,PHO,NY,PG,PG,PG,C,C,PG,SF,PF,12400,3000,7800,5000,4500,5700,3800,7300,239.9,389.25,14,Dec112016,2016-12-11
T.J. McConnell,Eric Bledsoe,Karl-Anthony Towns,Andre Drummond,Tyson Chandler,Tim Frazier,P.J. Tucker,Kristaps Porzingis,PHI,PHO,MIN,DET,PHO,NO,PHO,NY,PG,PG,PF/C,C,C,PG,SF,PF,3000,7800,8100,8000,4500,5700,3800,7300,232.61,389.25,13,Dec112016,2016-12-11
Russell Westbrook,T.J. McConnell,Eric Bledsoe,Luol Deng,Tyson Chandler,Tim Frazier,Jae Crowder,Kristaps Porzingis,OKC,PHI,PHO,LAL,PHO,NO,BOS,NY,PG,PG,PG,SF/PF,C,PG,SF,PF,12400,3000,7800,3400,4500,5700,5700,7300,242.94,389.0,16,Dec112016,2016-12-11
T.J. McConnell,Eric Bledsoe,Karl-Anthony Towns,Andre Drummond,Tyson Chandler,Tim Frazier,Robert Covington,Kristaps Porzingis,PHI,PHO,MIN,DET,PHO,NO,PHI,NY,PG,PG,PF/C,C,C,PG,SF,PF,3000,7800,8100,8000,4500,5700,4400,7300,237.53,389.0,17,Dec112016,2016-12-11
Stephen Curry,T.J. McConnell,Eric Bledsoe,Karl-Anthony Towns,Tyson Chandler,Tim Frazier,P.J. Tucker,Kristaps Porzingis,GS,PHI,PHO,MIN,PHO,NO,PHO,NY,PG,PG,PG,PF/C,C,PG,SF,PF,8400,3000,7800,8100,4500,5700,3800,7300,236.64,387.75,18,Dec112016,2016-12-11
Russell Westbrook,Stanley Johnson,T.J. McConnell,Karl-Anthony Towns,Luol Deng,Tyson Chandler,Tim Frazier,Kristaps Porzingis,OKC,DET,PHI,MIN,LAL,PHO,NO,NY,PG,SG/SF,PG,PF/C,SF/PF,C,PG,PF,12400,3000,3000,8100,3400,4500,5700,7300,220.54,387.75,19,Dec112016,2016-12-11
Klay Thompson,T.J. McConnell,Eric Bledsoe,Karl-Anthony Towns,Tyson Chandler,Tim Frazier,P.J. Tucker,Kristaps Porzingis,GS,PHI,PHO,MIN,PHO,NO,PHO,NY,SG,PG,PG,PF/C,C,PG,SF,PF,6600,3000,7800,8100,4500,5700,3800,7300,221.48,387.75,20,Dec112016,2016-12-11
Klay Thompson,Marcus Smart,T.J. McConnell,Eric Bledsoe,Karl-Anthony Towns,Tyson Chandler,Tim Frazier,Kristaps Porzingis,GS,BOS,PHI,PHO,MIN,PHO,NO,NY,SG,SG/SF,PG,PG,PF/C,C,PG,PF,6600,5600,3000,7800,8100,4500,5700,7300,232.63,387.75,21,Dec112016,2016-12-11
Stephen Curry,T.J. McConnell,Eric Bledsoe,Karl-Anthony Towns,Tyson Chandler,Tim Frazier,Robert Covington,Kristaps Porzingis,GS,PHI,PHO,MIN,PHO,NO,PHI,NY,PG,PG,PG,PF/C,C,PG,SF,PF,8400,3000,7800,8100,4500,5700,4400,7300,241.56,387.5,22,Dec112016,2016-12-11
Klay Thompson,T.J. McConnell,Eric Bledsoe,Karl-Anthony Towns,Tyson Chandler,Tim Frazier,Andrew Wiggins,Kristaps Porzingis,GS,PHI,PHO,MIN,PHO,NO,MIN,NY,SG,PG,PG,PF/C,C,PG,SF,PF,6600,3000,7800,8100,4500,5700,6000,7300,235.08,387.5,23,Dec112016,2016-12-11
Klay Thompson,T.J. McConnell,Eric Bledsoe,Karl-Anthony Towns,Tyson Chandler,Tim Frazier,Robert Covington,Kristaps Porzingis,GS,PHI,PHO,MIN,PHO,NO,PHI,NY,SG,PG,PG,PF/C,C,PG,SF,PF,6600,3000,7800,8100,4500,5700,4400,7300,226.4,387.5,24,Dec112016,2016-12-11
Russell Westbrook,Zach LaVine,Stanley Johnson,T.J. McConnell,Karl-Anthony Towns,Tyson Chandler,Tim Frazier,Kristaps Porzingis,OKC,MIN,DET,PHI,MIN,PHO,NO,NY,PG,SG,SG/SF,PG,PF/C,C,PG,PF,12400,6000,3000,3000,8100,4500,5700,7300,235.71,387.25,28,Dec112016,2016-12-11
Russell Westbrook,T.J. McConnell,Karl-Anthony Towns,Jahlil Okafor,Tyson Chandler,Tim Frazier,P.J. Tucker,Kristaps Porzingis,OKC,PHI,MIN,PHI,PHO,NO,PHO,NY,PG,PG,PF/C,PF/C,C,PG,SF,PF,12400,3000,8100,5000,4500,5700,3800,7300,242.88,387.25,27,Dec112016,2016-12-11
Russell Westbrook,Marcus Smart,T.J. McConnell,Luol Deng,Andre Drummond,Tyson Chandler,Tim Frazier,Kristaps Porzingis,OKC,BOS,PHI,LAL,DET,PHO,NO,NY,PG,SG/SF,PG,SF/PF,C,C,PG,PF,12400,5600,3000,3400,8000,4500,5700,7300,245.6,387.25,25,Dec112016,2016-12-11
Russell Westbrook,T.J. McConnell,Luol Deng,Andre Drummond,Tyson Chandler,Tim Frazier,P.J. Tucker,Kristaps Porzingis,OKC,PHI,LAL,DET,PHO,NO,PHO,NY,PG,PG,SF/PF,C,C,PG,SF,PF,12400,3000,3400,8000,4500,5700,3800,7300,234.45,387.25,26,Dec112016,2016-12-11
Russell Westbrook,Stanley Johnson,T.J. McConnell,Eric Bledsoe,Luol Deng,Tyson Chandler,Tim Frazier,Kristaps Porzingis,OKC,DET,PHI,PHO,LAL,PHO,NO,NY,PG,SG/SF,PG,PG,SF/PF,C,PG,PF,12400,3000,3000,7800,3400,4500,5700,7300,218.76,387.0,29,Dec112016,2016-12-11
Russell Westbrook,Klay Thompson,T.J. McConnell,Eric Bledsoe,Guillermo Hernangomez,Tim Frazier,P.J. Tucker,Kristaps Porzingis,OKC,GS,PHI,PHO,NY,NO,PHO,NY,PG,SG,PG,PG,C,PG,SF,PF,12400,6600,3000,7800,3200,5700,3800,7300,236.57,387.0,30,Dec112016,2016-12-11
Russell Westbrook,T.J. McConnell,Luol Deng,Andre Drummond,Tyson Chandler,Tim Frazier,Robert Covington,Kristaps Porzingis,OKC,PHI,LAL,DET,PHO,NO,PHI,NY,PG,PG,SF/PF,C,C,PG,SF,PF,12400,3000,3400,8000,4500,5700,4400,7300,239.37,387.0,31,Dec112016,2016-12-11
Russell Westbrook,T.J. McConnell,Karl-Anthony Towns,Luol Deng,Steven Adams,Tim Frazier,P.J. Tucker,Kristaps Porzingis,OKC,PHI,MIN,LAL,OKC,NO,PHO,NY,PG,PG,PF/C,SF/PF,C,PG,SF,PF,12400,3000,8100,3400,5000,5700,3800,7300,237.36,386.5,32,Dec112016,2016-12-11
Russell Westbrook,Zach LaVine,Stanley Johnson,T.J. McConnell,Eric Bledsoe,Tyson Chandler,Tim Frazier,Kristaps Porzingis,OKC,MIN,DET,PHI,PHO,PHO,NO,NY,PG,SG,SG/SF,PG,PG,C,PG,PF,12400,6000,3000,3000,7800,4500,5700,7300,233.93,386.5,33,Dec112016,2016-12-11
Russell Westbrook,T.J. McConnell,Eric Bledsoe,Jahlil Okafor,Tyson Chandler,Tim Frazier,P.J. Tucker,Kristaps Porzingis,OKC,PHI,PHO,PHI,PHO,NO,PHO,NY,PG,PG,PG,PF/C,C,PG,SF,PF,12400,3000,7800,5000,4500,5700,3800,7300,241.1,386.5,34,Dec112016,2016-12-11
Russell Westbrook,Stanley Johnson,T.J. McConnell,Eric Bledsoe,Julius Randle,Tyson Chandler,Tim Frazier,Kristaps Porzingis,OKC,DET,PHI,PHO,LAL,PHO,NO,NY,PG,SG/SF,PG,PG,PF/C,C,PG,PF,12400,3000,3000,7800,6200,4500,5700,7300,236.62,386.25,35,Dec112016,2016-12-11
Russell Westbrook,T.J. McConnell,Karl-Anthony Towns,Luol Deng,Steven Adams,Tim Frazier,Robert Covington,Kristaps Porzingis,OKC,PHI,MIN,LAL,OKC,NO,PHI,NY,PG,PG,PF/C,SF/PF,C,PG,SF,PF,12400,3000,8100,3400,5000,5700,4400,7300,242.28,386.25,36,Dec112016,2016-12-11
Russell Westbrook,T.J. McConnell,Eric Bledsoe,Tyson Chandler,Tim Frazier,P.J. Tucker,Brandon Jennings,Kristaps Porzingis,OKC,PHI,PHO,PHO,NO,PHO,NY,NY,PG,PG,PG,C,PG,SF,PG,PF,12400,3000,7800,4500,5700,3800,5500,7300,232.88,386.0,38,Dec112016,2016-12-11
Russell Westbrook,Stanley Johnson,T.J. McConnell,Karl-Anthony Towns,Marcus Morris,Tyson Chandler,Tim Frazier,Kristaps Porzingis,OKC,DET,PHI,MIN,DET,PHO,NO,NY,PG,SG/SF,PG,PF/C,SF/PF,C,PG,PF,12400,3000,3000,8100,5000,4500,5700,7300,229.63,386.0,37,Dec112016,2016-12-11
T.J. McConnell,Eric Bledsoe,Karl-Anthony Towns,Luol Deng,Andre Drummond,Tim Frazier,P.J. Tucker,Kristaps Porzingis,PHI,PHO,MIN,LAL,DET,NO,PHO,NY,PG,PG,PF/C,SF/PF,C,PG,SF,PF,3000,7800,8100,3400,8000,5700,3800,7300,228.29,385.75,39,Dec112016,2016-12-11
Russell Westbrook,Klay Thompson,Marcus Smart,T.J. McConnell,Luol Deng,Tyson Chandler,Tim Frazier,Kristaps Porzingis,OKC,GS,BOS,PHI,LAL,PHO,NO,NY,PG,SG,SG/SF,PG,SF/PF,C,PG,PF,12400,6600,5600,3000,3400,4500,5700,7300,234.47,385.75,41,Dec112016,2016-12-11
Russell Westbrook,Stanley Johnson,T.J. McConnell,Karl-Anthony Towns,Tyson Chandler,Jrue Holiday,Tim Frazier,Kristaps Porzingis,OKC,DET,PHI,MIN,PHO,NO,NO,NY,PG,SG/SF,PG,PF/C,C,PG,PG,PF,12400,3000,3000,8100,4500,6000,5700,7300,235.0,385.75,42,Dec112016,2016-12-11
Lou Williams,Marcus Smart,T.J. McConnell,Eric Bledsoe,Karl-Anthony Towns,Tyson Chandler,Tim Frazier,Kristaps Porzingis,LAL,BOS,PHI,PHO,MIN,PHO,NO,NY,SG,SG/SF,PG,PG,PF/C,C,PG,PF,7100,5600,3000,7800,8100,4500,5700,7300,239.33,385.75,43,Dec112016,2016-12-11
Marcus Smart,T.J. McConnell,Eric Bledsoe,Karl-Anthony Towns,Luol Deng,Andre Drummond,Tim Frazier,Kristaps Porzingis,BOS,PHI,PHO,MIN,LAL,DET,NO,NY,SG/SF,PG,PG,PF/C,SF/PF,C,PG,PF,5600,3000,7800,8100,3400,8000,5700,7300,239.44,385.75,44,Dec112016,2016-12-11
Lou Williams,T.J. McConnell,Eric Bledsoe,Karl-Anthony Towns,Tyson Chandler,Tim Frazier,P.J. Tucker,Kristaps Porzingis,LAL,PHI,PHO,MIN,PHO,NO,PHO,NY,SG,PG,PG,PF/C,C,PG,SF,PF,7100,3000,7800,8100,4500,5700,3800,7300,228.18,385.75,45,Dec112016,2016-12-11
Russell Westbrook,Stephen Curry,T.J. McConnell,Luol Deng,Tyson Chandler,Tim Frazier,P.J. Tucker,Kristaps Porzingis,OKC,GS,PHI,LAL,PHO,NO,PHO,NY,PG,PG,PG,SF/PF,C,PG,SF,PF,12400,8400,3000,3400,4500,5700,3800,7300,238.48,385.75,46,Dec112016,2016-12-11
Russell Westbrook,T.J. McConnell,Eric Bledsoe,Luol Deng,Steven Adams,Tim Frazier,P.J. Tucker,Kristaps Porzingis,OKC,PHI,PHO,LAL,OKC,NO,PHO,NY,PG,PG,PG,SF/PF,C,PG,SF,PF,12400,3000,7800,3400,5000,5700,3800,7300,235.58,385.75,47,Dec112016,2016-12-11
Russell Westbrook,Klay Thompson,T.J. McConnell,Luol Deng,Tyson Chandler,Tim Frazier,P.J. Tucker,Kristaps Porzingis,OKC,GS,PHI,LAL,PHO,NO,PHO,NY,PG,SG,PG,SF/PF,C,PG,SF,PF,12400,6600,3000,3400,4500,5700,3800,7300,223.32,385.75,40,Dec112016,2016-12-11
Russell Westbrook,Stephen Curry,T.J. McConnell,Luol Deng,Tyson Chandler,Tim Frazier,Robert Covington,Kristaps Porzingis,OKC,GS,PHI,LAL,PHO,NO,PHI,NY,PG,PG,PG,SF/PF,C,PG,SF,PF,12400,8400,3000,3400,4500,5700,4400,7300,243.4,385.5,56,Dec112016,2016-12-11
Klay Thompson,Stanley Johnson,T.J. McConnell,Eric Bledsoe,Karl-Anthony Towns,Andre Drummond,Tim Frazier,Kristaps Porzingis,GS,DET,PHI,PHO,MIN,DET,NO,NY,SG,SG/SF,PG,PG,PF/C,C,PG,PF,6600,3000,3000,7800,8100,8000,5700,7300,231.97,385.5,54,Dec112016,2016-12-11
Lou Williams,T.J. McConnell,Eric Bledsoe,Karl-Anthony Towns,Tyson Chandler,Tim Frazier,Robert Covington,Kristaps Porzingis,LAL,PHI,PHO,MIN,PHO,NO,PHI,NY,SG,PG,PG,PF/C,C,PG,SF,PF,7100,3000,7800,8100,4500,5700,4400,7300,233.1,385.5,57,Dec112016,2016-12-11
Russell Westbrook,T.J. McConnell,Karl-Anthony Towns,Tyson Chandler,Enes Kanter,Tim Frazier,P.J. Tucker,Kristaps Porzingis,OKC,PHI,MIN,PHO,OKC,NO,PHO,NY,PG,PG,PF/C,C,C,PG,SF,PF,12400,3000,8100,4500,4100,5700,3800,7300,236.86,385.5,58,Dec112016,2016-12-11
Lou Williams,T.J. McConnell,Eric Bledsoe,Karl-Anthony Towns,Tyson Chandler,Tim Frazier,Andrew Wiggins,Kristaps Porzingis,LAL,PHI,PHO,MIN,PHO,NO,MIN,NY,SG,PG,PG,PF/C,C,PG,SF,PF,7100,3000,7800,8100,4500,5700,6000,7300,241.78,385.5,55,Dec112016,2016-12-11
Russell Westbrook,Klay Thompson,T.J. McConnell,Luol Deng,Tyson Chandler,Tim Frazier,Andrew Wiggins,Kristaps Porzingis,OKC,GS,PHI,LAL,PHO,NO,MIN,NY,PG,SG,PG,SF/PF,C,PG,SF,PF,12400,6600,3000,3400,4500,5700,6000,7300,236.92,385.5,51,Dec112016,2016-12-11
Russell Westbrook,T.J. McConnell,Marcus Morris,Andre Drummond,Tyson Chandler,Tim Frazier,P.J. Tucker,Kristaps Porzingis,OKC,PHI,DET,DET,PHO,NO,PHO,NY,PG,PG,SF/PF,C,C,PG,SF,PF,12400,3000,5000,8000,4500,5700,3800,7300,243.54,385.5,53,Dec112016,2016-12-11
Russell Westbrook,Klay Thompson,T.J. McConnell,Luol Deng,Tyson Chandler,Tim Frazier,Robert Covington,Kristaps Porzingis,OKC,GS,PHI,LAL,PHO,NO,PHI,NY,PG,SG,PG,SF/PF,C,PG,SF,PF,12400,6600,3000,3400,4500,5700,4400,7300,228.24,385.5,50,Dec112016,2016-12-11
T.J. McConnell,Eric Bledsoe,Karl-Anthony Towns,Luol Deng,Andre Drummond,Tim Frazier,Andrew Wiggins,Kristaps Porzingis,PHI,PHO,MIN,LAL,DET,NO,MIN,NY,PG,PG,PF/C,SF/PF,C,PG,SF,PF,3000,7800,8100,3400,8000,5700,6000,7300,241.89,385.5,49,Dec112016,2016-12-11
