Name,Team,Position,Dropped,Added,Total,Date,Net
Patty Mills,SA , PG,1021,643,1672,2016-12-25,-378
Bojan Bogdanovic,BKN ," SG,SF",1520,57,1585,2016-12-25,-1463
Luol Deng,LAL ," SF,PF",365,1078,1450,2016-12-25,713
Austin Rivers,LAC ," PG,SG,SF",751,676,1429,2016-12-25,-75
Jamal Crawford,LAC ," SG,SF",263,1109,1377,2016-12-25,846
Brandon Jennings,NY , PG,1167,175,1343,2016-12-25,-992
J.J. Barea,DAL ," PG,SG",1001,273,1277,2016-12-25,-728
Thabo Sefolosha,ATL ," SG,SF",134,1130,1269,2016-12-25,996
John Henson,MIL ," PF,C",1123,133,1264,2016-12-25,-990
J.R. Smith,CLE ," SG,SF",1210,43,1256,2016-12-25,-1167
Nikola Mirotic,CHI ," SF,PF",165,1048,1221,2016-12-25,883
Michael Kidd-Gilchrist,CHA , SF,157,1010,1170,2016-12-25,853
Andre Roberson,OKC ," SG,SF",698,444,1144,2016-12-25,-254
Tyler Johnson,MIA ," SF,PF",261,874,1135,2016-12-25,613
Tony Allen,MEM ," SG,SF",705,365,1078,2016-12-25,-340
Dirk Nowitzki,DAL ," PF,C",112,951,1074,2016-12-25,839
Cody Zeller,CHA ," PF,C",126,917,1051,2016-12-25,791
Nick Young,LAL ," SG,SF",361,583,955,2016-12-25,222
Danny Green,SA ," SG,SF",778,170,953,2016-12-25,-608
Sean Kilpatrick,BKN ," PG,SG",534,399,949,2016-12-25,-135
Dwight Powell,DAL ," PF,C",516,410,931,2016-12-25,-106
Jon Leuer,DET ," PF,C",226,667,906,2016-12-25,441
Joakim Noah,NY ," PF,C",459,411,877,2016-12-25,-48
Raymond Felton,LAC ," PG,SG",86,780,866,2016-12-25,694
C.J. Miles,IND ," SG,SF",315,536,856,2016-12-25,221
Marco Belinelli,CHA ," SG,SF",815,35,855,2016-12-25,-780
JaMychal Green,MEM , PF,647,183,840,2016-12-25,-464
Darren Collison,SAC , PG,743,64,825,2016-12-25,-679
Courtney Lee,NY ," SG,SF",566,245,812,2016-12-25,-321
Will Barton,DEN ," SG,SF",200,585,804,2016-12-25,385
Guillermo Hernangomez,NY , C,709,77,786,2016-12-25,-632
Elfrid Payton,ORL , PG,104,662,782,2016-12-25,558
Channing Frye,CLE ," PF,C",261,512,774,2016-12-25,251
Seth Curry,DAL ," PG,SG",242,508,753,2016-12-25,266
Maurice Harkless,POR , SF,531,201,752,2016-12-25,-330
Justise Winslow,MIA ," SF,PF",179,561,750,2016-12-25,382
Trevor Booker,BKN , PF,556,165,740,2016-12-25,-391
Bismack Biyombo,ORL ," PF,C",233,485,726,2016-12-25,252
Manu Ginobili,SA ," SG,SF",298,425,724,2016-12-25,127
Amir Johnson,BOS ," PF,C",323,396,719,2016-12-25,73
Dorian Finney-Smith,DAL ," SF,PF",668,34,703,2016-12-25,-634
Malcolm Brogdon,MIL ," PG,SG",1361,5274,6637,2016-12-26,3913
Tyler Johnson,MIA ," SF,PF",207,5017,5228,2016-12-26,4810
Montrezl Harrell,HOU ," PF,C",232,4964,5198,2016-12-26,4732
Tim Frazier,NO ," PG,SG",4764,152,4924,2016-12-26,-4612
J.J. Barea,DAL ," PG,SG",4200,302,4509,2016-12-26,-3898
Raymond Felton,LAC ," PG,SG",374,4073,4447,2016-12-26,3699
Kyle O'Quinn,NY ," PF,C",3395,145,3542,2016-12-26,-3250
Shelvin Mack,UTA , PG,100,3350,3453,2016-12-26,3250
P.J. Tucker,PHO ," SG,SF",839,2448,3288,2016-12-26,1609
Ty Lawson,SAC , PG,341,2646,2990,2016-12-26,2305
Luol Deng,LAL ," SF,PF",318,2623,2944,2016-12-26,2305
Patty Mills,SA , PG,2496,431,2933,2016-12-26,-2065
Seth Curry,DAL ," PG,SG",210,2678,2888,2016-12-26,2468
Marreese Speights,LAC ," PF,C",2059,702,2762,2016-12-26,-1357
Lucas Nogueira,TOR ," PF,C",287,2458,2747,2016-12-26,2171
Michael Kidd-Gilchrist,CHA , SF,240,2086,2332,2016-12-26,1846
Sean Kilpatrick,BKN ," PG,SG",543,1735,2291,2016-12-26,1192
Nikola Mirotic,CHI ," SF,PF",287,1953,2248,2016-12-26,1666
Brandon Jennings,NY , PG,2084,74,2163,2016-12-26,-2010
Thabo Sefolosha,ATL ," SG,SF",240,1854,2099,2016-12-26,1614
John Henson,MIL ," PF,C",1845,239,2090,2016-12-26,-1606
Tony Allen,MEM ," SG,SF",901,1130,2036,2016-12-26,229
Austin Rivers,LAC ," PG,SG,SF",1693,242,1936,2016-12-26,-1451
Dwight Powell,DAL ," PF,C",832,1102,1936,2016-12-26,270
Marco Belinelli,CHA ," SG,SF",1778,59,1840,2016-12-26,-1719
Justise Winslow,MIA ," SF,PF",227,1587,1821,2016-12-26,1360
Joe Ingles,UTA ," SG,SF",93,1723,1816,2016-12-26,1630
Marcus Morris,DET ," SF,PF",1286,475,1771,2016-12-26,-811
C.J. Miles,IND ," SG,SF",977,751,1735,2016-12-26,-226
JaMychal Green,MEM , PF,1038,627,1670,2016-12-26,-411
Nick Young,LAL ," SG,SF",382,1266,1655,2016-12-26,884
Jamal Crawford,LAC ," SG,SF",509,1140,1651,2016-12-26,631
Kent Bazemore,ATL ," SG,SF",1418,212,1642,2016-12-26,-1206
Cody Zeller,CHA ," PF,C",229,1395,1634,2016-12-26,1166
Tyler Johnson,MIA ," PG,SG",252,1313,1576,2016-12-26,1061
Sergio Rodriguez,PHI , PG,224,1345,1575,2016-12-26,1121
Bojan Bogdanovic,BKN ," SG,SF",1229,257,1495,2016-12-26,-972
Danny Green,SA ," SG,SF",1364,96,1462,2016-12-26,-1268
Dirk Nowitzki,DAL ," PF,C",283,1151,1445,2016-12-26,868
Jon Leuer,DET ," PF,C",344,1089,1438,2016-12-26,745
Marcus Smart,BOS , PG,315,1084,1401,2016-12-26,769
Will Barton,DEN ," SG,SF",254,1106,1376,2016-12-26,852
Chandler Parsons,MEM ," SF,PF",966,396,1371,2016-12-26,-570
Emmanuel Mudiay,DEN , PG,450,886,1345,2016-12-26,436
Elfrid Payton,ORL , PG,97,1209,1318,2016-12-26,1112
Trevor Booker,BKN , PF,869,411,1303,2016-12-26,-458
J.R. Smith,CLE ," SG,SF",1242,60,1303,2016-12-26,-1182
Michael Carter-Williams,CHI , PG,78,1223,1301,2016-12-26,1145
Darren Collison,SAC , PG,1087,165,1264,2016-12-26,-922
Andre Roberson,OKC ," SG,SF",898,361,1261,2016-12-26,-537
Seth Curry,DAL ," PG,SG",482,5345,5828,2016-12-27,4863
Tim Frazier,NO ," PG,SG",4182,142,4329,2016-12-27,-4040
Ty Lawson,SAC , PG,329,3408,3739,2016-12-27,3079
Sean Kilpatrick,BKN ," PG,SG",117,3500,3624,2016-12-27,3383
Michael Kidd-Gilchrist,CHA , SF,169,3408,3580,2016-12-27,3239
Montrezl Harrell,HOU ," PF,C",1504,1939,3444,2016-12-27,435
Tyler Johnson,MIA ," SF,PF",793,2456,3249,2016-12-27,1663
Malcolm Brogdon,MIL ," PG,SG",2766,312,3080,2016-12-27,-2454
Marreese Speights,LAC ," PF,C",2565,405,2975,2016-12-27,-2160
Nikola Mirotic,CHI ," SF,PF",188,2710,2905,2016-12-27,2522
J.J. Barea,DAL ," PG,SG",2454,123,2582,2016-12-27,-2331
Thabo Sefolosha,ATL ," SG,SF",213,2355,2571,2016-12-27,2142
Shelvin Mack,UTA , PG,963,1570,2534,2016-12-27,607
Will Barton,DEN ," SG,SF",98,2344,2450,2016-12-27,2246
Jamal Crawford,LAC ," SG,SF",245,2160,2407,2016-12-27,1915
Tony Allen,MEM ," SG,SF",1636,672,2314,2016-12-27,-964
Dwight Powell,DAL ," PF,C",1863,419,2283,2016-12-27,-1444
Sergio Rodriguez,PHI , PG,161,2114,2278,2016-12-27,1953
Lucas Nogueira,TOR ," PF,C",313,1771,2084,2016-12-27,1458
JaMychal Green,MEM , PF,1798,245,2050,2016-12-27,-1553
John Henson,MIL ," PF,C",1785,181,1969,2016-12-27,-1604
Marco Belinelli,CHA ," SG,SF",1815,37,1855,2016-12-27,-1778
Chandler Parsons,MEM ," SF,PF",1656,126,1788,2016-12-27,-1530
Cody Zeller,CHA ," PF,C",195,1547,1750,2016-12-27,1352
Kent Bazemore,ATL ," SG,SF",1461,135,1600,2016-12-27,-1326
Josh Richardson,MIA ," SG,SF",523,1050,1574,2016-12-27,527
Luol Deng,LAL ," SF,PF",474,1064,1541,2016-12-27,590
Nick Young,LAL ," SG,SF",771,735,1516,2016-12-27,-36
P.J. Tucker,PHO ," SG,SF",1286,178,1465,2016-12-27,-1108
C.J. Miles,IND ," SG,SF",1241,213,1455,2016-12-27,-1028
Marcus Morris,DET ," SF,PF",460,947,1418,2016-12-27,487
Andrew Bogut,DAL , C,255,1095,1352,2016-12-27,840
Andre Roberson,OKC ," SG,SF",1158,191,1349,2016-12-27,-967
Joe Ingles,UTA ," SG,SF",498,835,1334,2016-12-27,337
Justise Winslow,MIA ," SF,PF",567,742,1314,2016-12-27,175
Austin Rivers,LAC ," PG,SG,SF",390,862,1254,2016-12-27,472
Patty Mills,SA , PG,909,340,1253,2016-12-27,-569
Tyler Johnson,MIA ," PG,SG",477,760,1241,2016-12-27,283
Tyson Chandler,PHO , C,1020,196,1225,2016-12-27,-824
Jon Leuer,DET ," PF,C",294,902,1203,2016-12-27,608
Marcus Smart,BOS , PG,436,710,1152,2016-12-27,274
Trevor Booker,BKN , PF,842,296,1151,2016-12-27,-546
Tony Snell,MIL ," SG,SF",26,1108,1134,2016-12-27,1082
Kyle O'Quinn,NY ," PF,C",925,188,1115,2016-12-27,-737
Patrick Patterson,TOR ," PF,C",167,946,1115,2016-12-27,779
Maurice Harkless,POR , SF,777,325,1114,2016-12-27,-452
Gary Harris,DEN ," SG,SF",971,135,1113,2016-12-27,-836
Tyreke Evans,NO ," PG,SG,SF",1010,82,1097,2016-12-27,-928
Raymond Felton,LAC ," PG,SG",859,224,1083,2016-12-27,-635
Bojan Bogdanovic,BKN ," SG,SF",241,827,1080,2016-12-27,586
Josh Richardson,MIA ," SG,SF",160,4422,4583,2016-12-28,4262
Sergio Rodriguez,PHI , PG,160,3525,3686,2016-12-28,3365
Tim Frazier,NO ," PG,SG",3388,118,3514,2016-12-28,-3270
Michael Kidd-Gilchrist,CHA , SF,132,2601,2737,2016-12-28,2469
Montrezl Harrell,HOU ," PF,C",2540,188,2730,2016-12-28,-2352
Seth Curry,DAL ," PG,SG",686,2009,2697,2016-12-28,1323
Jeremy Lin,BKN ," PG,SG",2604,48,2665,2016-12-28,-2556
Tyler Johnson,MIA ," SF,PF",458,2142,2600,2016-12-28,1684
Ty Lawson,SAC , PG,812,1586,2402,2016-12-28,774
Tony Allen,MEM ," SG,SF",355,1953,2312,2016-12-28,1598
Sean Kilpatrick,BKN ," PG,SG",196,1983,2186,2016-12-28,1787
Jamal Crawford,LAC ," SG,SF",997,962,1962,2016-12-28,-35
Monta Ellis,IND ," PG,SG",401,1527,1932,2016-12-28,1126
Marco Belinelli,CHA ," SG,SF",1888,18,1908,2016-12-28,-1870
Marreese Speights,LAC ," PF,C",1531,308,1839,2016-12-28,-1223
Joakim Noah,NY ," PF,C",223,1515,1740,2016-12-28,1292
Cody Zeller,CHA ," PF,C",184,1495,1682,2016-12-28,1311
Thabo Sefolosha,ATL ," SG,SF",468,1167,1641,2016-12-28,699
Will Barton,DEN ," SG,SF",518,1109,1639,2016-12-28,591
Lucas Nogueira,TOR ," PF,C",415,1211,1629,2016-12-28,796
Malcolm Brogdon,MIL ," PG,SG",1117,485,1604,2016-12-28,-632
John Henson,MIL ," PF,C",1428,112,1548,2016-12-28,-1316
Joe Ingles,UTA ," SG,SF",257,1260,1518,2016-12-28,1003
Nikola Mirotic,CHI ," SF,PF",452,1044,1506,2016-12-28,592
Shelvin Mack,UTA , PG,1268,232,1501,2016-12-28,-1036
Nick Young,LAL ," SG,SF",1064,388,1465,2016-12-28,-676
Raymond Felton,LAC ," PG,SG",1371,70,1441,2016-12-28,-1301
Patty Mills,SA , PG,1075,338,1419,2016-12-28,-737
Austin Rivers,LAC ," PG,SG,SF",529,781,1310,2016-12-28,252
JaMychal Green,MEM , PF,1081,217,1302,2016-12-28,-864
Kyle O'Quinn,NY ," PF,C",1100,186,1290,2016-12-28,-914
Marcus Morris,DET ," SF,PF",528,749,1286,2016-12-28,221
Luol Deng,LAL ," SF,PF",456,797,1257,2016-12-28,341
Dwight Powell,DAL ," PF,C",714,433,1149,2016-12-28,-281
Tyler Johnson,MIA ," PG,SG",362,749,1118,2016-12-28,387
Marcus Smart,BOS , PG,324,789,1116,2016-12-28,465
Tyson Chandler,PHO , C,886,216,1113,2016-12-28,-670
Maurice Harkless,POR , SF,862,226,1096,2016-12-28,-636
Chandler Parsons,MEM ," SF,PF",927,141,1070,2016-12-28,-786
Darren Collison,SAC , PG,901,156,1068,2016-12-28,-745
J.J. Barea,DAL ," PG,SG",954,105,1066,2016-12-28,-849
Dirk Nowitzki,DAL ," PF,C",884,169,1063,2016-12-28,-715
Nerlens Noel,PHI ," PF,C",384,642,1035,2016-12-28,258
Kent Bazemore,ATL ," SG,SF",894,127,1028,2016-12-28,-767
Bismack Biyombo,ORL ," PF,C",615,393,1020,2016-12-28,-222
Patrick Patterson,TOR ," PF,C",214,779,996,2016-12-28,565
Jeremy Lamb,CHA ," SG,SF",74,918,992,2016-12-28,844
Jon Leuer,DET ," PF,C",456,520,984,2016-12-28,64
Courtney Lee,NY ," SG,SF",875,79,956,2016-12-28,-796
Andre Roberson,OKC ," SG,SF",886,67,954,2016-12-28,-819
Josh Richardson,MIA ," SG,SF",188,4390,4580,2016-12-29,4202
Sergio Rodriguez,PHI , PG,1996,1941,3945,2016-12-29,-55
Joakim Noah,NY ," PF,C",164,3704,3870,2016-12-29,3540
Tim Frazier,NO ," PG,SG",3558,109,3672,2016-12-29,-3449
Dragan Bender,PHO , PF,262,3405,3667,2016-12-29,3143
Tyreke Evans,NO ," PG,SG,SF",129,2945,3080,2016-12-29,2816
Austin Rivers,LAC ," PG,SG,SF",279,2579,2858,2016-12-29,2300
Malcolm Brogdon,MIL ," PG,SG",462,2219,2684,2016-12-29,1757
Darren Collison,SAC , PG,2546,84,2640,2016-12-29,-2462
Monta Ellis,IND ," PG,SG",470,1923,2396,2016-12-29,1453
Sean Kilpatrick,BKN ," PG,SG",207,2054,2273,2016-12-29,1847
John Henson,MIL ," PF,C",1768,371,2147,2016-12-29,-1397
Jamal Crawford,LAC ," SG,SF",1809,247,2065,2016-12-29,-1562
Thabo Sefolosha,ATL ," SG,SF",419,1475,1898,2016-12-29,1056
Lucas Nogueira,TOR ," PF,C",1609,283,1893,2016-12-29,-1326
Shelvin Mack,UTA , PG,1802,74,1877,2016-12-29,-1728
Tyler Johnson,MIA ," SF,PF",825,1008,1838,2016-12-29,183
Tony Allen,MEM ," SG,SF",590,1225,1822,2016-12-29,635
Michael Kidd-Gilchrist,CHA , SF,890,912,1805,2016-12-29,22
Ty Lawson,SAC , PG,1338,451,1790,2016-12-29,-887
Seth Curry,DAL ," PG,SG",667,1091,1764,2016-12-29,424
Marreese Speights,LAC ," PF,C",854,788,1645,2016-12-29,-66
Luol Deng,LAL ," SF,PF",937,631,1575,2016-12-29,-306
Tony Snell,MIL ," SG,SF",105,1438,1543,2016-12-29,1333
Jeremy Lin,BKN ," PG,SG",1448,64,1534,2016-12-29,-1384
Terrence Ross,TOR ," SG,SF",188,1333,1524,2016-12-29,1145
Patty Mills,SA , PG,1145,318,1470,2016-12-29,-827
Patrick Patterson,TOR ," PF,C",1189,187,1378,2016-12-29,-1002
Justise Winslow,MIA ," SF,PF",1062,282,1350,2016-12-29,-780
Tyson Chandler,PHO , C,1128,174,1317,2016-12-29,-954
Joe Ingles,UTA ," SG,SF",799,497,1297,2016-12-29,-302
Raymond Felton,LAC ," PG,SG",1271,15,1286,2016-12-29,-1256
Montrezl Harrell,HOU ," PF,C",1058,159,1222,2016-12-29,-899
Kyle O'Quinn,NY ," PF,C",902,294,1198,2016-12-29,-608
Will Barton,DEN ," SG,SF",755,425,1192,2016-12-29,-330
Nerlens Noel,PHI ," PF,C",307,869,1188,2016-12-29,562
Buddy Hield,NO , SG,82,1100,1182,2016-12-29,1018
Dirk Nowitzki,DAL ," PF,C",967,160,1139,2016-12-29,-807
JaMychal Green,MEM , PF,720,401,1130,2016-12-29,-319
Marcus Morris,DET ," SF,PF",677,397,1087,2016-12-29,-280
Nikola Mirotic,CHI ," SF,PF",620,454,1079,2016-12-29,-166
Tyler Johnson,MIA ," PG,SG",181,888,1072,2016-12-29,707
T.J. Warren,PHO , SF,269,786,1068,2016-12-29,517
Maurice Harkless,POR , SF,803,243,1061,2016-12-29,-560
Cody Zeller,CHA ," PF,C",535,523,1061,2016-12-29,-12
Danny Green,SA ," SG,SF",260,789,1055,2016-12-29,529
Jon Leuer,DET ," PF,C",572,468,1050,2016-12-29,-104
Alex Len,PHO ," PF,C",708,334,1049,2016-12-29,-374
Chandler Parsons,MEM ," SF,PF",806,217,1040,2016-12-29,-589
Marvin Williams,CHA ," SF,PF",552,483,1040,2016-12-29,-69
Josh Richardson,MIA ," SG,SF",208,6100,6309,2016-12-30,5892
Sergio Rodriguez,PHI , PG,4713,86,4806,2016-12-30,-4627
Malcolm Brogdon,MIL ," PG,SG",332,4315,4650,2016-12-30,3983
JaMychal Green,MEM , PF,247,2819,3077,2016-12-30,2572
Austin Rivers,LAC ," PG,SG,SF",347,2648,2998,2016-12-30,2301
Joakim Noah,NY ," PF,C",571,2283,2861,2016-12-30,1712
Tyreke Evans,NO ," PG,SG,SF",119,2668,2791,2016-12-30,2549
Montrezl Harrell,HOU ," PF,C",509,2201,2715,2016-12-30,1692
Luol Deng,LAL ," SF,PF",2303,199,2508,2016-12-30,-2104
Michael Carter-Williams,CHI , PG,94,2314,2408,2016-12-30,2220
Tony Allen,MEM ," SG,SF",428,1803,2233,2016-12-30,1375
Tim Frazier,NO ," PG,SG",2045,131,2182,2016-12-30,-1914
Seth Curry,DAL ," PG,SG",1644,413,2065,2016-12-30,-1231
Justise Winslow,MIA ," SF,PF",1770,101,1887,2016-12-30,-1669
Thabo Sefolosha,ATL ," SG,SF",835,996,1838,2016-12-30,161
T.J. McConnell,PHI , PG,310,1473,1783,2016-12-30,1163
John Henson,MIL ," PF,C",1353,417,1775,2016-12-30,-936
Tony Snell,MIL ," SG,SF",228,1539,1767,2016-12-30,1311
Tyler Johnson,MIA ," SF,PF",1099,646,1751,2016-12-30,-453
Marreese Speights,LAC ," PF,C",353,1388,1744,2016-12-30,1035
Monta Ellis,IND ," PG,SG",696,995,1698,2016-12-30,299
Marcus Morris,DET ," SF,PF",1419,248,1678,2016-12-30,-1171
Sean Kilpatrick,BKN ," PG,SG",679,928,1620,2016-12-30,249
Shelvin Mack,UTA , PG,1533,18,1554,2016-12-30,-1515
Michael Kidd-Gilchrist,CHA , SF,795,745,1550,2016-12-30,-50
Tyler Johnson,MIA ," PG,SG",161,1336,1506,2016-12-30,1175
Troy Daniels,MEM ," PG,SG",161,1286,1448,2016-12-30,1125
Lucas Nogueira,TOR ," PF,C",1257,105,1364,2016-12-30,-1152
Marvin Williams,CHA ," SF,PF",385,925,1318,2016-12-30,540
Matthew Dellavedova,MIL ," PG,SG",1029,223,1254,2016-12-30,-806
Patty Mills,SA , PG,936,308,1252,2016-12-30,-628
Chandler Parsons,MEM ," SF,PF",1014,224,1245,2016-12-30,-790
Robert Covington,PHI ," SF,PF",1133,102,1243,2016-12-30,-1031
Ty Lawson,SAC , PG,593,645,1240,2016-12-30,52
Dwight Powell,DAL ," PF,C",826,383,1212,2016-12-30,-443
Kyle O'Quinn,NY ," PF,C",853,293,1151,2016-12-30,-560
Patrick Patterson,TOR ," PF,C",1121,18,1145,2016-12-30,-1103
Jeremy Lin,BKN ," PG,SG",1018,101,1137,2016-12-30,-917
Dragan Bender,PHO , PF,578,553,1131,2016-12-30,-25
Marcus Smart,BOS , PG,658,450,1115,2016-12-30,-208
Cody Zeller,CHA ," PF,C",438,657,1104,2016-12-30,219
Jamal Crawford,LAC ," SG,SF",614,475,1099,2016-12-30,-139
Terrence Jones,NO ," SF,PF",972,107,1083,2016-12-30,-865
Nerlens Noel,PHI ," PF,C",401,656,1068,2016-12-30,255
Nick Young,LAL ," SG,SF",485,535,1035,2016-12-30,50
Will Barton,DEN ," SG,SF",694,318,1027,2016-12-30,-376
Darren Collison,SAC , PG,814,185,1016,2016-12-30,-629
Dirk Nowitzki,DAL ," PF,C",772,213,998,2016-12-30,-559
Alex Len,PHO ," PF,C",577,396,978,2016-12-30,-181
Garrett Temple,SAC ," PG,SG",181,790,972,2016-12-30,609
Malcolm Brogdon,MIL ," PG,SG",715,6701,7419,2016-12-31,5986
Josh Richardson,MIA ," SG,SF",164,6113,6286,2016-12-31,5949
Montrezl Harrell,HOU ," PF,C",407,5225,5636,2016-12-31,4818
Michael Carter-Williams,CHI , PG,428,3475,3903,2016-12-31,3047
John Henson,MIL ," PF,C",3690,141,3841,2016-12-31,-3549
Tyler Johnson,MIA ," SF,PF",262,2735,3002,2016-12-31,2473
Rajon Rondo,CHI , PG,2819,86,2929,2016-12-31,-2733
Ty Lawson,SAC , PG,2453,309,2765,2016-12-31,-2144
Marcus Morris,DET ," SF,PF",2466,170,2647,2016-12-31,-2296
Terrence Ross,TOR ," SG,SF",216,2403,2622,2016-12-31,2187
Marreese Speights,LAC ," PF,C",835,1387,2227,2016-12-31,552
Joakim Noah,NY ," PF,C",1641,420,2068,2016-12-31,-1221
Danny Green,SA ," SG,SF",169,1845,2016,2016-12-31,1676
Sergio Rodriguez,PHI , PG,1908,48,1963,2016-12-31,-1860
JaMychal Green,MEM , PF,531,1329,1864,2016-12-31,798
Austin Rivers,LAC ," PG,SG,SF",1533,324,1858,2016-12-31,-1209
Tyreke Evans,NO ," PG,SG,SF",126,1721,1856,2016-12-31,1595
Thomas Robinson,LAL ," PF,C",57,1783,1840,2016-12-31,1726
K. Korver,CLE ," SG,SF",123,1690,1816,2016-12-31,1567
Tim Frazier,NO ," PG,SG",1703,60,1769,2016-12-31,-1643
Tony Parker,SA , PG,158,1596,1756,2016-12-31,1438
Tyler Johnson,MIA ," PG,SG",143,1556,1712,2016-12-31,1413
Jon Leuer,DET ," PF,C",141,1547,1698,2016-12-31,1406
Jamal Crawford,LAC ," SG,SF",1469,203,1674,2016-12-31,-1266
Seth Curry,DAL ," PG,SG",1384,281,1671,2016-12-31,-1103
Tony Allen,MEM ," SG,SF",1163,493,1660,2016-12-31,-670
Kyle O'Quinn,NY ," PF,C",1506,66,1579,2016-12-31,-1440
Thabo Sefolosha,ATL ," SG,SF",976,507,1491,2016-12-31,-469
Allen Crabbe,POR ," PG,SG",224,1141,1365,2016-12-31,917
Terrence Jones,NO ," SF,PF",1320,27,1350,2016-12-31,-1293
Lucas Nogueira,TOR ," PF,C",513,826,1339,2016-12-31,313
Monta Ellis,IND ," PG,SG",1027,307,1338,2016-12-31,-720
Raymond Felton,LAC ," PG,SG",219,1105,1326,2016-12-31,886
Patty Mills,SA , PG,867,434,1305,2016-12-31,-433
Luol Deng,LAL ," SF,PF",927,351,1285,2016-12-31,-576
Matthew Dellavedova,MIL ," PG,SG",1247,13,1262,2016-12-31,-1234
Maurice Harkless,POR , SF,595,630,1243,2016-12-31,35
T.J. Warren,PHO , SF,1062,160,1236,2016-12-31,-902
Cody Zeller,CHA ," PF,C",832,388,1232,2016-12-31,-444
Sean Kilpatrick,BKN ," PG,SG",1007,207,1224,2016-12-31,-800
Nikola Mirotic,CHI ," SF,PF",862,335,1204,2016-12-31,-527
Michael Kidd-Gilchrist,CHA , SF,778,408,1201,2016-12-31,-370
Darren Collison,SAC , PG,600,553,1171,2016-12-31,-47
Dwight Powell,DAL ," PF,C",375,790,1166,2016-12-31,415
Tony Snell,MIL ," SG,SF",1047,101,1149,2016-12-31,-946
Wayne Ellington,MIA ," SG,SF",127,1010,1137,2016-12-31,883
Marvin Williams,CHA ," SF,PF",571,548,1127,2016-12-31,-23
C.J. Miles,IND ," SG,SF",684,428,1119,2016-12-31,-256
Nick Young,LAL ," SG,SF",311,794,1117,2016-12-31,483
Bismack Biyombo,ORL ," PF,C",348,761,1116,2016-12-31,413
Malcolm Brogdon,MIL ," PG,SG",142,12046,12191,2017-01-01,11904
Marreese Speights,LAC ," PF,C",443,3455,3904,2017-01-01,3012
Montrezl Harrell,HOU ," PF,C",623,3222,3848,2017-01-01,2599
Rajon Rondo,CHI , PG,3545,82,3661,2017-01-01,-3463
John Henson,MIL ," PF,C",3293,61,3358,2017-01-01,-3232
Justin Holiday,NY ," SG,SF",93,3052,3145,2017-01-01,2959
Josh Richardson,MIA ," SG,SF",251,2841,3098,2017-01-01,2590
JaMychal Green,MEM , PF,239,2542,2788,2017-01-01,2303
Tyler Johnson,MIA ," SF,PF",311,2361,2679,2017-01-01,2050
Luol Deng,LAL ," SF,PF",2104,416,2526,2017-01-01,-1688
Ty Lawson,SAC , PG,2353,55,2411,2017-01-01,-2298
Michael Carter-Williams,CHI , PG,480,1846,2326,2017-01-01,1366
Tony Parker,SA , PG,311,1772,2084,2017-01-01,1461
Terrence Ross,TOR ," SG,SF",694,1386,2081,2017-01-01,692
Jamal Crawford,LAC ," SG,SF",1769,138,1915,2017-01-01,-1631
Thabo Sefolosha,ATL ," SG,SF",1516,355,1878,2017-01-01,-1161
T.J. Warren,PHO , SF,1682,87,1785,2017-01-01,-1595
Thomas Robinson,LAL ," PF,C",354,1371,1725,2017-01-01,1017
Patty Mills,SA , PG,1384,295,1691,2017-01-01,-1089
Jon Leuer,DET ," PF,C",753,869,1631,2017-01-01,116
K. Korver,CLE ," SG,SF",286,1260,1553,2017-01-01,974
Joakim Noah,NY ," PF,C",388,1148,1543,2017-01-01,760
Justise Winslow,MIA ," SF,PF",1291,195,1500,2017-01-01,-1096
Danny Green,SA ," SG,SF",508,949,1462,2017-01-01,441
Tyler Johnson,MIA ," PG,SG",224,1211,1451,2017-01-01,987
Darren Collison,SAC , PG,297,1130,1443,2017-01-01,833
Brandon Jennings,NY , PG,127,1285,1415,2017-01-01,1158
Lucas Nogueira,TOR ," PF,C",849,549,1403,2017-01-01,-300
C.J. Miles,IND ," SG,SF",1098,254,1355,2017-01-01,-844
Brandon Knight,PHO ," PG,SG",1243,86,1343,2017-01-01,-1157
Marcus Morris,DET ," SF,PF",1051,273,1330,2017-01-01,-778
Michael Kidd-Gilchrist,CHA , SF,532,784,1322,2017-01-01,252
Tony Allen,MEM ," SG,SF",962,347,1317,2017-01-01,-615
Maurice Harkless,POR , SF,794,508,1314,2017-01-01,-286
Tim Frazier,NO ," PG,SG",1176,133,1313,2017-01-01,-1043
Austin Rivers,LAC ," PG,SG,SF",925,350,1278,2017-01-01,-575
Monta Ellis,IND ," PG,SG",976,292,1272,2017-01-01,-684
Sergio Rodriguez,PHI , PG,1126,105,1242,2017-01-01,-1021
Kent Bazemore,ATL ," SG,SF",916,315,1236,2017-01-01,-601
Wayne Ellington,MIA ," SG,SF",247,975,1222,2017-01-01,728
Nick Young,LAL ," SG,SF",353,820,1186,2017-01-01,467
Cody Zeller,CHA ," PF,C",855,300,1168,2017-01-01,-555
Emmanuel Mudiay,DEN , PG,168,934,1119,2017-01-01,766
Tyreke Evans,NO ," PG,SG,SF",125,984,1118,2017-01-01,859
Allen Crabbe,POR ," PG,SG",522,593,1116,2017-01-01,71
Marvin Williams,CHA ," SF,PF",505,600,1112,2017-01-01,95
Seth Curry,DAL ," PG,SG",736,369,1110,2017-01-01,-367
Al-Farouq Aminu,POR ," SF,PF",515,547,1063,2017-01-01,32
