Id,Name,Position,Team,Salary,Projected,Scored,Date
159469,Jimmy Butler,SG/SF,CHI,8200,36.96,32.5,2016-12-26
159470,Nicolas Batum,SG/SF,CHA,7800,43.05,44.25,2016-12-26
159471,Evan Fournier,SG/SF,ORL,6000,0.0,0.0,2016-12-26
159472,Will Barton,SG/SF,DEN,5500,28.91,43.5,2016-12-26
159473,Kent Bazemore,SG/SF,ATL,5200,24.67,10.0,2016-12-26
159474,Tyreke Evans,SG/SF,NO,4400,16.3,3.5,2016-12-26
159475,Kyle Korver,SG/SF,ATL,4200,13.72,12.25,2016-12-26
159476,Bojan Bogdanovic,SG/SF,BKN,4200,21.41,36.0,2016-12-26
159477,Evan Turner,SG/SF,POR,4000,5.03,22.75,2016-12-26
159478,Norman Powell,SG/SF,TOR,3900,12.29,3.25,2016-12-26
159479,Glenn Robinson III,SG/SF,IND,3700,14.63,16.0,2016-12-26
159480,Allen Crabbe,SG/SF,POR,3600,16.33,15.25,2016-12-26
159481,Terrence Ross,SG/SF,TOR,3600,13.59,15.5,2016-12-26
159482,Kelly Oubre Jr.,SG/SF,WAS,3500,13.06,14.0,2016-12-26
159483,Jeremy Lamb,SG/SF,CHA,3300,18.18,26.5,2016-12-26
159484,Tony Snell,SG/SF,MIL,3300,17.31,32.5,2016-12-26
159485,Stanley Johnson,SG/SF,DET,3100,10.3,6.75,2016-12-26
159486,Shabazz Muhammad,SG/SF,MIN,3000,12.56,16.75,2016-12-26
159487,Vince Carter,SG/SF,MEM,3000,12.81,9.75,2016-12-26
159488,Corey Brewer,SG/SF,HOU,3000,3.28,12.0,2016-12-26
159489,Hollis Thompson,SG/SF,PHI,3000,5.93,0.0,2016-12-26
159490,DeMar DeRozan,SG,TOR,8000,41.03,49.0,2016-12-26
159491,Devin Booker,SG,PHO,6700,33.07,26.5,2016-12-26
159492,Zach LaVine,SG,MIN,6500,35.46,29.75,2016-12-26
159493,Dwyane Wade,SG,CHI,6400,30.96,39.25,2016-12-26
159494,Bradley Beal,SG,WAS,6300,34.02,38.5,2016-12-26
159495,Eric Gordon,SG,HOU,5900,31.79,28.25,2016-12-26
159496,Wesley Matthews,SG,DAL,5500,29.28,26.0,2016-12-26
159497,Kentavious Caldwell-Pope,SG,DET,5300,26.05,35.75,2016-12-26
159498,J.J. Redick,SG,LAC,5200,0.0,0.0,2016-12-26
159499,Gary Harris,SG,DEN,5100,26.52,17.0,2016-12-26
159500,Tony Allen,SG,MEM,4700,24.27,14.5,2016-12-26
159501,Sean Kilpatrick,SG,BKN,4600,24.2,36.25,2016-12-26
159502,Jamal Crawford,SG,LAC,4400,24.04,41.5,2016-12-26
159503,J.R. Smith,SG,CLE,4000,0.0,0.0,2016-12-26
159504,Marco Belinelli,SG,CHA,4000,0.0,0.0,2016-12-26
159505,Monta Ellis,SG,IND,4000,0.0,0.0,2016-12-26
159506,Seth Curry,SG,DAL,4000,18.16,28.25,2016-12-26
159507,Jodie Meeks,SG,ORL,3700,9.4,25.25,2016-12-26
159508,Gerald Henderson,SG,PHI,3400,17.13,10.0,2016-12-26
159509,Nik Stauskas,SG,PHI,3300,9.15,6.25,2016-12-26
159510,DeAndre Liggins,SG,CLE,3200,8.94,2.25,2016-12-26
159511,Joe Harris,SG,BKN,3200,14.41,2.5,2016-12-26
159512,Troy Daniels,SG,MEM,3200,11.03,26.5,2016-12-26
159513,E'Twaun Moore,SG,NO,3200,13.61,23.75,2016-12-26
159514,Buddy Hield,SG,NO,3200,12.2,20.5,2016-12-26
159515,James Jones,SG,CLE,3000,1.23,3.25,2016-12-26
159516,Jordan McRae,SG,CLE,3000,3.3,11.0,2016-12-26
159517,Darrun Hilliard,SG,DET,3000,4.29,2.25,2016-12-26
159518,Brandon Rush,SG,MIN,3000,0.0,0.0,2016-12-26
159519,Joe Young,SG,IND,3000,1.37,0.0,2016-12-26
159520,R.J. Hunter,SG,CHI,3000,0.0,0.0,2016-12-26
159521,Marcus Thornton,SG,WAS,3000,8.31,7.75,2016-12-26
159522,Khris Middleton,SG,MIL,3000,0.0,0.0,2016-12-26
159523,Sheldon McClellan,SG,WAS,3000,5.3,0.0,2016-12-26
159524,Danuel House,SG,WAS,3000,0.0,0.0,2016-12-26
159525,Rashad Vaughn,SG,MIL,3000,0.0,0.0,2016-12-26
159526,C.J. Wilcox,SG,ORL,3000,2.37,0.75,2016-12-26
159527,Troy Williams,SG,MEM,3000,0.36,0.0,2016-12-26
159528,Mario Hezonja,SG,ORL,3000,2.1,0.75,2016-12-26
159529,John Jenkins,SG,PHO,3000,0.0,0.0,2016-12-26
159530,Arron Afflalo,SG,SAC,3000,0.0,0.0,2016-12-26
159531,Ben McLemore,SG,SAC,3000,10.75,10.5,2016-12-26
159532,Malachi Richardson,SG,SAC,3000,1.25,0.0,2016-12-26
159533,Timothe Luwawu-Cabarrot,SG,PHI,3000,0.0,0.0,2016-12-26
159534,Mike Miller,SG,DEN,3000,0.0,0.0,2016-12-26
159535,Reggie Williams,SG,NO,3000,0.0,0.0,2016-12-26
159536,Jonathan Gibson,SG,DAL,3000,1.64,0.0,2016-12-26
159537,Langston Galloway,SG,NO,3000,12.3,24.0,2016-12-26
159538,Nicolas Brussino,SG,DAL,3000,0.0,0.0,2016-12-26
159539,Paul George,SF/PF,IND,7700,36.17,30.25,2016-12-26
159540,Jabari Parker,SF/PF,MIL,6900,37.15,27.5,2016-12-26
159541,Harrison Barnes,SF/PF,DAL,6200,32.52,24.75,2016-12-26
159542,Wilson Chandler,SF/PF,DEN,6100,26.17,9.0,2016-12-26
159543,Tobias Harris,SF/PF,DET,5300,25.21,35.5,2016-12-26
159544,Otto Porter,SF/PF,WAS,5300,24.5,54.75,2016-12-26
159545,Markieff Morris,SF/PF,WAS,4900,24.69,28.5,2016-12-26
159546,Aaron Gordon,SF/PF,ORL,4700,17.68,38.75,2016-12-26
159547,Marcus Morris,SF/PF,DET,4500,16.64,31.25,2016-12-26
159548,DeMarre Carroll,SF/PF,TOR,4200,18.14,10.5,2016-12-26
159549,Omri Casspi,SF/PF,SAC,4000,0.0,10.25,2016-12-26
159550,Nikola Mirotic,SF/PF,CHI,3900,20.86,30.25,2016-12-26
159551,Matt Barnes,SF/PF,SAC,3800,14.81,8.0,2016-12-26
159552,Dario Saric,SF/PF,PHI,3800,13.48,28.75,2016-12-26
159553,Sam Dekker,SF/PF,HOU,3500,12.45,20.0,2016-12-26
159554,Jeff Green,SF/PF,ORL,3400,15.25,9.25,2016-12-26
159555,Richard Jefferson,SF/PF,CLE,3300,11.67,7.5,2016-12-26
159556,Nemanja Bjelica,SF/PF,MIN,3000,6.09,21.25,2016-12-26
159557,Michael Beasley,SF/PF,MIL,3000,0.0,18.5,2016-12-26
159558,Dragan Bender,SF/PF,PHO,3000,2.47,41.25,2016-12-26
159559,Dante Cunningham,SF/PF,NO,3000,13.72,21.0,2016-12-26
159560,DeAndre Jordan,C,LAC,7300,34.71,34.75,2016-12-26
159561,Marc Gasol,C,MEM,7200,41.28,24.0,2016-12-26
159562,Dwight Howard,C,ATL,7000,36.94,44.0,2016-12-26
159563,Andre Drummond,C,DET,6900,32.37,43.25,2016-12-26
159564,Brook Lopez,C,BKN,6400,37.06,40.25,2016-12-26
159565,Myles Turner,C,IND,6400,36.74,30.5,2016-12-26
159566,Nikola Vucevic,C,ORL,6300,32.63,27.75,2016-12-26
159567,Nikola Jokic,C,DEN,6000,27.96,50.0,2016-12-26
159568,Marcin Gortat,C,WAS,5800,31.88,25.5,2016-12-26
159569,Mason Plumlee,C,POR,5500,27.16,39.25,2016-12-26
159570,Jonas Valanciunas,C,TOR,5300,30.78,34.0,2016-12-26
159571,Cody Zeller,C,CHA,5000,26.89,31.25,2016-12-26
159572,Tyson Chandler,C,PHO,5000,25.82,15.5,2016-12-26
159573,Jahlil Okafor,C,PHI,5000,25.54,12.0,2016-12-26
159574,Tristan Thompson,C,CLE,4900,27.96,22.5,2016-12-26
159575,Clint Capela,C,HOU,4900,0.0,0.0,2016-12-26
159576,Robin Lopez,C,CHI,4500,21.33,27.5,2016-12-26
159577,Greg Monroe,C,MIL,4500,23.02,24.75,2016-12-26
159578,Bismack Biyombo,C,ORL,4400,26.31,26.0,2016-12-26
159579,John Henson,C,MIL,4000,20.15,12.75,2016-12-26
159580,Andrew Bogut,C,DAL,4000,0.0,0.0,2016-12-26
159581,Cole Aldrich,C,MIN,3900,1.46,0.0,2016-12-26
159582,Alex Len,C,PHO,3900,18.83,17.0,2016-12-26
159583,Aron Baynes,C,DET,3800,7.18,6.5,2016-12-26
159584,Lucas Nogueira,C,TOR,3800,17.89,20.5,2016-12-26
159585,Nerlens Noel,C,PHI,3700,10.89,6.25,2016-12-26
159586,Nene Hilario,C,HOU,3600,14.09,12.25,2016-12-26
159587,Kosta Koufos,C,SAC,3500,14.27,15.25,2016-12-26
159588,Salah Mejri,C,DAL,3300,6.31,8.25,2016-12-26
159589,Al Jefferson,C,IND,3200,15.23,22.5,2016-12-26
159590,Jusuf Nurkic,C,DEN,3200,2.05,0.0,2016-12-26
159591,Chris Andersen,C,CLE,3000,0.0,0.0,2016-12-26
159592,Boban Marjanovic,C,DET,3000,0.0,0.0,2016-12-26
159593,Tiago Splitter,C,ATL,3000,0.0,0.0,2016-12-26
159594,Nikola Pekovic,C,MIN,3000,0.0,0.0,2016-12-26
159595,Roy Hibbert,C,CHA,3000,10.38,15.0,2016-12-26
159596,Kevin Seraphin,C,IND,3000,1.39,7.5,2016-12-26
159597,Cristiano Felicio,C,CHI,3000,11.15,4.5,2016-12-26
159598,Ian Mahinmi,C,WAS,3000,0.0,0.0,2016-12-26
159599,Andrew Nicholson,C,WAS,3000,6.3,0.0,2016-12-26
159600,Miles Plumlee,C,MIL,3000,3.25,0.0,2016-12-26
159601,Daniel Ochefu,C,WAS,3000,3.94,0.0,2016-12-26
159602,Alan Williams,C,PHO,3000,2.03,9.25,2016-12-26
159603,Chinanu Onuaku,C,HOU,3000,0.0,13.25,2016-12-26
159604,Willie Cauley-Stein,C,SAC,3000,8.08,18.0,2016-12-26
159605,Georgios Papagiannis,C,SAC,3000,0.0,0.0,2016-12-26
159606,Diamond Stone,C,LAC,3000,0.71,0.0,2016-12-26
159607,Alexis Ajinca,C,NO,3000,10.85,0.0,2016-12-26
159608,Omer Asik,C,NO,3000,3.79,0.0,2016-12-26
159609,A.J. Hammons,C,DAL,3000,1.53,0.0,2016-12-26
159610,Festus Ezeli,C,POR,3000,0.0,0.0,2016-12-26
159611,Jared Sullinger,C,TOR,3000,0.0,0.0,2016-12-26
159612,Jakob Poeltl,C,TOR,3000,1.74,0.0,2016-12-26
159613,Thaddeus Young,PF,IND,5800,30.1,25.0,2016-12-26
159614,Trevor Booker,PF,BKN,5700,24.55,23.5,2016-12-26
159615,Ryan Anderson,PF,HOU,5400,27.07,23.75,2016-12-26
159616,Ersan Ilyasova,PF,PHI,5300,25.39,30.0,2016-12-26
159617,Jon Leuer,PF,DET,5000,24.58,25.75,2016-12-26
159618,Marvin Williams,PF,CHA,4800,22.75,21.0,2016-12-26
159619,Dirk Nowitzki,PF,DAL,4700,20.09,19.5,2016-12-26
159620,JaMychal Green,PF,MEM,4600,23.33,17.0,2016-12-26
159621,Terrence Jones,PF,NO,4600,19.05,10.25,2016-12-26
159622,Frank Kaminsky,PF,CHA,4000,17.57,18.75,2016-12-26
159623,Richaun Holmes,PF,PHI,3800,0.0,0.0,2016-12-26
159624,Al-Farouq Aminu,PF,POR,3800,12.63,25.5,2016-12-26
159625,Patrick Patterson,PF,TOR,3700,16.77,29.0,2016-12-26
159626,Jared Dudley,PF,PHO,3500,13.55,0.0,2016-12-26
159627,Marquese Chriss,PF,PHO,3400,12.16,23.25,2016-12-26
159628,Anthony Tolliver,PF,SAC,3300,17.1,10.0,2016-12-26
159629,Kris Humphries,PF,ATL,3200,9.15,21.25,2016-12-26
159630,Mirza Teletovic,PF,MIL,3200,0.0,0.0,2016-12-26
159631,Henry Ellenson,PF,DET,3000,1.47,0.0,2016-12-26
159632,Jordan Hill,PF,MIN,3000,5.1,1.25,2016-12-26
159633,Mike Scott,PF,ATL,3000,7.24,14.25,2016-12-26
159634,Adreian Payne,PF,MIN,3000,5.42,0.0,2016-12-26
159635,Christian Wood,PF,CHA,3000,0.0,0.0,2016-12-26
159636,Chris McCullough,PF,BKN,3000,0.0,0.0,2016-12-26
159637,Lavoy Allen,PF,IND,3000,2.47,0.0,2016-12-26
159638,Rakeem Christmas,PF,IND,3000,0.0,0.0,2016-12-26
159639,Georges Niang,PF,IND,3000,0.64,0.0,2016-12-26
159640,Bobby Portis,PF,CHI,3000,1.52,0.0,2016-12-26
159641,Thon Maker,PF,MIL,3000,5.79,0.0,2016-12-26
159642,Arinze Onuaku,PF,ORL,3000,0.0,0.0,2016-12-26
159643,Brandan Wright,PF,MEM,3000,0.0,0.0,2016-12-26
159644,Deyonta Davis,PF,MEM,3000,0.0,0.0,2016-12-26
159645,Stephen Zimmerman Jr.,PF,ORL,3000,1.53,5.75,2016-12-26
159646,Kyle Wiltjer,PF,HOU,3000,0.71,0.75,2016-12-26
159647,Skal Labissiere,PF,SAC,3000,0.0,0.0,2016-12-26
159648,Paul Pierce,PF,LAC,3000,4.75,0.0,2016-12-26
159649,Brandon Bass,PF,LAC,3000,10.17,20.5,2016-12-26
159650,Darrell Arthur,PF,DEN,3000,3.69,0.0,2016-12-26
159651,Brice Johnson,PF,LAC,3000,0.0,0.0,2016-12-26
159652,Juancho Hernangomez,PF,DEN,3000,3.17,0.0,2016-12-26
159653,Cheick Diallo,PF,NO,3000,3.3,0.0,2016-12-26
159654,Jake Layman,PF,POR,3000,0.47,0.0,2016-12-26
159655,Noah Vonleh,PF,POR,3000,6.64,19.5,2016-12-26
159656,Pascal Siakam,PF,TOR,3000,12.4,0.0,2016-12-26
160318,Russell Westbrook,PG,OKC,12500,64.64,67.75,2016-12-27
160319,Isaiah Thomas,PG,BOS,7900,45.84,31.75,2016-12-27
160320,Goran Dragic,PG,MIA,7100,0.0,0.0,2016-12-27
160321,George Hill,PG,UTA,6500,0.0,0.0,2016-12-27
160322,Mike Conley,PG,MEM,6400,0.0,0.0,2016-12-27
160323,Patrick Beverley,PG,HOU,5700,0.0,0.0,2016-12-27
160324,Deron Williams,PG,DAL,5600,32.14,18.75,2016-12-27
160325,D'Angelo Russell,PG,LAL,5100,24.92,10.75,2016-12-27
160326,Tyler Johnson,PG,MIA,5000,32.66,25.5,2016-12-27
160327,Shelvin Mack,PG,UTA,5000,22.71,12.75,2016-12-27
160328,J.J. Barea,PG,DAL,4200,0.0,0.0,2016-12-27
160329,Andrew Harrison,PG,MEM,3500,23.45,30.75,2016-12-27
160330,Terry Rozier,PG,BOS,3300,3.12,0.0,2016-12-27
160331,Demetrius Jackson,PG,BOS,3000,0.0,0.0,2016-12-27
160332,Wade Baldwin IV,PG,MEM,3000,0.0,0.0,2016-12-27
160333,Semaj Christon,PG,OKC,3000,10.06,5.25,2016-12-27
160334,Cameron Payne,PG,OKC,3000,0.0,0.0,2016-12-27
160335,Bobby Brown,PG,HOU,3000,0.0,1.25,2016-12-27
160336,Tyler Ennis,PG,HOU,3000,5.18,11.5,2016-12-27
160337,Jose Calderon,PG,LAL,3000,0.0,0.0,2016-12-27
160338,Marcelo Huertas,PG,LAL,3000,1.98,0.0,2016-12-27
160339,Raul Neto,PG,UTA,3000,7.34,13.0,2016-12-27
160340,Dante Exum,PG,UTA,3000,0.0,0.0,2016-12-27
160341,James Harden,PG/SG,HOU,11400,56.32,59.25,2016-12-27
160342,Jordan Clarkson,PG/SG,LAL,4200,19.61,25.25,2016-12-27
160343,Devin Harris,PG/SG,DAL,3000,7.63,4.75,2016-12-27
160344,Hassan Whiteside,C,MIA,8700,45.22,25.5,2016-12-27
160345,Rudy Gobert,C,UTA,7700,41.95,31.75,2016-12-27
160346,Marc Gasol,C,MEM,7200,38.09,54.5,2016-12-27
160347,Al Horford,C,BOS,6900,38.98,25.5,2016-12-27
160348,Steven Adams,C,OKC,5100,27.22,28.5,2016-12-27
160349,Enes Kanter,C,OKC,4900,24.04,32.0,2016-12-27
160350,Clint Capela,C,HOU,4900,0.0,0.0,2016-12-27
160351,Andrew Bogut,C,DAL,4000,21.99,13.5,2016-12-27
160352,Willie Reed,C,MIA,3600,8.74,17.0,2016-12-27
160353,Timofey Mozgov,C,LAL,3400,15.12,21.5,2016-12-27
160354,Nene Hilario,C,HOU,3300,15.27,25.5,2016-12-27
160355,Salah Mejri,C,DAL,3100,6.27,6.5,2016-12-27
160356,Tyler Zeller,C,BOS,3000,2.06,1.25,2016-12-27
160357,Nick Collison,C,OKC,3000,0.95,0.0,2016-12-27
160358,A.J. Hammons,C,DAL,3000,2.87,0.0,2016-12-27
160359,Chinanu Onuaku,C,HOU,3000,0.0,0.0,2016-12-27
160360,Jeff Withey,C,UTA,3000,2.17,0.0,2016-12-27
160361,Tarik Black,C,LAL,3000,0.0,0.0,2016-12-27
160362,Ivica Zubac,C,LAL,3000,1.55,0.0,2016-12-27
160363,Gordon Hayward,SF,UTA,8000,39.06,50.25,2016-12-27
160364,Jae Crowder,SF,BOS,5300,24.82,28.25,2016-12-27
160365,Justise Winslow,SF,MIA,5300,25.31,22.75,2016-12-27
160366,Luol Deng,SF,LAL,5300,25.32,27.25,2016-12-27
160367,Trevor Ariza,SF,HOU,5200,26.51,22.25,2016-12-27
160368,Andre Roberson,SF,OKC,3800,19.15,5.75,2016-12-27
160369,Wayne Ellington,SF,MIA,3700,0.0,2.0,2016-12-27
160370,Chandler Parsons,SF,MEM,3400,0.0,0.0,2016-12-27
160371,Dorian Finney-Smith,SF,DAL,3400,4.62,6.25,2016-12-27
160372,Brandon Ingram,SF,LAL,3400,12.37,9.5,2016-12-27
160373,James Ennis III,SF,MEM,3300,16.01,16.75,2016-12-27
160374,Jaylen Brown,SF,BOS,3000,5.85,1.5,2016-12-27
160375,Kyle Singler,SF,OKC,3000,3.27,2.0,2016-12-27
160376,Derrick Williams,SF,MIA,3000,15.45,13.5,2016-12-27
160377,Josh Huestis,SF,OKC,3000,0.0,0.0,2016-12-27
160378,K.J. McDaniels,SF,HOU,3000,2.59,4.25,2016-12-27
160379,Justin Anderson,SF,DAL,3000,9.27,33.0,2016-12-27
160380,Metta World Peace,SF,LAL,3000,0.0,0.0,2016-12-27
160381,Harrison Barnes,SF/PF,DAL,6300,30.59,26.75,2016-12-27
160382,Larry Nance Jr.,SF/PF,LAL,3700,0.0,0.0,2016-12-27
160383,Jerami Grant,SF/PF,OKC,3200,14.59,13.5,2016-12-27
160384,Sam Dekker,SF/PF,HOU,3200,14.4,33.25,2016-12-27
160385,Luke Babbitt,SF/PF,MIA,3000,6.34,0.0,2016-12-27
160386,Avery Bradley,SG,BOS,5900,28.46,43.75,2016-12-27
160387,Dion Waiters,SG,MIA,5600,0.0,0.0,2016-12-27
160388,Eric Gordon,SG,HOU,5500,28.95,26.25,2016-12-27
160389,Victor Oladipo,SG,OKC,5400,0.0,0.0,2016-12-27
160390,Wesley Matthews,SG,DAL,5400,28.47,25.25,2016-12-27
160391,Rodney Hood,SG,UTA,5300,13.17,5.0,2016-12-27
160392,Lou Williams,SG,LAL,4900,27.64,28.5,2016-12-27
160393,Tony Allen,SG,MEM,4500,20.35,36.0,2016-12-27
160394,Nick Young,SG,LAL,4100,22.24,11.5,2016-12-27
160395,Seth Curry,SG,DAL,3600,20.78,22.75,2016-12-27
160396,Gerald Green,SG,BOS,3000,12.31,29.25,2016-12-27
160397,Troy Daniels,SG,MEM,3000,15.05,9.0,2016-12-27
160398,Troy Williams,SG,MEM,3000,0.84,0.0,2016-12-27
160399,James Young,SG,BOS,3000,0.0,0.0,2016-12-27
160400,Anthony Morrow,SG,OKC,3000,5.21,11.0,2016-12-27
160401,Rodney McGruder,SG,MIA,3000,16.37,10.25,2016-12-27
160402,Alex Abrines,SG,OKC,3000,12.01,20.5,2016-12-27
160403,Jonathan Gibson,SG,DAL,3000,0.0,0.0,2016-12-27
160404,Nicolas Brussino,SG,DAL,3000,0.0,11.5,2016-12-27
160405,Alec Burks,SG,UTA,3000,0.0,0.0,2016-12-27
160406,Julius Randle,PF/C,LAL,5800,29.46,47.5,2016-12-27
160407,Zach Randolph,PF/C,MEM,5100,27.39,33.5,2016-12-27
160408,Montrezl Harrell,PF/C,HOU,4800,23.75,13.0,2016-12-27
160409,Dwight Powell,PF/C,DAL,3900,18.26,22.5,2016-12-27
160410,Derrick Favors,PF/C,UTA,3800,22.55,18.5,2016-12-27
160411,Amir Johnson,PF/C,BOS,3500,18.2,23.0,2016-12-27
160412,Kelly Olynyk,PF/C,BOS,3400,18.09,20.25,2016-12-27
160413,Jarell Martin,PF/C,MEM,3000,10.5,1.25,2016-12-27
160414,Josh McRoberts,PF/C,MIA,3000,0.0,0.0,2016-12-27
160415,Joffrey Lauvergne,PF/C,OKC,3000,12.55,7.0,2016-12-27
160416,Boris Diaw,PF/C,UTA,3000,15.28,14.0,2016-12-27
160417,Ryan Anderson,PF,HOU,5300,26.04,31.25,2016-12-27
160418,Dirk Nowitzki,PF,DAL,4700,18.01,10.25,2016-12-27
160419,James Johnson,PF,MIA,4600,26.9,28.25,2016-12-27
160420,JaMychal Green,PF,MEM,4400,26.19,23.25,2016-12-27
160421,Trey Lyles,PF,UTA,3400,17.49,14.0,2016-12-27
160422,Thomas Robinson,PF,LAL,3200,14.08,15.25,2016-12-27
160423,Brandan Wright,PF,MEM,3000,0.0,0.0,2016-12-27
160424,Jonas Jerebko,PF,BOS,3000,6.93,2.75,2016-12-27
160425,Jordan Mickey,PF,BOS,3000,0.0,0.0,2016-12-27
160426,Deyonta Davis,PF,MEM,3000,0.0,0.0,2016-12-27
160427,Chris Bosh,PF,MIA,3000,0.0,0.0,2016-12-27
160428,Udonis Haslem,PF,MIA,3000,0.68,0.0,2016-12-27
160429,Domantas Sabonis,PF,OKC,3000,13.26,14.25,2016-12-27
160430,Kyle Wiltjer,PF,HOU,3000,0.3,0.0,2016-12-27
160431,Joel Bolomboy,PF,UTA,3000,0.8,0.0,2016-12-27
160432,Josh Richardson,SG/SF,MIA,4400,17.58,35.75,2016-12-27
160433,Marcus Smart,SG/SF,BOS,4300,20.94,33.0,2016-12-27
160434,Joe Ingles,SG/SF,UTA,4300,22.98,22.0,2016-12-27
160435,Joe Johnson,SG/SF,UTA,3300,9.76,14.5,2016-12-27
160436,Vince Carter,SG/SF,MEM,3000,13.28,15.75,2016-12-27
160437,Corey Brewer,SG/SF,HOU,3000,10.96,15.75,2016-12-27
160677,DeMarcus Cousins,PF/C,SAC,11400,61.13,53.5,2016-12-28
160678,Anthony Davis,PF/C,NO,11100,55.73,37.75,2016-12-28
160679,Karl-Anthony Towns,PF/C,MIN,8700,49.43,51.25,2016-12-28
160680,Blake Griffin,PF/C,LAC,7900,0.0,0.0,2016-12-28
160681,Draymond Green,PF/C,GS,7700,36.09,45.0,2016-12-28
160682,LaMarcus Aldridge,PF/C,SA,6900,39.06,44.0,2016-12-28
160683,Serge Ibaka,PF/C,ORL,6200,36.24,39.75,2016-12-28
160684,Gorgui Dieng,PF/C,MIN,5500,25.86,35.0,2016-12-28
160685,Taj Gibson,PF/C,CHI,5000,26.15,19.25,2016-12-28
160686,Kenneth Faried,PF/C,DEN,4800,25.33,15.25,2016-12-28
160687,Marreese Speights,PF/C,LAC,4200,20.11,22.0,2016-12-28
160688,Kyle O'Quinn,PF/C,NY,3900,18.83,14.0,2016-12-28
160689,Justin Hamilton,PF/C,BKN,3800,13.44,18.75,2016-12-28
160690,Mike Muscala,PF/C,ATL,3700,12.91,9.75,2016-12-28
160691,Luis Scola,PF/C,BKN,3000,8.53,0.0,2016-12-28
160692,Jason Smith,PF/C,WAS,3000,8.07,17.25,2016-12-28
160693,Spencer Hawes,PF/C,CHA,3000,0.0,13.5,2016-12-28
160694,Ed Davis,PF/C,POR,3000,12.56,0.0,2016-12-28
160695,Meyers Leonard,PF/C,POR,3000,8.67,27.25,2016-12-28
160696,Giannis Antetokounmpo,PG,MIL,10000,52.03,45.25,2016-12-28
160697,John Wall,PG,WAS,9500,46.3,67.25,2016-12-28
160698,Chris Paul,PG,LAC,9000,36.7,42.5,2016-12-28
160699,Damian Lillard,PG,POR,8500,0.0,0.0,2016-12-28
160700,Kyle Lowry,PG,TOR,8200,44.58,57.5,2016-12-28
160701,Stephen Curry,PG,GS,8100,43.48,47.75,2016-12-28
160702,Kemba Walker,PG,CHA,8000,37.73,32.75,2016-12-28
160703,Jeff Teague,PG,IND,7200,40.3,41.5,2016-12-28
160704,Eric Bledsoe,PG,PHO,7000,35.76,19.5,2016-12-28
160705,Dennis Schroder,PG,ATL,6900,35.73,38.0,2016-12-28
160706,Derrick Rose,PG,NY,6300,34.73,42.75,2016-12-28
160707,Jrue Holiday,PG,NO,6300,33.53,32.5,2016-12-28
160708,Elfrid Payton,PG,ORL,6000,31.5,15.25,2016-12-28
160709,Ricky Rubio,PG,MIN,5900,30.48,45.0,2016-12-28
160710,Rajon Rondo,PG,CHI,5900,27.7,37.75,2016-12-28
160711,Jeremy Lin,PG,BKN,5800,0.0,0.0,2016-12-28
160712,Reggie Jackson,PG,DET,5200,25.59,29.25,2016-12-28
160713,Austin Rivers,PG,LAC,4900,22.0,31.5,2016-12-28
160714,Emmanuel Mudiay,PG,DEN,4800,27.34,22.5,2016-12-28
160715,Tim Frazier,PG,NO,4300,14.46,0.0,2016-12-28
160716,Darren Collison,PG,SAC,4300,15.05,14.75,2016-12-28
160717,Ty Lawson,PG,SAC,4200,24.71,12.75,2016-12-28
160718,Tony Parker,PG,SA,4100,24.23,24.75,2016-12-28
160719,Patty Mills,PG,SA,4000,15.85,10.75,2016-12-28
160720,Ramon Sessions,PG,CHA,3800,11.83,22.25,2016-12-28
160721,Cory Joseph,PG,TOR,3700,17.56,16.5,2016-12-28
160722,D.J. Augustin,PG,ORL,3600,16.93,10.5,2016-12-28
160723,Tomas Satoransky,PG,WAS,3500,1.63,0.0,2016-12-28
160724,Jameer Nelson,PG,DEN,3400,14.69,9.5,2016-12-28
160725,Isaiah Whitehead,PG,BKN,3400,16.67,14.5,2016-12-28
160726,Shabazz Napier,PG,POR,3400,9.7,9.5,2016-12-28
160727,Aaron Brooks,PG,IND,3300,12.94,4.5,2016-12-28
160728,Ish Smith,PG,DET,3200,15.48,8.0,2016-12-28
160729,Malcolm Delaney,PG,ATL,3000,5.8,3.5,2016-12-28
160730,John Lucas III,PG,MIN,3000,0.0,0.0,2016-12-28
160731,Kris Dunn,PG,MIN,3000,11.49,6.5,2016-12-28
160732,Tyus Jones,PG,MIN,3000,2.97,0.0,2016-12-28
160733,Malik Beasley,PG,DEN,3000,0.0,0.0,2016-12-28
160734,Jason Terry,PG,MIL,3000,5.19,10.5,2016-12-28
160735,Beno Udrih,PG,DET,3000,3.42,0.0,2016-12-28
160736,Shaun Livingston,PG,GS,3000,10.31,2.5,2016-12-28
160737,Fred VanVleet,PG,TOR,3000,1.83,0.0,2016-12-28
160738,Delon Wright,PG,TOR,3000,0.0,0.0,2016-12-28
160739,Randy Foye,PG,BKN,3000,6.01,20.75,2016-12-28
160740,Isaiah Canaan,PG,CHI,3000,0.0,0.0,2016-12-28
160741,Jerian Grant,PG,CHI,3000,13.27,0.0,2016-12-28
160742,Spencer Dinwiddie,PG,BKN,3000,8.1,6.75,2016-12-28
160743,Michael Carter-Williams,PG,CHI,3000,14.01,13.0,2016-12-28
160744,Trey Burke,PG,WAS,3000,4.39,4.0,2016-12-28
160745,C.J. Watson,PG,ORL,3000,6.22,10.0,2016-12-28
160746,Brian Roberts,PG,CHA,3000,0.0,5.0,2016-12-28
