Date;GID;Pos;Name;Starter;DK Pts;DK Salary;Team;H/A;Oppt;Team Score;Oppt Score;Minutes;Stat line
20161102;4503;C;Ezeli Festus;;0;$3000;por;A;pho;115;118;NA;
20161102;4949;C;Hernangomez Guillermo;;0;$3000;nyk;H;hou;99;118;NA;
20161102;4024;C;Splitter Tiago;;0;$3000;atl;H;lal;116;123;NA;
20161102;4652;PF/C;Noel Nerlens;;0;$5100;phi;A;cha;93;109;NA;
20161102;4034;C;Wright Brandan;;0;$3000;mem;H;nor;89;83;NA;
20161102;5010;C;Onuaku Chinanu;;0;$3000;hou;A;nyk;118;99;NA;
20161102;4299;C;Mozgov Timofey;;0;$4100;lal;A;atl;123;116;NA;
20161102;3998;C;Horford Al;;0;$6500;bos;H;chi;107;100;NA;
20161102;4101;C;Hibbert Roy;;0;$3700;cha;H;phi;109;93;NA;
20161102;4944;C;Hammons A.J.;;0;$3000;dal;A;uta;81;97;NA;
