Id,Name,Position,Team,Salary,Projected,Scored,Override
132141,James Harden,PG/SG,HOU,12200,65.56,46.25,0
132142,J.J. Barea,PG/SG,DAL,6600,28.58,22.5,0
132143,Victor Oladipo,PG/SG,OKC,5500,14.7960170232,55.5,0
132144,Matthew Dellavedova,PG/SG,MIL,4300,28.3435401309,24.25,0
132145,Brandon Knight,PG/SG,PHO,4100,26.9516387522,46.0,0
132146,Iman Shumpert,PG/SG,CLE,4000,22.8301414096,7.25,0
132147,Jamal Murray,PG/SG,DEN,3700,21.5205023216,13.25,0
132148,Tim Hardaway Jr.,PG/SG,ATL,3600,11.884411556,19.25,0
132149,Raymond Felton,PG/SG,LAC,3600,5.8188634601,12.5,0
132150,Garrett Temple,PG/SG,SAC,3000,8.02637082268,14.5,0
132151,Ian Clark,PG/SG,GS,3000,11.8890802264,0.0,0
132152,Rodney Stuckey,PG/SG,IND,3000,8.2029410694,0.0,0
132153,Andrew Harrison,PG/SG,MEM,3000,7.16233169698,14.75,0
132154,Russell Westbrook,PG,OKC,11900,61.8,54.25,0
132155,Stephen Curry,PG,GS,9400,50.8,51.25,0
132156,John Wall,PG,WAS,9200,52.59,42.5,0
132157,Giannis Antetokounmpo,PG,MIL,9000,46.29,60.75,0
132158,Chris Paul,PG,LAC,8800,49.37,30.0,0
132159,Isaiah Thomas,PG,BOS,8000,42.67,43.0,0
132160,Kyle Lowry,PG,TOR,7700,45.18,43.25,0
132161,Kyrie Irving,PG,CLE,7600,43.05,38.5,0
132162,Eric Bledsoe,PG,PHO,6900,37.38,22.25,0
132163,Jeff Teague,PG,IND,6500,33.48,41.0,0
132164,Dennis Schroder,PG,ATL,6300,32.05,29.25,0
132165,Jrue Holiday,PG,NO,6200,0.0,0.0,0
132166,Reggie Jackson,PG,DET,6000,0.1,0.0,0
132167,Mike Conley,PG,MEM,6000,22.9729331225,55.75,0
132168,Tim Frazier,PG,NO,5900,35.0093788209,12.25,0
132169,Elfrid Payton,PG,ORL,5800,24.0891152475,25.5,0
132170,Marcus Smart,PG,BOS,5700,24.8472028083,23.75,0
132171,Emmanuel Mudiay,PG,DEN,5700,37.4888461379,34.25,0
132172,Deron Williams,PG,DAL,5600,14.6679734369,0.0,0
132173,Derrick Rose,PG,NY,5500,31.4947627048,27.25,0
132174,Ish Smith,PG,DET,5300,23.1821693936,31.5,0
132175,Darren Collison,PG,SAC,5200,18.8415267772,27.0,0
132176,Sergio Rodriguez,PG,PHI,4800,15.2167681921,28.5,0
132177,Tomas Satoransky,PG,WAS,4600,17.0266773077,11.75,0
132178,Jerryd Bayless,PG,PHI,4500,0.1,0.0,0
132179,Patrick Beverley,PG,HOU,4400,0.1,0.0,0
132180,Patty Mills,PG,SA,4200,18.72,11.5,0
132181,Tony Parker,PG,SA,3900,21.53,29.25,0
132182,Jameer Nelson,PG,DEN,3800,25.632731842,20.75,0
132183,Brandon Jennings,PG,NY,3700,20.8599661589,14.0,0
132184,D.J. Augustin,PG,ORL,3500,12.646109678,15.25,0
132185,Shaun Livingston,PG,GS,3500,10.7803151237,13.25,0
132186,Cory Joseph,PG,TOR,3500,9.90104782238,21.5,0
132187,Langston Galloway,PG,NO,3400,23.6782950805,24.0,0
132188,Ty Lawson,PG,SAC,3300,11.7321126001,5.5,0
132189,Austin Rivers,PG,LAC,3300,9.78433588222,7.25,0
132190,Jason Terry,PG,MIL,3000,11.7479059135,0.0,0
132191,Malcolm Delaney,PG,ATL,3000,9.04942395249,12.5,0
132192,Devin Harris,PG,DAL,3000,0.1,0.0,0
132193,Demetrius Jackson,PG,BOS,3000,0.577621804905,0.0,0
132194,Terry Rozier,PG,BOS,3000,10.5372915483,11.75,0
132195,Tyler Ulis,PG,PHO,3000,7.59481763745,0.0,0
132196,Malik Beasley,PG,DEN,3000,7.92417417723,0.0,0
132197,Bobby Brown,PG,HOU,3000,0.1,0.0,0
132198,Semaj Christon,PG,OKC,3000,4.2306596914,6.0,0
132199,Tyler Ennis,PG,HOU,3000,6.13713427314,17.0,0
132200,Cameron Payne,PG,OKC,3000,0.1,0.0,0
132201,C.J. Watson,PG,ORL,3000,2.91932802333,18.25,0
132202,Nicolas Laprovittola,PG,SA,3000,1.88,0.0,0
132203,Bryn Forbes,PG,SA,3000,0.1,0.0,0
132204,Dejounte Murray,PG,SA,3000,0.1,2.25,0
132205,T.J. McConnell,PG,PHI,3000,8.51527482428,12.25,0
132206,Trey Burke,PG,WAS,3000,8.49324668708,2.0,0
132207,Beno Udrih,PG,DET,3000,10.958379265,8.5,0
