Id,Name,Position,Team,Salary,Projected,Scored,Override
126344,Russell Westbrook,PG,OKC,12200,56.52,36.25,0
126345,John Wall,PG,WAS,8800,52.87,40.75,0
126346,Stephen Curry,PG,GS,8700,41.0,68.25,0
126347,Chris Paul,PG,LAC,8500,46.94,52.0,0
126348,Kemba Walker,PG,CHA,7400,38.09,51.0,0
126349,Goran Dragic,PG,MIA,7000,37.48,17.25,0
126350,Tim Frazier,PG,NO,6600,28.21,37.0,0
126351,Jrue Holiday,PG,NO,6500,0.0,0.0,0
126352,Reggie Jackson,PG,DET,6400,0.0,0.0,0
126353,Rajon Rondo,PG,CHI,6100,29.17,25.25,0
126354,Elfrid Payton,PG,ORL,6100,30.89,15.5,0
126355,Jeff Teague,PG,IND,6000,28.68,19.75,0
126356,Ish Smith,PG,DET,5500,20.655,6.75,0
126357,Sergio Rodriguez,PG,PHI,5300,23.005,21.0,0
126358,Jerryd Bayless,PG,PHI,4500,0.1,0.0,0
126359,Patrick Beverley,PG,HOU,4400,0.1,0.0,0
126360,Tomas Satoransky,PG,WAS,3800,1.765,8.25,0
126361,D.J. Augustin,PG,ORL,3500,13.54,10.0,0
126362,Shaun Livingston,PG,GS,3500,10.475,7.75,0
126363,Michael Carter-Williams,PG,CHI,3400,1.58,0.0,0
126364,Austin Rivers,PG,LAC,3300,16.93,19.5,0
126365,T.J. McConnell,PG,PHI,3200,9.765,10.0,0
126366,Isaiah Canaan,PG,CHI,3100,17.795,15.5,0
126367,C.J. Watson,PG,ORL,3000,4.09,8.75,0
126368,Jerian Grant,PG,CHI,3000,15.225,8.75,0
126369,Semaj Christon,PG,OKC,3000,8.925,15.5,0
126370,Cameron Payne,PG,OKC,3000,0.1,0.0,0
126371,Langston Galloway,PG,NO,3000,11.15,21.5,0
126372,Bobby Brown,PG,HOU,3000,0.1,0.0,0
126373,Trey Burke,PG,WAS,3000,0.1,1.5,0
126374,Tyler Ennis,PG,HOU,3000,0.5825,4.5,0
126375,Aaron Brooks,PG,IND,3000,13.43,20.0,0
126376,Brian Roberts,PG,CHA,3000,1.125,3.25,0
126377,Ramon Sessions,PG,CHA,3000,16.895,22.75,0
126378,Aaron Harrison,PG,CHA,3000,0.635,2.75,0
126379,Shelvin Mack,PG,UTA,3000,19.705,20.0,0
126380,Raul Neto,PG,UTA,3000,0.1,1.5,0
126381,Dante Exum,PG,UTA,3000,8.925,17.0,0
126382,Beno Udrih,PG,DET,3000,10.76,14.5,0
126383,James Harden,PG/SG,HOU,11700,65.05,61.0,0
126384,George Hill,PG/SG,UTA,6500,0.0,0.0,0
126385,Victor Oladipo,PG/SG,OKC,5900,16.755,22.5,0
126386,Tyler Johnson,PG/SG,MIA,4700,23.48,22.0,0
126387,Raymond Felton,PG/SG,LAC,3600,15.9,27.0,0
126388,Ian Clark,PG/SG,GS,3000,7.185,9.0,0
126389,Rodney Stuckey,PG/SG,IND,3000,0.1,0.0,0
126390,Anthony Davis,PF/C,NO,11100,63.06,53.25,0
126391,Draymond Green,PF/C,GS,7800,40.41,44.0,0
126392,Myles Turner,PF/C,IND,6900,27.72,21.75,0
126393,Taj Gibson,PF/C,CHI,5700,27.78,35.75,0
126394,Serge Ibaka,PF/C,ORL,5500,30.725,25.75,0
126395,Clint Capela,PF/C,HOU,5200,24.39,30.5,0
126396,Jahlil Okafor,PF/C,PHI,4500,17.28,22.5,0
126397,Spencer Hawes,PF/C,CHA,3500,28.7275,36.25,0
126398,Trey Lyles,PF/C,UTA,3400,17.08,16.75,0
126399,Montrezl Harrell,PF/C,HOU,3200,16.535,0.0,0
126400,Joffrey Lauvergne,PF/C,OKC,3000,7.79,11.5,0
126401,Jason Smith,PF/C,WAS,3000,0.1,9.5,0
126402,Boris Diaw,PF/C,UTA,3000,0.1,0.0,0
126403,Brandon Bass,PF/C,LAC,3000,0.1,10.75,0
126404,Kevin Durant,SF/PF,GS,9900,55.78,35.75,0
126405,Tobias Harris,SF/PF,DET,6300,29.48,15.25,0
126406,Markieff Morris,SF/PF,WAS,5900,32.23,19.75,0
126407,Aaron Gordon,SF/PF,ORL,5700,33.555,30.0,0
126408,Dario Saric,SF/PF,PHI,4400,13.83,8.5,0
126409,Jeff Green,SF/PF,ORL,3700,22.35,12.0,0
126410,Jerami Grant,SF/PF,OKC,3700,15.14,9.25,0
126411,Dante Cunningham,SF/PF,NO,3100,7.67,11.25,0
126412,James Johnson,SF/PF,MIA,3000,7.94,32.0,0
126413,Hassan Whiteside,C,MIA,8600,43.24,25.0,0
126414,Andre Drummond,C,DET,8100,44.91,36.0,0
126415,Rudy Gobert,C,UTA,6900,29.65,22.5,0
126416,DeAndre Jordan,C,LAC,6800,35.26,22.0,0
126417,Nikola Vucevic,C,ORL,6300,32.29,28.0,0
126418,Marcin Gortat,C,WAS,6200,35.24,38.5,0
126419,Steven Adams,C,OKC,5700,32.91,22.5,0
126420,Joel Embiid,C,PHI,5700,26.17,26.75,0
126421,Nerlens Noel,C,PHI,5000,0.1,0.0,0
126422,Enes Kanter,C,OKC,4900,29.4,40.5,0
126423,Cody Zeller,C,CHA,4400,28.66,19.25,0
126424,Robin Lopez,C,CHI,4000,25.475,18.75,0
126425,Zaza Pachulia,C,GS,3900,17.185,4.25,0
126426,Roy Hibbert,C,CHA,3700,6.6825,0.0,0
126427,Bismack Biyombo,C,ORL,3600,24.29,15.75,0
126428,Willie Reed,C,MIA,3600,3.16,21.0,0
126429,Nene Hilario,C,HOU,3600,18.36,12.5,0
126430,Marreese Speights,C,LAC,3500,8.655,13.5,0
126431,Al Jefferson,C,IND,3300,21.505,26.75,0
126432,Cristiano Felicio,C,CHI,3000,11.67,5.75,0
126433,Nick Collison,C,OKC,3000,4.155,0.0,0
126434,Josh McRoberts,C,MIA,3000,0.1,0.0,0
126435,Anderson Varejao,C,GS,3000,0.1,0.0,0
126436,JaVale McGee,C,GS,3000,0.12,0.0,0
126437,Alexis Ajinca,C,NO,3000,0.695,7.0,0
126438,Omer Asik,C,NO,3000,10.82,15.5,0
126439,Damian Jones,C,GS,3000,0.1,0.0,0
126440,Ian Mahinmi,C,WAS,3000,0.525,0.0,0
126441,Daniel Ochefu,C,WAS,3000,0.575,0.0,0
126442,Chinanu Onuaku,C,HOU,3000,0.1,0.0,0
126443,Kevin Seraphin,C,IND,3000,14.39,5.75,0
126444,Jeff Withey,C,UTA,3000,9.0225,8.0,0
126445,Aron Baynes,C,DET,3000,8.285,8.5,0
126446,Boban Marjanovic,C,DET,3000,0.88,9.5,0
126447,Diamond Stone,C,LAC,3000,0.1,0.0,0
126448,Blake Griffin,PF,LAC,8000,43.03,40.0,0
126449,Thaddeus Young,PF,IND,5600,28.49,7.75,0
126450,Derrick Favors,PF,UTA,5600,24.33,44.0,0
126451,Ryan Anderson,PF,HOU,5300,30.01,38.25,0
126452,Nikola Mirotic,PF,CHI,5100,25.14,12.5,0
126453,Marvin Williams,PF,CHA,5000,30.335,17.5,0
126454,Terrence Jones,PF,NO,4700,15.365,5.75,0
126455,Frank Kaminsky,PF,CHA,4300,27.2775,16.5,0
126456,Ersan Ilyasova,PF,PHI,4300,16.32,16.25,0
126457,Jon Leuer,PF,DET,4300,17.675,24.0,0
126458,Domantas Sabonis,PF,OKC,3600,12.14,32.0,0
126459,Richaun Holmes,PF,PHI,3600,9.06,4.75,0
126460,Luke Babbitt,PF,MIA,3200,10.735,18.0,0
126461,Andrew Nicholson,PF,WAS,3100,5.56,0.0,0
126462,Arinze Onuaku,PF,ORL,3000,0.625,1.25,0
126463,Bobby Portis,PF,CHI,3000,11.84,17.5,0
126464,Stephen Zimmerman Jr.,PF,ORL,3000,0.935,0.0,0
126465,Chris Bosh,PF,MIA,3000,0.1,0.0,0
126466,Udonis Haslem,PF,MIA,3000,0.61,0.0,0
126467,Derrick Williams,PF,MIA,3000,0.1,1.25,0
126468,David West,PF,GS,3000,5.725,21.5,0
126469,James Michael McAdoo,PF,GS,3000,1.6,0.0,0
126470,Kevon Looney,PF,GS,3000,7.035,2.0,0
126471,Cheick Diallo,PF,NO,3000,0.1,0.0,0
126472,Kyle Wiltjer,PF,HOU,3000,1.725,0.0,0
126473,Lavoy Allen,PF,IND,3000,9.49,12.25,0
126474,Rakeem Christmas,PF,IND,3000,0.1,0.0,0
126475,Christian Wood,PF,CHA,3000,0.9675,2.5,0
