Id,Name,Position,Team,Salary,Projected,Scored,Override
144856,Russell Westbrook,PG,OKC,12800,74.93,69.75,0
144857,Chris Paul,PG,LAC,8500,42.33,39.0,0
144858,Jeff Teague,PG,IND,6800,36.93,27.25,0
144859,Derrick Rose,PG,NY,6500,35.35,34.5,0
144860,Jrue Holiday,PG,NO,6400,33.96,29.25,0
144861,Reggie Jackson,PG,DET,5800,22.19,24.75,0
144862,Ish Smith,PG,DET,5400,22.245,15.25,0
144863,Tim Frazier,PG,NO,5300,10.535,10.5,0
144864,Elfrid Payton,PG,ORL,4800,33.06,17.5,0
144865,Brandon Jennings,PG,NY,4200,18.22,23.75,0
144866,D.J. Augustin,PG,ORL,4100,21.915,20.75,0
144867,Ty Lawson,PG,SAC,3900,15.18,2.5,0
144868,Austin Rivers,PG,LAC,3300,20.67,8.25,0
144869,Beno Udrih,PG,DET,3000,16.63,0.0,0
144870,Langston Galloway,PG,NO,3000,4.39,7.75,0
144871,Semaj Christon,PG,OKC,3000,2.345,10.25,0
144872,Cameron Payne,PG,OKC,3000,0.1,0.0,0
144873,Aaron Brooks,PG,IND,3000,9.295,3.75,0
144874,Anthony Davis,PF/C,NO,11200,61.11,70.75,0
144875,DeMarcus Cousins,PF/C,SAC,10900,59.46,67.5,0
144876,Myles Turner,PF/C,IND,7000,33.07,23.25,0
144877,Serge Ibaka,PF/C,ORL,5900,22.235,50.25,0
144878,Kyle O'Quinn,PF/C,NY,4300,16.35,22.75,0
144879,Marreese Speights,PF/C,LAC,3700,22.635,10.75,0
144880,Joffrey Lauvergne,PF/C,OKC,3000,8.05,17.75,0
144881,Brandon Bass,PF/C,LAC,3000,8.3975,0.0,0
144882,Blake Griffin,PF,LAC,8300,42.62,57.5,0
144883,Kristaps Porzingis,PF,NY,8000,40.07,44.0,0
144884,Thaddeus Young,PF,IND,5500,17.135,30.75,0
144885,Jon Leuer,PF,DET,4600,22.64,22.25,0
144886,Terrence Jones,PF,NO,4600,11.435,18.75,0
144887,Domantas Sabonis,PF,OKC,3200,10.02,13.5,0
144888,Arinze Onuaku,PF,ORL,3000,0.1,0.0,0
144889,Henry Ellenson,PF,DET,3000,0.1,0.0,0
144890,Stephen Zimmerman Jr.,PF,ORL,3000,0.1,0.0,0
144891,Cheick Diallo,PF,NO,3000,0.1,0.0,0
144892,Anthony Tolliver,PF,SAC,3000,0.1,0.0,0
144893,Maurice Ndour,PF,NY,3000,2.32,0.0,0
144894,Skal Labissiere,PF,SAC,3000,0.1,0.0,0
144895,Lavoy Allen,PF,IND,3000,6.46,3.0,0
144896,Rakeem Christmas,PF,IND,3000,2.315,0.0,0
144897,Georges Niang,PF,IND,3000,1.075,0.0,0
144898,Brice Johnson,PF,LAC,3000,0.1,0.0,0
144899,Paul George,SF,IND,7800,37.61,38.75,0
144900,Carmelo Anthony,SF,NY,7600,35.59,28.0,0
144901,Marcus Morris,SF,DET,5000,26.75,35.25,0
144902,Glenn Robinson III,SF,IND,5000,4.58,3.25,0
144903,Solomon Hill,SF,NO,3400,10.855,14.25,0
144904,Luc Richard Mbah a Moute,SF,LAC,3200,6.9,16.5,0
144905,Reggie Bullock,SF,DET,3000,1.54,0.0,0
144906,Michael Gbinije,SF,DET,3000,0.505,0.0,0
144907,Damjan Rudez,SF,ORL,3000,0.1,0.0,0
144908,Quincy Pondexter,SF,NO,3000,0.1,0.0,0
144909,Kyle Singler,SF,OKC,3000,0.1,0.0,0
144910,Anthony Brown,SF,NO,3000,6.1,9.25,0
144911,Josh Huestis,SF,OKC,3000,0.1,0.0,0
144912,Omri Casspi,SF,SAC,3000,9.305,15.25,0
144913,Mindaugas Kuzminskas,SF,NY,3000,9.31,4.5,0
144914,Paul Pierce,SF,LAC,3000,3.145,3.25,0
144915,Wesley Johnson,SF,LAC,3000,0.805,0.0,0
144916,Andre Drummond,C,DET,7400,40.66,37.0,0
144917,Nikola Vucevic,C,ORL,6300,37.8,32.5,0
144918,DeAndre Jordan,C,LAC,6200,32.04,34.25,0
144919,Steven Adams,C,OKC,4900,19.39,12.75,0
144920,Bismack Biyombo,C,ORL,4500,14.51,23.25,0
144921,Enes Kanter,C,OKC,4500,15.53,37.5,0
144922,Joakim Noah,C,NY,3900,6.8675,10.25,0
144923,Aron Baynes,C,DET,3800,14.545,9.5,0
144924,Al Jefferson,C,IND,3600,11.64,14.0,0
144925,Guillermo Hernangomez,C,NY,3200,7.3525,15.5,0
144926,Boban Marjanovic,C,DET,3000,5.26,0.0,0
144927,Nick Collison,C,OKC,3000,0.1,0.0,0
144928,Alexis Ajinca,C,NO,3000,0.445,0.0,0
144929,Omer Asik,C,NO,3000,9.57,5.75,0
144930,Kosta Koufos,C,SAC,3000,6.795,17.75,0
144931,Marshall Plumlee,C,NY,3000,0.1,0.0,0
144932,Willie Cauley-Stein,C,SAC,3000,4.115,16.0,0
144933,Georgios Papagiannis,C,SAC,3000,0.1,0.0,0
144934,Kevin Seraphin,C,IND,3000,0.1,0.0,0
144935,Diamond Stone,C,LAC,3000,1.695,0.0,0
144936,Victor Oladipo,SG,OKC,6700,36.98,29.75,0
144937,Evan Fournier,SG,ORL,5700,28.03,14.25,0
144938,Kentavious Caldwell-Pope,SG,DET,5600,28.05,27.25,0
144939,J.J. Redick,SG,LAC,4700,24.295,21.75,0
144940,Monta Ellis,SG,IND,4600,15.065,22.5,0
144941,Jamal Crawford,SG,LAC,4000,22.405,19.0,0
144942,E'Twaun Moore,SG,NO,3900,18.575,15.0,0
144943,Courtney Lee,SG,NY,3800,5.325,0.0,0
144944,Jodie Meeks,SG,ORL,3000,12.31,13.25,0
144945,C.J. Wilcox,SG,ORL,3000,0.1,0.0,0
144946,Darrun Hilliard,SG,DET,3000,5.035,1.0,0
144947,Anthony Morrow,SG,OKC,3000,9.34,5.75,0
144948,Buddy Hield,SG,NO,3000,2.11,24.0,0
144949,Alex Abrines,SG,OKC,3000,0.1,0.0,0
144950,Sasha Vujacic,SG,NY,3000,13.155,15.5,0
144951,Arron Afflalo,SG,SAC,3000,11.85,8.0,0
144952,Ben McLemore,SG,SAC,3000,0.1,0.0,0
144953,Ron Baker,SG,NY,3000,3.495,0.0,0
144954,Malachi Richardson,SG,SAC,3000,0.1,0.0,0
144955,Alan Anderson,SG,LAC,3000,2.815,0.0,0
144956,Joe Young,SG,IND,3000,0.1,0.0,0
144957,Rudy Gay,SF/PF,SAC,6600,32.38,44.75,0
144958,Tobias Harris,SF/PF,DET,6100,34.27,18.0,0
144959,Aaron Gordon,SF/PF,ORL,4300,13.755,13.75,0
144960,Matt Barnes,SF/PF,SAC,4300,15.385,8.75,0
144961,Jeff Green,SF/PF,ORL,3500,11.27,24.25,0
144962,Jerami Grant,SF/PF,OKC,3100,9.93,11.0,0
144963,Dante Cunningham,SF/PF,NO,3000,0.1,0.0,0
144964,Lance Thomas,SF/PF,NY,3000,8.41,12.25,0
144965,Tyreke Evans,SG/SF,NO,6000,0.1,0.0,0
144966,C.J. Miles,SG/SF,IND,4700,0.1,17.75,0
144967,Andre Roberson,SG/SF,OKC,4400,15.325,28.25,0
144968,Justin Holiday,SG/SF,NY,3900,24.3025,23.5,0
144969,Raymond Felton,SG/SF,LAC,3200,15.23,6.0,0
144970,Mario Hezonja,SG/SF,ORL,3000,0.1,0.0,0
