Id,Name,Position,Team,Salary,Projected,Scored,Override
144049,Kevin Durant,SF/PF,GS,10700,54.34,43.0,0
144050,Jabari Parker,SF/PF,MIL,6400,33.42,32.0,0
144051,Harrison Barnes,SF/PF,DAL,6400,29.33,32.75,0
144052,Larry Nance Jr.,SF/PF,LAL,4600,0.1,0.0,0
144053,DeMarre Carroll,SF/PF,TOR,4400,22.08,22.75,0
144054,Nikola Mirotic,SF/PF,CHI,4300,14.9363700234,6.25,0
144055,Dario Saric,SF/PF,PHI,4000,22.595421736,42.5,0
144056,Luol Deng,SF/PF,LAL,3800,10.0479315525,34.25,0
144057,Michael Beasley,SF/PF,MIL,3600,23.0922998709,11.25,0
144058,Luke Babbitt,SF/PF,MIA,3000,3.14762642055,0.0,0
144059,Giannis Antetokounmpo,PG,MIL,10400,57.85,52.0,0
144060,Stephen Curry,PG,GS,9100,47.4,39.5,0
144061,Damian Lillard,PG,POR,8700,43.85,35.0,0
144062,Kyle Lowry,PG,TOR,7800,43.79,42.0,0
144063,Isaiah Thomas,PG,BOS,7600,39.09,54.5,0
144064,Eric Bledsoe,PG,PHO,7500,41.96,50.75,0
144065,Kemba Walker,PG,CHA,7400,44.25,38.5,0
144066,Mike Conley,PG,MEM,6900,0.0,0.0,0
144067,Goran Dragic,PG,MIA,6900,38.35,42.75,0
144068,Rajon Rondo,PG,CHI,6700,38.7,7.0,0
144069,D'Angelo Russell,PG,LAL,6300,0.0,0.0,0
144070,Dennis Schroder,PG,ATL,6000,41.2151308609,26.75,0
144071,Jeremy Lin,PG,BKN,5900,0.1,0.0,0
144072,Emmanuel Mudiay,PG,DEN,5300,20.1011538621,22.75,0
144073,Andrew Harrison,PG,MEM,5200,23.692331697,20.0,0
144074,Tyler Johnson,PG,MIA,5100,27.18,30.25,0
144075,J.J. Barea,PG,DAL,5000,0.1,0.0,0
144076,Sergio Rodriguez,PG,PHI,4900,14.9767681921,37.25,0
144077,Ricky Rubio,PG,MIN,4800,20.41,39.25,0
144078,Jameer Nelson,PG,DEN,4700,6.85726815795,30.0,0
144079,Deron Williams,PG,DAL,4600,26.39,35.5,0
144080,Jerryd Bayless,PG,PHI,4000,0.1,0.0,0
144081,Isaiah Whitehead,PG,BKN,3700,11.2811610627,8.25,0
144082,Jerian Grant,PG,CHI,3600,0.1,9.75,0
144083,Shelvin Mack,PG,UTA,3600,21.398813131,18.75,0
144084,Cory Joseph,PG,TOR,3500,25.7384282664,26.75,0
144085,Ramon Sessions,PG,CHA,3400,15.5091309317,13.0,0
144086,Jose Calderon,PG,LAL,3400,7.92251552211,7.25,0
144087,Wade Baldwin IV,PG,MEM,3300,8.74147407927,30.0,0
144088,Shaun Livingston,PG,GS,3200,12.4403151237,10.0,0
144089,Dante Exum,PG,UTA,3100,19.7355411275,15.5,0
144090,Jason Terry,PG,MIL,3000,11.3079059135,4.75,0
144091,Yogi Ferrell,PG,BKN,3000,0.649734953772,0.0,0
144092,Tyler Ulis,PG,PHO,3000,0.1,8.75,0
144093,John Lucas III,PG,MIN,3000,0.1,0.0,0
144094,Brian Roberts,PG,CHA,3000,2.59966020902,0.0,0
144095,Kris Dunn,PG,MIN,3000,6.98,23.5,0
144096,Aaron Harrison,PG,CHA,3000,1.21756070152,0.0,0
144097,Tyus Jones,PG,MIN,3000,5.14,0.0,0
144098,Marcelo Huertas,PG,LAL,3000,0.1,16.0,0
144099,Devin Harris,PG,DAL,3000,3.12,17.75,0
144100,Michael Carter-Williams,PG,CHI,3000,0.1,0.0,0
144101,Raul Neto,PG,UTA,3000,4.82529016564,0.0,0
144102,Malik Beasley,PG,DEN,3000,3.78582582277,0.0,0
144103,T.J. McConnell,PG,PHI,3000,5.73527482427,9.0,0
144104,Demetrius Jackson,PG,BOS,3000,0.1,0.0,0
144105,Terry Rozier,PG,BOS,3000,7.20093732251,3.25,0
144106,Malcolm Delaney,PG,ATL,3000,12.2503840317,6.75,0
144107,Fred VanVleet,PG,TOR,3000,3.58843101316,9.75,0
144108,Delon Wright,PG,TOR,3000,0.1,0.0,0
144109,Shabazz Napier,PG,POR,3000,1.465855551,0.0,0
144110,Tim Quarterman,PG,POR,3000,3.58214567635,0.0,0
144111,Hassan Whiteside,C,MIA,9000,48.76,60.5,0
144112,Karl-Anthony Towns,C,MIN,8900,46.56,53.75,0
144113,Dwight Howard,C,ATL,7300,32.46,37.75,0
144114,Marc Gasol,C,MEM,7100,39.42,43.25,0
144115,Joel Embiid,C,PHI,6900,0.0,0.0,0
